CASRN,LD50_xgboost_maccs
22591-21-5,0.7651158
1492-02-0,0.9523104
107534-96-3,0.61638147
75-64-9,0.7667265
59227-74-6,0.043898553
4620-70-6,1.0570209
87787-67-5,0.92669064
42200-33-9,0.42987353
27912-14-7,0.7313121
51781-21-6,0.11166173
23093-74-5,0.3621194
38363-40-5,0.49108002
35108-88-4,0.5325131
54247-25-5,0.3276309
26921-17-5,0.6523571
68377-91-3,0.29081526
18559-94-9,0.8856624
54240-36-7,-0.11607232
21898-19-1,0.13906431
56776-01-3,0.16733186
79645-08-2,0.59421015
60559-94-6,-0.19020832
57982-78-2,0.27344754
2160-93-2,0.9688131
112226-61-6,0.6273049
75-65-0,1.2425001
7665-72-7,1.3332287
1663-39-4,1.0301692
398489-26-4,0.34256727
75-91-2,1.2490141
614-45-9,1.2609967
75-66-1,1.0106615
4098-71-9,0.8142102
7027-11-4,0.65605503
21280-29-5,0.5659688
1740-15-4,0.3627985
76-29-9,0.47731954
79-93-6,0.72659975
58-18-4,0.29045704
116-06-3,-1.8070456
1646-87-3,-1.0473166
1646-88-4,-1.4968644
16146-62-6,-0.29748797
4790-92-5,-0.98562944
16655-82-6,-0.5195502
66637-25-0,-1.786447
106358-92-3,-2.030271
16709-30-1,-0.8561151
59375-53-0,-2.3639486
59375-61-0,-2.5192792
22781-23-3,-0.77373534
59375-67-6,-2.228286
106231-36-1,-1.7906888
71108-14-0,-0.49905455
1249-84-9,-0.20247085
69784-42-5,-1.1621789
122-15-6,-0.07471605
4757-55-5,0.14895824
92320-57-5,0.19222726
54504-70-0,0.023781344
3648-36-0,0.0035858315
75096-86-5,-0.67716724
50539-80-5,-0.86348
62382-23-4,-1.0156735
32891-29-5,0.23585829
50539-66-7,-1.1564436
50802-69-2,-1.1664599
50673-10-4,-1.1520038
50673-11-5,-1.1632972
50539-76-9,-1.0904282
37430-50-5,-1.149825
127-48-0,-0.092092894
71108-21-9,-1.3606355
22198-93-2,0.65723795
123886-70-4,0.10928761
123886-68-0,-0.15729493
123886-69-1,0.036187094
111038-47-2,0.37651917
15440-46-7,0.5558589
123886-65-7,-0.046598613
57897-49-1,-0.3302797
123886-62-4,0.3166759
31652-69-4,-0.38276687
1646-75-9,0.51033664
71868-10-5,0.29945475
25841-41-2,0.96027553
3680-05-5,1.2595226
25841-38-7,1.0770519
25841-43-4,1.4067643
163000-63-3,0.57598186
17557-23-2,1.1174041
1471-52-9,0.59614205
1755-97-1,0.6719541
10232-92-5,0.5999824
6362-80-7,1.0072064
2654-58-2,0.6958393
81777-89-1,0.24603376
1955-45-9,1.3369435
10389-72-7,0.32670254
36981-93-8,0.2586482
51200-87-4,0.7349428
15214-89-8,0.8656615
24458-48-8,-0.069094576
543-39-5,1.1017901
103-05-9,0.9946718
100-86-7,0.986041
1320-94-1,1.0984938
50539-73-6,-0.7817339
50539-74-7,-0.83700585
99599-74-3,0.2684738
99599-78-7,0.35495105
558-30-5,1.046895
2978-58-7,0.70265996
32889-48-8,-0.23493874
115-19-5,0.9300637
564-94-3,1.2967771
127-91-3,0.91703933
22431-62-5,0.76736164
58769-20-3,0.36414275
52645-53-1,0.3664546
75867-00-4,-0.18208441
68359-37-5,-0.77664506
80803-92-5,0.2681112
73611-02-6,0.8605672
128148-93-6,0.3292712
15440-48-9,0.9465883
4697-14-7,1.1282184
35531-88-5,0.77392554
599-64-4,1.0099318
2444-90-8,1.0010717
13080-86-9,0.6066413
2089-46-5,0.33162808
79-95-8,0.45648474
54-36-4,0.7953187
826-54-0,0.87261707
832088-68-3,0.119486324
63612-50-0,0.38517478
6440-58-0,0.77427316
118-52-5,0.3540106
126-06-7,0.5251132
16079-88-2,0.32040894
7473-98-5,1.2092091
106797-53-9,1.127683
80-15-9,1.1090943
24201-58-9,1.1169076
41859-67-0,0.46185035
3771-19-5,0.93339735
42017-89-0,0.86184806
21550-30-1,0.64294297
63979-37-3,0.34029403
64118-86-1,0.34629142
121776-33-8,0.54848856
63883-18-1,0.2566814
4362-40-7,0.5778918
53-10-1,0.90964496
2181-04-6,-0.20004462
6000-74-4,0.65555763
29069-24-7,-0.11364836
20231-45-2,0.85458124
20417-82-7,-1.3542776
20417-84-9,-0.9339738
154619-58-6,-1.2108698
562-09-4,0.34242278
154619-91-7,-1.3110162
154619-64-4,-1.105213
154619-56-4,-1.066462
154619-66-6,-1.2782879
72150-17-5,0.24323156
14641-96-4,0.29166612
518-20-7,0.35402885
3032-55-1,0.17571244
822-48-0,0.3083543
115-69-5,1.2574602
3692-18-0,0.70912224
2018-45-3,0.88242954
52205-73-9,0.4142486
6147-37-1,0.83611834
1899-36-1,0.7462595
3175-23-3,0.89134
50471-44-8,0.83018935
2033-94-5,0.88952404
11034-31-4,0.34774792
80-06-8,0.67734164
72420-38-3,0.55772364
127-20-8,0.8066023
136-25-4,0.669625
71-55-6,0.83232325
3688-85-5,0.77350724
1754-58-1,-0.3542415
561-41-1,0.30157062
23135-22-0,-0.6703397
76963-41-2,0.31929508
23422-53-9,-0.55553985
50335-55-2,0.2670004
3311-54-4,0.30721408
23504-07-6,-0.4310478
17289-49-5,0.5507771
13256-32-1,0.23837167
6884-59-9,-0.25342143
86360-33-0,0.39597237
49701-24-8,0.81596756
1113-02-6,-0.5360928
18278-44-9,-0.32371038
3344-11-4,-0.5327604
18188-17-5,-0.20834379
54708-68-8,0.85619247
15037-58-8,-0.07807213
20253-72-9,0.51635456
16637-86-8,-0.3402025
16960-40-0,-0.9207733
1421-68-7,0.9999742
1225-55-4,0.4359842
10262-69-8,0.44748497
60070-44-2,0.23800382
60763-63-5,0.3627734
6291-84-5,0.79222476
693-05-0,0.8643642
54910-89-3,0.23770152
109-83-1,1.2592542
13055-76-0,0.2956555
25756-29-0,0.5831369
14489-75-9,0.481258
10085-81-1,0.35334063
123-39-7,1.0211676
100-60-7,0.64900094
58-25-3,0.20672458
6330-25-2,1.0300784
100-61-8,0.68095577
1220-94-6,0.78785855
2475-46-9,0.8514381
60439-52-3,0.2312447
63906-81-0,0.828726
284462-37-9,0.7328032
757251-39-1,0.681252
882167-77-3,0.5500374
1674-62-0,0.8474364
598-52-7,-0.12941642
165252-70-0,0.51218617
6610-29-3,-0.24089879
1966-58-1,0.31719896
1943-79-9,0.35085493
13792-20-6,-0.051250707
13792-24-0,-0.122616574
3282-00-6,-0.060219236
7070-71-5,-0.17534918
6988-21-2,-0.1490856
6842-34-8,-0.5059531
63-25-2,0.40472546
5721-72-2,0.5076027
3279-46-7,0.120512456
3942-54-9,0.049025785
13792-21-7,-0.003529225
24031-96-7,-1.0424904
55391-34-9,-0.89315516
1631-64-7,-1.0433102
1867-66-9,0.023811772
7339-53-9,0.3317587
130365-37-6,-0.3581841
91893-37-7,-0.67306817
63991-43-5,0.7932141
51068-60-1,0.4988309
8004-87-3,0.33258212
34544-12-2,0.5072518
66952-49-6,0.59221745
624-83-9,1.0728154
54266-55-6,-0.5949036
54266-44-3,-0.7358381
16033-21-9,0.37501165
40643-39-8,0.37507677
40843-82-1,0.4488163
40643-36-5,0.34626368
152-16-9,-1.1011157
90-72-2,0.08389245
645-05-6,0.427576
15112-89-7,0.5835256
548-62-9,0.18838681
6711-48-4,0.6802003
110-95-2,0.6368706
110-18-9,0.57012254
74758-19-3,0.42282665
132050-00-1,0.6697161
61-73-4,0.2310552
2782-91-4,0.49543145
5836-23-7,0.34174597
137-26-8,0.5173677
1031-47-6,-0.35673323
115-26-4,-0.9901323
1703-48-6,0.47089714
75-50-3,0.72031957
60662-16-0,0.41442496
51235-04-2,0.63145566
3475-63-6,0.1058573
16339-14-3,0.2756971
437-74-1,0.5007598
157309-18-7,0.36252216
161559-34-8,0.48162127
58-08-2,0.61506844
5426-89-1,0.58862394
15876-67-2,-0.08084206
101-26-8,-0.7381621
114-80-7,-0.6391307
5373-42-2,0.19011095
50-62-4,0.4804377
35115-50-5,0.12952906
5974-09-4,0.1924985
56066-63-8,0.38065872
173159-57-4,0.6701241
52-85-7,-0.7978509
481-49-2,0.22068478
61-01-8,0.1679217
76579-52-7,0.45186818
54708-51-9,0.4753777
19937-59-8,0.6218006
35972-50-0,0.26358792
35967-28-3,0.32808074
116476-14-3,0.37105775
27848-84-6,0.0855762
34661-75-1,0.46814248
1039-59-4,0.34666216
18995-99-8,-0.74941313
5310-55-4,0.12704985
109-55-7,0.70449394
10563-29-8,0.8029246
20064-38-4,0.011857468
303-70-8,0.01088001
303-49-1,0.3677988
53-60-1,0.2972778
24268-89-1,0.10453255
50-53-3,0.34593162
1225-65-6,0.3510558
16398-39-3,-0.16011146
4755-59-3,0.4809196
3179-63-3,1.0703459
132-69-4,0.39708534
14286-84-1,0.5249809
4510-65-0,0.29807174
113-59-7,0.10367471
1738-25-6,0.7003659
132-20-7,0.16482188
132-22-9,0.32719052
511-13-7,0.26848435
2045-52-5,0.46411434
59-32-5,0.25672784
958-93-0,0.4323783
108-01-0,0.9768615
13877-99-1,0.29080796
518-63-8,-0.28732467
1176-08-5,0.34096906
26615-21-4,-0.080439635
102207-77-2,0.6681931
2439-35-2,0.75772864
71-79-4,0.37292695
4584-46-7,0.019548338
16607-80-0,0.64053893
103-83-3,0.5775206
21140-37-4,0.024784392
102410-20-8,0.22105062
55363-08-1,0.46017498
2407-68-3,0.404123
5376-09-0,0.264434
68-12-2,0.99086314
1467-79-4,0.5914356
72575-46-3,0.049814355
2585-36-6,0.48069498
17606-31-4,0.6103352
64-73-3,0.21102245
2013-58-3,0.24102308
789-37-7,0.5001296
6434-38-4,-1.2814981
59721-29-8,0.63309246
121-69-7,0.5922239
838-95-9,0.62474406
60045-43-4,0.227303
60-11-7,0.50221705
547-58-0,0.8444942
20691-84-3,0.46064946
17576-88-4,0.47894067
140-56-7,0.19156636
5882-48-4,0.43467462
7152-80-9,0.34465095
1122-58-3,0.1761987
100924-68-3,0.54326534
28743-45-5,-0.13987416
2680-03-7,0.7669141
74957-49-6,0.3047592
957-51-7,0.6964034
89427-43-0,-1.1725289
195252-02-9,0.07179052
1778-08-1,0.5726584
63887-52-5,0.4365347
85815-37-8,-0.022500187
52777-92-1,0.15900055
106900-12-3,-0.034547944
1609-06-9,0.766103
1115-70-4,0.9801938
28805-78-9,0.81850857
101-42-8,0.8887218
1982-47-4,0.6932158
150-68-5,0.9252637
2164-17-2,0.5714586
27954-37-6,0.48685402
33439-45-1,0.62204134
3134-12-1,0.7032757
21709-44-4,-0.52736604
1016-46-2,-0.39838502
89427-20-3,-0.89361644
25900-68-9,-0.53508925
62850-32-2,0.3648582
79-44-7,0.711702
3226-36-6,0.655664
31848-11-0,0.5431616
1596-84-5,0.9003648
7227-91-0,0.14738625
7203-95-4,0.19956529
33330-91-5,0.29270834
7227-92-1,0.10940627
7203-90-9,0.34383753
7239-21-6,0.21515624
23456-93-1,0.23002625
36120-57-7,0.21039157
19992-69-9,-0.02212665
33330-89-1,0.25828108
4342-03-4,0.24126689
62-75-9,0.28751943
63886-55-5,-0.79897994
22850-19-7,-0.16719666
99300-64-8,-0.57112074
91893-64-0,-0.5280045
91893-26-4,0.09765644
85977-49-7,-0.49447602
36014-72-9,-1.1429629
1085-98-9,0.17383584
13360-57-1,0.29470766
533-74-4,0.53098583
13863-31-5,1.0882328
7226-23-5,0.81744486
80-73-9,0.9336207
13256-12-7,0.3195278
83-67-0,0.5035115
81995-79-1,0.17931671
107007-99-8,0.46738288
81996-52-3,0.45240778
87798-85-4,0.44379216
79712-52-0,0.3736648
519-37-9,0.745136
79712-53-1,0.40392554
69975-86-6,0.81150156
652-37-9,0.56771153
7601-87-8,0.106494784
68789-89-9,-0.42493612
43222-48-6,0.46817094
89805-39-0,0.15621349
128-62-1,0.21633573
29173-31-7,-0.38320196
115-37-7,-0.6447761
3176-03-2,-0.29477373
64951-25-3,0.37662172
14419-01-3,0.8114417
24141-01-3,0.22169484
69353-21-5,-0.15764719
63-75-2,0.8392584
139886-04-7,0.010596325
39885-14-8,0.26460627
66794-74-9,0.23487107
14759-04-7,0.08430816
22958-08-3,-0.40731603
5965-13-9,-0.06171987
125-29-1,0.035472326
52-28-8,0.065233454
3688-66-2,-0.2130987
56796-39-5,0.20513056
1746-81-2,0.8087931
330-55-2,0.9498942
13360-45-7,0.5035445
5588-33-0,0.37206274
23903-11-9,0.5863434
1555-58-4,0.7679612
1229-69-2,0.2028189
86-12-4,0.28210175
53-89-4,0.35710493
132-18-3,0.3040946
1057-81-4,0.20502687
57081-55-7,0.3557372
29075-61-4,0.2755729
15574-96-6,0.25093383
34580-14-8,0.19252267
969-33-5,0.14366806
60086-22-8,-0.15560907
78104-11-7,-0.04863713
72468-85-0,0.23023953
440-17-5,0.0020122728
24632-48-2,0.40544677
56217-90-4,0.48834336
29868-97-1,0.50563157
33354-22-2,0.35809815
57342-05-9,-0.025833158
24140-98-5,-0.022041757
22487-46-3,0.25673747
106017-08-7,0.60190827
1977-11-3,0.06406046
5786-21-0,0.12379149
1977-10-2,0.065646484
14052-80-3,0.58368915
16339-07-4,0.28548974
63905-05-5,0.24050663
55-86-7,-0.21316978
17780-75-5,0.08245176
1553-34-0,0.20566002
2975-36-2,0.20710227
1982-37-2,0.36220965
31139-87-4,0.37509626
23327-57-3,0.39759243
306-07-0,0.4059676
150433-14-0,-0.1715911
24600-36-0,0.5088388
5060-56-0,0.16988474
19974-69-7,0.3351882
22952-87-0,0.081747904
54-11-5,0.28608868
60634-70-0,0.26739568
54301-19-8,0.0030572556
32033-21-9,0.39206928
74627-35-3,0.08641478
51473-23-5,0.18738517
24381-37-1,0.17812788
125-52-0,0.18750772
872-50-4,0.8274848
93-90-3,0.7087973
6232-56-0,0.12013784
88475-55-2,0.39403126
2079-00-7,0.76555055
27942-00-3,0.91859025
59-05-2,0.5174253
68787-95-1,0.14017116
21820-82-6,-0.12438431
153719-23-4,0.20215786
63906-70-7,0.74685675
3655-88-7,0.5912875
51026-28-9,0.73533124
13256-11-6,0.25295714
16339-16-5,-0.2897255
46948-72-5,0.5872714
4960-47-8,0.60809296
77639-70-4,0.5833892
132907-72-3,0.43050063
60-56-0,0.30637056
446-86-6,0.5240519
7560-83-0,0.68153423
132-17-2,0.29672548
2169-75-7,0.3512604
51-55-8,0.60085845
80-77-3,0.6564998
5571-97-1,0.50254166
13131-19-6,0.54917747
5432-28-0,0.40808973
64057-88-1,0.28158274
63716-37-0,0.25294307
3543-75-7,0.26994365
80845-35-8,0.2777087
7492-29-7,0.5304454
2011-67-8,0.27191576
1622-62-4,0.38573977
3900-31-0,0.77652234
5903-13-9,-0.45531002
74859-42-0,0.64562786
63744-49-0,0.31139138
13993-65-2,0.339813
124824-14-2,0.32717764
84542-20-1,-1.0401227
84529-63-5,-0.6472832
84529-59-9,-1.6537387
64037-23-6,0.44322386
1740-11-0,-1.4017881
63755-05-5,0.43007967
20354-26-1,0.46012393
614-00-6,0.3434417
7431-19-8,0.4423183
99-80-9,0.34327626
69781-06-2,0.18404871
16219-99-1,-0.10798088
69658-91-9,0.25685498
25505-98-0,0.5399549
684-93-5,0.5181707
70-25-7,0.8399579
13860-69-0,0.47479242
1084-23-7,0.4843292
2682-20-4,0.7988776
631-93-6,0.9299398
34042-85-8,-0.25219962
59804-37-4,-0.21064785
123277-33-8,-0.3495405
90101-16-9,0.30544862
39794-99-5,0.24043784
535-83-1,0.6391856
2447-54-3,0.34726474
14901-08-7,0.5277749
75-52-5,0.484184
1420-40-2,0.48745784
60-26-4,0.33544788
69-27-2,0.089512534
13254-33-6,0.7108047
32765-81-4,0.19780558
44992-01-0,0.45961216
51-83-2,0.0915278
987-78-0,0.38309166
999-81-5,0.21081173
2758-06-7,0.3614807
5110-69-0,0.39894417
6645-46-1,0.743376
56-93-9,0.55161124
35035-05-3,0.40811446
15302-91-7,0.5511216
62-97-5,0.38310012
596-51-0,0.6660112
561-43-3,0.33007693
13025-69-9,-0.0050884085
14652-09-6,0.14801997
4317-14-0,0.15657622
2747-31-1,0.15246367
3688-65-1,-0.18282574
15351-05-0,0.2529603
30817-43-7,0.43441853
4269-88-9,0.4814246
144-12-7,0.52654564
21216-78-4,0.010458671
35425-83-3,0.13743822
71731-58-3,0.3682377
7529-22-8,0.19393577
302-70-5,-0.5330531
101670-74-0,-0.3182382
63516-07-4,-0.26391816
63869-28-3,-0.59068877
24815-24-5,-0.12221125
50-55-5,-0.03998991
1062-48-2,0.44484767
122185-09-5,1.2371563
1178-29-6,-0.10062335
6429-04-5,-0.42762518
81182-04-9,0.34785604
4880-82-4,-0.09790202
6879-02-3,0.09929964
122-10-1,-0.8714096
1795-58-0,-0.07532042
3700-89-8,0.08720757
76541-72-5,0.014281638
690-49-3,-0.09000999
3383-96-8,-0.5921671
3356-57-8,-0.33909643
1174-83-0,-0.7857747
2782-70-9,-0.37876895
5930-71-2,-0.0052687135
37894-46-5,0.8343109
1067-53-4,0.91526026
53808-87-0,0.97401196
58306-30-2,0.058800038
919-76-6,-0.4090137
751-73-5,0.1266787
35543-24-9,0.24521518
41716-93-2,0.19700855
26328-04-1,0.26019943
82697-76-5,0.5341392
635-41-6,0.6008773
35619-65-9,0.47861493
5914-66-9,0.265817
1532-12-3,0.22901313
102324-40-3,-0.096570954
101477-54-7,0.2604056
2778-04-3,-0.62771904
15037-64-6,0.011858653
3581-11-1,-0.36315066
950-37-8,-1.2773746
2487-90-3,1.2896554
1760-24-3,0.22938503
15396-00-6,0.7031274
2996-92-1,1.1632096
121-45-9,0.60595495
512-56-1,0.3284479
3069-29-2,0.6998499
17865-32-6,1.2256206
3027-21-2,1.1555762
2587-90-8,-0.8670492
4752-35-6,-0.8527242
54473-43-7,-0.18503673
3254-63-5,-0.52780324
3070-16-4,-0.3740645
152-20-5,-0.25231028
2953-29-9,0.0056563504
6504-77-4,0.41551283
110-71-4,1.4355509
111-96-6,1.4530141
143-24-8,1.4220415
71850-03-8,1.4108392
10232-93-6,1.2680352
117-82-8,1.2774025
3753-18-2,1.055745
109-87-5,1.4244832
34758-84-4,0.31708184
1125-88-8,1.3117082
20627-73-0,0.7433161
81098-60-4,0.0751671
77402-03-0,0.6029094
1830-54-2,1.2290956
108-59-8,1.2433988
111753-73-2,0.33681405
78967-07-4,0.27298877
101-70-2,0.718342
150-78-7,1.1546953
27318-87-2,1.0735357
89-39-4,0.5083286
2735-04-8,0.7855979
5355-16-8,0.6009786
7306-46-9,0.6825818
110488-70-5,0.44727567
119-90-4,0.5500313
89427-14-5,-0.59636253
2586-57-4,0.95984966
458-37-7,0.73373485
91-10-1,1.037342
23158-25-0,0.16876614
70024-40-7,0.6872157
19237-84-4,0.624778
64951-27-5,0.470055
357-57-3,-0.92391264
89427-13-4,-0.7967536
6294-52-6,0.56677425
40553-78-4,0.0459763
31848-02-9,0.37241185
13223-43-3,0.5330447
138786-67-1,-0.07224387
606-45-1,1.0018573
94-60-0,1.3951168
133-47-1,1.1946737
56141-00-5,0.44489434
89427-46-3,-0.8040427
4336-19-0,1.2727205
1459-93-4,1.2652816
13290-96-5,0.703089
131-11-3,1.3214064
173584-44-6,0.32825336
96753-93-4,0.5555113
616-38-6,1.0223875
4525-33-1,1.153125
6843-66-9,1.0730653
20120-33-6,0.54048306
52-68-6,0.23545833
74940-61-7,0.31063265
37565-85-8,0.30984008
813-84-3,-0.20511794
17321-47-0,-0.36404428
597-25-1,-0.25289676
42136-28-7,0.10786751
950-35-6,-1.3785225
2255-15-4,-0.46641523
2274-67-1,0.20021068
2274-69-3,-0.11830083
13104-21-7,-0.3879798
23560-59-0,-0.56138355
52899-13-5,-0.31384513
5598-52-7,0.07744346
64050-54-0,-0.44909492
1886-01-7,-0.5173991
3735-33-9,-1.128061
3820-53-9,-0.8108751
3309-87-3,-0.22423972
50915-31-6,0.13202402
298-00-0,-0.85499716
363-97-3,-0.47972336
5826-76-6,-0.10131018
500-28-7,-0.010089185
50590-01-7,-0.20266883
63981-11-3,0.17107067
2104-96-3,-0.35655046
18181-70-9,0.17797458
5598-13-0,0.15710625
756-80-9,0.13002801
32357-99-6,-0.43511122
3692-87-3,-0.45557654
42565-17-3,-0.41629633
78-57-9,0.006215212
144-41-2,-0.15034595
1113-01-5,0.43346673
58995-44-1,-0.7365964
22439-39-0,-0.82514876
51356-18-4,-0.6196777
51442-09-2,-0.82514876
86-50-0,-0.4240163
18722-80-0,-0.62160784
64050-59-5,-0.69530267
64050-57-3,-0.28739643
3735-23-7,-0.63089126
6436-04-0,0.098029114
41219-30-1,-0.13178712
10312-19-3,-1.144177
63716-52-9,-0.48288152
5114-31-8,-0.12506387
2524-03-0,0.089703575
2667-49-4,0.067366794
22243-91-0,-0.88466686
2984-68-1,-0.2076601
22608-53-3,-0.36643162
77173-43-4,-0.21494685
10265-92-6,0.13315941
29809-48-1,-0.37512398
54473-30-2,-0.119693205
54473-41-5,-0.08169485
41495-66-3,0.15925005
87359-33-9,0.7691291
66-27-3,0.6439666
5332-73-0,1.0540854
1589-49-7,1.4137819
110-67-8,1.210658
54778-70-0,0.100171745
4634-47-3,-1.1307176
109-86-4,1.4071171
111-77-3,1.3733143
112-35-6,1.3187975
1663-35-0,1.1028003
3459-20-9,0.8335796
339-44-6,0.86209726
3121-61-7,1.0821539
35702-75-1,1.0828816
13551-87-6,0.8317877
625-45-6,1.40515
4484-61-1,1.4468521
107-30-2,0.6786669
107-25-5,1.025234
107-31-3,1.2828286
1328-90-1,-0.30219367
86803-90-9,1.1379243
36061-95-7,0.26576817
58994-96-0,0.026653547
9000-38-8,1.032819
111-81-9,0.9804116
2935-90-2,1.0125943
3395-91-3,0.2169023
14352-61-5,1.2799723
101-41-7,1.1883188
2876-78-0,1.020501
65463-19-6,0.30414394
1929-87-9,1.0163866
453-18-9,-0.8086887
100-66-3,1.1014218
140-67-0,0.961509
60045-41-2,0.26539454
123-11-5,1.1224259
130198-05-9,0.75513303
53036-61-6,0.24217461
157173-60-9,0.09990805
5863-35-4,-0.020289853
611-94-9,1.0594715
58955-83-2,0.42770153
72432-10-1,0.5149854
12771-68-5,0.60617626
104-94-9,0.77634597
332-35-4,-0.3667786
20172-02-5,0.81051016
100-17-4,0.5985575
150-76-5,1.0833254
1078-19-9,1.0426469
1847-63-8,0.18396774
150-19-6,1.0524026
28534-37-4,1.059145
64037-14-5,0.76683646
96-96-8,0.73734975
131-57-7,0.8310479
531-59-9,0.6580063
13244-33-2,1.2444966
63638-90-4,-0.36701342
18179-67-4,0.86998683
61361-61-3,-0.26524106
56538-01-3,-0.46671078
61361-58-8,-0.92148477
66839-98-3,-0.13218036
17854-59-0,0.113700576
64380-46-7,0.8058534
135-02-4,1.0059943
80834-78-2,-0.05626901
80834-75-9,-0.11359817
3562-99-0,0.8085042
313-67-7,0.48704454
108828-56-4,0.76142997
32828-81-2,0.59827507
3641-50-7,0.7401565
90-04-0,0.7357275
99-59-2,0.5947313
55232-80-9,0.12554233
80834-64-6,0.101613715
76487-32-6,0.35951138
21580-07-4,0.38508523
80834-66-8,0.047776565
91-23-6,0.8364771
537-73-5,0.97682625
93-14-1,1.0277121
70-07-5,0.26838866
21492-45-5,0.19192253
7217-59-6,0.70829237
5345-54-0,0.7215123
4920-79-0,0.66817945
4698-11-7,0.61109674
57645-49-5,0.03148426
5307-02-8,0.6380969
32861-85-1,0.7276128
97-53-0,0.9775645
19272-90-3,0.7621447
121-33-5,1.0303296
92-61-5,0.39022356
73698-58-5,0.830989
10031-96-6,0.9448626
73698-63-2,0.7814011
4065-45-6,1.135143
1162-65-8,0.40592733
10048-13-2,0.092325255
2872-48-2,0.62790227
607-91-0,0.30662253
73698-64-3,0.7907245
219715-34-1,0.7244658
114834-06-9,0.543887
80-35-3,0.67783296
30578-37-1,0.70636183
96-33-3,0.9915344
14437-17-3,0.8670915
144077-07-6,0.23697044
2307-49-5,0.6278847
89427-02-1,-0.8318722
57057-83-7,0.57205385
2539-17-5,0.5977899
298-81-7,0.53709865
89427-39-4,-1.0360374
2438-88-2,0.84415686
219715-41-0,0.3378787
137-05-3,0.65219504
80-63-7,0.5897081
93-58-3,1.2617153
134-20-3,1.0472201
42576-02-3,0.80511594
6307-82-0,0.8682856
611-13-2,1.084398
15206-55-0,1.2726882
360-53-2,0.75401765
2536-31-4,0.36346915
29427-58-5,1.1042795
142469-14-5,0.32035536
176972-62-6,0.24619749
1918-18-9,0.5148633
31431-39-7,0.42056188
28559-00-4,0.6137967
6804-07-5,-0.20796539
13589-15-6,-0.20498538
79-22-1,0.8419813
25991-93-9,0.46923763
425-87-6,0.9176057
76-38-0,0.8641267
139886-03-6,0.26110724
88283-41-4,0.60086364
55268-75-2,0.08873249
598-58-3,0.63414085
21609-90-5,0.12789956
2591-66-4,-0.17644493
3811-49-2,-0.5865803
2523-94-6,0.24503796
10497-05-9,0.1897637
556-67-2,0.76580966
999-97-3,0.96192056
1000-70-0,0.6625795
1009-93-4,0.567143
5683-30-7,1.3403788
2345-38-2,1.2899941
2374-14-3,-0.25202638
42959-18-2,0.77689886
75-78-5,0.86512166
85509-19-9,0.4268555
675-62-7,0.6221419
75-79-6,0.8155195
676-83-5,0.2280256
1787-44-6,0.5991398
35691-25-9,-0.8112754
1511-67-7,-0.92553824
7526-26-3,0.3887073
3954-73-2,-0.45253167
740-20-5,-0.3709934
2665-30-7,-0.8011484
5188-07-8,1.0023654
816-80-8,0.019575348
624-92-0,0.9290499
3268-49-3,1.1081108
17773-41-0,0.6100339
63-68-3,0.96429175
583-91-5,1.1182028
59021-03-3,0.5070898
100-68-5,0.79655755
123-09-1,0.75371677
7143-67-1,0.39664412
14527-26-5,-0.044368
67-68-5,0.99853575
934-73-6,0.7874661
473-51-8,0.43757433
2990-21-8,0.5720635
3112-85-4,0.9813052
3570-98-7,0.619642
1222-57-7,0.26607722
14763-60-1,0.7779585
19016-29-6,-0.8517197
14008-44-7,0.5318945
13244-35-4,0.8716936
2700-89-2,0.573392
27603-25-4,0.3010912
51803-78-2,0.30857316
113296-13-2,0.22366747
22729-75-5,0.46893272
3687-13-6,0.6393422
53639-82-0,0.15483072
558-25-8,0.2202427
74-88-4,0.42132902
1025-15-6,0.3586688
2694-54-4,0.7763008
101-37-1,0.8690791
102-84-1,0.26277578
3524-68-3,0.5000941
72782-44-6,0.40784937
99-67-2,0.79579383
124-02-7,0.5217754
37764-25-3,0.10915591
16338-97-9,0.33900627
6294-79-7,0.45533988
15180-03-7,-0.32937932
557-40-4,0.7238665
131-17-9,0.8047133
142-22-3,0.521637
2179-57-9,0.41974056
3917-15-5,0.7812183
106-99-0,0.70190257
110-26-9,0.7897528
13048-33-4,0.59993786
1070-70-8,0.6044378
17831-71-9,0.55233973
1680-21-3,0.57935166
4074-88-8,0.5778694
52408-42-1,1.0354363
4074-90-2,0.5313845
627-51-0,0.7144299
26750-50-5,0.60935825
77-77-0,0.66722536
126-99-8,0.4339957
112-38-9,0.86766887
591-80-0,0.9059427
39716-58-0,0.33287254
4255-24-7,0.5214164
300-57-2,0.94428337
302-34-1,-0.36852506
10017-11-5,0.6020773
109-57-9,-0.4333306
19876-05-2,0.83916956
13973-71-2,0.42729193
25646-22-4,-0.43783352
25646-24-6,-0.34670395
57-06-7,0.1591581
5834-97-9,0.54115003
152-02-3,0.12768185
57-29-4,-0.22801538
107-18-6,0.84140706
111-45-5,0.9733387
106-92-3,0.6862965
1838-59-1,0.7358483
35554-44-0,0.5719413
2705-87-5,0.89176583
13361-32-5,0.5127246
4728-82-9,0.94186914
1797-74-6,0.9043407
14520-53-7,0.76396173
63887-17-2,0.8785861
22131-79-9,0.29169855
1866-31-5,0.97282714
27605-76-1,0.05893016
2937-50-0,0.30362144
3571-74-2,0.13361154
64057-58-5,0.28949687
106-95-6,0.20133102
556-56-9,0.26460612
107-02-8,0.80610037
107-13-1,0.41297135
100-40-3,1.1687225
