CASRN,Toxic_xgboost_ecfp6counts-0,Toxic_xgboost_ecfp6counts-1
121771-84-4,0.04182595,0.95817405
139-89-9,0.8682514,0.13174863
57369-32-1,0.25582945,0.74417055
4425-95-0,0.7882268,0.21177323
34161-23-4,0.2506435,0.7493565
67075-37-0,0.97374225,0.026257757
111-17-1,0.80414695,0.19585304
5837-68-3,0.51902866,0.48097137
1470-94-6,0.15400529,0.8459947
110311-27-8,0.78536534,0.21463464
61010-04-6,0.40280825,0.59719175
110-94-1,0.874105,0.125895
108-55-4,0.39100933,0.60899067
51505-90-9,0.490291,0.509709
36329-36-9,0.0805437,0.9194563
91893-39-9,0.16937023,0.83062977
27076-30-8,0.6728004,0.3271996
34790-06-2,0.3958295,0.6041705
616-45-5,0.4045915,0.5954085
532-12-7,0.15840185,0.84159815
62666-20-0,0.56677043,0.4332296
19395-78-9,0.5334984,0.46650162
41716-84-1,0.1985408,0.8014592
27060-91-9,0.5679803,0.43201968
111687-36-6,0.9618311,0.038168892
99300-58-0,0.102195084,0.8978049
56368-47-9,0.5008509,0.49914905
79276-58-7,0.17998534,0.82001466
88909-96-0,0.39292544,0.60707456
52637-01-1,0.46743625,0.53256375
104-64-3,0.7526073,0.24739271
122-68-9,0.94941646,0.050583556
60045-26-3,0.8718683,0.12813169
673-31-4,0.77208984,0.22791013
94-82-6,0.30163026,0.69836974
4635-59-0,0.07735044,0.92264956
27959-26-8,0.87608224,0.123917766
63638-93-7,0.19823956,0.80176044
98519-13-2,0.056418955,0.94358104
98519-07-4,0.04752642,0.9524736
98519-00-7,0.07074332,0.9292567
56-17-7,0.18219554,0.81780446
111-41-1,0.48863465,0.51136535
110-85-0,0.33431792,0.6656821
841-77-0,0.19981325,0.80018675
92-54-6,0.18844384,0.81155616
95884-49-4,0.14301568,0.8569843
61655-58-1,0.10535073,0.89464927
14028-44-5,0.086334884,0.9136651
5632-47-3,0.08469832,0.9153017
111-42-2,0.8246043,0.17539576
4471-41-4,0.64194775,0.35805228
93981-02-3,0.9937124,0.0062875543
110-91-8,0.36948293,0.63051707
91893-35-5,0.057774305,0.9422257
36951-85-6,0.052725196,0.9472748
26644-46-2,0.42603976,0.57396024
140-79-4,0.14929527,0.8507047
4110-66-1,0.1743651,0.8256349
1072-52-2,0.6418631,0.35813686
120-07-0,0.81773347,0.18226653
92-00-2,0.42598766,0.57401234
1116-54-7,0.759391,0.240609
77129-82-9,0.14904684,0.85095316
35627-29-3,0.17744648,0.8225535
60029-23-4,0.49385756,0.50614244
92-53-5,0.28435904,0.71564096
108001-60-1,0.30037802,0.699622
59-89-2,0.34933233,0.65066767
16142-27-1,0.17274362,0.8272564
17688-68-5,0.10898858,0.8910114
66508-37-0,0.5678797,0.4321203
25182-84-7,0.4936962,0.5063038
15471-17-7,0.30527836,0.69472164
111-46-6,0.8034539,0.19654611
111-48-8,0.5411649,0.45883515
1892-29-1,0.72368157,0.27631843
41123-69-7,0.8784386,0.1215614
504-63-2,0.76036024,0.23963973
10099-72-6,0.88244957,0.11755044
30544-47-9,0.21677673,0.7832233
82578-51-6,0.35424906,0.64575094
76874-96-9,0.11273283,0.8872672
76874-97-0,0.2621122,0.7378878
34580-73-9,0.06193477,0.93806523
19721-22-3,0.3462562,0.6537438
111-91-1,0.06528854,0.93471146
123-91-1,0.29363734,0.70636266
120-55-8,0.92775077,0.07224923
15980-15-1,0.31697613,0.68302387
53061-10-2,0.38436508,0.6156349
17095-24-8,0.988456,0.011543999
63917-06-6,0.3863328,0.6136672
6279-87-4,0.87632555,0.123674475
1070-42-4,0.13457596,0.86542404
5266-08-0,0.014940262,0.98505974
311-44-4,0.023466289,0.9765337
2451-86-7,0.88293767,0.11706233
1120-71-4,0.28126866,0.71873134
287-29-6,0.2150023,0.7849977
2550-06-3,0.10192126,0.89807874
505-60-2,0.10728532,0.8927147
100-45-8,0.33611435,0.66388565
4994-16-5,0.3506292,0.6493708
64011-70-7,0.14548737,0.85451263
4771-80-6,0.6274534,0.3725466
10137-69-6,0.19221044,0.80778956
13042-02-9,0.34343272,0.6565673
4488-57-7,0.56193364,0.4380664
57-24-9,0.23800999,0.76199
65043-22-3,0.4031757,0.5968243
4781-76-4,0.15149981,0.8485002
100-73-2,0.3533848,0.6466152
63915-63-9,0.08698809,0.9130119
104-53-0,0.6599318,0.34006822
5766-67-6,0.1921171,0.8078829
110-61-2,0.54431534,0.45568466
1075-76-9,0.61163515,0.38836485
23996-53-4,0.4550187,0.5449813
75696-02-5,0.63768125,0.36231872
109-78-4,0.6638948,0.33610526
1071-22-3,0.33547324,0.66452676
542-76-7,0.26343793,0.7365621
26896-48-0,0.70542777,0.2945722
14370-50-4,0.3466584,0.6533416
73803-48-2,0.76853335,0.23146668
13887-61-1,0.18845719,0.8115428
23657-27-4,0.47941965,0.52058035
35944-73-1,0.76356614,0.23643383
76751-94-5,0.35723555,0.64276445
97901-22-9,0.26149827,0.7385017
63007-70-5,0.38179052,0.6182095
2955-38-6,0.44462365,0.55537635
25967-29-7,0.29836243,0.70163757
23887-48-1,0.5611285,0.43887153
78246-49-8,0.44299078,0.5570092
20123-68-6,0.12405437,0.8759456
18818-61-6,0.70914614,0.29085386
33453-19-9,0.2985825,0.7014175
69655-05-6,0.4166625,0.5833375
77053-97-5,0.7691552,0.2308448
486460-32-6,0.22588223,0.77411777
915095-94-2,0.38441378,0.6155862
7346-91-0,0.4380445,0.5619555
121808-62-6,0.77244115,0.22755884
64872-77-1,0.24681592,0.7531841
53716-82-8,0.5085685,0.4914315
39391-39-4,0.8210622,0.17893782
915095-87-3,0.72382414,0.27617583
314771-88-5,0.6446213,0.3553787
114654-31-8,0.19317192,0.8068281
884-49-1,0.07001126,0.92998874
14008-53-8,0.2713238,0.7286762
2589-15-3,0.1892134,0.8107866
145-73-3,0.878029,0.12197101
2759-71-9,0.22208667,0.77791333
858956-08-8,0.63309103,0.36690897
765-30-0,0.22353715,0.77646285
81356-60-7,0.5975678,0.40243217
86393-33-1,0.7274138,0.27258623
51981-21-6,0.84432185,0.15567817
9001-73-4,0.4417159,0.5582841
13115-71-4,0.6426705,0.35732952
32773-59-4,0.37480152,0.6251985
3544-94-3,0.725526,0.27447405
84611-23-4,0.6203804,0.37961963
521284-22-0,0.24456096,0.75543904
7545-48-4,0.85093784,0.14906213
101-49-5,0.2476601,0.7523399
56461-33-7,0.45050842,0.5494916
58095-31-1,0.37009764,0.62990236
28874-51-3,0.5400048,0.4599952
100678-32-8,0.109194756,0.89080524
30914-89-7,0.29459506,0.70540494
74103-07-4,0.5366812,0.46331882
1331-07-3,0.6851901,0.31480992
88485-37-4,0.48126704,0.51873296
52079-23-9,0.6018442,0.3981558
29050-11-1,0.29672915,0.70327085
55316-22-8,0.28488582,0.7151142
57-96-5,0.09611899,0.903881
114686-12-3,0.5252808,0.47471923
102-20-5,0.86432105,0.13567895
51-12-7,0.5699032,0.4300968
59-97-2,0.050572574,0.9494274
5144-52-5,0.08084667,0.91915333
53878-49-2,0.3709482,0.6290518
372-77-0,0.44815618,0.5518438
123-81-9,0.3230347,0.6769653
4301-50-2,0.38295645,0.61704355
76824-35-6,0.64016485,0.35983518
103-29-7,0.8906255,0.10937449
621-95-4,0.2011106,0.7988894
736-30-1,0.51829237,0.48170763
137281-39-1,0.64723766,0.35276234
7199-29-3,0.19100934,0.80899066
37286-92-3,0.17781138,0.8221886
494-19-9,0.3923359,0.6076641
697235-49-7,0.7980871,0.20191285
53597-27-6,0.5819569,0.41804308
119-84-6,0.15701693,0.84298307
36330-85-5,0.39663333,0.6033667
38873-55-1,0.45829165,0.54170835
123-56-8,0.5446856,0.45531437
23249-97-0,0.5072037,0.49279633
23093-94-9,0.70613337,0.2938666
23093-93-8,0.58672285,0.41327712
21256-18-8,0.54816926,0.45183071
24096-53-5,0.8850242,0.11497578
128-08-5,0.4922955,0.5077045
16327-90-5,0.81408507,0.18591492
108-30-5,0.3791961,0.6208039
114369-43-6,0.13608897,0.86391103
5029-46-9,0.57844836,0.42155164
53894-28-3,0.2931443,0.7068557
62-31-7,0.2930708,0.7069292
61361-60-2,0.28120494,0.71879506
56538-00-2,0.07558668,0.9244133
72239-31-7,0.050647557,0.94935244
72239-33-9,0.03320676,0.96679324
55458-76-9,0.48394758,0.5160524
51-71-8,0.32858443,0.67141557
54941-79-6,0.08440739,0.9155926
131206-85-4,0.12277627,0.87722373
17471-82-8,0.28919655,0.71080345
100981-43-9,0.7164237,0.2835763
3576-64-5,0.49818313,0.50181687
59128-97-1,0.40642637,0.59357363
24166-13-0,0.6881926,0.3118074
94776-91-7,0.076289356,0.92371064
111988-49-9,0.20064324,0.79935676
100199-60-8,0.3252892,0.6747108
96719-71-0,0.112240255,0.88775975
96719-43-6,0.06029159,0.9397084
96719-45-8,0.15646964,0.84353036
96892-56-7,0.19269574,0.80730426
7633-57-0,0.16650862,0.8334914
97174-79-3,0.78178513,0.21821488
138117-50-7,0.4733407,0.5266593
180793-94-6,0.15949655,0.84050345
92-43-3,0.2095406,0.7904594
2121-12-2,0.45154077,0.54845923
622-08-2,0.55851793,0.44148207
103-74-2,0.4052447,0.5947553
104-62-1,0.8053739,0.19462612
103-53-7,0.9503157,0.049684316
124428-11-1,0.54791474,0.45208523
94-47-3,0.900313,0.099687
37795-69-0,0.17551678,0.8244832
940-41-0,0.34590375,0.65409625
35250-53-4,0.22314382,0.7768562
59375-68-7,0.058930516,0.9410695
4871-71-0,0.49242097,0.507579
103-63-9,0.37940782,0.6205922
113136-77-9,0.8776864,0.12231361
98519-08-5,0.021948159,0.97805184
98519-18-7,0.041790783,0.9582092
60207-31-0,0.061124742,0.93887526
98532-65-1,0.01813966,0.98186034
1070-78-6,0.11840105,0.88159895
2043-57-4,0.42805254,0.57194746
19201-32-2,0.21698457,0.78301543
116970-50-4,0.2227006,0.7772994
141-43-5,0.46377587,0.5362241
33545-23-2,0.6243833,0.37561673
10042-77-0,0.30399865,0.69600135
151-56-4,0.25120753,0.74879247
26957-73-3,0.3776052,0.6223948
5782-83-2,0.16618592,0.8338141
96-45-7,0.15496719,0.8450328
73218-79-8,0.053329527,0.9466705
61-57-4,0.28462672,0.7153733
80-02-4,0.6471758,0.35282418
2871-01-4,0.5095539,0.49044612
6961-46-2,0.5699382,0.43006182
24207-38-3,0.32597566,0.67402434
1320-51-0,0.5429734,0.4570266
65141-46-0,0.5344321,0.4655679
96-53-7,0.18507338,0.8149266
3566-10-7,0.1191591,0.8808409
557-30-2,0.18369043,0.8163096
54941-80-9,0.21453822,0.7854618
80026-34-2,0.27246273,0.7275373
33813-20-6,0.20101637,0.79898363
54941-66-1,0.04004234,0.95995766
26859-72-3,0.03428912,0.9657109
22232-71-9,0.0418095,0.9581905
27097-43-4,0.03223604,0.96776396
23915-26-6,0.046764135,0.95323586
27097-44-5,0.11127591,0.8887241
54941-67-2,0.051086605,0.9489134
22036-77-7,0.9349175,0.0650825
39884-52-1,0.21000844,0.78999156
84210-62-8,0.36825144,0.63174856
73870-33-4,0.13932991,0.8606701
53720-84-6,0.22157705,0.77842295
59277-89-3,0.53906864,0.46093136
20208-21-3,0.73115015,0.26884988
40762-15-0,0.7989932,0.20100681
3891-07-4,0.6669867,0.33301333
34929-08-3,0.34252316,0.65747684
155601-30-2,0.42265874,0.57734126
107-21-1,0.7203374,0.27966264
122-99-6,0.5121801,0.4878199
93-20-9,0.7563114,0.24368855
3833-54-3,0.51691425,0.48308575
120-67-2,0.19559795,0.80440205
2122-77-2,0.4261045,0.5738955
371-62-0,0.45438528,0.5456147
60-24-2,0.30601233,0.69398767
80303-93-1,0.16597754,0.83402246
1562-00-1,0.76074797,0.23925203
107-07-3,0.23553365,0.76446635
624-76-0,0.43534374,0.56465626
75-21-8,0.3330217,0.6669783
646-06-0,0.37113732,0.6288627
629-15-2,0.5215143,0.47848567
104-66-5,0.6399486,0.36005142
28173-59-3,0.7429437,0.2570563
9004-86-8,0.87906224,0.12093775
2514-53-6,0.4076441,0.5923559
96-49-1,0.58594644,0.4140536
339-65-1,0.4224918,0.5775082
58041-19-3,0.33214283,0.66785717
19767-45-4,0.2359978,0.7640022
420-12-2,0.17711306,0.82288694
629-17-4,0.12925124,0.87074876
62303-19-9,0.6588328,0.34116718
762-70-9,0.15066588,0.8493341
1622-32-8,0.1593985,0.8406015
107-06-2,0.04842925,0.95157075
126-15-8,0.80492485,0.19507514
85-40-5,0.95576245,0.044237554
2425-06-1,0.9192834,0.08071661
133-06-2,0.8729914,0.12700862
85-43-8,0.8466709,0.15332909
2971-38-2,0.14653295,0.85346705
97519-39-6,0.96111214,0.03888789
3276-41-3,0.20216274,0.79783726
110-64-5,0.7481674,0.25183257
77-79-2,0.17781973,0.8221803
544-25-2,0.1994096,0.8005904
542-92-7,0.1745404,0.8254596
542-78-9,0.39738214,0.60261786
3385-61-3,0.5714486,0.42855138
77-73-6,0.46960968,0.5303903
122-78-1,0.47434258,0.5256574
28382-15-2,0.45295,0.54705
105112-76-3,0.73121524,0.2687848
63979-76-0,0.40948445,0.59051555
4080-31-3,0.23850054,0.76149946
104-54-1,0.6290865,0.3709135
29560-84-7,0.4989593,0.5010407
104-65-4,0.6512557,0.34874427
122-69-0,0.65208125,0.34791875
5320-75-2,0.94906324,0.050936762
87-29-6,0.8041433,0.19585668
149-29-1,0.24165177,0.7583482
107-20-0,0.22606105,0.77393895
178671-69-7,0.68173593,0.31826407
628-87-5,0.39000475,0.60999525
110-65-6,0.6698327,0.3301673
3159-29-3,0.6828319,0.3171681
101-27-9,0.41367614,0.58632386
59443-94-6,0.38459677,0.61540323
40018-25-5,0.45067996,0.54932004
107-91-5,0.32035494,0.67964506
372-09-8,0.35282427,0.6471757
107-16-4,0.26984453,0.73015547
777-11-7,0.13019937,0.8698006
63278-33-1,0.22932243,0.77067757
281-23-2,0.35466892,0.6453311
768-94-5,0.30899745,0.69100255
102938-79-4,0.29746294,0.70253706
7585-39-9,0.8828587,0.117141284
32986-56-4,0.9013862,0.098613806
2451-62-9,0.42358625,0.57641375
77658-97-0,0.43534124,0.56465876
5026-74-4,0.36859918,0.6314008
7237-83-4,0.49770367,0.5022963
2589-01-7,0.60275483,0.39724514
13674-87-8,0.061890304,0.9381097
3188-57-6,0.32349718,0.6765028
1263-89-4,0.84527886,0.15472114
24676-80-0,0.5032056,0.4967944
37248-47-8,0.8369111,0.16308892
63919-02-8,0.39735383,0.6026462
203515-86-0,0.78550905,0.21449097
81737-62-4,0.23663342,0.7633666
85095-79-0,0.24563825,0.75436175
9050-67-3,0.83988035,0.16011965
56552-15-9,0.5468032,0.45319682
2238-07-5,0.41570646,0.58429354
101-90-6,0.645802,0.354198
7195-43-9,0.53693676,0.46306327
7195-45-1,0.8873514,0.112648636
14974-71-1,0.41560304,0.58439696
14168-01-5,0.28805625,0.71194375
90035-08-8,0.100688875,0.8993111
56073-07-5,0.03596914,0.96403086
56073-10-0,0.028144479,0.9718555
104653-34-1,0.27491605,0.72508395
83480-29-9,0.88468814,0.11531184
130796-74-6,0.2457934,0.7542066
70-00-8,0.6582289,0.34177116
131-99-7,0.8340199,0.16598012
9000-30-0,0.83919275,0.16080724
3148-72-9,0.957368,0.042631958
77054-16-1,0.70779896,0.29220107
63883-19-2,0.5390432,0.4609568
2338-18-3,0.16733176,0.83266824
303-31-1,0.83823407,0.16176593
1703-58-8,0.95538235,0.044617653
1134-47-0,0.45707875,0.54292125
53858-86-9,0.8566653,0.1433347
30618-84-9,0.39149606,0.60850394
60634-63-1,0.18839014,0.81160986
116255-48-2,0.16437227,0.83562773
5566-34-7,0.23924178,0.7607582
1890-47-7,0.22111923,0.7788808
98519-38-1,0.0951224,0.9048776
98532-72-0,0.08760947,0.91239053
4618-18-2,0.88663673,0.11336326
57-50-1,0.9472159,0.052784096
1715-40-8,0.17076063,0.82923937
616-30-8,0.55708253,0.44291744
36476-78-5,0.5373831,0.4626169
19130-96-2,0.8897001,0.11029991
98383-40-5,0.2737695,0.7262305
54622-43-4,0.9578376,0.04216242
13551-92-3,0.5973709,0.40262908
134528-32-8,0.76101375,0.23898625
112281-77-3,0.3349806,0.6650194
5455-98-1,0.43667942,0.5633206
61213-25-0,0.18307376,0.81692624
2157-19-9,0.37897682,0.6210232
149-32-6,0.8930848,0.10691519
87-99-0,0.78171444,0.21828558
554-18-7,0.93947446,0.060525544
7089-59-0,0.54804844,0.45195156
1708-39-0,0.7543691,0.24563093
3820-67-5,0.56601477,0.43398523
23779-99-9,0.448664,0.551336
624-43-1,0.624154,0.37584603
621-65-8,0.15028381,0.8497162
556-52-5,0.4459383,0.5540617
51371-34-7,0.6121541,0.3878459
96-24-2,0.52184176,0.47815827
3369-52-6,0.37120682,0.6287932
25451-15-4,0.36897784,0.63102216
622-04-8,0.8633741,0.13662587
886-74-8,0.42418402,0.575816
122-60-1,0.70786524,0.2921348
5255-75-4,0.47303867,0.5269613
13443-29-3,0.5369549,0.4630451
127-90-2,0.4084041,0.5915959
55-63-0,0.0862838,0.9137162
6659-62-7,0.31518763,0.68481237
652-67-5,0.6363095,0.36369053
16051-77-7,0.73795336,0.26204664
87-33-2,0.5027518,0.49724814
23261-20-3,0.7219984,0.2780016
53460-81-4,0.36577713,0.63422287
15121-11-6,0.1407522,0.8592478
106-89-8,0.13079518,0.8692048
56-89-3,0.46762127,0.53237873
3221-15-6,0.07596713,0.92403287
3001-57-8,0.15936834,0.84063166
96-23-1,0.07057017,0.9294298
96-18-4,0.0382244,0.9617756
3583-47-9,0.09988791,0.9001121
19721-74-5,0.0829795,0.9170205
55739-78-1,0.62556565,0.37443432
60-57-1,0.09079766,0.90920234
53494-70-5,0.24386644,0.75613356
56534-02-2,0.3129568,0.6870432
28772-56-7,0.09936935,0.90063065
376608-71-8,0.2186212,0.7813788
35144-55-9,0.33210576,0.66789424
1003859-14-0,0.46391845,0.53608155
5588-13-6,0.82907414,0.17092589
14919-77-8,0.8143436,0.18565644
73151-29-8,0.23317629,0.7668237
24169-02-6,0.46036166,0.53963834
22832-87-7,0.66108066,0.33891934
65899-73-2,0.41377574,0.58622426
24168-96-5,0.24546349,0.7545365
61318-91-0,0.3525753,0.6474247
19396-06-6,0.91140527,0.08859472
86832-68-0,0.8813822,0.11861776
3641-49-4,0.73017204,0.26982796
59-92-7,0.7370222,0.26297778
37106-97-1,0.75637674,0.24362327
1824-50-6,0.81616646,0.18383354
138-59-0,0.77230674,0.22769327
73-22-3,0.2390269,0.7609731
4350-09-8,0.5525223,0.44747767
71-00-1,0.4190523,0.5809477
154-23-4,0.7130853,0.28691468
22855-57-8,0.53623074,0.46376926
742-01-8,0.31140864,0.68859136
40691-09-6,0.6135174,0.38648257
66064-11-7,0.31887174,0.68112826
56-84-8,0.74790454,0.25209543
3982-20-5,0.8674652,0.13253482
106691-40-1,0.6022924,0.39770758
60653-25-0,0.36681443,0.63318557
1874-54-0,0.7768009,0.22319916
3513-93-7,0.22202349,0.7779765
136087-85-9,0.17476523,0.8252348
15518-76-0,0.33637977,0.66362023
104-14-3,0.25761068,0.7423893
329-56-6,0.20345229,0.7965477
444-27-9,0.53787124,0.46212873
71821-17-5,0.2632562,0.7367438
299-27-4,0.34570026,0.65429974
15879-93-3,0.6546267,0.3453733
526-98-7,0.878614,0.12138601
69-33-0,0.7917297,0.20827031
77181-69-2,0.85980386,0.14019616
5536-17-4,0.4507811,0.5492189
58-63-9,0.68475735,0.31524268
50924-49-7,0.8330744,0.16692561
36791-04-5,0.9160039,0.08399612
31698-14-3,0.71312463,0.28687534
72361-00-3,0.49155444,0.50844556
73986-95-5,0.24786347,0.7521365
64011-46-7,0.38594085,0.61405915
765-34-4,0.3613209,0.6386791
1021-19-8,0.69315505,0.30684492
26501-80-4,0.28952646,0.71047354
3868-61-9,0.298288,0.701712
76738-28-8,0.22785413,0.77214587
4691-65-0,0.9220139,0.07798612
5550-12-9,0.8389926,0.1610074
86-04-4,0.85506237,0.1449376
68-41-7,0.15236557,0.84763443
96753-85-4,0.19268268,0.8073173
96-09-3,0.18573385,0.81426615
58100-26-8,0.2257629,0.7742371
52-90-4,0.3658932,0.6341068
24689-89-2,0.18116736,0.81883264
101530-10-3,0.1167748,0.8832252
1424-50-6,0.17025065,0.82974935
10140-89-3,0.13088053,0.86911947
2601-89-0,0.04506904,0.95493096
565-64-0,0.2596584,0.7403416
21700-31-2,0.15832514,0.84167486
79-00-5,0.13301158,0.8669884
50-59-9,0.8945278,0.10547224
5547-29-5,0.9544128,0.04558718
168152-93-0,0.06639981,0.9336002
132-81-0,0.84068143,0.15931858
1087-35-0,0.4526245,0.5473755
68788-33-0,0.6621535,0.3378465
98216-44-5,0.39930493,0.6006951
74860-00-7,0.6555182,0.34448183
14504-15-5,0.39557117,0.6044288
168153-00-2,0.02851218,0.9714878
55453-87-7,0.30105895,0.69894105
1438-20-6,0.23109704,0.76890296
39082-00-3,0.4840479,0.5159521
928-72-3,0.8137698,0.18623017
24312-44-5,0.34820318,0.6517968
1014-98-8,0.35979515,0.64020485
5994-61-6,0.829271,0.17072897
5336-53-8,0.29787165,0.70212835
180591-20-2,0.5444155,0.4555845
112733-06-9,0.53855765,0.46144232
64211-46-7,0.6830574,0.31694254
20187-55-7,0.57067275,0.42932722
86598-92-7,0.3962916,0.6037084
6386-63-6,0.4132064,0.5867936
103-50-4,0.7229357,0.2770643
538-74-9,0.38264936,0.61735064
91-33-8,0.72333264,0.2766674
534-07-6,0.09232706,0.90767294
623-25-6,0.17198855,0.82801145
6586-89-6,0.20661527,0.79338473
541-88-8,0.4427724,0.5572276
101-81-5,0.5217706,0.47822937
101-77-9,0.15091789,0.8490821
13676-54-5,0.8129816,0.18701841
101-76-8,0.65629137,0.34370863
101-14-4,0.73472625,0.26527375
51944-41-3,0.7085215,0.2914785
120-32-1,0.22895515,0.77104485
9084-06-4,0.99476343,0.0052365754
92-81-9,0.7953965,0.20460351
27311-52-0,0.2609325,0.7390675
97-23-4,0.3533525,0.6466475
5178-56-3,0.13253051,0.8674695
57165-58-9,0.5017402,0.49825978
51484-40-3,0.2726121,0.7273879
63-98-9,0.7977513,0.20224866
103-82-2,0.61564994,0.3843501
17518-47-7,0.044315875,0.9556841
71294-03-6,0.31598645,0.68401355
15992-13-9,0.6216513,0.37834874
62809-33-0,0.482634,0.517366
69002-85-3,0.3609001,0.6390999
34645-84-6,0.42804313,0.5719569
86335-26-4,0.43798453,0.5620155
19719-28-9,0.3548696,0.6451304
61941-56-8,0.71184385,0.28815618
553-86-6,0.06067711,0.9393229
19386-45-9,0.36332667,0.63667333
66-76-2,0.63917756,0.36082244
29110-48-3,0.25232524,0.74767476
85-34-7,0.5561946,0.4438054
120-46-7,0.6674167,0.33258328
85162-11-4,0.46111006,0.53888994
78218-49-2,0.33003038,0.6699696
18046-21-4,0.38136268,0.6186373
67-52-7,0.5947332,0.40526682
504-17-6,0.28190053,0.7180995
34320-82-6,0.7736324,0.2263676
2763-96-4,0.1659224,0.8340776
102366-79-0,0.19009244,0.80990756
621-92-1,0.23212475,0.76787525
1214-39-7,0.44376856,0.55623144
538-32-9,0.24846488,0.7515351
13045-62-0,0.29112637,0.7088736
1125-85-5,0.09730679,0.9026932
525-79-1,0.10875636,0.89124364
40718-29-4,0.37598866,0.62401134
71280-74-5,0.40292066,0.59707934
71292-59-6,0.16782606,0.83217394
239110-15-7,0.35490048,0.6450995
1421-23-4,0.37657493,0.62342507
146-22-5,0.29353207,0.7064679
1812-30-2,0.27419353,0.7258065
29975-16-4,0.43708545,0.56291455
2439-99-8,0.81593424,0.18406574
78712-43-3,0.27110803,0.72889197
135838-07-2,0.14683807,0.85316193
54941-81-0,0.2214942,0.7785058
6085-94-5,0.09585118,0.9041488
135810-26-3,0.23294955,0.76705045
152264-74-9,0.5804132,0.41958675
152264-48-7,0.84075594,0.15924405
50264-86-3,0.3730905,0.6269095
152264-27-2,0.45516258,0.5448374
70891-37-1,0.51833755,0.48166245
58579-51-4,0.30258602,0.697414
50264-69-2,0.6537342,0.34626576
5014-11-9,0.08910668,0.9108933
51411-04-2,0.39850664,0.60149336
14663-23-1,0.40136564,0.59863436
54-87-5,0.3607468,0.6392532
963-39-3,0.33337277,0.6666272
100-51-6,0.5620369,0.43796316
13826-35-2,0.40127927,0.5987207
18773-63-2,0.5950513,0.4049487
4553-89-3,0.9923047,0.0076953345
98-00-0,0.3735525,0.6264475
67-47-0,0.5257503,0.4742497
77605-72-2,0.21932071,0.7806793
104-57-4,0.8479117,0.1520883
103-16-2,0.7462052,0.25379482
613-62-7,0.881387,0.118613
103-41-3,0.90747124,0.092528775
120-51-4,0.9192518,0.08074817
118-58-1,0.59884524,0.40115476
72850-64-7,0.46060288,0.5393971
501-53-1,0.5522642,0.44773582
51594-83-3,0.48685557,0.51314443
33215-60-0,0.30485398,0.695146
33215-59-7,0.24882615,0.75117385
55203-12-8,0.7681608,0.23183917
52010-22-7,0.12231624,0.87768376
27355-22-2,0.1760903,0.8239097
62501-39-7,0.38971633,0.6102837
116337-58-7,0.8658103,0.13418971
116337-63-4,0.7156075,0.28439245
122-59-8,0.4691745,0.5308255
120-23-0,0.6893193,0.3106807
55335-06-3,0.30380213,0.69619787
69377-81-7,0.59812665,0.40187335
640-19-7,0.26292074,0.73707926
450-55-5,0.20687115,0.79312885
404-42-2,0.24736917,0.75263083
351-05-3,0.122189164,0.87781084
457-43-2,0.20484412,0.7951559
1737-17-3,0.59134597,0.40865403
100-53-8,0.32886904,0.67113096
59021-02-2,0.16358936,0.83641064
405-30-1,0.32252312,0.6774769
538-28-3,0.23880404,0.76119596
4357-96-4,0.20548588,0.7945141
53994-73-3,0.89749646,0.10250357
137927-75-4,0.113230586,0.8867694
18504-81-9,0.19813079,0.8018692
141-84-4,0.10856068,0.8914393
18527-35-0,0.15274578,0.8472542
6274-27-7,0.286749,0.713251
32991-48-3,0.3053298,0.6946702
100-87-8,0.5133579,0.4866421
29727-70-6,0.978379,0.021621002
68291-97-4,0.46831346,0.53168654
100-44-7,0.1691513,0.8308487
100-14-1,0.1749562,0.8250438
53874-66-1,0.38104808,0.6189519
6959-48-4,0.112872005,0.887128
38721-71-0,0.10715163,0.8928484
86-52-2,0.23152351,0.7684765
6959-47-3,0.17872626,0.82127374
96-19-5,0.15171397,0.84828603
17293-03-7,0.14049798,0.859502
532-27-4,0.17287272,0.8271273
6305-04-0,0.18258286,0.81741714
4252-78-2,0.19261682,0.8073832
10436-39-2,0.15802616,0.84197384
79-07-2,0.11063117,0.88936883
64037-18-9,0.10815704,0.89184296
15308-01-7,0.43533373,0.5646663
79-04-9,0.14857835,0.85142165
51632-16-7,0.14819151,0.8518085
73866-23-6,0.40499514,0.59500486
683-57-8,0.19623637,0.8037636
79-08-3,0.39282387,0.6071761
126-58-9,0.8112815,0.1887185
12712-28-6,0.33550847,0.66449153
4196-86-5,0.958563,0.041436963
78-11-5,0.29810643,0.70189357
77-86-1,0.5904118,0.40958825
126-11-4,0.3827232,0.6172768
58138-08-2,0.19609553,0.8039045
625-89-8,0.2505191,0.7494809
376-90-9,0.85436547,0.14563455
3737-41-5,0.10581052,0.8941895
133855-98-8,0.16101259,0.8389874
25061-59-0,0.49550384,0.50449616
376-18-1,0.2843722,0.7156278
71119-10-3,0.6168424,0.38315764
765-63-9,0.48134154,0.51865846
306-52-5,0.61055505,0.38944492
69226-51-3,0.19010198,0.809898
630-20-6,0.13848126,0.86151874
22052-04-6,0.12794769,0.8720523
39236-46-9,0.7414906,0.25850937
87957-27-5,0.898495,0.10150498
26907-37-9,0.18977773,0.81022227
6970-97-4,0.8340124,0.1659876
58-93-5,0.59429646,0.4057035
39603-48-0,0.13015813,0.8698419
78491-02-8,0.808738,0.19126198
67238-62-4,0.3318392,0.6681608
