CASRN,Toxic_xgboost_mordred-0,Toxic_xgboost_mordred-1
60045-26-3,0.8715022,0.12849778
673-31-4,0.40152907,0.5984709
94-82-6,0.14256197,0.857438
4635-59-0,0.04781264,0.95218736
27959-26-8,0.77460927,0.22539072
63638-93-7,0.11780757,0.88219243
98519-13-2,0.06439054,0.93560946
98519-07-4,0.037920594,0.9620794
98519-00-7,0.046915114,0.9530849
56-17-7,0.05056387,0.9494361
111-41-1,0.5206003,0.47939965
110-85-0,0.4469716,0.5530284
841-77-0,0.07863027,0.92136973
92-54-6,0.08361083,0.91638917
95884-49-4,0.06535685,0.93464315
61655-58-1,0.069057226,0.9309428
14028-44-5,0.065390706,0.9346093
5632-47-3,0.14357758,0.8564224
111-42-2,0.922661,0.077338986
4471-41-4,0.58513814,0.41486186
93981-02-3,0.9770367,0.022963272
110-91-8,0.48744905,0.51255095
91893-35-5,0.2438618,0.7561382
36951-85-6,0.15259326,0.84740674
26644-46-2,0.361053,0.638947
140-79-4,0.08041972,0.9195803
4110-66-1,0.06207061,0.9379294
1072-52-2,0.39943308,0.6005669
120-07-0,0.7753754,0.22462456
92-00-2,0.27541423,0.7245858
1116-54-7,0.73663545,0.26336452
77129-82-9,0.22954524,0.77045476
35627-29-3,0.08307767,0.91692233
60029-23-4,0.23061937,0.7693806
92-53-5,0.17706329,0.8229367
108001-60-1,0.31828898,0.681711
59-89-2,0.13967872,0.8603213
16142-27-1,0.3616354,0.6383646
17688-68-5,0.3227325,0.6772675
66508-37-0,0.6310427,0.36895728
25182-84-7,0.29264528,0.7073547
15471-17-7,0.37622207,0.6237779
111-46-6,0.83914506,0.16085494
111-48-8,0.5924605,0.40753946
1892-29-1,0.25321537,0.7467846
41123-69-7,0.5449182,0.45508182
504-63-2,0.7612135,0.23878653
10099-72-6,0.6978589,0.30214104
30544-47-9,0.35243738,0.6475626
82578-51-6,0.27321446,0.72678554
76874-96-9,0.20778096,0.79221904
76874-97-0,0.3980093,0.6019907
34580-73-9,0.07297015,0.92702985
19721-22-3,0.12684107,0.87315893
111-91-1,0.07715666,0.92284334
123-91-1,0.69579715,0.30420285
120-55-8,0.8381862,0.16181381
15980-15-1,0.15590787,0.84409213
53061-10-2,0.29683346,0.70316654
17095-24-8,0.957403,0.042596973
63917-06-6,0.13496959,0.8650304
6279-87-4,0.42873245,0.57126755
1070-42-4,0.038046777,0.9619532
5266-08-0,0.03954369,0.9604563
311-44-4,0.02611059,0.9738894
2451-86-7,0.81535614,0.1846439
1120-71-4,0.19823313,0.8017669
287-29-6,0.3073426,0.6926574
2550-06-3,0.19785452,0.8021455
505-60-2,0.12812006,0.87187994
100-45-8,0.1808976,0.8191024
4994-16-5,0.75510913,0.24489085
64011-70-7,0.0890739,0.9109261
4771-80-6,0.42282003,0.57717997
10137-69-6,0.2039243,0.7960757
13042-02-9,0.09177381,0.9082262
4488-57-7,0.6847719,0.31522813
57-24-9,0.068906784,0.9310932
65043-22-3,0.16473442,0.8352656
4781-76-4,0.25314146,0.74685854
100-73-2,0.2379505,0.7620495
63915-63-9,0.11157167,0.88842833
104-53-0,0.73158044,0.26841956
5766-67-6,0.3675779,0.6324221
110-61-2,0.108161986,0.891838
1075-76-9,0.22035348,0.7796465
23996-53-4,0.28936583,0.7106342
75696-02-5,0.65495443,0.34504554
109-78-4,0.13220966,0.86779034
1071-22-3,0.16677284,0.83322716
542-76-7,0.04440856,0.95559144
26896-48-0,0.7400055,0.25999454
14370-50-4,0.08254635,0.91745365
73803-48-2,0.75000095,0.24999908
13887-61-1,0.44455862,0.5554414
23657-27-4,0.2608981,0.7391019
35944-73-1,0.20570922,0.7942908
76751-94-5,0.36787248,0.6321275
97901-22-9,0.26170695,0.73829305
63007-70-5,0.22319865,0.77680135
2955-38-6,0.47315317,0.5268468
25967-29-7,0.4953729,0.5046271
23887-48-1,0.4492982,0.5507018
78246-49-8,0.14467096,0.85532904
20123-68-6,0.2809636,0.7190364
18818-61-6,0.64115214,0.35884783
33453-19-9,0.5310156,0.46898443
69655-05-6,0.4956435,0.5043565
77053-97-5,0.7374617,0.26253834
486460-32-6,0.41067135,0.58932865
915095-94-2,0.35824835,0.64175165
7346-91-0,0.35275024,0.64724976
121808-62-6,0.8506094,0.1493906
64872-77-1,0.4193505,0.5806495
53716-82-8,0.5499055,0.45009452
39391-39-4,0.8994943,0.1005057
915095-87-3,0.61889553,0.38110447
314771-88-5,0.7228416,0.2771584
114654-31-8,0.2911405,0.7088595
884-49-1,0.3068267,0.6931733
14008-53-8,0.12197238,0.8780276
2589-15-3,0.32788295,0.67211705
145-73-3,0.7087914,0.29120865
2759-71-9,0.261284,0.738716
858956-08-8,0.5533987,0.44660127
765-30-0,0.052669466,0.94733053
81356-60-7,0.2810608,0.7189392
86393-33-1,0.59363604,0.40636393
51981-21-6,0.9332484,0.066751584
9001-73-4,0.8939198,0.10608017
13115-71-4,0.8933847,0.10661529
32773-59-4,0.74115896,0.25884107
3544-94-3,0.7883852,0.21161479
84611-23-4,0.6947087,0.30529132
521284-22-0,0.25693417,0.74306583
7545-48-4,0.92754215,0.072457835
101-49-5,0.76121694,0.23878305
56461-33-7,0.16620034,0.83379966
58095-31-1,0.43246382,0.5675362
28874-51-3,0.88377833,0.11622164
100678-32-8,0.06932497,0.930675
30914-89-7,0.10465282,0.8953472
74103-07-4,0.20702976,0.79297024
1331-07-3,0.17124742,0.8287526
88485-37-4,0.23971689,0.7602831
52079-23-9,0.5344647,0.46553525
29050-11-1,0.46789575,0.53210425
55316-22-8,0.37037647,0.62962353
57-96-5,0.327968,0.672032
114686-12-3,0.31210178,0.6878982
102-20-5,0.9163532,0.08364676
51-12-7,0.4414438,0.5585562
59-97-2,0.08083117,0.91916883
5144-52-5,0.07792717,0.9220728
53878-49-2,0.5516849,0.44831508
372-77-0,0.35647935,0.64352065
123-81-9,0.17153388,0.8284661
4301-50-2,0.4257478,0.5742522
76824-35-6,0.6855464,0.3144536
103-29-7,0.88181984,0.11818014
621-95-4,0.2053858,0.7946142
736-30-1,0.40719962,0.5928004
137281-39-1,0.7602159,0.2397841
7199-29-3,0.22475433,0.77524567
37286-92-3,0.35307878,0.6469212
494-19-9,0.64989233,0.35010767
697235-49-7,0.80080986,0.19919014
53597-27-6,0.49418336,0.50581664
119-84-6,0.4757524,0.5242476
36330-85-5,0.71080756,0.2891924
38873-55-1,0.34720063,0.65279937
123-56-8,0.5784627,0.42153725
23249-97-0,0.34788722,0.6521128
23093-94-9,0.8828389,0.11716108
23093-93-8,0.8740201,0.12597989
21256-18-8,0.30962545,0.69037455
24096-53-5,0.5261417,0.4738583
128-08-5,0.16586024,0.83413976
16327-90-5,0.88814974,0.11185029
108-30-5,0.43396044,0.56603956
114369-43-6,0.37658876,0.62341124
5029-46-9,0.24633175,0.75366825
53894-28-3,0.17688984,0.82311016
62-31-7,0.2384494,0.7615506
61361-60-2,0.48158967,0.5184103
56538-00-2,0.14365137,0.85634863
72239-31-7,0.115208805,0.8847912
72239-33-9,0.057962894,0.9420371
55458-76-9,0.4737056,0.5262944
51-71-8,0.04906106,0.95093894
54941-79-6,0.07606423,0.9239358
131206-85-4,0.13496202,0.865038
17471-82-8,0.24124122,0.7587588
100981-43-9,0.6131989,0.3868011
3576-64-5,0.7795894,0.22041059
59128-97-1,0.4181726,0.5818274
24166-13-0,0.3226145,0.6773855
94776-91-7,0.14756858,0.8524314
111988-49-9,0.16253209,0.8374679
100199-60-8,0.28345132,0.7165487
96719-71-0,0.118807495,0.8811925
96719-43-6,0.41735405,0.58264595
96719-45-8,0.37358373,0.62641627
96892-56-7,0.2849216,0.7150784
7633-57-0,0.08499366,0.91500634
97174-79-3,0.46951377,0.5304862
138117-50-7,0.85836643,0.14163357
180793-94-6,0.43969017,0.5603098
92-43-3,0.14625937,0.85374063
2121-12-2,0.2579623,0.7420377
622-08-2,0.7139536,0.28604642
103-74-2,0.29593873,0.70406127
104-62-1,0.73740226,0.26259774
103-53-7,0.8894732,0.110526785
124428-11-1,0.48351777,0.51648223
94-47-3,0.83056223,0.16943778
37795-69-0,0.10559982,0.8944002
940-41-0,0.29991966,0.70008034
35250-53-4,0.093598425,0.9064016
59375-68-7,0.1010887,0.8989113
4871-71-0,0.131181,0.868819
103-63-9,0.2625788,0.7374212
113136-77-9,0.4811362,0.5188638
98519-08-5,0.054507792,0.9454922
98519-18-7,0.063013256,0.93698674
60207-31-0,0.12231958,0.8776804
98532-65-1,0.04096347,0.9590365
1070-78-6,0.1186713,0.8813287
2043-57-4,0.4403383,0.5596617
19201-32-2,0.12999189,0.8700081
116970-50-4,0.46478528,0.5352147
141-43-5,0.390491,0.609509
33545-23-2,0.36089748,0.6391025
10042-77-0,0.54168165,0.45831835
151-56-4,0.08900756,0.91099244
26957-73-3,0.17018026,0.82981974
5782-83-2,0.054791093,0.9452089
96-45-7,0.052193046,0.94780695
73218-79-8,0.13211542,0.8678846
61-57-4,0.26968056,0.73031944
80-02-4,0.7318792,0.26812083
2871-01-4,0.43451768,0.5654823
6961-46-2,0.5947747,0.40522528
24207-38-3,0.5961596,0.40384045
1320-51-0,0.88360494,0.116395034
65141-46-0,0.14511907,0.8548809
96-53-7,0.057983696,0.9420163
3566-10-7,0.122008085,0.8779919
557-30-2,0.07590312,0.9240969
54941-80-9,0.2902091,0.7097909
80026-34-2,0.3789425,0.6210575
33813-20-6,0.10074055,0.89925945
54941-66-1,0.20912462,0.7908754
26859-72-3,0.075188816,0.9248112
22232-71-9,0.058234334,0.94176567
27097-43-4,0.059617817,0.9403822
23915-26-6,0.110078454,0.88992155
27097-44-5,0.07687849,0.9231215
54941-67-2,0.06232798,0.937672
22036-77-7,0.87446904,0.12553093
39884-52-1,0.10228616,0.89771384
84210-62-8,0.4350549,0.5649451
73870-33-4,0.046340108,0.9536599
53720-84-6,0.30392277,0.6960772
59277-89-3,0.7487931,0.25120685
20208-21-3,0.3840416,0.6159584
40762-15-0,0.6066046,0.39339545
3891-07-4,0.5165074,0.48349258
34929-08-3,0.14410067,0.85589933
155601-30-2,0.4967277,0.5032723
107-21-1,0.5464134,0.45358655
122-99-6,0.53345317,0.46654683
93-20-9,0.53788936,0.4621106
3833-54-3,0.6989848,0.3010152
120-67-2,0.11788386,0.88211614
2122-77-2,0.15934843,0.8406516
371-62-0,0.18648005,0.81351995
60-24-2,0.06399667,0.9360033
80303-93-1,0.19783962,0.8021604
1562-00-1,0.6833086,0.31669143
107-07-3,0.041152775,0.9588472
624-76-0,0.046731114,0.9532689
75-21-8,0.19507277,0.80492723
646-06-0,0.54800665,0.45199335
629-15-2,0.39417207,0.6058279
104-66-5,0.73121846,0.2687815
28173-59-3,0.8275318,0.1724682
9004-86-8,0.8292315,0.17076847
2514-53-6,0.47851187,0.52148813
96-49-1,0.19359201,0.806408
339-65-1,0.27476257,0.7252374
58041-19-3,0.32624644,0.67375356
19767-45-4,0.26205194,0.73794806
420-12-2,0.1398443,0.8601557
629-17-4,0.046276152,0.95372385
62303-19-9,0.28215504,0.71784496
762-70-9,0.1383115,0.8616885
1622-32-8,0.08471501,0.915285
107-06-2,0.057355642,0.94264436
126-15-8,0.6004467,0.3995533
85-40-5,0.57993203,0.42006797
2425-06-1,0.5711801,0.42881992
133-06-2,0.5854633,0.4145367
85-43-8,0.565099,0.434901
2971-38-2,0.09747779,0.9025222
97519-39-6,0.96792483,0.03207518
3276-41-3,0.047851503,0.9521485
110-64-5,0.6142379,0.3857621
77-79-2,0.08613235,0.91386765
544-25-2,0.362284,0.637716
542-92-7,0.16061306,0.83938694
542-78-9,0.10962117,0.89037883
3385-61-3,0.50606287,0.4939371
77-73-6,0.49160594,0.50839406
122-78-1,0.51921445,0.48078555
28382-15-2,0.19118458,0.8088154
105112-76-3,0.59058607,0.40941393
63979-76-0,0.15049106,0.84950894
4080-31-3,0.117179334,0.88282067
104-54-1,0.46170503,0.538295
29560-84-7,0.046236634,0.95376337
104-65-4,0.64726126,0.35273874
122-69-0,0.8979183,0.102081716
5320-75-2,0.80368257,0.19631742
87-29-6,0.54446614,0.45553383
149-29-1,0.47418237,0.52581763
107-20-0,0.02498734,0.97501266
178671-69-7,0.5644791,0.4355209
628-87-5,0.21679366,0.78320634
110-65-6,0.29563642,0.7043636
3159-29-3,0.8140981,0.18590191
101-27-9,0.26041,0.73959
59443-94-6,0.30762744,0.69237256
40018-25-5,0.4623608,0.5376392
107-91-5,0.30345047,0.69654953
372-09-8,0.43415356,0.56584644
107-16-4,0.15010417,0.84989583
777-11-7,0.34462553,0.65537447
63278-33-1,0.17404532,0.8259547
281-23-2,0.72162974,0.2783703
768-94-5,0.09432572,0.9056743
102938-79-4,0.64188546,0.35811454
7585-39-9,0.89933145,0.10066858
32986-56-4,0.95493,0.045069966
2451-62-9,0.41272902,0.587271
77658-97-0,0.28199977,0.71800023
5026-74-4,0.22351044,0.77648956
7237-83-4,0.66274905,0.33725092
2589-01-7,0.4951942,0.5048058
13674-87-8,0.16907847,0.83092153
3188-57-6,0.4890164,0.5109836
1263-89-4,0.93915,0.060850024
24676-80-0,0.3851171,0.6148829
37248-47-8,0.8620501,0.13794988
63919-02-8,0.54289037,0.45710963
203515-86-0,0.7980076,0.2019924
81737-62-4,0.47986048,0.5201395
85095-79-0,0.3386202,0.6613798
9050-67-3,0.9017475,0.09825249
56552-15-9,0.75269926,0.24730076
2238-07-5,0.5122179,0.4877821
101-90-6,0.41416007,0.5858399
7195-43-9,0.41950047,0.58049953
7195-45-1,0.43201345,0.56798655
14974-71-1,0.28930014,0.71069986
14168-01-5,0.48109716,0.51890284
90035-08-8,0.37475085,0.62524915
56073-07-5,0.32962143,0.67037857
56073-10-0,0.21492428,0.7850757
104653-34-1,0.4473968,0.5526032
83480-29-9,0.8890932,0.11090679
130796-74-6,0.4103194,0.5896806
70-00-8,0.74266624,0.25733376
131-99-7,0.9116016,0.0883984
9000-30-0,0.8694265,0.13057354
3148-72-9,0.9327807,0.06721933
77054-16-1,0.54202014,0.45797986
63883-19-2,0.48161614,0.51838386
2338-18-3,0.07469529,0.9253047
303-31-1,0.7851596,0.21484043
1703-58-8,0.8829029,0.11709708
1134-47-0,0.2644974,0.7355026
53858-86-9,0.8306414,0.16935863
30618-84-9,0.40094668,0.5990533
60634-63-1,0.12769604,0.87230396
116255-48-2,0.23091799,0.769082
5566-34-7,0.20330924,0.79669076
1890-47-7,0.20127094,0.79872906
98519-38-1,0.100969255,0.89903075
98532-72-0,0.1477642,0.8522358
4618-18-2,0.84057873,0.15942125
57-50-1,0.86771905,0.13228098
1715-40-8,0.16709125,0.83290875
616-30-8,0.8186897,0.1813103
36476-78-5,0.67393374,0.3260663
19130-96-2,0.9343095,0.0656905
98383-40-5,0.4313743,0.5686257
54622-43-4,0.8770374,0.12296259
13551-92-3,0.7282911,0.2717089
134528-32-8,0.80465484,0.1953452
112281-77-3,0.22976577,0.7702342
5455-98-1,0.5822023,0.41779765
61213-25-0,0.12862933,0.8713707
2157-19-9,0.3157981,0.6842019
149-32-6,0.9147664,0.08523361
87-99-0,0.8888245,0.111175455
554-18-7,0.91824293,0.08175708
7089-59-0,0.6152426,0.38475743
1708-39-0,0.5853424,0.41465756
3820-67-5,0.55952096,0.44047904
23779-99-9,0.40613467,0.59386533
624-43-1,0.5398164,0.46018362
621-65-8,0.09218079,0.9078192
556-52-5,0.22418171,0.7758183
51371-34-7,0.828967,0.171033
96-24-2,0.102722466,0.89727753
3369-52-6,0.15471357,0.8452864
25451-15-4,0.7101054,0.28989455
622-04-8,0.8063064,0.19369356
886-74-8,0.2887938,0.7112062
122-60-1,0.44621193,0.55378807
5255-75-4,0.33247244,0.66752756
13443-29-3,0.5697465,0.4302535
127-90-2,0.19631112,0.8036889
55-63-0,0.08418381,0.9158162
6659-62-7,0.063571274,0.9364287
652-67-5,0.5255602,0.4744398
16051-77-7,0.46698594,0.53301406
87-33-2,0.23040038,0.7695996
23261-20-3,0.8117486,0.18825139
53460-81-4,0.36782652,0.6321735
15121-11-6,0.08698076,0.91301924
106-89-8,0.025396049,0.97460395
56-89-3,0.71875525,0.28124472
3221-15-6,0.0384084,0.9615916
3001-57-8,0.1020512,0.8979488
96-23-1,0.037653804,0.9623462
96-18-4,0.038615108,0.9613849
3583-47-9,0.054485977,0.945514
19721-74-5,0.118732154,0.88126785
55739-78-1,0.34055525,0.65944475
60-57-1,0.2543928,0.7456072
53494-70-5,0.26581454,0.73418546
56534-02-2,0.27556396,0.72443604
28772-56-7,0.30343157,0.6965684
376608-71-8,0.2296915,0.7703085
35144-55-9,0.6878525,0.3121475
1003859-14-0,0.11943632,0.8805637
5588-13-6,0.7302862,0.26971382
14919-77-8,0.80387324,0.19612677
73151-29-8,0.4711628,0.5288372
24169-02-6,0.43456674,0.56543326
22832-87-7,0.69252163,0.30747837
65899-73-2,0.46182507,0.5381749
24168-96-5,0.41039371,0.5896063
61318-91-0,0.40450448,0.5954955
19396-06-6,0.922593,0.07740703
86832-68-0,0.94631374,0.053686287
3641-49-4,0.8659953,0.1340047
59-92-7,0.8325261,0.16747393
37106-97-1,0.92059594,0.07940403
1824-50-6,0.85137135,0.14862867
138-59-0,0.8116313,0.18836871
73-22-3,0.27585453,0.7241455
4350-09-8,0.8610195,0.13898048
71-00-1,0.78090656,0.21909341
154-23-4,0.66964006,0.33035997
22855-57-8,0.36326653,0.6367335
742-01-8,0.4385373,0.5614627
40691-09-6,0.7351629,0.2648371
66064-11-7,0.30675226,0.69324774
56-84-8,0.94517475,0.05482524
3982-20-5,0.7457311,0.2542689
106691-40-1,0.45421875,0.54578125
60653-25-0,0.33956373,0.6604363
1874-54-0,0.7639004,0.23609962
3513-93-7,0.21141547,0.78858453
136087-85-9,0.7682356,0.23176436
15518-76-0,0.40248626,0.59751374
104-14-3,0.30656654,0.69343346
329-56-6,0.44170207,0.55829793
444-27-9,0.2772134,0.7227866
71821-17-5,0.30403304,0.69596696
299-27-4,0.88715935,0.11284062
15879-93-3,0.62894726,0.37105274
526-98-7,0.8875799,0.112420075
69-33-0,0.8129014,0.18709864
77181-69-2,0.90357655,0.09642346
5536-17-4,0.62963635,0.37036365
58-63-9,0.742335,0.25766498
50924-49-7,0.9215539,0.07844608
36791-04-5,0.89088607,0.10911394
31698-14-3,0.6900342,0.3099658
72361-00-3,0.76479375,0.23520626
73986-95-5,0.11624962,0.8837504
64011-46-7,0.11597937,0.8840206
765-34-4,0.07719648,0.9228035
1021-19-8,0.15894067,0.8410593
26501-80-4,0.16181731,0.8381827
3868-61-9,0.20163721,0.7983628
76738-28-8,0.49279517,0.50720483
4691-65-0,0.92191404,0.07808595
5550-12-9,0.9413977,0.05860229
86-04-4,0.9461049,0.05389509
68-41-7,0.71732485,0.28267515
96753-85-4,0.43480653,0.5651935
96-09-3,0.3188327,0.6811673
58100-26-8,0.24736136,0.75263864
52-90-4,0.54201895,0.45798105
24689-89-2,0.035334706,0.9646653
101530-10-3,0.3639813,0.6360187
1424-50-6,0.24369228,0.7563077
10140-89-3,0.02231294,0.97768706
2601-89-0,0.027501464,0.97249854
565-64-0,0.1310572,0.8689428
21700-31-2,0.09961927,0.90038073
79-00-5,0.034193933,0.96580607
50-59-9,0.8507571,0.14924291
5547-29-5,0.9456424,0.05435759
168152-93-0,0.12188208,0.8781179
132-81-0,0.84686285,0.15313715
1087-35-0,0.30769873,0.6923013
68788-33-0,0.2619155,0.7380845
98216-44-5,0.35302228,0.6469777
74860-00-7,0.77680373,0.2231963
14504-15-5,0.48593122,0.5140688
168153-00-2,0.1695193,0.8304807
55453-87-7,0.11755997,0.88244003
1438-20-6,0.5176306,0.48236942
39082-00-3,0.4447226,0.5552774
928-72-3,0.9381051,0.06189488
24312-44-5,0.15889263,0.84110737
1014-98-8,0.51409614,0.48590383
5994-61-6,0.88604647,0.11395355
5336-53-8,0.19615704,0.80384296
180591-20-2,0.71952605,0.28047392
112733-06-9,0.6918243,0.30817568
64211-46-7,0.7028086,0.2971914
20187-55-7,0.3569091,0.6430909
86598-92-7,0.59200954,0.40799046
6386-63-6,0.37202793,0.62797207
103-50-4,0.81114954,0.18885048
538-74-9,0.7311578,0.26884225
91-33-8,0.9214353,0.07856469
534-07-6,0.029477894,0.9705221
623-25-6,0.41000915,0.58999085
6586-89-6,0.4249012,0.5750988
541-88-8,0.12544256,0.87455744
101-81-5,0.85306525,0.14693475
101-77-9,0.116246104,0.8837539
13676-54-5,0.8603529,0.13964714
101-76-8,0.7252282,0.2747718
101-14-4,0.45503843,0.5449616
51944-41-3,0.7912275,0.20877248
120-32-1,0.58823866,0.41176134
9084-06-4,0.96935284,0.030647151
92-81-9,0.67582613,0.32417387
27311-52-0,0.5482345,0.45176548
97-23-4,0.458898,0.541102
5178-56-3,0.16901493,0.83098507
57165-58-9,0.78003436,0.21996564
51484-40-3,0.64230335,0.35769662
63-98-9,0.7447618,0.25523815
103-82-2,0.29300338,0.7069966
17518-47-7,0.27331042,0.7266896
71294-03-6,0.2603581,0.7396419
15992-13-9,0.48525065,0.51474935
62809-33-0,0.56246376,0.43753627
69002-85-3,0.37348437,0.6265156
34645-84-6,0.22176683,0.7782332
86335-26-4,0.29225338,0.7077466
19719-28-9,0.13992208,0.8600779
61941-56-8,0.6559643,0.34403569
553-86-6,0.261746,0.738254
19386-45-9,0.33150768,0.6684923
66-76-2,0.7539896,0.24601045
29110-48-3,0.2558216,0.7441784
85-34-7,0.41348076,0.58651924
120-46-7,0.7112731,0.28872696
85162-11-4,0.317249,0.682751
78218-49-2,0.4909069,0.5090931
18046-21-4,0.5767232,0.4232768
67-52-7,0.8443567,0.15564327
504-17-6,0.43697995,0.56302005
34320-82-6,0.5722078,0.4277922
2763-96-4,0.5488193,0.45118067
102366-79-0,0.16960245,0.83039755
621-92-1,0.6281643,0.37183574
1214-39-7,0.3630433,0.6369567
538-32-9,0.20317572,0.7968243
13045-62-0,0.45603275,0.54396725
1125-85-5,0.15407598,0.845924
525-79-1,0.2414856,0.7585144
40718-29-4,0.39021903,0.60978097
71280-74-5,0.17980504,0.82019496
71292-59-6,0.23612446,0.76387554
239110-15-7,0.50165665,0.49834338
1421-23-4,0.20696247,0.79303753
146-22-5,0.36257738,0.6374226
1812-30-2,0.31137002,0.68863
29975-16-4,0.33364266,0.66635734
2439-99-8,0.90860796,0.09139202
78712-43-3,0.32618272,0.6738173
135838-07-2,0.32356614,0.67643386
54941-81-0,0.49312115,0.50687885
6085-94-5,0.101261675,0.8987383
135810-26-3,0.3362006,0.6637994
152264-74-9,0.75291413,0.24708585
152264-48-7,0.7620727,0.23792729
50264-86-3,0.37985587,0.6201441
152264-27-2,0.6347326,0.3652674
70891-37-1,0.34905475,0.65094525
58579-51-4,0.34258854,0.65741146
50264-69-2,0.552032,0.44796804
5014-11-9,0.15802789,0.8419721
51411-04-2,0.73516023,0.26483977
14663-23-1,0.4787668,0.5212332
54-87-5,0.56923604,0.43076396
963-39-3,0.4906211,0.5093789
100-51-6,0.16570222,0.8342978
13826-35-2,0.6595138,0.34048623
18773-63-2,0.5069815,0.49301848
4553-89-3,0.976979,0.023020962
98-00-0,0.17117137,0.82882863
67-47-0,0.25301462,0.7469854
77605-72-2,0.2627085,0.7372915
104-57-4,0.44858652,0.5514135
103-16-2,0.71211827,0.28788173
613-62-7,0.8075974,0.19240257
103-41-3,0.8648312,0.13516876
120-51-4,0.89750147,0.10249852
118-58-1,0.54554176,0.45445824
72850-64-7,0.22922641,0.7707736
501-53-1,0.29705882,0.7029412
51594-83-3,0.38262343,0.61737657
33215-60-0,0.26471937,0.73528063
33215-59-7,0.17554289,0.8244571
55203-12-8,0.8696005,0.13039954
52010-22-7,0.45698595,0.54301405
27355-22-2,0.2899298,0.7100702
62501-39-7,0.20931345,0.79068655
116337-58-7,0.8007963,0.1992037
116337-63-4,0.86369646,0.13630354
122-59-8,0.4182688,0.5817312
120-23-0,0.45126617,0.54873383
55335-06-3,0.29858178,0.7014182
69377-81-7,0.50874317,0.49125686
640-19-7,0.35379332,0.6462067
450-55-5,0.29553312,0.7044669
404-42-2,0.11685634,0.88314366
351-05-3,0.16629535,0.83370465
457-43-2,0.123508275,0.8764917
1737-17-3,0.3813836,0.6186164
100-53-8,0.15002912,0.8499709
59021-02-2,0.076385975,0.923614
405-30-1,0.37420678,0.6257932
538-28-3,0.09525132,0.9047487
4357-96-4,0.2732315,0.7267685
53994-73-3,0.9525976,0.047402352
137927-75-4,0.38766217,0.6123378
18504-81-9,0.16361165,0.83638835
141-84-4,0.0954417,0.9045583
18527-35-0,0.10684228,0.8931577
6274-27-7,0.18606567,0.8139343
32991-48-3,0.3357346,0.6642654
100-87-8,0.6546125,0.34538752
29727-70-6,0.9399618,0.060038183
68291-97-4,0.51460385,0.48539612
100-44-7,0.22148156,0.77851844
100-14-1,0.17880124,0.82119876
53874-66-1,0.7387085,0.26129147
6959-48-4,0.054359794,0.9456402
38721-71-0,0.17239857,0.82760143
86-52-2,0.49067205,0.50932795
6959-47-3,0.044095278,0.9559047
96-19-5,0.03094858,0.9690514
17293-03-7,0.2450006,0.7549994
532-27-4,0.31850708,0.6814929
6305-04-0,0.19782627,0.80217373
4252-78-2,0.45393372,0.5460663
10436-39-2,0.04245943,0.9575406
79-07-2,0.067139626,0.9328604
64037-18-9,0.26605457,0.7339454
15308-01-7,0.5336468,0.46635318
79-04-9,0.022722602,0.9772774
51632-16-7,0.2974822,0.7025178
73866-23-6,0.5491765,0.4508235
683-57-8,0.053221166,0.94677883
79-08-3,0.07335639,0.9266436
126-58-9,0.8565705,0.14342952
12712-28-6,0.16858578,0.8314142
4196-86-5,0.89751536,0.10248464
78-11-5,0.20045888,0.7995411
77-86-1,0.83490515,0.16509487
126-11-4,0.6812642,0.31873578
58138-08-2,0.39920068,0.6007993
625-89-8,0.23464024,0.76535976
376-90-9,0.47406864,0.52593136
3737-41-5,0.13599402,0.864006
133855-98-8,0.22957397,0.77042603
25061-59-0,0.56907105,0.43092898
376-18-1,0.23821771,0.7617823
71119-10-3,0.28093725,0.71906275
765-63-9,0.3799942,0.6200058
306-52-5,0.4922853,0.5077147
69226-51-3,0.22047508,0.7795249
630-20-6,0.067795694,0.9322043
22052-04-6,0.056088686,0.9439113
39236-46-9,0.8419406,0.15805942
87957-27-5,0.71337545,0.28662455
26907-37-9,0.19554526,0.80445474
6970-97-4,0.88901824,0.11098176
58-93-5,0.85186476,0.14813523
39603-48-0,0.1660847,0.8339153
78491-02-8,0.89994335,0.10005666
67238-62-4,0.59415096,0.40584904
58955-84-3,0.19753605,0.80246395
100-97-0,0.16690654,0.83309346
101-25-7,0.16515821,0.8348418
2691-41-0,0.11650747,0.8834925
13980-04-6,0.08958393,0.91041607
121-82-4,0.28974247,0.71025753
2235-43-0,0.87216425,0.12783578
25155-29-7,0.8112471,0.18875289
17929-34-9,0.26705867,0.7329413
40507-94-6,0.19346356,0.80653644
149-44-0,0.27555877,0.72444123
870-72-4,0.76346886,0.23653117
99591-74-9,0.43781126,0.56218874
555-89-5,0.51769793,0.48230204
88144-99-4,0.11877555,0.88122445
6317-18-6,0.04646921,0.9535308
21564-17-0,0.24403775,0.75596225
21335-43-3,0.22517133,0.7748287
3518-65-8,0.10906571,0.8909343
74-97-5,0.024465322,0.9755347
24082-36-8,0.58084965,0.41915032
57583-54-7,0.84502727,0.15497273
1324-76-1,0.84592956,0.15407045
128-79-0,0.942121,0.05787898
3071-73-6,0.97673297,0.02326701
991-42-4,0.2126447,0.7873553
54299-17-1,0.87995344,0.12004656
131-92-0,0.9516318,0.048368193
135-57-9,0.91043866,0.08956135
73688-63-8,0.967367,0.032633014
21413-28-5,0.84177864,0.15822133
603-34-9,0.4213392,0.5786608
101-02-0,0.80813795,0.19186205
115-86-6,0.66927004,0.33073
