CASRN,LD50_xgboost_ecfp6counts
107534-96-3,0.5005715
75-64-9,0.923256
59227-74-6,0.32366365
4620-70-6,1.0226371
87787-67-5,1.1589979
42200-33-9,0.3695506
27912-14-7,0.6068306
51781-21-6,0.15717803
23093-74-5,0.5846987
38363-40-5,0.48099434
35108-88-4,0.4754319
54247-25-5,0.42952245
26921-17-5,0.48210374
68377-91-3,0.29385543
18559-94-9,0.27088135
54240-36-7,0.22682329
21898-19-1,0.57461345
56776-01-3,0.684119
79645-08-2,0.5125243
60559-94-6,0.20947295
57982-78-2,0.27517307
2160-93-2,1.2327465
112226-61-6,0.6202477
75-65-0,1.1349838
7665-72-7,1.0406234
1663-39-4,0.8869219
398489-26-4,0.92090636
75-91-2,1.1898271
614-45-9,1.1561784
75-66-1,1.0060372
4098-71-9,0.35598168
7027-11-4,0.57682174
21280-29-5,0.70248455
1740-15-4,0.6014258
76-29-9,0.4124525
79-93-6,0.7029674
58-18-4,0.29953122
116-06-3,-1.640863
1646-87-3,-1.1681271
1646-88-4,-1.488019
16146-62-6,-0.5713171
4790-92-5,-0.7898778
16655-82-6,-0.61507577
66637-25-0,-1.1536992
106358-92-3,-2.1082659
16709-30-1,-0.8346375
59375-53-0,-2.329612
59375-61-0,-2.6529422
22781-23-3,-0.7566936
59375-67-6,-1.582776
106231-36-1,-0.18148662
71108-14-0,-0.31325033
1249-84-9,0.039133184
69784-42-5,-0.9769216
122-15-6,-0.08654689
4757-55-5,0.16573519
92320-57-5,0.4150485
54504-70-0,0.62020135
3648-36-0,0.12094484
75096-86-5,-0.9423648
50539-80-5,-0.9572112
62382-23-4,-1.0572952
32891-29-5,-0.104159266
50539-66-7,-1.033406
50802-69-2,-1.2208884
50673-10-4,-1.0709589
50673-11-5,-0.9820174
50539-76-9,-0.71616393
37430-50-5,-1.286012
127-48-0,0.88825166
71108-21-9,-1.4268535
22198-93-2,0.7095158
123886-70-4,0.029592533
123886-68-0,0.18266283
123886-69-1,-0.11118988
111038-47-2,0.097554535
15440-46-7,0.59695846
123886-65-7,0.13270764
57897-49-1,0.11189264
123886-62-4,0.38132066
31652-69-4,0.28930154
1646-75-9,0.53270304
71868-10-5,0.50193083
25841-41-2,1.0311012
3680-05-5,1.1106485
25841-38-7,0.97334665
25841-43-4,1.0556118
163000-63-3,0.8413721
17557-23-2,0.75694454
1471-52-9,0.8674324
1755-97-1,0.7561834
10232-92-5,0.60118854
6362-80-7,0.61400336
2654-58-2,0.56829387
81777-89-1,0.7432787
1955-45-9,0.89422846
10389-72-7,0.66868454
36981-93-8,0.6792526
51200-87-4,0.9890957
15214-89-8,0.1673408
24458-48-8,0.84179634
543-39-5,0.8532447
103-05-9,0.70400834
100-86-7,1.1029037
1320-94-1,0.9642452
50539-73-6,-0.6957509
50539-74-7,-0.8160121
99599-74-3,0.23278265
99599-78-7,0.3467265
558-30-5,1.0942674
2978-58-7,0.32785678
32889-48-8,-0.03215714
115-19-5,0.81879777
564-94-3,0.8768483
127-91-3,0.657445
22431-62-5,0.41537637
58769-20-3,-0.06566131
52645-53-1,0.27918568
75867-00-4,0.20249389
68359-37-5,-0.2229352
80803-92-5,-0.27241397
73611-02-6,0.8166203
128148-93-6,0.18416014
15440-48-9,0.8461172
4697-14-7,0.89824903
35531-88-5,0.5264568
599-64-4,0.87060684
2444-90-8,0.9241872
13080-86-9,0.14441748
2089-46-5,-0.26980537
79-95-8,0.1579852
54-36-4,0.71992666
826-54-0,0.80779487
832088-68-3,-0.014231101
63612-50-0,0.40939674
6440-58-0,0.88247526
118-52-5,0.7844521
126-06-7,0.3888705
16079-88-2,0.5642267
7473-98-5,0.95485175
106797-53-9,0.934458
80-15-9,0.8139754
24201-58-9,0.85331845
41859-67-0,0.77231616
3771-19-5,0.3980382
42017-89-0,0.67944145
21550-30-1,0.63570976
63979-37-3,0.53179425
64118-86-1,0.101735584
121776-33-8,0.49367407
63883-18-1,-0.45451528
4362-40-7,0.71214
53-10-1,0.2121128
2181-04-6,0.5388002
6000-74-4,0.7352971
29069-24-7,-0.3007709
20231-45-2,0.35299277
20417-82-7,-1.2838532
20417-84-9,-0.87581366
154619-58-6,-1.2614387
562-09-4,0.31613323
154619-91-7,-1.1661594
154619-64-4,-1.2603788
154619-56-4,-1.1340692
154619-66-6,-1.2222481
72150-17-5,0.32297605
14641-96-4,0.40411392
518-20-7,0.11057475
3032-55-1,0.5728969
822-48-0,0.20805603
115-69-5,1.205813
3692-18-0,0.86706316
2018-45-3,0.94587415
52205-73-9,-0.009979821
6147-37-1,0.56386584
1899-36-1,0.770339
3175-23-3,0.5320528
50471-44-8,0.54932827
2033-94-5,0.87492836
11034-31-4,0.76602364
80-06-8,0.6825778
72420-38-3,0.74107504
127-20-8,1.0211279
136-25-4,0.31097844
71-55-6,0.7325276
3688-85-5,0.4009955
1754-58-1,0.14223039
561-41-1,0.30084428
23135-22-0,-0.7266649
76963-41-2,0.05690643
23422-53-9,-0.46554998
50335-55-2,0.028137676
3311-54-4,-0.22588375
23504-07-6,-0.21919276
17289-49-5,0.6009358
13256-32-1,0.11232559
6884-59-9,-0.0384244
86360-33-0,0.19483848
49701-24-8,0.8344957
1113-02-6,-0.44652662
18278-44-9,-0.5696834
3344-11-4,-0.69332916
18188-17-5,0.23649865
54708-68-8,0.58106136
15037-58-8,0.09420462
20253-72-9,-0.47249913
16637-86-8,-0.11687663
16960-40-0,-0.49445602
1421-68-7,0.3868072
1225-55-4,0.1107825
10262-69-8,0.42152178
60070-44-2,0.41937396
60763-63-5,0.49822256
6291-84-5,0.85639936
693-05-0,0.78713953
54910-89-3,0.7297674
109-83-1,1.2063248
13055-76-0,0.1528906
25756-29-0,0.8508709
14489-75-9,0.87980705
10085-81-1,0.40279728
123-39-7,0.9522054
100-60-7,0.88904333
58-25-3,0.35921493
6330-25-2,0.45421922
100-61-8,0.6938808
1220-94-6,0.8358457
2475-46-9,1.0817947
60439-52-3,0.4107445
63906-81-0,0.5256509
284462-37-9,0.43502006
757251-39-1,0.8076644
882167-77-3,0.4162725
1674-62-0,0.2857634
598-52-7,-0.21520464
165252-70-0,0.13152361
6610-29-3,0.57791114
1966-58-1,0.53674114
1943-79-9,0.20254071
13792-20-6,0.45473933
13792-24-0,0.24236901
3282-00-6,-0.29818925
7070-71-5,-0.43203434
6988-21-2,-0.25848582
6842-34-8,-0.28320065
63-25-2,-0.097592674
5721-72-2,-0.24926724
3279-46-7,-0.16562471
3942-54-9,-0.011625681
13792-21-7,-0.27580413
24031-96-7,-1.3809536
55391-34-9,-1.741131
1631-64-7,-1.4141831
1867-66-9,0.30320275
7339-53-9,0.76845473
130365-37-6,0.15116617
91893-37-7,-0.46550107
63991-43-5,0.5952908
51068-60-1,0.7660115
8004-87-3,-0.035924602
34544-12-2,0.6234681
66952-49-6,0.2643597
624-83-9,0.7881904
54266-55-6,-0.46557018
54266-44-3,-0.51900625
16033-21-9,0.5188445
40643-39-8,0.54187804
40843-82-1,0.4887562
40643-36-5,0.31524634
152-16-9,-0.54366976
90-72-2,0.20416316
645-05-6,0.27527484
15112-89-7,0.6603196
548-62-9,0.15656687
6711-48-4,0.5830217
110-95-2,0.50743055
110-18-9,0.69767183
74758-19-3,0.248154
132050-00-1,0.7003535
61-73-4,0.07476726
2782-91-4,0.5450868
5836-23-7,-0.42776325
137-26-8,0.55891967
1031-47-6,-0.26260412
115-26-4,-0.3577093
1703-48-6,0.60557353
75-50-3,0.74909425
60662-16-0,0.40741193
51235-04-2,0.37174255
3475-63-6,0.33345065
16339-14-3,0.41307002
437-74-1,0.35624766
157309-18-7,0.41686356
161559-34-8,0.24284983
58-08-2,0.71317595
5426-89-1,0.61784846
15876-67-2,-0.2699852
101-26-8,-0.23611516
114-80-7,-0.48548153
5373-42-2,-0.028111909
50-62-4,0.2097988
35115-50-5,0.2652186
5974-09-4,0.35269317
56066-63-8,0.28641355
173159-57-4,0.368083
52-85-7,-0.7406514
481-49-2,-0.5306688
61-01-8,0.3098877
76579-52-7,0.5328975
54708-51-9,0.3662704
19937-59-8,0.61379576
35972-50-0,0.28677362
35967-28-3,0.10728624
116476-14-3,-0.26121074
27848-84-6,-0.29920915
34661-75-1,0.046451133
1039-59-4,0.13384873
18995-99-8,-0.719664
5310-55-4,0.029772794
109-55-7,0.6822972
10563-29-8,0.72125113
20064-38-4,-0.13214466
303-70-8,0.42064518
303-49-1,0.39078677
53-60-1,0.268909
24268-89-1,0.024363615
50-53-3,0.2859205
1225-65-6,0.3315984
16398-39-3,0.2184998
4755-59-3,0.24004252
3179-63-3,0.8316121
132-69-4,0.17844597
14286-84-1,0.45751992
4510-65-0,0.28123638
113-59-7,0.248404
1738-25-6,0.70067334
132-20-7,0.20282084
132-22-9,0.3307443
511-13-7,0.1136361
2045-52-5,0.3679446
59-32-5,0.19658236
958-93-0,0.36306158
108-01-0,0.8679728
13877-99-1,0.15990226
518-63-8,0.18357514
1176-08-5,0.37816578
26615-21-4,0.24892959
102207-77-2,0.2805926
2439-35-2,0.5120268
71-79-4,0.13895519
4584-46-7,-0.06557609
16607-80-0,0.65751886
103-83-3,0.5813724
21140-37-4,0.1612802
102410-20-8,0.40698814
55363-08-1,0.34901664
2407-68-3,0.40439013
5376-09-0,0.19583915
68-12-2,0.80515563
1467-79-4,0.626308
72575-46-3,0.1888683
2585-36-6,0.21632251
17606-31-4,0.07236427
64-73-3,0.10063991
2013-58-3,0.3021454
789-37-7,0.14100666
6434-38-4,-1.3222705
59721-29-8,0.37354416
121-69-7,0.51516914
838-95-9,0.6103823
60045-43-4,0.08114549
60-11-7,0.67760676
547-58-0,0.89555705
20691-84-3,0.81304574
17576-88-4,0.5868656
140-56-7,0.5007619
5882-48-4,0.37511098
7152-80-9,0.13044034
1122-58-3,0.22404696
100924-68-3,0.38367683
28743-45-5,0.2635239
2680-03-7,0.5509722
74957-49-6,0.58645844
957-51-7,0.4406487
89427-43-0,-1.4010346
195252-02-9,-0.01802755
1778-08-1,0.5168937
63887-52-5,0.32576537
85815-37-8,0.35829726
52777-92-1,0.30041644
106900-12-3,0.14614633
1609-06-9,0.57650006
1115-70-4,0.71342945
28805-78-9,0.5254465
101-42-8,0.69519496
1982-47-4,0.59088266
150-68-5,0.86047316
2164-17-2,0.533973
27954-37-6,0.6379771
33439-45-1,0.38353854
3134-12-1,0.4357604
21709-44-4,-0.28364864
1016-46-2,-0.24119605
89427-20-3,-0.83867645
25900-68-9,0.11204611
62850-32-2,0.34840202
79-44-7,0.75393295
3226-36-6,0.51962113
31848-11-0,0.30073464
1596-84-5,0.9341894
7227-91-0,0.28213188
7203-95-4,0.2628886
33330-91-5,0.106490456
7227-92-1,0.202958
7203-90-9,0.24865296
7239-21-6,0.279013
23456-93-1,0.36169046
36120-57-7,-0.035576705
19992-69-9,0.044568866
33330-89-1,0.13117729
4342-03-4,0.116689675
62-75-9,0.32479873
63886-55-5,-0.119606614
22850-19-7,-0.100090764
99300-64-8,-0.028194804
91893-64-0,-0.61610955
91893-26-4,0.10468702
85977-49-7,-0.30016717
36014-72-9,-1.2292949
1085-98-9,0.58930564
13360-57-1,0.588678
533-74-4,0.65494365
13863-31-5,1.0275465
7226-23-5,0.76092184
80-73-9,0.9488597
13256-12-7,-0.07928699
83-67-0,0.43694186
81995-79-1,0.37646788
107007-99-8,0.42150185
81996-52-3,0.22025532
87798-85-4,0.15218493
79712-52-0,0.329533
519-37-9,0.76812303
79712-53-1,0.34809354
69975-86-6,0.6216952
652-37-9,0.6207246
7601-87-8,-0.23501861
68789-89-9,-0.5658311
43222-48-6,0.57912135
89805-39-0,0.2689155
128-62-1,-0.07102035
29173-31-7,-0.12763865
115-37-7,-0.18531267
3176-03-2,-0.44608077
64951-25-3,0.36306477
14419-01-3,-0.056662712
24141-01-3,0.26407135
69353-21-5,-0.22754408
63-75-2,0.95961905
139886-04-7,0.41027823
39885-14-8,0.24557313
66794-74-9,0.23131368
14759-04-7,0.34587586
22958-08-3,-0.34220243
5965-13-9,-0.21491605
125-29-1,-0.35539532
52-28-8,0.24515258
3688-66-2,-0.22509933
56796-39-5,0.07866954
1746-81-2,0.61205274
330-55-2,0.60068154
13360-45-7,0.4383351
5588-33-0,0.37329
23903-11-9,0.5492962
1555-58-4,0.7585142
1229-69-2,0.39470017
86-12-4,0.12368878
53-89-4,0.39990637
132-18-3,0.42397225
1057-81-4,0.38755324
57081-55-7,0.45130974
29075-61-4,0.08947061
15574-96-6,0.30084503
34580-14-8,0.11843272
969-33-5,0.3424988
60086-22-8,0.089056745
78104-11-7,0.43826932
72468-85-0,0.3487898
440-17-5,-0.55831385
24632-48-2,0.032600537
56217-90-4,-0.17749485
29868-97-1,0.07611156
33354-22-2,0.40872273
57342-05-9,0.22134411
24140-98-5,0.17735381
22487-46-3,0.12581344
106017-08-7,0.30152664
1977-11-3,0.38934836
5786-21-0,0.20240188
1977-10-2,-0.008684698
14052-80-3,0.3655839
16339-07-4,0.7313265
63905-05-5,0.05016227
55-86-7,-0.9977293
17780-75-5,0.3991794
1553-34-0,-0.06998617
2975-36-2,0.12016953
1982-37-2,0.46652514
31139-87-4,0.49269247
23327-57-3,0.5203625
306-07-0,0.49922848
150433-14-0,-0.35987255
24600-36-0,0.025972594
5060-56-0,0.112917505
19974-69-7,0.37023646
22952-87-0,-0.09336426
54-11-5,0.5881104
60634-70-0,0.24137369
54301-19-8,-0.2311578
32033-21-9,0.28907433
74627-35-3,-0.28176203
51473-23-5,0.14513718
24381-37-1,0.20560686
125-52-0,0.31543446
872-50-4,0.8147544
93-90-3,0.5174111
6232-56-0,0.39559826
88475-55-2,0.5830485
2079-00-7,0.1144577
27942-00-3,0.70025283
59-05-2,0.21601595
68787-95-1,0.15885651
21820-82-6,0.31564376
153719-23-4,0.4354508
63906-70-7,0.48941827
3655-88-7,0.50060207
51026-28-9,0.7701176
13256-11-6,0.3125384
16339-16-5,-0.39043415
46948-72-5,0.39907095
4960-47-8,0.45210543
77639-70-4,0.51319385
132907-72-3,0.51711476
60-56-0,0.42446575
446-86-6,0.26850414
7560-83-0,0.68371755
132-17-2,0.1320377
2169-75-7,0.031157805
51-55-8,0.712865
80-77-3,0.6329241
5571-97-1,0.55873686
13131-19-6,0.5444165
5432-28-0,0.4763598
64057-88-1,0.5378286
63716-37-0,0.46462885
3543-75-7,-0.30828777
80845-35-8,0.19265181
7492-29-7,0.3658046
2011-67-8,0.30367264
1622-62-4,0.5126437
3900-31-0,0.54771256
5903-13-9,0.20919342
74859-42-0,0.22341754
63744-49-0,0.25996515
13993-65-2,0.52652997
124824-14-2,0.15239005
84542-20-1,-1.4095222
84529-63-5,-1.0138321
84529-59-9,-1.5224676
64037-23-6,0.59466773
1740-11-0,-1.6610633
63755-05-5,0.6867693
20354-26-1,0.7913592
614-00-6,0.37983325
7431-19-8,0.47817874
99-80-9,0.46713617
69781-06-2,0.5685276
16219-99-1,-0.12091771
69658-91-9,0.30219638
25505-98-0,0.40680423
684-93-5,0.46789238
70-25-7,0.3257462
13860-69-0,0.29052022
1084-23-7,0.6876412
2682-20-4,0.90859133
631-93-6,0.4704364
34042-85-8,0.5187581
59804-37-4,0.33073914
123277-33-8,0.12717322
90101-16-9,0.4072287
39794-99-5,0.48698887
535-83-1,1.0024087
2447-54-3,0.525153
14901-08-7,0.96986556
75-52-5,0.7784996
1420-40-2,0.36424255
60-26-4,-0.20779926
69-27-2,0.5019366
13254-33-6,0.6060468
32765-81-4,0.42322272
44992-01-0,0.61807704
51-83-2,0.7890449
987-78-0,0.039344046
999-81-5,0.39976594
2758-06-7,0.6558792
5110-69-0,0.009720148
6645-46-1,0.46294606
56-93-9,0.6709026
35035-05-3,0.48897448
15302-91-7,0.9259943
62-97-5,0.5561477
596-51-0,0.5678417
561-43-3,0.7274109
13025-69-9,0.25615644
14652-09-6,0.35447633
4317-14-0,0.45966637
2747-31-1,0.61513406
3688-65-1,-0.3858048
15351-05-0,0.3357495
30817-43-7,0.5946745
4269-88-9,0.49082008
144-12-7,0.6044481
21216-78-4,0.33085224
35425-83-3,0.53064674
71731-58-3,0.45555505
7529-22-8,0.99875396
302-70-5,0.12276566
101670-74-0,0.10414032
63516-07-4,0.21446997
63869-28-3,-0.48686817
24815-24-5,-0.40324265
50-55-5,-0.33484325
1062-48-2,0.7578969
122185-09-5,0.48970586
1178-29-6,-0.06508735
6429-04-5,0.18713863
81182-04-9,0.26790792
4880-82-4,0.16254118
6879-02-3,0.13631402
122-10-1,-0.98243713
1795-58-0,-0.046699096
3700-89-8,0.4585875
76541-72-5,-0.6496288
690-49-3,-0.22526096
3383-96-8,-1.0129673
3356-57-8,-0.5032968
1174-83-0,-0.5094214
2782-70-9,-0.1999394
5930-71-2,-0.51831305
37894-46-5,0.54954195
1067-53-4,1.0196627
53808-87-0,0.5511919
58306-30-2,0.4275266
919-76-6,-0.30409217
751-73-5,-0.2483505
35543-24-9,0.7434721
41716-93-2,0.16800743
26328-04-1,0.7298663
82697-76-5,0.47632542
635-41-6,0.6381494
35619-65-9,0.68475485
5914-66-9,0.35188678
1532-12-3,0.6236218
102324-40-3,0.26830912
101477-54-7,0.25761887
2778-04-3,-0.53468317
15037-64-6,0.33028576
3581-11-1,-0.29887643
950-37-8,-0.742046
2487-90-3,1.213917
1760-24-3,0.97017044
15396-00-6,0.98061705
2996-92-1,1.07184
121-45-9,1.1754054
512-56-1,-0.72148556
3069-29-2,1.0769532
17865-32-6,0.8141175
3027-21-2,0.91855264
2587-90-8,-0.8022763
4752-35-6,-0.5132124
54473-43-7,-0.16348332
3254-63-5,-0.7004674
3070-16-4,-0.7902998
152-20-5,-0.50296277
2953-29-9,0.017041586
6504-77-4,0.62205637
110-71-4,1.2820703
111-96-6,1.3501616
143-24-8,1.3042762
71850-03-8,1.4381349
10232-93-6,1.1993085
117-82-8,1.2094411
3753-18-2,0.98104995
109-87-5,1.0947112
34758-84-4,0.45497823
1125-88-8,0.96059895
20627-73-0,0.7656541
81098-60-4,0.16510761
77402-03-0,0.50690323
1830-54-2,1.2488825
108-59-8,1.162429
111753-73-2,0.7832537
78967-07-4,0.22365923
101-70-2,0.8002057
150-78-7,0.90112495
27318-87-2,0.5743243
89-39-4,0.8019927
2735-04-8,0.92166466
5355-16-8,0.7052939
7306-46-9,0.69847083
110488-70-5,0.3272191
119-90-4,0.44589722
89427-14-5,-1.1029626
2586-57-4,0.34846133
458-37-7,1.0972241
91-10-1,0.9967111
23158-25-0,0.27847183
70024-40-7,0.29590878
19237-84-4,0.50491244
64951-27-5,0.5490618
357-57-3,-0.8288592
89427-13-4,-0.70768845
6294-52-6,0.703742
40553-78-4,0.29487303
31848-02-9,0.548539
13223-43-3,0.61202914
138786-67-1,0.479558
606-45-1,0.73860717
94-60-0,0.6611535
133-47-1,0.88388413
56141-00-5,-0.12715589
89427-46-3,-0.9744888
4336-19-0,0.9918624
1459-93-4,1.0447783
13290-96-5,0.86357516
131-11-3,1.2102596
173584-44-6,0.12902036
96753-93-4,0.60727745
616-38-6,1.1198492
4525-33-1,1.2959478
6843-66-9,0.7199812
20120-33-6,0.3132366
52-68-6,0.4243963
74940-61-7,0.16066082
37565-85-8,0.42352113
813-84-3,-0.22132698
17321-47-0,0.25148553
597-25-1,0.109213196
42136-28-7,-0.012900858
950-35-6,-1.4436619
2255-15-4,-0.71535903
2274-67-1,0.23338339
2274-69-3,-0.14287968
13104-21-7,-0.33091235
23560-59-0,-0.65482473
52899-13-5,-0.35488367
5598-52-7,-0.5095409
64050-54-0,-0.39683816
1886-01-7,-0.5834381
3735-33-9,-0.5201945
3820-53-9,-0.47927117
3309-87-3,-0.35910115
50915-31-6,0.5753608
298-00-0,-1.2890528
363-97-3,-0.09835382
5826-76-6,-0.011581036
500-28-7,-0.11516518
50590-01-7,0.097094946
63981-11-3,0.22661532
2104-96-3,-0.04078483
18181-70-9,0.17889242
5598-13-0,0.31257737
756-80-9,0.47056785
32357-99-6,-0.5093611
3692-87-3,-0.24200843
42565-17-3,-0.30778223
78-57-9,-0.26081753
144-41-2,0.08050124
1113-01-5,0.18676694
58995-44-1,-0.64478993
22439-39-0,-0.914698
51356-18-4,-1.0930151
51442-09-2,-0.7077378
86-50-0,-0.7875029
18722-80-0,-0.37990296
64050-59-5,-0.43805343
64050-57-3,-0.27690285
3735-23-7,-0.35455173
6436-04-0,-0.36144897
41219-30-1,-0.13058975
10312-19-3,-0.82576555
63716-52-9,-0.027095042
5114-31-8,-0.41473535
2524-03-0,0.5451876
2667-49-4,-0.21504952
22243-91-0,-0.82406104
2984-68-1,-0.47369352
22608-53-3,-0.5940206
77173-43-4,-0.5148019
10265-92-6,-0.3504686
29809-48-1,-0.51198727
54473-30-2,-0.5889544
54473-41-5,-0.4139053
41495-66-3,-0.32385933
87359-33-9,0.5577979
66-27-3,1.0276725
5332-73-0,1.059114
1589-49-7,1.3160664
110-67-8,1.036519
54778-70-0,0.20124379
4634-47-3,-1.4404917
109-86-4,1.2494297
111-77-3,1.4104236
112-35-6,1.3362851
1663-35-0,1.1702871
3459-20-9,0.46641847
339-44-6,0.9647574
3121-61-7,0.9325577
35702-75-1,1.0422653
13551-87-6,0.63087475
625-45-6,1.1546669
4484-61-1,0.6690703
107-30-2,0.5149307
107-25-5,0.98666394
107-31-3,1.0461963
1328-90-1,0.23106015
86803-90-9,0.81563574
36061-95-7,0.2942704
58994-96-0,-0.09705074
9000-38-8,0.6145148
111-81-9,1.1593362
2935-90-2,0.9874687
3395-91-3,0.5279577
14352-61-5,1.0914658
101-41-7,1.1239145
2876-78-0,0.8179582
65463-19-6,0.7092771
1929-87-9,0.8607938
453-18-9,0.12592843
100-66-3,0.98857814
140-67-0,0.943544
60045-41-2,0.50325906
123-11-5,0.99689287
130198-05-9,0.3653245
53036-61-6,0.20608106
157173-60-9,0.33377764
5863-35-4,0.14280549
611-94-9,0.9191213
58955-83-2,0.52325034
72432-10-1,0.695523
12771-68-5,0.73437744
104-94-9,0.84018475
332-35-4,-0.7894406
20172-02-5,0.74154806
100-17-4,0.8660572
150-76-5,0.99274534
1078-19-9,0.6124962
1847-63-8,0.24808255
150-19-6,0.8694289
28534-37-4,0.8669434
64037-14-5,0.5772449
96-96-8,0.9350554
131-57-7,1.039048
531-59-9,0.82532716
13244-33-2,1.0670958
63638-90-4,0.4368074
18179-67-4,0.86106324
61361-61-3,-0.06768264
56538-01-3,-0.610408
61361-58-8,-0.65396
66839-98-3,-0.63948977
17854-59-0,-0.117923655
64380-46-7,0.6967384
135-02-4,0.9037702
80834-78-2,0.25227606
80834-75-9,0.20197198
3562-99-0,0.852478
313-67-7,0.19530337
108828-56-4,0.7429292
32828-81-2,0.5574882
3641-50-7,0.93330604
90-04-0,0.8122468
99-59-2,0.7524539
55232-80-9,0.25499773
80834-64-6,0.09218397
76487-32-6,0.1849542
21580-07-4,0.26360315
80834-66-8,0.16193545
91-23-6,0.83521646
537-73-5,1.0821713
93-14-1,0.9134374
70-07-5,0.71813834
21492-45-5,0.17144473
7217-59-6,0.9143515
5345-54-0,0.75044644
4920-79-0,0.7010606
4698-11-7,0.6152467
57645-49-5,0.33531857
5307-02-8,0.7710653
32861-85-1,0.7870722
97-53-0,0.8761988
19272-90-3,0.91251343
121-33-5,0.9302043
92-61-5,0.73242897
73698-58-5,0.4700596
10031-96-6,0.8321663
73698-63-2,0.8172401
4065-45-6,1.086033
1162-65-8,0.17325152
10048-13-2,0.1549981
2872-48-2,0.5750323
607-91-0,0.33389103
73698-64-3,0.6259881
219715-34-1,0.72371423
114834-06-9,0.8113257
80-35-3,0.85750353
30578-37-1,0.6256751
96-33-3,0.80889755
14437-17-3,0.5328155
144077-07-6,0.2511082
2307-49-5,0.76971483
89427-02-1,-0.91454655
57057-83-7,0.42287645
2539-17-5,0.20892575
298-81-7,0.65681326
89427-39-4,-1.4985039
2438-88-2,0.49677148
219715-41-0,0.3434095
137-05-3,0.37366027
80-63-7,1.0569693
93-58-3,1.1750693
134-20-3,0.8366217
42576-02-3,0.9280014
6307-82-0,0.80310726
611-13-2,0.9017913
15206-55-0,1.0887097
360-53-2,0.48837426
2536-31-4,0.5653779
29427-58-5,1.0182997
142469-14-5,0.20156568
176972-62-6,0.75526977
1918-18-9,0.76879
31431-39-7,0.5823279
28559-00-4,0.6384932
6804-07-5,0.41743207
13589-15-6,-0.37158123
79-22-1,0.8709133
25991-93-9,0.11173781
425-87-6,1.1688427
76-38-0,1.1551111
139886-03-6,0.42919946
88283-41-4,0.702235
55268-75-2,0.2595787
598-58-3,1.0222433
21609-90-5,0.08733624
2591-66-4,-0.29956728
3811-49-2,0.27189657
2523-94-6,0.09729241
10497-05-9,0.2709787
556-67-2,1.1588752
999-97-3,0.91332364
1000-70-0,0.47495195
1009-93-4,0.5567784
5683-30-7,1.084526
2345-38-2,1.0386877
2374-14-3,0.54222137
42959-18-2,1.0243998
75-78-5,0.84384793
85509-19-9,0.42137226
675-62-7,0.6114482
75-79-6,0.87122595
676-83-5,0.8887564
1787-44-6,0.6640052
35691-25-9,-0.58815634
1511-67-7,0.17880851
7526-26-3,0.72484154
3954-73-2,-0.4121559
740-20-5,-0.36020482
2665-30-7,-0.8708107
5188-07-8,1.0416956
816-80-8,0.6328925
624-92-0,0.67857516
3268-49-3,1.0692736
17773-41-0,0.7566794
63-68-3,0.79929596
583-91-5,0.9265942
59021-03-3,0.64131314
100-68-5,0.6661927
123-09-1,0.5270164
7143-67-1,0.39726546
14527-26-5,0.6860778
67-68-5,1.0628946
934-73-6,0.691396
473-51-8,0.9135504
2990-21-8,0.49940258
3112-85-4,0.9140997
3570-98-7,0.77758545
1222-57-7,0.7300252
14763-60-1,0.98380053
19016-29-6,-0.985518
14008-44-7,0.56275517
13244-35-4,0.8819966
2700-89-2,0.7678912
27603-25-4,0.64422137
51803-78-2,0.5696433
113296-13-2,0.47327092
22729-75-5,0.11651614
3687-13-6,0.51006526
53639-82-0,0.3054566
558-25-8,1.0449388
74-88-4,0.940558
1025-15-6,0.3284144
2694-54-4,0.64502174
101-37-1,0.67286855
102-84-1,0.15054649
3524-68-3,0.56804436
72782-44-6,0.3679306
99-67-2,0.5478649
124-02-7,0.7273638
37764-25-3,0.64766973
16338-97-9,0.5675561
6294-79-7,0.1533191
15180-03-7,0.10953116
557-40-4,0.87358034
131-17-9,1.0556163
142-22-3,0.504987
2179-57-9,0.40244353
3917-15-5,0.60026604
106-99-0,0.49749628
110-26-9,0.5524857
13048-33-4,0.7531797
1070-70-8,0.65951395
17831-71-9,0.40288895
1680-21-3,0.49118114
4074-88-8,0.5076342
52408-42-1,0.7674675
4074-90-2,0.8077532
627-51-0,0.58642244
26750-50-5,0.44982696
77-77-0,0.5951574
126-99-8,0.43808126
112-38-9,1.132972
591-80-0,1.1399347
39716-58-0,0.786495
4255-24-7,0.74384654
300-57-2,0.8003427
302-34-1,0.34059754
10017-11-5,0.59163773
109-57-9,-0.33201846
19876-05-2,0.72885764
13973-71-2,0.74724567
25646-22-4,-0.2989442
25646-24-6,0.10120569
57-06-7,0.5073416
5834-97-9,0.83033514
152-02-3,0.18119194
57-29-4,-0.11780621
107-18-6,0.88340974
111-45-5,1.0282626
106-92-3,0.84815294
1838-59-1,0.8475014
35554-44-0,0.48516548
2705-87-5,0.57625127
13361-32-5,0.50990033
4728-82-9,0.49656174
1797-74-6,0.7267568
14520-53-7,0.70325506
63887-17-2,0.6169782
22131-79-9,0.6623518
1866-31-5,0.6933991
27605-76-1,0.5384878
2937-50-0,0.24868838
3571-74-2,0.29457614
64057-58-5,0.23186779
106-95-6,0.46613237
556-56-9,0.7124778
107-02-8,0.91843057
107-13-1,0.41375178
100-40-3,0.5861699
3048-64-4,0.6930873
60643-86-9,0.61654514
27451-36-1,0.26308665
