CASRN,LD50_xgboost_rdkit2d
107534-96-3,0.5593645
75-64-9,0.91576105
59227-74-6,0.07425856
4620-70-6,1.2400806
87787-67-5,1.1442913
42200-33-9,0.53596985
27912-14-7,0.51341224
51781-21-6,0.3822331
23093-74-5,0.5540603
38363-40-5,0.6311452
35108-88-4,0.6008853
54247-25-5,0.29002482
26921-17-5,0.6895793
68377-91-3,0.33400288
18559-94-9,0.70411664
54240-36-7,-0.015783565
21898-19-1,0.2341606
56776-01-3,0.2361239
79645-08-2,0.68029046
60559-94-6,-0.52441704
57982-78-2,0.386093
2160-93-2,1.1910807
112226-61-6,0.6807203
75-65-0,1.3422978
7665-72-7,1.3490841
1663-39-4,1.1863636
398489-26-4,0.657456
75-91-2,1.256816
614-45-9,0.9865387
75-66-1,1.0016298
4098-71-9,0.9468273
7027-11-4,0.6651801
21280-29-5,1.3857472
1740-15-4,0.51021445
76-29-9,0.17513902
79-93-6,0.5624566
58-18-4,0.72491395
116-06-3,-1.4652582
1646-87-3,-1.077981
1646-88-4,-1.0922976
16146-62-6,-0.547493
4790-92-5,-0.925019
16655-82-6,-0.41628402
66637-25-0,-1.6878066
106358-92-3,-1.5606174
16709-30-1,-0.6870727
59375-53-0,-2.2574594
59375-61-0,-2.3338082
22781-23-3,-0.837827
59375-67-6,-2.273435
106231-36-1,-1.5007163
71108-14-0,-0.63423324
1249-84-9,-0.33041978
69784-42-5,-0.3969054
122-15-6,-0.12151156
4757-55-5,0.17722796
92320-57-5,0.2983621
54504-70-0,0.35628515
3648-36-0,0.09518686
75096-86-5,-0.41795143
50539-80-5,-0.7952954
62382-23-4,-1.1028798
32891-29-5,0.23038977
50539-66-7,-0.70274085
50802-69-2,-0.76775974
50673-10-4,-1.0200187
50673-11-5,-1.0504925
50539-76-9,-0.35357243
37430-50-5,-0.7681422
127-48-0,0.55227435
71108-21-9,-0.5498972
22198-93-2,0.5004275
123886-70-4,0.25299972
123886-68-0,-0.021318048
123886-69-1,0.27528465
111038-47-2,0.02045592
15440-46-7,0.5823873
123886-65-7,0.15406662
57897-49-1,0.3798493
123886-62-4,0.496665
31652-69-4,-0.22706106
1646-75-9,0.84661275
71868-10-5,0.40677366
25841-41-2,1.1170827
3680-05-5,1.4414413
25841-38-7,1.2813704
25841-43-4,1.1906972
163000-63-3,0.7958052
17557-23-2,0.8846106
1471-52-9,0.6894226
1755-97-1,0.87651193
10232-92-5,0.9482543
6362-80-7,1.0006521
2654-58-2,0.58856857
81777-89-1,0.5691114
1955-45-9,1.1907357
10389-72-7,0.41863182
36981-93-8,0.6701528
51200-87-4,1.0794544
15214-89-8,0.61017394
24458-48-8,0.27161306
543-39-5,1.2148803
103-05-9,1.041497
100-86-7,1.0219085
1320-94-1,1.2668585
50539-73-6,-0.8713544
50539-74-7,-0.93340683
99599-74-3,0.119096085
99599-78-7,0.284834
558-30-5,1.1789229
2978-58-7,0.7840822
32889-48-8,-0.041841105
115-19-5,0.4587958
564-94-3,1.1719818
127-91-3,1.3094498
22431-62-5,0.46494067
58769-20-3,0.27368075
52645-53-1,0.26827917
75867-00-4,-0.2771574
68359-37-5,-0.17274575
80803-92-5,-0.0055540386
73611-02-6,0.8683351
128148-93-6,0.42440465
15440-48-9,0.87964004
4697-14-7,0.8606551
35531-88-5,0.644767
599-64-4,0.66334546
2444-90-8,1.0338883
13080-86-9,0.08166393
2089-46-5,0.33092177
79-95-8,-0.09576693
54-36-4,0.3442897
826-54-0,0.93129456
832088-68-3,-0.40075684
63612-50-0,-0.062273797
6440-58-0,1.1040509
118-52-5,0.4917123
126-06-7,0.6646884
16079-88-2,0.29749137
7473-98-5,1.1585217
106797-53-9,0.76637596
80-15-9,0.992684
24201-58-9,0.87342286
41859-67-0,0.6078601
3771-19-5,0.37615508
42017-89-0,0.5329694
21550-30-1,0.5857998
63979-37-3,0.48591897
64118-86-1,0.67049384
121776-33-8,0.29172254
63883-18-1,-0.047533467
4362-40-7,0.23182543
53-10-1,0.63671386
2181-04-6,0.32531756
6000-74-4,-0.078792505
29069-24-7,-0.12586157
20231-45-2,0.67757666
20417-82-7,-0.8386905
20417-84-9,-0.8711566
154619-58-6,-1.1870103
562-09-4,0.3532437
154619-91-7,-1.3726951
154619-64-4,-1.2882608
154619-56-4,-0.9923188
154619-66-6,-0.8457504
72150-17-5,0.2984622
14641-96-4,0.27674314
518-20-7,0.27093673
3032-55-1,0.24036177
822-48-0,0.14740574
115-69-5,1.848177
3692-18-0,0.8008193
2018-45-3,1.1915473
52205-73-9,-0.06493501
6147-37-1,0.5875956
1899-36-1,0.63535416
3175-23-3,0.9619107
50471-44-8,0.6580587
2033-94-5,0.81560135
11034-31-4,0.19613093
80-06-8,0.6812061
72420-38-3,0.94161224
127-20-8,1.2471462
136-25-4,0.43367597
71-55-6,1.0398512
3688-85-5,0.54454935
1754-58-1,-0.05255108
561-41-1,0.14354126
23135-22-0,-0.66229194
76963-41-2,0.43732867
23422-53-9,-0.69947207
50335-55-2,0.14340805
3311-54-4,0.15967682
23504-07-6,-0.44093058
17289-49-5,0.49817836
13256-32-1,0.29660708
6884-59-9,-0.19597557
86360-33-0,0.64756244
49701-24-8,0.8890268
1113-02-6,-0.32109156
18278-44-9,-0.14919294
3344-11-4,-0.28834748
18188-17-5,-0.37630403
54708-68-8,0.5407409
15037-58-8,-0.32155082
20253-72-9,-0.07028258
16637-86-8,-0.13830009
16960-40-0,-0.6864632
1421-68-7,0.77064717
1225-55-4,0.48954633
10262-69-8,0.49521312
60070-44-2,0.35834315
60763-63-5,0.16068938
6291-84-5,0.8730288
693-05-0,0.9076753
54910-89-3,0.4993931
109-83-1,1.4218986
13055-76-0,0.25241804
25756-29-0,0.36469817
14489-75-9,0.3850821
10085-81-1,0.26548874
123-39-7,1.1688485
100-60-7,0.5791934
58-25-3,0.41170448
6330-25-2,0.8490812
100-61-8,0.74599487
1220-94-6,0.7468381
2475-46-9,0.7681959
60439-52-3,0.3190447
63906-81-0,0.6545882
284462-37-9,0.52705985
757251-39-1,0.55591625
882167-77-3,0.743461
1674-62-0,0.84585255
598-52-7,-0.09631232
165252-70-0,0.67611647
6610-29-3,-0.40114295
1966-58-1,0.11117133
1943-79-9,0.36720395
13792-20-6,-0.14250605
13792-24-0,-0.018200684
3282-00-6,-0.18699734
7070-71-5,-0.43164292
6988-21-2,-0.38118872
6842-34-8,-0.36096635
63-25-2,0.017834421
5721-72-2,0.11736752
3279-46-7,-0.007028965
3942-54-9,-0.009468319
13792-21-7,-0.37819552
24031-96-7,-1.073439
55391-34-9,-1.2971212
1631-64-7,-1.1125996
1867-66-9,0.1488459
7339-53-9,0.5324524
130365-37-6,-0.36643314
91893-37-7,-0.63475513
63991-43-5,0.75271106
51068-60-1,0.8276496
8004-87-3,0.2977492
34544-12-2,0.7158524
66952-49-6,0.34374875
624-83-9,0.56222546
54266-55-6,-0.8849195
54266-44-3,-0.76376873
16033-21-9,0.35375783
40643-39-8,0.27471122
40843-82-1,0.3285533
40643-36-5,0.20339748
152-16-9,-0.37273204
90-72-2,0.31005403
645-05-6,0.16537566
15112-89-7,0.5123913
548-62-9,-0.052205082
6711-48-4,0.5965549
110-95-2,0.7628654
110-18-9,0.9486539
74758-19-3,0.38359177
132050-00-1,0.42584994
61-73-4,0.19184518
2782-91-4,0.1437287
5836-23-7,0.37970293
137-26-8,0.205928
1031-47-6,0.24369787
115-26-4,-0.28244558
1703-48-6,0.3969279
75-50-3,0.5020812
60662-16-0,0.29294333
51235-04-2,0.37022382
3475-63-6,0.09807948
16339-14-3,0.27200174
437-74-1,0.50615966
157309-18-7,0.37213355
161559-34-8,0.39573663
58-08-2,0.6693598
5426-89-1,0.53076637
15876-67-2,0.119420774
101-26-8,-0.2675599
114-80-7,-0.95173204
5373-42-2,0.31445476
50-62-4,0.59411675
35115-50-5,0.4093109
5974-09-4,0.30445445
56066-63-8,0.47486487
173159-57-4,0.75952697
52-85-7,-0.73157483
481-49-2,-0.78837186
61-01-8,0.2566122
76579-52-7,0.43359897
54708-51-9,0.33000028
19937-59-8,0.4090826
35972-50-0,-0.44717464
35967-28-3,-0.35078517
116476-14-3,-0.076394334
27848-84-6,0.028476778
34661-75-1,0.3082117
1039-59-4,0.31336835
18995-99-8,-0.5498553
5310-55-4,0.14408953
109-55-7,0.84793544
10563-29-8,0.93423164
20064-38-4,0.044671927
303-70-8,-0.3400643
303-49-1,0.35321572
53-60-1,0.2405056
24268-89-1,0.15063345
50-53-3,0.27301314
1225-65-6,0.47311172
16398-39-3,0.11856398
4755-59-3,0.34411347
3179-63-3,1.1583343
132-69-4,0.35875514
14286-84-1,0.34225053
4510-65-0,0.32970735
113-59-7,0.20773764
1738-25-6,0.78262717
132-20-7,0.22472242
132-22-9,0.46318084
511-13-7,0.35495716
2045-52-5,0.46226117
59-32-5,0.16181773
958-93-0,0.48523462
108-01-0,1.3133614
13877-99-1,0.2420786
518-63-8,-0.24767175
1176-08-5,0.20875655
26615-21-4,0.079257116
102207-77-2,0.6227465
2439-35-2,0.3695983
71-79-4,0.25272432
4584-46-7,0.16336021
16607-80-0,0.6005424
103-83-3,0.44370532
21140-37-4,0.20380892
102410-20-8,0.53028905
55363-08-1,0.16429925
2407-68-3,0.6530462
5376-09-0,0.47120908
68-12-2,1.0882647
1467-79-4,0.87295485
72575-46-3,-0.15903908
2585-36-6,-0.14140311
17606-31-4,0.12036175
64-73-3,0.2991759
2013-58-3,0.48068485
789-37-7,0.47379142
6434-38-4,-1.4492472
59721-29-8,0.8061029
121-69-7,0.66639644
838-95-9,0.65247875
60045-43-4,0.25900766
60-11-7,0.8892785
547-58-0,1.0161169
20691-84-3,0.8238159
17576-88-4,0.41006312
140-56-7,0.14216518
5882-48-4,0.67869747
7152-80-9,0.30761838
1122-58-3,0.2897359
100924-68-3,0.2989172
28743-45-5,0.2885766
2680-03-7,0.74316037
74957-49-6,0.53459233
957-51-7,0.5391857
89427-43-0,-0.84163845
195252-02-9,-0.0052704946
1778-08-1,0.83427024
63887-52-5,0.44453025
85815-37-8,0.46239161
52777-92-1,0.21095192
106900-12-3,-0.11144595
1609-06-9,0.7317409
1115-70-4,1.1139414
28805-78-9,0.49015126
101-42-8,0.86956465
1982-47-4,0.7805808
150-68-5,1.1371443
2164-17-2,0.060812663
27954-37-6,0.3050128
33439-45-1,0.11069382
3134-12-1,0.7384304
21709-44-4,-0.35597074
1016-46-2,-0.17517434
89427-20-3,-0.39938506
25900-68-9,-0.026116556
62850-32-2,0.39320067
79-44-7,0.48805934
3226-36-6,0.47567552
31848-11-0,0.3791829
1596-84-5,1.2282869
7227-91-0,0.1986066
7203-95-4,0.03942145
33330-91-5,-0.10459868
7227-92-1,-0.18798858
7203-90-9,0.39189917
7239-21-6,0.37304434
23456-93-1,0.4380562
36120-57-7,-0.2536272
19992-69-9,-0.037646502
33330-89-1,-0.013054854
4342-03-4,0.59004545
62-75-9,0.13651763
63886-55-5,-0.22280507
22850-19-7,-0.4822917
99300-64-8,-0.5055701
91893-64-0,-0.4731572
91893-26-4,0.14487833
85977-49-7,-0.48407325
36014-72-9,-0.9504281
1085-98-9,0.29753262
13360-57-1,0.4291143
533-74-4,0.26483235
13863-31-5,0.97304374
7226-23-5,0.7945963
80-73-9,1.144899
13256-12-7,0.044886343
83-67-0,0.30504236
81995-79-1,0.2442194
107007-99-8,0.20442118
81996-52-3,0.27994078
87798-85-4,0.20380071
79712-52-0,0.43112755
519-37-9,0.5015236
79712-53-1,0.28320837
69975-86-6,0.5763477
652-37-9,0.7400197
7601-87-8,0.2835571
68789-89-9,-0.67934275
43222-48-6,0.27814427
89805-39-0,0.2375403
128-62-1,-0.17017181
29173-31-7,-0.76724774
115-37-7,-0.053361453
3176-03-2,0.20507798
64951-25-3,0.51182204
14419-01-3,0.67197907
24141-01-3,0.069470875
69353-21-5,-0.14316788
63-75-2,0.72949284
139886-04-7,-0.18596378
39885-14-8,0.24323435
66794-74-9,0.23305267
14759-04-7,0.20077632
22958-08-3,-0.49760532
5965-13-9,-0.19607516
125-29-1,-0.37656736
52-28-8,-0.048167408
3688-66-2,-0.22580297
56796-39-5,0.2835423
1746-81-2,0.6913953
330-55-2,0.7371786
13360-45-7,0.6066806
5588-33-0,0.28508973
23903-11-9,0.37957895
1555-58-4,0.7174679
1229-69-2,0.36534578
86-12-4,0.37230337
53-89-4,0.2611647
132-18-3,0.37802702
1057-81-4,0.24270384
57081-55-7,0.4384818
29075-61-4,0.31863338
15574-96-6,0.28885436
34580-14-8,0.297166
969-33-5,0.19289729
60086-22-8,0.15569988
78104-11-7,0.007351917
72468-85-0,0.19577013
440-17-5,-0.14554897
24632-48-2,0.21252188
56217-90-4,0.3332138
29868-97-1,0.47596964
33354-22-2,0.27869672
57342-05-9,0.089168124
24140-98-5,0.080688715
22487-46-3,0.2008149
106017-08-7,0.7256274
1977-11-3,0.1807932
5786-21-0,0.15343359
1977-10-2,0.015666543
14052-80-3,0.3910554
16339-07-4,0.577922
63905-05-5,0.14683995
55-86-7,-1.0187504
17780-75-5,0.097481154
1553-34-0,0.27565363
2975-36-2,-0.026832458
1982-37-2,0.37522447
31139-87-4,0.18835399
23327-57-3,0.11503968
306-07-0,0.23677929
150433-14-0,0.30076313
24600-36-0,0.49028832
5060-56-0,0.2300089
19974-69-7,0.2794162
22952-87-0,-0.13352145
54-11-5,0.40308762
60634-70-0,-0.08292054
54301-19-8,0.08778783
32033-21-9,0.28593174
74627-35-3,-0.41140774
51473-23-5,0.18935981
24381-37-1,0.36107853
125-52-0,-0.022781879
872-50-4,0.9675141
93-90-3,0.843573
6232-56-0,0.31725323
88475-55-2,0.6524294
2079-00-7,0.5400089
27942-00-3,1.2550792
59-05-2,0.6742274
68787-95-1,0.2239905
21820-82-6,0.023902914
153719-23-4,0.49055186
63906-70-7,0.4305477
3655-88-7,0.64562213
51026-28-9,0.3055735
13256-11-6,0.1489421
16339-16-5,-0.14792083
46948-72-5,0.5353306
4960-47-8,0.70283985
77639-70-4,0.39517048
132907-72-3,0.21393274
60-56-0,0.34087393
446-86-6,0.35457084
7560-83-0,0.7127058
132-17-2,0.18397456
2169-75-7,0.4153255
51-55-8,0.4611532
80-77-3,0.5540588
5571-97-1,0.068216376
13131-19-6,0.5752191
5432-28-0,0.3787136
64057-88-1,0.32908735
63716-37-0,0.11829012
3543-75-7,0.034627024
80845-35-8,0.18473566
7492-29-7,0.40035626
2011-67-8,0.36279917
1622-62-4,0.5492524
3900-31-0,0.80621576
5903-13-9,-0.31305864
74859-42-0,0.46302658
63744-49-0,0.21993996
13993-65-2,0.11374263
124824-14-2,0.2925649
84542-20-1,-0.67408186
84529-63-5,-0.77083796
84529-59-9,-1.5052899
64037-23-6,0.47624487
1740-11-0,-1.8425364
63755-05-5,0.6626147
20354-26-1,0.29894704
614-00-6,0.62498254
7431-19-8,0.47329983
99-80-9,0.5272458
69781-06-2,0.72304636
16219-99-1,-0.62274665
69658-91-9,0.26404148
25505-98-0,0.5480145
684-93-5,0.5782988
70-25-7,0.5369051
13860-69-0,0.5624824
1084-23-7,0.5360213
2682-20-4,0.9290519
631-93-6,0.57123053
34042-85-8,-0.039441146
59804-37-4,0.056150615
123277-33-8,0.013938943
90101-16-9,0.36731848
39794-99-5,0.28402498
535-83-1,0.90429085
2447-54-3,0.26319578
14901-08-7,1.1683893
75-52-5,0.23332201
1420-40-2,0.6285523
60-26-4,0.11975636
69-27-2,0.17702378
13254-33-6,1.0248058
32765-81-4,0.36359388
44992-01-0,0.46298707
51-83-2,0.8242651
987-78-0,0.68104994
999-81-5,0.09620652
2758-06-7,0.47609514
5110-69-0,0.12486689
6645-46-1,1.0343701
56-93-9,0.6379301
35035-05-3,0.27114406
15302-91-7,0.61580336
62-97-5,0.31129885
596-51-0,0.40005153
561-43-3,0.41831282
13025-69-9,-0.15223062
14652-09-6,-0.11366039
4317-14-0,0.1797804
2747-31-1,0.5555909
3688-65-1,-0.3545515
15351-05-0,0.3012157
30817-43-7,0.44559103
4269-88-9,0.4129631
144-12-7,0.22823948
21216-78-4,0.21234357
35425-83-3,0.17390737
71731-58-3,0.60397774
7529-22-8,0.83115226
302-70-5,-0.36514208
101670-74-0,0.019519115
63516-07-4,0.34266517
63869-28-3,0.015761247
24815-24-5,-0.61413985
50-55-5,-0.53556615
1062-48-2,0.3716306
122185-09-5,0.41923356
1178-29-6,-0.28381306
6429-04-5,0.24168421
81182-04-9,0.1375718
4880-82-4,-0.38101298
6879-02-3,-0.06454673
122-10-1,-0.41669786
1795-58-0,-0.25398293
3700-89-8,0.3761981
76541-72-5,-0.48022738
690-49-3,0.04389452
3383-96-8,-0.90922016
3356-57-8,-0.046566833
1174-83-0,-0.28008074
2782-70-9,0.04159776
5930-71-2,-0.6650542
37894-46-5,0.35710418
1067-53-4,0.5588036
53808-87-0,0.69165236
58306-30-2,0.21952602
919-76-6,-0.18324485
751-73-5,-0.4522309
35543-24-9,0.48354575
41716-93-2,0.41152826
26328-04-1,0.48837662
82697-76-5,0.55551124
635-41-6,0.58394223
35619-65-9,0.34643784
5914-66-9,0.33718818
1532-12-3,0.63511825
102324-40-3,-0.19478345
101477-54-7,0.39954653
2778-04-3,-0.5901284
15037-64-6,-0.13729909
3581-11-1,-0.44823498
950-37-8,-0.21668579
2487-90-3,1.4804676
1760-24-3,0.6631288
15396-00-6,0.40972164
2996-92-1,0.8807046
121-45-9,1.0077455
512-56-1,0.18415488
3069-29-2,0.96287227
17865-32-6,0.93215966
3027-21-2,0.7340445
2587-90-8,-0.9008858
4752-35-6,-0.66051817
54473-43-7,-0.02157692
3254-63-5,-0.9752784
3070-16-4,-0.19877668
152-20-5,-0.63167536
2953-29-9,-0.34456474
6504-77-4,0.42745522
110-71-4,1.5030375
111-96-6,1.5707346
143-24-8,1.1421342
71850-03-8,1.338729
10232-93-6,0.5884588
117-82-8,0.9933384
3753-18-2,0.929219
109-87-5,1.4801072
34758-84-4,0.11151387
1125-88-8,1.1496612
20627-73-0,0.77109677
81098-60-4,0.0807452
77402-03-0,0.60250115
1830-54-2,1.2820337
108-59-8,1.2839544
111753-73-2,0.47596058
78967-07-4,0.252059
101-70-2,0.59488666
150-78-7,1.0994922
27318-87-2,0.80444396
89-39-4,0.8915338
2735-04-8,0.6969341
5355-16-8,0.6213798
7306-46-9,0.4674982
110488-70-5,0.32938734
119-90-4,0.4762726
89427-14-5,-0.801309
2586-57-4,0.4778971
458-37-7,0.665405
91-10-1,1.0397965
23158-25-0,0.3379482
70024-40-7,0.68725854
19237-84-4,0.6978413
64951-27-5,0.24428138
357-57-3,-0.65467983
89427-13-4,-0.5697711
6294-52-6,0.48455837
40553-78-4,0.11542492
31848-02-9,0.5217728
13223-43-3,0.4979482
138786-67-1,-0.000782522
606-45-1,1.1920208
94-60-0,1.2561378
133-47-1,0.8650308
56141-00-5,0.21835361
89427-46-3,-0.64916116
4336-19-0,1.2198858
1459-93-4,1.1739255
13290-96-5,0.75315577
131-11-3,1.2365164
173584-44-6,0.046751354
96753-93-4,0.44915417
616-38-6,1.131957
4525-33-1,0.903279
6843-66-9,0.43700925
20120-33-6,0.6526944
52-68-6,0.3463175
74940-61-7,0.03977764
37565-85-8,-0.05825802
813-84-3,-0.74033993
17321-47-0,0.35981902
597-25-1,-0.5960658
42136-28-7,-0.11888884
950-35-6,-1.4516337
2255-15-4,-0.3962024
2274-67-1,0.83324605
2274-69-3,-0.32991445
13104-21-7,-0.2919766
23560-59-0,-0.64534956
52899-13-5,-0.044941977
5598-52-7,-0.35669205
64050-54-0,-0.1343297
1886-01-7,-0.5877785
3735-33-9,-0.7604981
3820-53-9,-0.9587183
3309-87-3,-0.42892736
50915-31-6,0.35802326
298-00-0,-0.6834303
363-97-3,-0.1623776
5826-76-6,-0.10338052
500-28-7,0.06674379
50590-01-7,0.22323152
63981-11-3,-0.078397036
2104-96-3,0.56705093
18181-70-9,0.36668035
5598-13-0,0.35458827
756-80-9,0.2029615
32357-99-6,-0.64801705
3692-87-3,0.23001312
42565-17-3,-0.76401055
78-57-9,0.2019957
144-41-2,-0.3289911
1113-01-5,0.42470285
58995-44-1,-0.4972068
22439-39-0,-1.2360326
51356-18-4,-0.9237553
51442-09-2,-0.17701767
86-50-0,-0.7206565
18722-80-0,-0.59622973
64050-59-5,-0.3652295
64050-57-3,-0.5745115
3735-23-7,-0.41901845
6436-04-0,-0.46099058
41219-30-1,-0.64409214
10312-19-3,-0.94232017
63716-52-9,-0.4540562
5114-31-8,-0.5786423
2524-03-0,0.39466956
2667-49-4,-0.10501752
22243-91-0,-0.70371336
2984-68-1,-0.666775
22608-53-3,-0.38587633
77173-43-4,-0.721515
10265-92-6,0.435626
29809-48-1,-0.52272314
54473-30-2,0.0070798057
54473-41-5,-0.2240627
41495-66-3,-0.35752305
87359-33-9,0.3221847
66-27-3,0.9021655
5332-73-0,1.3860655
1589-49-7,1.5342593
110-67-8,1.1228021
54778-70-0,0.57764816
4634-47-3,-1.5745848
109-86-4,1.6354555
111-77-3,1.7338369
112-35-6,1.7648904
1663-35-0,1.2509236
3459-20-9,0.8423041
339-44-6,0.91345316
3121-61-7,0.52676696
35702-75-1,1.0180786
13551-87-6,0.48880866
625-45-6,1.2414688
4484-61-1,1.632818
107-30-2,0.08680162
107-25-5,1.1419978
107-31-3,1.4098619
1328-90-1,0.2130797
86803-90-9,0.86003745
36061-95-7,0.22707109
58994-96-0,0.16238195
9000-38-8,0.82075906
111-81-9,1.4001873
2935-90-2,0.5756022
3395-91-3,0.027816895
14352-61-5,1.32294
101-41-7,1.1672714
2876-78-0,0.99192685
65463-19-6,0.07400966
1929-87-9,0.95648444
453-18-9,-0.9062034
100-66-3,1.0633197
140-67-0,1.2689261
60045-41-2,0.37113583
123-11-5,1.2072318
130198-05-9,0.41558495
53036-61-6,0.24694763
157173-60-9,-0.06655143
5863-35-4,0.22169054
611-94-9,1.1106341
58955-83-2,0.35259628
72432-10-1,0.6014177
12771-68-5,0.39728186
104-94-9,0.91868645
332-35-4,-0.84682584
20172-02-5,0.5639243
100-17-4,0.7483791
150-76-5,1.0368743
1078-19-9,1.0821398
1847-63-8,0.11690583
150-19-6,1.0810739
28534-37-4,1.2616193
64037-14-5,0.7125302
96-96-8,1.101413
131-57-7,1.0485597
531-59-9,1.0847074
13244-33-2,1.1598247
63638-90-4,0.071612254
18179-67-4,0.98726445
61361-61-3,0.059941616
56538-01-3,-0.9898072
61361-58-8,-0.83908284
66839-98-3,-0.4594225
17854-59-0,-0.06642047
64380-46-7,0.93107057
135-02-4,1.0967648
80834-78-2,-0.09842423
80834-75-9,0.09066589
3562-99-0,0.81365895
313-67-7,0.31457865
108828-56-4,0.8111426
32828-81-2,0.45876458
3641-50-7,0.99198097
90-04-0,0.8686859
99-59-2,1.3386666
55232-80-9,0.1429153
80834-64-6,0.16479392
76487-32-6,0.15354283
21580-07-4,0.34127513
80834-66-8,0.16133356
91-23-6,1.0759532
537-73-5,1.0421648
93-14-1,0.6805419
70-07-5,0.23152165
21492-45-5,0.22551869
7217-59-6,0.7045187
5345-54-0,0.66978675
4920-79-0,0.7722765
4698-11-7,0.8753895
57645-49-5,0.4139271
5307-02-8,0.51795924
32861-85-1,0.5952636
97-53-0,0.9792412
19272-90-3,0.90895444
121-33-5,1.0997709
92-61-5,0.8594435
73698-58-5,0.5419952
10031-96-6,1.0232731
73698-63-2,0.90971863
4065-45-6,0.9215247
1162-65-8,0.05227044
10048-13-2,-0.17807844
2872-48-2,0.7287032
607-91-0,0.7175316
73698-64-3,0.73187286
219715-34-1,0.2974978
114834-06-9,0.48603016
80-35-3,0.75938874
30578-37-1,0.47565982
96-33-3,0.8960049
14437-17-3,0.657994
144077-07-6,0.18155524
2307-49-5,0.7732605
89427-02-1,-0.81088275
57057-83-7,0.6119655
2539-17-5,0.22324643
298-81-7,0.6535951
89427-39-4,-0.8707517
2438-88-2,0.62132543
219715-41-0,-0.11470105
137-05-3,0.485887
80-63-7,0.663855
93-58-3,1.368446
134-20-3,1.195303
42576-02-3,0.78726214
6307-82-0,0.7849633
611-13-2,0.5834272
15206-55-0,1.0189471
360-53-2,0.7863938
2536-31-4,0.50301033
29427-58-5,1.0517937
142469-14-5,-0.052513883
176972-62-6,0.20748398
1918-18-9,0.56690884
31431-39-7,0.52762246
28559-00-4,0.47215116
6804-07-5,0.5229944
13589-15-6,-0.2534577
79-22-1,0.5003653
25991-93-9,0.2921962
425-87-6,0.8344143
76-38-0,0.9184575
139886-03-6,0.3828061
88283-41-4,0.34594527
55268-75-2,0.6385079
598-58-3,0.4455888
21609-90-5,-0.3631388
2591-66-4,0.101761684
3811-49-2,-0.24890299
2523-94-6,0.55776215
10497-05-9,-0.18799773
556-67-2,0.36012852
999-97-3,0.48215485
1000-70-0,0.3775231
1009-93-4,0.31488997
5683-30-7,1.2989519
2345-38-2,1.3094753
2374-14-3,0.10133715
42959-18-2,0.8883919
75-78-5,0.94280314
85509-19-9,0.30918756
675-62-7,0.5158431
75-79-6,0.81639683
676-83-5,0.6258302
1787-44-6,0.38203508
35691-25-9,-0.15462506
1511-67-7,-0.07995978
7526-26-3,0.4981764
3954-73-2,-0.38714665
740-20-5,-0.2206214
2665-30-7,-0.44927037
5188-07-8,0.7644185
816-80-8,-0.121652886
624-92-0,0.6693124
3268-49-3,0.8113137
17773-41-0,0.61428314
63-68-3,1.1120235
583-91-5,1.277229
59021-03-3,0.5617085
100-68-5,0.6193724
123-09-1,0.7160039
7143-67-1,0.33626077
14527-26-5,0.12786105
67-68-5,0.9429739
934-73-6,0.63392943
473-51-8,0.48344526
2990-21-8,0.35586783
3112-85-4,0.86726767
3570-98-7,0.31028244
1222-57-7,0.46921274
14763-60-1,0.96154785
19016-29-6,-0.5895165
14008-44-7,0.29234594
13244-35-4,0.7694913
2700-89-2,0.50888044
27603-25-4,-0.19796808
51803-78-2,0.8039557
113296-13-2,0.5812462
22729-75-5,0.37130335
3687-13-6,0.60860443
53639-82-0,0.25873765
558-25-8,0.32116067
74-88-4,0.21914175
1025-15-6,0.5530616
2694-54-4,0.97831804
101-37-1,0.48726344
102-84-1,0.8121831
3524-68-3,0.6814057
72782-44-6,0.4586031
99-67-2,1.0904701
124-02-7,0.30106732
37764-25-3,0.0883344
16338-97-9,0.27186635
6294-79-7,0.51527524
15180-03-7,-0.36915883
557-40-4,1.0657698
131-17-9,1.1455383
142-22-3,0.4635287
2179-57-9,0.47187993
3917-15-5,0.96087027
106-99-0,0.4387199
110-26-9,0.91745275
13048-33-4,1.2850504
1070-70-8,1.148236
17831-71-9,0.7519947
1680-21-3,0.51400447
4074-88-8,0.4665018
52408-42-1,0.9310395
4074-90-2,0.8218373
627-51-0,0.9431038
26750-50-5,0.49750808
77-77-0,0.72372544
126-99-8,0.59430546
112-38-9,1.1571426
591-80-0,0.93321544
39716-58-0,0.58078253
4255-24-7,0.13240466
300-57-2,0.99060863
302-34-1,-0.17845958
10017-11-5,0.46864572
109-57-9,-0.20645751
19876-05-2,0.80354255
13973-71-2,0.558349
25646-22-4,-0.6992631
25646-24-6,-0.15510163
57-06-7,0.22449407
5834-97-9,0.83351094
152-02-3,0.094516106
57-29-4,-0.10905124
107-18-6,0.7594604
111-45-5,0.9121044
106-92-3,0.60149634
1838-59-1,0.5892053
35554-44-0,0.5146701
2705-87-5,0.9748554
13361-32-5,0.28890172
4728-82-9,0.79812
1797-74-6,1.0701754
14520-53-7,1.0359827
63887-17-2,0.8583081
22131-79-9,0.4809075
1866-31-5,0.9974971
27605-76-1,0.80633694
2937-50-0,0.0065645743
3571-74-2,0.1059906
64057-58-5,0.31130752
106-95-6,-0.24746554
556-56-9,0.09677611
107-02-8,0.77147377
107-13-1,0.3501582
100-40-3,1.3466715
