CASRN,Toxic_xgboost_maccs-0,Toxic_xgboost_maccs-1
92-00-2,0.4321158,0.5678842
1116-54-7,0.6137409,0.3862591
77129-82-9,0.16575849,0.8342415
35627-29-3,0.11455029,0.8854497
60029-23-4,0.3698938,0.6301062
92-53-5,0.14081049,0.8591895
108001-60-1,0.15881181,0.8411882
59-89-2,0.14745605,0.85254395
16142-27-1,0.15526217,0.8447378
17688-68-5,0.21693712,0.7830629
66508-37-0,0.7024344,0.2975656
25182-84-7,0.264974,0.735026
15471-17-7,0.37227595,0.62772405
111-46-6,0.834083,0.165917
111-48-8,0.57957345,0.42042655
1892-29-1,0.6442436,0.3557564
41123-69-7,0.7124687,0.28753132
504-63-2,0.6158008,0.3841992
10099-72-6,0.7123649,0.28763506
30544-47-9,0.19690448,0.8030955
82578-51-6,0.12389207,0.87610793
76874-96-9,0.12844408,0.8715559
76874-97-0,0.11862111,0.8813789
34580-73-9,0.13006431,0.8699357
19721-22-3,0.38276154,0.61723846
111-91-1,0.18661177,0.8133882
123-91-1,0.73906285,0.26093715
120-55-8,0.85104394,0.14895605
15980-15-1,0.49390942,0.5060906
53061-10-2,0.20299178,0.7970082
17095-24-8,0.96637547,0.03362456
63917-06-6,0.17489958,0.8251004
6279-87-4,0.57112384,0.42887613
1070-42-4,0.26047802,0.739522
5266-08-0,0.058876514,0.9411235
311-44-4,0.036010027,0.96399
2451-86-7,0.7311342,0.26886582
1120-71-4,0.31783766,0.68216234
287-29-6,0.4615481,0.5384519
2550-06-3,0.34971607,0.65028393
505-60-2,0.36681837,0.63318163
100-45-8,0.39119452,0.6088055
4994-16-5,0.7846282,0.21537177
64011-70-7,0.07850647,0.92149353
4771-80-6,0.6599542,0.34004578
10137-69-6,0.3146599,0.6853401
13042-02-9,0.16961998,0.83038
4488-57-7,0.5916674,0.4083326
57-24-9,0.15637797,0.843622
65043-22-3,0.15965086,0.84034914
4781-76-4,0.17538339,0.8246166
100-73-2,0.5509356,0.44906434
63915-63-9,0.15095103,0.849049
104-53-0,0.4819277,0.5180723
5766-67-6,0.28106773,0.7189323
110-61-2,0.21349555,0.78650445
1075-76-9,0.3338018,0.6661982
23996-53-4,0.34797662,0.6520234
75696-02-5,0.7538799,0.24612011
109-78-4,0.43907452,0.5609255
1071-22-3,0.43756783,0.56243217
542-76-7,0.26217335,0.73782665
26896-48-0,0.64087117,0.35912886
14370-50-4,0.10560399,0.894396
73803-48-2,0.8183344,0.18166561
13887-61-1,0.2679953,0.7320047
23657-27-4,0.32235616,0.67764384
35944-73-1,0.23720336,0.76279664
76751-94-5,0.5584395,0.44156054
97901-22-9,0.3157562,0.6842438
63007-70-5,0.19249326,0.80750674
2955-38-6,0.6692953,0.3307047
25967-29-7,0.6183685,0.3816315
23887-48-1,0.7222077,0.27779227
78246-49-8,0.2583148,0.7416852
20123-68-6,0.19353205,0.80646795
18818-61-6,0.82304144,0.17695859
33453-19-9,0.3934936,0.6065064
69655-05-6,0.5083725,0.4916275
77053-97-5,0.71240556,0.28759447
486460-32-6,0.11347556,0.88652444
915095-94-2,0.32052124,0.67947876
7346-91-0,0.43839115,0.56160885
121808-62-6,0.93316907,0.06683091
64872-77-1,0.42726678,0.5727332
53716-82-8,0.78204876,0.21795122
39391-39-4,0.77364695,0.22635305
915095-87-3,0.69162446,0.30837554
314771-88-5,0.4992373,0.5007627
114654-31-8,0.6328358,0.3671642
884-49-1,0.40676284,0.59323716
14008-53-8,0.14491862,0.8550814
2589-15-3,0.20985341,0.7901466
145-73-3,0.59283507,0.40716496
2759-71-9,0.2691434,0.7308566
858956-08-8,0.6452786,0.3547214
765-30-0,0.05218661,0.9478134
81356-60-7,0.28679454,0.71320546
86393-33-1,0.48198622,0.5180138
51981-21-6,0.9547641,0.045235902
9001-73-4,0.8015962,0.19840379
13115-71-4,0.92361474,0.076385275
32773-59-4,0.42826837,0.5717316
3544-94-3,0.45880306,0.54119694
84611-23-4,0.889949,0.11005096
521284-22-0,0.3559984,0.6440016
7545-48-4,0.92386115,0.07613885
101-49-5,0.71149683,0.28850317
56461-33-7,0.28351372,0.7164863
58095-31-1,0.6656112,0.3343888
28874-51-3,0.84341407,0.1565859
100678-32-8,0.10351503,0.896485
30914-89-7,0.061209857,0.93879014
74103-07-4,0.44262642,0.5573736
1331-07-3,0.39247185,0.60752815
88485-37-4,0.2350499,0.7649501
52079-23-9,0.44248128,0.5575187
29050-11-1,0.25672865,0.74327135
55316-22-8,0.5526041,0.44739595
57-96-5,0.29935932,0.7006407
114686-12-3,0.2797572,0.7202428
102-20-5,0.8451426,0.15485741
51-12-7,0.6155063,0.38449368
59-97-2,0.0842154,0.9157846
5144-52-5,0.1209864,0.8790136
53878-49-2,0.34530228,0.6546977
372-77-0,0.2609498,0.7390502
123-81-9,0.4392652,0.5607348
4301-50-2,0.4606899,0.5393101
76824-35-6,0.6719221,0.32807794
103-29-7,0.7613493,0.2386507
621-95-4,0.13685799,0.863142
736-30-1,0.18167889,0.8183211
137281-39-1,0.6809553,0.31904468
7199-29-3,0.34605384,0.65394616
37286-92-3,0.5570183,0.4429817
494-19-9,0.40903622,0.5909638
697235-49-7,0.79547995,0.20452006
53597-27-6,0.51092947,0.48907053
119-84-6,0.49790674,0.50209326
36330-85-5,0.625567,0.37443298
38873-55-1,0.52849793,0.47150204
123-56-8,0.67787933,0.3221207
23249-97-0,0.50755477,0.4924452
23093-94-9,0.87808686,0.12191313
23093-93-8,0.655507,0.34449297
21256-18-8,0.4154384,0.5845616
24096-53-5,0.38582742,0.6141726
128-08-5,0.363043,0.636957
16327-90-5,0.8199526,0.18004738
108-30-5,0.5120896,0.4879104
114369-43-6,0.21159685,0.78840315
5029-46-9,0.20368063,0.79631937
53894-28-3,0.5898475,0.4101525
62-31-7,0.2683879,0.7316121
61361-60-2,0.39239383,0.6076062
56538-00-2,0.19445819,0.8055418
72239-31-7,0.067653775,0.9323462
72239-33-9,0.043142617,0.9568574
55458-76-9,0.48119944,0.51880056
51-71-8,0.06142825,0.93857175
54941-79-6,0.19506305,0.80493695
131206-85-4,0.13404351,0.8659565
17471-82-8,0.22619528,0.7738047
100981-43-9,0.7420267,0.25797328
3576-64-5,0.46608365,0.53391635
59128-97-1,0.5513338,0.44866621
24166-13-0,0.66863406,0.33136594
94776-91-7,0.17238784,0.82761216
111988-49-9,0.27335393,0.72664607
100199-60-8,0.28231,0.71769
96719-71-0,0.15407175,0.84592825
96719-43-6,0.13176644,0.86823356
96719-45-8,0.18215758,0.8178424
96892-56-7,0.15459996,0.84540004
7633-57-0,0.06224203,0.93775797
97174-79-3,0.48363334,0.51636666
138117-50-7,0.78424525,0.21575472
180793-94-6,0.44326025,0.55673975
92-43-3,0.25702685,0.74297315
2121-12-2,0.3019417,0.6980583
622-08-2,0.64208376,0.35791624
103-74-2,0.6026584,0.3973416
104-62-1,0.7070965,0.29290348
103-53-7,0.82642037,0.17357963
124428-11-1,0.591678,0.408322
94-47-3,0.81900966,0.18099035
37795-69-0,0.28995597,0.710044
940-41-0,0.31637102,0.683629
35250-53-4,0.13221252,0.8677875
59375-68-7,0.1146127,0.8853873
4871-71-0,0.18649232,0.8135077
103-63-9,0.446625,0.553375
113136-77-9,0.6650695,0.33493048
98519-08-5,0.047131836,0.95286816
98519-18-7,0.035454273,0.9645457
60207-31-0,0.07594353,0.9240565
98532-65-1,0.032617033,0.96738297
1070-78-6,0.405823,0.594177
2043-57-4,0.5358399,0.4641601
19201-32-2,0.24827522,0.7517248
116970-50-4,0.69693524,0.30306476
141-43-5,0.52170455,0.47829548
33545-23-2,0.46523416,0.53476584
10042-77-0,0.67079633,0.32920367
151-56-4,0.07878226,0.92121774
26957-73-3,0.34239912,0.6576009
5782-83-2,0.1711464,0.8288536
96-45-7,0.124192476,0.8758075
73218-79-8,0.13852179,0.8614782
61-57-4,0.4318695,0.5681305
80-02-4,0.6099205,0.3900795
2871-01-4,0.68085515,0.31914487
6961-46-2,0.63324296,0.36675704
24207-38-3,0.5530012,0.44699878
1320-51-0,0.86323506,0.13676496
65141-46-0,0.12705427,0.8729457
96-53-7,0.10698539,0.8930146
3566-10-7,0.11368382,0.8863162
557-30-2,0.18123698,0.818763
54941-80-9,0.5129454,0.48705462
80026-34-2,0.5985733,0.40142664
33813-20-6,0.37085772,0.6291423
54941-66-1,0.08113724,0.91886276
26859-72-3,0.056788802,0.9432112
22232-71-9,0.06937927,0.93062073
27097-43-4,0.057637632,0.94236237
23915-26-6,0.08360672,0.9163933
27097-44-5,0.06937927,0.93062073
54941-67-2,0.06548673,0.9345133
22036-77-7,0.87937,0.12063004
39884-52-1,0.11575395,0.88424605
84210-62-8,0.55630577,0.4436942
73870-33-4,0.07813543,0.92186457
53720-84-6,0.23881078,0.7611892
59277-89-3,0.49234712,0.5076529
20208-21-3,0.5428091,0.45719084
40762-15-0,0.72730684,0.27269313
3891-07-4,0.7303636,0.26963636
34929-08-3,0.43158334,0.56841666
155601-30-2,0.63869166,0.3613083
107-21-1,0.6589035,0.3410965
122-99-6,0.49431133,0.50568867
93-20-9,0.3225569,0.6774431
3833-54-3,0.8605577,0.13944231
120-67-2,0.22566581,0.7743342
2122-77-2,0.20618474,0.79381526
371-62-0,0.14168173,0.85831827
60-24-2,0.3508845,0.6491155
80303-93-1,0.14706528,0.8529347
1562-00-1,0.7738495,0.22615051
107-07-3,0.10396224,0.89603776
624-76-0,0.20042747,0.7995725
75-21-8,0.16116154,0.83883846
646-06-0,0.5666604,0.43333957
629-15-2,0.629267,0.37073305
104-66-5,0.7953005,0.20469955
28173-59-3,0.8894981,0.11050189
9004-86-8,0.84588087,0.15411913
2514-53-6,0.18272185,0.81727815
96-49-1,0.46834618,0.5316538
339-65-1,0.47665417,0.5233458
58041-19-3,0.4425817,0.5574183
19767-45-4,0.6197812,0.3802188
420-12-2,0.14514112,0.8548589
629-17-4,0.09991735,0.90008265
62303-19-9,0.272887,0.727113
762-70-9,0.08176261,0.9182374
1622-32-8,0.0963912,0.9036088
107-06-2,0.1611104,0.8388896
126-15-8,0.6201154,0.37988457
85-40-5,0.7031925,0.2968075
2425-06-1,0.72877806,0.27122194
133-06-2,0.722952,0.27704796
85-43-8,0.5146785,0.48532152
2971-38-2,0.16852766,0.83147234
97519-39-6,0.94680035,0.053199664
3276-41-3,0.122308195,0.8776918
110-64-5,0.7588615,0.24113852
77-79-2,0.12994051,0.8700595
544-25-2,0.25400418,0.7459958
542-92-7,0.30379528,0.6962047
542-78-9,0.2841245,0.7158755
3385-61-3,0.48097634,0.51902366
77-73-6,0.5376794,0.46232063
122-78-1,0.5350521,0.46494788
28382-15-2,0.37345016,0.62654984
105112-76-3,0.36222517,0.6377748
63979-76-0,0.092213035,0.90778697
4080-31-3,0.33457702,0.665423
104-54-1,0.462326,0.537674
29560-84-7,0.10600394,0.89399606
104-65-4,0.6507517,0.3492483
122-69-0,0.7699826,0.23001741
5320-75-2,0.78109986,0.21890016
87-29-6,0.73171914,0.2682809
149-29-1,0.5794326,0.42056736
107-20-0,0.07193583,0.92806417
178671-69-7,0.38833076,0.61166924
628-87-5,0.26171815,0.73828185
110-65-6,0.6072391,0.39276084
3159-29-3,0.7998458,0.20015417
101-27-9,0.33228177,0.66771823
59443-94-6,0.23027283,0.7697272
40018-25-5,0.28702867,0.7129713
107-91-5,0.18866146,0.81133854
372-09-8,0.36311424,0.63688576
107-16-4,0.25302684,0.74697316
777-11-7,0.27536875,0.72463125
63278-33-1,0.38001996,0.61998004
281-23-2,0.5687324,0.43126765
768-94-5,0.13401401,0.865986
102938-79-4,0.6144876,0.3855124
7585-39-9,0.79126596,0.20873405
32986-56-4,0.93770456,0.062295437
2451-62-9,0.3862326,0.6137674
77658-97-0,0.30421895,0.69578105
5026-74-4,0.41283804,0.58716196
7237-83-4,0.378846,0.621154
2589-01-7,0.49978113,0.50021887
13674-87-8,0.096479654,0.90352035
3188-57-6,0.5185817,0.4814183
1263-89-4,0.9318491,0.06815088
24676-80-0,0.4506179,0.5493821
37248-47-8,0.8791018,0.12089818
63919-02-8,0.56589305,0.43410692
203515-86-0,0.92795056,0.072049424
81737-62-4,0.20213622,0.7978638
85095-79-0,0.3420518,0.6579482
9050-67-3,0.74390376,0.2560962
56552-15-9,0.6060989,0.39390114
2238-07-5,0.40858275,0.59141725
101-90-6,0.493441,0.506559
7195-43-9,0.430273,0.569727
7195-45-1,0.64811873,0.35188124
14974-71-1,0.3375895,0.6624105
14168-01-5,0.3383271,0.6616729
90035-08-8,0.21528012,0.7847199
56073-07-5,0.18627232,0.8137277
56073-10-0,0.09949845,0.90050155
104653-34-1,0.19050843,0.8094916
83480-29-9,0.8674849,0.13251504
130796-74-6,0.46771747,0.53228253
70-00-8,0.7858583,0.21414173
131-99-7,0.9234152,0.076584786
9000-30-0,0.8839468,0.11605323
3148-72-9,0.92810714,0.07189287
77054-16-1,0.577813,0.42218697
63883-19-2,0.4461236,0.5538764
2338-18-3,0.08165717,0.9183428
303-31-1,0.83542025,0.16457973
1703-58-8,0.86294246,0.13705751
1134-47-0,0.47166854,0.52833146
53858-86-9,0.84391916,0.15608083
30618-84-9,0.6828961,0.31710392
60634-63-1,0.14254934,0.85745066
116255-48-2,0.21052688,0.7894731
5566-34-7,0.3383271,0.6616729
1890-47-7,0.48914093,0.5108591
98519-38-1,0.12102139,0.8789786
98532-72-0,0.090706825,0.9092932
4618-18-2,0.79035634,0.20964368
57-50-1,0.75456554,0.24543448
1715-40-8,0.23865879,0.7613412
616-30-8,0.7549412,0.2450588
36476-78-5,0.57322896,0.42677104
19130-96-2,0.8474761,0.15252389
98383-40-5,0.5092309,0.4907691
54622-43-4,0.88062495,0.119375035
13551-92-3,0.57254064,0.42745936
134528-32-8,0.87057287,0.12942713
112281-77-3,0.37977755,0.62022245
5455-98-1,0.39995033,0.6000497
61213-25-0,0.27893507,0.7210649
2157-19-9,0.2645328,0.7354672
149-32-6,0.89243907,0.107560925
87-99-0,0.87055755,0.12944248
554-18-7,0.9584429,0.041557085
7089-59-0,0.6801773,0.31982273
1708-39-0,0.5492923,0.4507077
3820-67-5,0.7264874,0.27351263
23779-99-9,0.5716109,0.42838904
624-43-1,0.39188516,0.60811484
621-65-8,0.11092299,0.889077
556-52-5,0.2611308,0.7388692
51371-34-7,0.73436564,0.26563436
96-24-2,0.21399653,0.7860035
3369-52-6,0.17065352,0.8293465
25451-15-4,0.6690692,0.3309308
622-04-8,0.7651192,0.2348808
886-74-8,0.4177701,0.5822299
122-60-1,0.5726503,0.42734972
5255-75-4,0.20250958,0.7974904
13443-29-3,0.6170604,0.38293955
127-90-2,0.3217377,0.6782623
55-63-0,0.04130149,0.9586985
6659-62-7,0.18701744,0.81298256
652-67-5,0.773524,0.22647603
16051-77-7,0.29325396,0.70674604
87-33-2,0.13282222,0.8671778
23261-20-3,0.5669345,0.43306547
53460-81-4,0.33217603,0.667824
15121-11-6,0.13771808,0.8622819
106-89-8,0.041535497,0.9584645
56-89-3,0.8688905,0.13110945
3221-15-6,0.10265571,0.8973443
3001-57-8,0.15595102,0.844049
96-23-1,0.055493474,0.9445065
96-18-4,0.12361419,0.8763858
3583-47-9,0.09120369,0.9087963
19721-74-5,0.13001478,0.8699852
55739-78-1,0.2494396,0.7505604
60-57-1,0.09171599,0.908284
53494-70-5,0.26018447,0.73981553
56534-02-2,0.17449272,0.8255073
28772-56-7,0.17976749,0.8202325
376608-71-8,0.08999795,0.91000205
35144-55-9,0.33565456,0.66434544
1003859-14-0,0.09491819,0.9050818
5588-13-6,0.84433126,0.15566875
14919-77-8,0.86004925,0.13995074
73151-29-8,0.577228,0.422772
24169-02-6,0.5648972,0.4351028
22832-87-7,0.5053443,0.4946557
65899-73-2,0.31075191,0.6892481
24168-96-5,0.29721302,0.702787
61318-91-0,0.432679,0.567321
19396-06-6,0.898356,0.101643965
86832-68-0,0.87048453,0.12951547
3641-49-4,0.6735816,0.32641843
59-92-7,0.86178267,0.13821736
37106-97-1,0.8216038,0.17839624
1824-50-6,0.8467479,0.15325214
138-59-0,0.74066615,0.25933385
73-22-3,0.35370278,0.6462972
4350-09-8,0.72165316,0.27834684
71-00-1,0.61894035,0.38105968
154-23-4,0.49466968,0.5053303
22855-57-8,0.507419,0.49258104
742-01-8,0.34831035,0.65168965
40691-09-6,0.7418192,0.2581808
66064-11-7,0.4131956,0.5868044
56-84-8,0.9330569,0.066943094
3982-20-5,0.8299126,0.1700874
106691-40-1,0.50299686,0.49700314
60653-25-0,0.42348897,0.576511
1874-54-0,0.6477645,0.3522355
3513-93-7,0.3379383,0.6620617
136087-85-9,0.66267025,0.33732975
15518-76-0,0.45645815,0.54354185
104-14-3,0.16397464,0.83602536
329-56-6,0.31999302,0.680007
444-27-9,0.5554996,0.4445004
71821-17-5,0.5326319,0.46736816
299-27-4,0.80295223,0.19704778
15879-93-3,0.6705547,0.3294453
526-98-7,0.8526838,0.14731623
69-33-0,0.78489786,0.21510215
77181-69-2,0.93773466,0.06226531
5536-17-4,0.45779443,0.5422056
58-63-9,0.4921112,0.5078888
50924-49-7,0.85271597,0.14728405
36791-04-5,0.76771545,0.23228458
31698-14-3,0.65919936,0.34080067
72361-00-3,0.57958996,0.42041
73986-95-5,0.18898207,0.81101793
64011-46-7,0.21277797,0.787222
765-34-4,0.19840378,0.8015962
1021-19-8,0.26372308,0.7362769
26501-80-4,0.35553974,0.64446026
3868-61-9,0.3678652,0.6321348
76738-28-8,0.21042651,0.7895735
4691-65-0,0.94579554,0.05420444
5550-12-9,0.9362437,0.06375631
86-04-4,0.9335421,0.06645791
68-41-7,0.65719,0.34280998
96753-85-4,0.43618733,0.5638127
96-09-3,0.35896808,0.6410319
58100-26-8,0.4130317,0.5869683
52-90-4,0.8196385,0.18036148
24689-89-2,0.058728814,0.9412712
101530-10-3,0.23117012,0.7688299
1424-50-6,0.19164413,0.80835587
10140-89-3,0.13407463,0.8659254
2601-89-0,0.14494264,0.85505736
565-64-0,0.19746816,0.80253184
21700-31-2,0.2902776,0.7097224
79-00-5,0.111340106,0.8886599
50-59-9,0.9430634,0.05693665
5547-29-5,0.95197564,0.048024364
168152-93-0,0.14507318,0.8549268
132-81-0,0.84401894,0.15598108
1087-35-0,0.18071413,0.81928587
68788-33-0,0.48360628,0.5163937
98216-44-5,0.27706975,0.72293025
74860-00-7,0.44928235,0.55071765
14504-15-5,0.39640808,0.6035919
168153-00-2,0.23357064,0.76642936
55453-87-7,0.13157219,0.8684278
1438-20-6,0.6523548,0.34764522
39082-00-3,0.3175133,0.6824867
928-72-3,0.8890148,0.11098522
24312-44-5,0.16234523,0.83765477
1014-98-8,0.25943637,0.74056363
5994-61-6,0.9346419,0.065358125
5336-53-8,0.10629064,0.89370936
180591-20-2,0.5778482,0.42215183
112733-06-9,0.5876087,0.4123913
64211-46-7,0.3346238,0.6653762
20187-55-7,0.32280427,0.6771957
86598-92-7,0.6320741,0.36792585
6386-63-6,0.15272766,0.84727234
103-50-4,0.75026566,0.24973433
538-74-9,0.7222426,0.27775744
91-33-8,0.8536393,0.14636071
534-07-6,0.033612907,0.9663871
623-25-6,0.31220973,0.6877903
6586-89-6,0.3436603,0.6563397
541-88-8,0.13533145,0.86466855
101-81-5,0.72812027,0.27187973
101-77-9,0.12654889,0.8734511
13676-54-5,0.81658673,0.18341328
101-76-8,0.5361688,0.4638312
101-14-4,0.45481098,0.545189
51944-41-3,0.6999893,0.30001065
120-32-1,0.33627743,0.6637226
9084-06-4,0.9299131,0.07008691
92-81-9,0.43327004,0.56672996
27311-52-0,0.6609916,0.3390084
97-23-4,0.30898625,0.69101375
5178-56-3,0.17908072,0.8209193
57165-58-9,0.69832885,0.30167115
51484-40-3,0.3858804,0.6141196
63-98-9,0.7571323,0.24286771
103-82-2,0.38187528,0.6181247
17518-47-7,0.1662727,0.8337273
71294-03-6,0.20659804,0.79340196
15992-13-9,0.522851,0.477149
62809-33-0,0.34960932,0.6503907
69002-85-3,0.3445282,0.6554718
34645-84-6,0.13923496,0.86076504
86335-26-4,0.35324,0.64676
19719-28-9,0.17579699,0.824203
61941-56-8,0.74760926,0.25239077
553-86-6,0.4152224,0.5847776
19386-45-9,0.26189393,0.7381061
66-76-2,0.33199692,0.6680031
29110-48-3,0.37876427,0.6212357
85-34-7,0.34953654,0.65046346
120-46-7,0.6096978,0.3903022
85162-11-4,0.3309086,0.6690914
78218-49-2,0.2996981,0.7003019
18046-21-4,0.38952905,0.61047095
67-52-7,0.83439434,0.16560565
504-17-6,0.68685853,0.3131415
34320-82-6,0.55049753,0.44950247
2763-96-4,0.53779745,0.46220252
102366-79-0,0.19666272,0.8033373
621-92-1,0.36889303,0.631107
1214-39-7,0.4256572,0.5743428
538-32-9,0.45907474,0.54092526
13045-62-0,0.24916685,0.75083315
1125-85-5,0.09096998,0.90903
525-79-1,0.1877805,0.8122195
40718-29-4,0.32109505,0.67890495
71280-74-5,0.1579752,0.8420248
71292-59-6,0.19362605,0.80637395
239110-15-7,0.20951128,0.7904887
1421-23-4,0.14409697,0.855903
146-22-5,0.35309166,0.64690834
1812-30-2,0.46700966,0.53299034
29975-16-4,0.4017405,0.5982595
2439-99-8,0.9266453,0.073354736
78712-43-3,0.31404364,0.68595636
135838-07-2,0.36212993,0.6378701
54941-81-0,0.4883567,0.5116433
6085-94-5,0.24540436,0.75459564
135810-26-3,0.3549106,0.6450894
152264-74-9,0.20693475,0.79306525
152264-48-7,0.4843983,0.5156017
50264-86-3,0.34486192,0.6551381
152264-27-2,0.43676764,0.56323236
70891-37-1,0.57318187,0.4268181
58579-51-4,0.47376114,0.52623886
50264-69-2,0.57146937,0.42853063
5014-11-9,0.29608017,0.7039198
51411-04-2,0.7320238,0.26797622
14663-23-1,0.21465069,0.7853493
54-87-5,0.59888864,0.40111136
963-39-3,0.3595789,0.6404211
100-51-6,0.5549267,0.4450733
13826-35-2,0.716423,0.28357702
18773-63-2,0.6449754,0.35502458
4553-89-3,0.9710873,0.028912695
98-00-0,0.5368172,0.46318278
67-47-0,0.40236014,0.59763986
77605-72-2,0.34721088,0.6527891
104-57-4,0.66377115,0.33622888
103-16-2,0.72224796,0.27775207
613-62-7,0.7222899,0.2777101
103-41-3,0.8143487,0.18565133
120-51-4,0.83725816,0.16274182
118-58-1,0.47803295,0.52196705
72850-64-7,0.25269508,0.7473049
501-53-1,0.34564936,0.65435064
51594-83-3,0.46919787,0.53080213
33215-60-0,0.31320363,0.68679637
33215-59-7,0.28844035,0.71155965
55203-12-8,0.7731689,0.22683105
52010-22-7,0.31666738,0.6833326
27355-22-2,0.3136167,0.6863833
62501-39-7,0.19862688,0.8013731
116337-58-7,0.78081566,0.21918435
116337-63-4,0.75941545,0.24058455
122-59-8,0.5297352,0.4702648
120-23-0,0.5296966,0.4703034
55335-06-3,0.3416369,0.6583631
69377-81-7,0.63377535,0.36622468
640-19-7,0.09848225,0.90151775
450-55-5,0.19256622,0.8074338
404-42-2,0.090795875,0.9092041
351-05-3,0.1256451,0.8743549
457-43-2,0.14337325,0.85662675
1737-17-3,0.3141141,0.6858859
100-53-8,0.3194818,0.6805182
59021-02-2,0.12052691,0.8794731
405-30-1,0.4690404,0.5309596
538-28-3,0.05069667,0.9493033
4357-96-4,0.27891326,0.72108674
53994-73-3,0.9440019,0.05599811
137927-75-4,0.21333343,0.7866666
18504-81-9,0.35345823,0.6465418
141-84-4,0.17583656,0.82416344
18527-35-0,0.14640594,0.85359406
6274-27-7,0.21690774,0.78309226
32991-48-3,0.3167644,0.6832356
100-87-8,0.5882896,0.41171035
29727-70-6,0.94531316,0.05468683
68291-97-4,0.51787865,0.48212132
100-44-7,0.3232643,0.6767357
100-14-1,0.17611414,0.82388586
53874-66-1,0.7577685,0.2422315
6959-48-4,0.13067043,0.8693296
38721-71-0,0.28368247,0.71631753
86-52-2,0.5839931,0.41600692
6959-47-3,0.12133294,0.87866706
96-19-5,0.118713915,0.8812861
17293-03-7,0.3453138,0.6546862
532-27-4,0.15827751,0.8417225
6305-04-0,0.11489576,0.88510424
4252-78-2,0.26630253,0.7336975
10436-39-2,0.08620113,0.91379887
79-07-2,0.11633396,0.88366604
64037-18-9,0.19830465,0.80169535
15308-01-7,0.39115632,0.6088437
79-04-9,0.07439041,0.9256096
51632-16-7,0.6130706,0.38692942
73866-23-6,0.34672743,0.65327257
683-57-8,0.089125276,0.9108747
79-08-3,0.11593419,0.8840658
126-58-9,0.7165754,0.28342465
12712-28-6,0.29426557,0.70573443
4196-86-5,0.8838528,0.11614724
78-11-5,0.06836957,0.93163043
77-86-1,0.7242648,0.2757352
126-11-4,0.5868522,0.41314784
58138-08-2,0.23072505,0.76927495
625-89-8,0.05407977,0.9459202
376-90-9,0.52337724,0.47662276
3737-41-5,0.1331271,0.8668729
133855-98-8,0.4931084,0.5068916
25061-59-0,0.24777836,0.75222164
376-18-1,0.28630888,0.7136911
71119-10-3,0.34510309,0.6548969
765-63-9,0.44738168,0.5526183
306-52-5,0.3364172,0.6635828
69226-51-3,0.24203348,0.7579665
630-20-6,0.2902776,0.7097224
22052-04-6,0.16155535,0.83844465
39236-46-9,0.89362514,0.10637486
87957-27-5,0.77417356,0.22582644
26907-37-9,0.326784,0.673216
6970-97-4,0.83256966,0.16743034
58-93-5,0.8422655,0.15773454
39603-48-0,0.106536984,0.893463
78491-02-8,0.88416004,0.11583998
67238-62-4,0.5739726,0.42602745
58955-84-3,0.1539939,0.8460061
100-97-0,0.1669051,0.8330949
101-25-7,0.14161718,0.8583828
2691-41-0,0.067902744,0.93209726
13980-04-6,0.11682242,0.8831776
121-82-4,0.43428695,0.56571305
2235-43-0,0.929161,0.07083899
25155-29-7,0.6960824,0.3039176
17929-34-9,0.60016286,0.39983717
40507-94-6,0.30212665,0.69787335
149-44-0,0.49349725,0.50650275
870-72-4,0.6954808,0.30451915
99591-74-9,0.3855735,0.6144265
555-89-5,0.48897654,0.51102346
88144-99-4,0.15013748,0.8498625
6317-18-6,0.10284865,0.89715135
21564-17-0,0.25242072,0.7475793
21335-43-3,0.17816961,0.8218304
3518-65-8,0.10692042,0.8930796
74-97-5,0.07643622,0.9235638
24082-36-8,0.1666277,0.8333723
57583-54-7,0.70381355,0.29618642
1324-76-1,0.95021975,0.049780227
128-79-0,0.9465851,0.053414866
3071-73-6,0.9721518,0.027848165
991-42-4,0.57035404,0.42964596
54299-17-1,0.84554714,0.15445286
131-92-0,0.91047966,0.08952033
135-57-9,0.83988744,0.16011254
73688-63-8,0.9748769,0.025123093
21413-28-5,0.753538,0.24646196
603-34-9,0.3941797,0.6058203
101-02-0,0.46003932,0.5399607
115-86-6,0.7385365,0.2614635
597-82-0,0.17349237,0.8265076
603-35-0,0.38060606,0.61939394
52237-03-3,0.9765507,0.023449298
6607-41-6,0.32434446,0.67565554
60628-96-8,0.4622845,0.5377155
82-66-6,0.57254493,0.4274551
84-15-1,0.8383498,0.1616502
84-62-8,0.8573118,0.14268823
3905-19-9,0.97004217,0.029957835
573-58-0,0.9800689,0.019931057
6416-68-8,0.76366687,0.23633312
30638-08-5,0.8656223,0.13437769
31251-03-3,0.19494098,0.805059
119006-77-8,0.5600089,0.4399911
92-94-4,0.67663866,0.32336134
98119-87-0,0.9592562,0.04074382
28140-60-5,0.3821159,0.6178841
8003-50-7,0.9651858,0.034814194
35869-64-8,0.9112464,0.08875361
5280-78-4,0.9625781,0.03742186
1937-37-7,0.98490363,0.015096354
6247-39-8,0.38347048,0.6165295
42797-18-2,0.5667834,0.43321657
62802-56-6,0.14991689,0.8500831
90-30-2,0.47826272,0.5217373
4335-09-5,0.9652371,0.034762945
52238-92-3,0.9407262,0.05927379
40618-31-3,0.9693819,0.030618083
1937-35-5,0.9845705,0.015429478
13080-89-2,0.83244085,0.16755915
