CASRN,Toxic_xgboost_rdkit2d-0,Toxic_xgboost_rdkit2d-1
123-56-8,0.8773482,0.1226518
23249-97-0,0.5516956,0.44830444
23093-94-9,0.9386034,0.06139658
23093-93-8,0.8554523,0.14454767
21256-18-8,0.29090416,0.70909584
24096-53-5,0.70661384,0.29338616
128-08-5,0.2849983,0.7150017
16327-90-5,0.69026923,0.30973074
108-30-5,0.507273,0.49272698
114369-43-6,0.27846402,0.721536
5029-46-9,0.28725958,0.7127404
53894-28-3,0.5241787,0.47582132
62-31-7,0.20848018,0.7915198
61361-60-2,0.50607944,0.49392053
56538-00-2,0.029132247,0.97086775
72239-31-7,0.02149725,0.97850275
72239-33-9,0.0101566315,0.98984337
55458-76-9,0.5743282,0.42567182
51-71-8,0.021811187,0.9781888
54941-79-6,0.04710126,0.95289874
131206-85-4,0.07279718,0.9272028
17471-82-8,0.2724172,0.7275828
100981-43-9,0.52958804,0.47041196
3576-64-5,0.6384515,0.36154848
59128-97-1,0.18039763,0.8196024
24166-13-0,0.36042446,0.63957554
94776-91-7,0.08033353,0.91966647
111988-49-9,0.1705823,0.8294177
100199-60-8,0.6477345,0.35226548
96719-71-0,0.107014954,0.89298505
96719-43-6,0.4851207,0.5148793
96719-45-8,0.25442785,0.74557215
96892-56-7,0.24664068,0.7533593
7633-57-0,0.040605605,0.9593944
97174-79-3,0.44448143,0.55551857
138117-50-7,0.90303487,0.09696513
180793-94-6,0.6813415,0.3186585
92-43-3,0.11072099,0.889279
2121-12-2,0.6640736,0.3359264
622-08-2,0.8530517,0.1469483
103-74-2,0.43211502,0.567885
104-62-1,0.7773435,0.22265646
103-53-7,0.9308837,0.0691163
124428-11-1,0.7705523,0.22944775
94-47-3,0.8761719,0.12382812
37795-69-0,0.09029502,0.909705
940-41-0,0.4337693,0.5662307
35250-53-4,0.22952902,0.770471
59375-68-7,0.041387916,0.9586121
4871-71-0,0.37328058,0.6267194
103-63-9,0.27843642,0.7215636
113136-77-9,0.44718254,0.55281746
98519-08-5,0.018996716,0.9810033
98519-18-7,0.019567847,0.98043215
60207-31-0,0.031594336,0.96840566
98532-65-1,0.011977673,0.9880223
1070-78-6,0.08521038,0.9147896
2043-57-4,0.4350648,0.5649352
19201-32-2,0.05220461,0.9477954
116970-50-4,0.47593343,0.52406657
141-43-5,0.5820044,0.4179956
33545-23-2,0.5560841,0.4439159
10042-77-0,0.77262217,0.22737782
151-56-4,0.07833791,0.9216621
26957-73-3,0.39009702,0.609903
5782-83-2,0.040540755,0.95945925
96-45-7,0.07657397,0.92342603
73218-79-8,0.07324952,0.9267505
61-57-4,0.40106457,0.5989354
80-02-4,0.48738122,0.5126188
2871-01-4,0.55530405,0.44469598
6961-46-2,0.5112699,0.48873007
24207-38-3,0.46234435,0.53765565
1320-51-0,0.8511329,0.14886706
65141-46-0,0.22830373,0.77169627
96-53-7,0.013367474,0.9866325
3566-10-7,0.037198424,0.9628016
557-30-2,0.03784591,0.9621541
54941-80-9,0.33939534,0.66060466
80026-34-2,0.39517504,0.60482496
33813-20-6,0.015072465,0.98492754
54941-66-1,0.11326724,0.88673276
26859-72-3,0.05031526,0.94968474
22232-71-9,0.021920323,0.9780797
27097-43-4,0.015322328,0.9846777
23915-26-6,0.03610462,0.9638954
27097-44-5,0.036018014,0.963982
54941-67-2,0.021749556,0.97825044
22036-77-7,0.7293704,0.27062958
39884-52-1,0.04610628,0.9538937
84210-62-8,0.606513,0.39348698
73870-33-4,0.02611047,0.9738895
53720-84-6,0.374992,0.625008
59277-89-3,0.90229875,0.09770123
20208-21-3,0.45193875,0.54806125
40762-15-0,0.89730155,0.10269846
3891-07-4,0.7667888,0.23321123
34929-08-3,0.19911247,0.8008875
155601-30-2,0.68754137,0.31245866
107-21-1,0.6073276,0.39267242
122-99-6,0.627432,0.37256798
93-20-9,0.6558112,0.34418884
3833-54-3,0.78886586,0.21113415
120-67-2,0.13297772,0.8670223
2122-77-2,0.20378911,0.7962109
371-62-0,0.22867489,0.7713251
60-24-2,0.071260095,0.9287399
80303-93-1,0.25879413,0.7412059
1562-00-1,0.9178894,0.0821106
107-07-3,0.044591486,0.9554085
624-76-0,0.05393374,0.94606626
75-21-8,0.11104375,0.88895625
646-06-0,0.55044526,0.44955474
629-15-2,0.49488217,0.50511783
104-66-5,0.69729894,0.30270106
28173-59-3,0.80987763,0.19012238
9004-86-8,0.9198459,0.0801541
2514-53-6,0.41443795,0.58556205
96-49-1,0.2940836,0.7059164
339-65-1,0.076387584,0.9236124
58041-19-3,0.7204889,0.27951106
19767-45-4,0.07765001,0.92235
420-12-2,0.13249058,0.8675094
629-17-4,0.029342353,0.97065765
62303-19-9,0.48076445,0.51923555
762-70-9,0.25593913,0.7440609
1622-32-8,0.07056451,0.9294355
107-06-2,0.051887095,0.9481129
126-15-8,0.5924903,0.4075097
85-40-5,0.5685445,0.4314555
2425-06-1,0.6142045,0.38579544
133-06-2,0.7359309,0.2640691
85-43-8,0.5992068,0.40079322
2971-38-2,0.08102113,0.91897887
97519-39-6,0.9932749,0.0067250817
3276-41-3,0.021562457,0.97843754
110-64-5,0.75883996,0.24116
77-79-2,0.04878944,0.95121056
544-25-2,0.3616767,0.6383233
542-92-7,0.19093716,0.80906284
542-78-9,0.09523541,0.9047646
3385-61-3,0.5505427,0.44945726
77-73-6,0.4839307,0.5160693
122-78-1,0.5029187,0.4970813
28382-15-2,0.28154433,0.7184557
105112-76-3,0.24773645,0.75226355
63979-76-0,0.19392037,0.8060796
4080-31-3,0.11510873,0.8848913
104-54-1,0.6201086,0.3798914
29560-84-7,0.07455236,0.92544764
104-65-4,0.57971126,0.42028874
122-69-0,0.91498864,0.08501134
5320-75-2,0.831997,0.16800301
87-29-6,0.8031496,0.19685045
149-29-1,0.73503613,0.26496387
107-20-0,0.008616567,0.99138343
178671-69-7,0.7066613,0.29333872
628-87-5,0.14878243,0.85121757
110-65-6,0.35651672,0.6434833
3159-29-3,0.9096347,0.09036528
101-27-9,0.09329146,0.90670854
59443-94-6,0.6235014,0.37649858
40018-25-5,0.7428999,0.25710008
107-91-5,0.29187125,0.70812875
372-09-8,0.08342624,0.91657376
107-16-4,0.123012125,0.8769879
777-11-7,0.17872041,0.8212796
63278-33-1,0.09525925,0.90474075
281-23-2,0.7757985,0.22420149
768-94-5,0.053959668,0.94604033
102938-79-4,0.56233954,0.43766046
7585-39-9,0.94069254,0.05930745
32986-56-4,0.97823936,0.021760669
2451-62-9,0.2571566,0.7428434
77658-97-0,0.34699237,0.6530076
5026-74-4,0.48755443,0.51244557
7237-83-4,0.68908584,0.31091416
2589-01-7,0.3959285,0.6040715
13674-87-8,0.22377843,0.7762216
3188-57-6,0.7909821,0.20901787
1263-89-4,0.92718947,0.07281055
24676-80-0,0.28302318,0.7169768
37248-47-8,0.93152094,0.06847904
63919-02-8,0.55516565,0.44483435
203515-86-0,0.8638859,0.13611409
81737-62-4,0.2345742,0.7654258
85095-79-0,0.27647442,0.7235256
9050-67-3,0.9583531,0.04164691
56552-15-9,0.4591542,0.5408458
2238-07-5,0.7711735,0.22882652
101-90-6,0.46852905,0.53147095
7195-43-9,0.45198917,0.5480108
7195-45-1,0.3743832,0.6256168
14974-71-1,0.6888629,0.31113705
14168-01-5,0.44715017,0.5528498
90035-08-8,0.22515762,0.7748424
56073-07-5,0.14673871,0.8532613
56073-10-0,0.089194,0.910806
104653-34-1,0.53096735,0.46903268
83480-29-9,0.9281448,0.07185518
130796-74-6,0.57194865,0.42805135
70-00-8,0.7278882,0.2721118
131-99-7,0.97304785,0.026952123
9000-30-0,0.9716117,0.028388303
3148-72-9,0.97393227,0.02606773
77054-16-1,0.5024051,0.4975949
63883-19-2,0.47675854,0.52324146
2338-18-3,0.027123392,0.9728766
303-31-1,0.8285046,0.17149536
1703-58-8,0.95441777,0.04558225
1134-47-0,0.2698149,0.7301851
53858-86-9,0.8992078,0.100792214
30618-84-9,0.6684629,0.33153716
60634-63-1,0.12945086,0.87054914
116255-48-2,0.12358397,0.876416
5566-34-7,0.24610347,0.75389653
1890-47-7,0.23508632,0.7649137
98519-38-1,0.045953214,0.9540468
98532-72-0,0.10679859,0.8932014
4618-18-2,0.8392229,0.16077712
57-50-1,0.8064225,0.19357751
1715-40-8,0.3141824,0.6858176
616-30-8,0.6714085,0.32859153
36476-78-5,0.8042338,0.1957662
19130-96-2,0.94246596,0.057534054
98383-40-5,0.28768992,0.7123101
54622-43-4,0.85222065,0.14777935
13551-92-3,0.7686869,0.2313131
134528-32-8,0.8957708,0.10422919
112281-77-3,0.28491783,0.71508217
5455-98-1,0.6123114,0.38768858
61213-25-0,0.042369664,0.95763034
2157-19-9,0.33842623,0.66157377
149-32-6,0.93088293,0.0691171
87-99-0,0.8288681,0.1711319
554-18-7,0.9801413,0.019858705
7089-59-0,0.8264912,0.17350881
1708-39-0,0.806883,0.19311704
3820-67-5,0.529907,0.47009298
23779-99-9,0.48670447,0.51329553
624-43-1,0.498456,0.501544
621-65-8,0.20633644,0.79366356
556-52-5,0.43176818,0.5682318
51371-34-7,0.83109796,0.16890204
96-24-2,0.17263538,0.8273646
3369-52-6,0.07613963,0.9238604
25451-15-4,0.5118021,0.48819795
622-04-8,0.70985293,0.29014707
886-74-8,0.29011613,0.70988387
122-60-1,0.6433437,0.3566563
5255-75-4,0.5459384,0.45406163
13443-29-3,0.80972785,0.19027217
127-90-2,0.120582044,0.87941796
55-63-0,0.026280165,0.97371984
6659-62-7,0.074055016,0.925945
652-67-5,0.65068287,0.34931713
16051-77-7,0.6595208,0.3404792
87-33-2,0.3037662,0.6962338
23261-20-3,0.96667784,0.033322137
53460-81-4,0.0636822,0.9363178
15121-11-6,0.021216273,0.9787837
106-89-8,0.014300525,0.9856995
56-89-3,0.8585991,0.14140086
3221-15-6,0.034843564,0.96515644
3001-57-8,0.042333364,0.95766664
96-23-1,0.016917467,0.98308253
96-18-4,0.018611908,0.9813881
3583-47-9,0.050421894,0.9495781
19721-74-5,0.046563387,0.9534366
55739-78-1,0.2134462,0.7865538
60-57-1,0.2749539,0.7250461
53494-70-5,0.15890348,0.8410965
56534-02-2,0.6377228,0.3622772
28772-56-7,0.2969181,0.7030819
376608-71-8,0.06882566,0.93117434
35144-55-9,0.6206254,0.37937462
1003859-14-0,0.12828022,0.8717198
5588-13-6,0.8783844,0.12161558
14919-77-8,0.89457726,0.10542272
73151-29-8,0.656998,0.34300202
24169-02-6,0.4533053,0.5466947
22832-87-7,0.68348247,0.31651753
65899-73-2,0.30083138,0.6991686
24168-96-5,0.16178966,0.83821034
61318-91-0,0.3761084,0.6238916
19396-06-6,0.9824565,0.017543517
86832-68-0,0.988491,0.011508974
3641-49-4,0.7943287,0.2056713
59-92-7,0.9158207,0.08417928
37106-97-1,0.95821106,0.04178892
1824-50-6,0.9003787,0.099621266
138-59-0,0.9769555,0.02304454
73-22-3,0.15392542,0.8460746
4350-09-8,0.7537216,0.2462784
71-00-1,0.92722255,0.07277745
154-23-4,0.548424,0.45157602
22855-57-8,0.31601357,0.6839864
742-01-8,0.29888952,0.7011105
40691-09-6,0.8314842,0.16851582
66064-11-7,0.1684165,0.8315835
56-84-8,0.9718827,0.028117277
3982-20-5,0.7930864,0.20691359
106691-40-1,0.6601869,0.33981314
60653-25-0,0.19718665,0.80281335
1874-54-0,0.85232985,0.14767015
3513-93-7,0.2565459,0.7434541
136087-85-9,0.8970328,0.1029672
15518-76-0,0.25182605,0.74817395
104-14-3,0.13679081,0.8632092
329-56-6,0.47692174,0.52307826
444-27-9,0.35795856,0.64204144
71821-17-5,0.42811763,0.57188237
299-27-4,0.96272093,0.03727906
15879-93-3,0.47448748,0.5255125
526-98-7,0.9537469,0.046253074
69-33-0,0.77286685,0.22713313
77181-69-2,0.92868257,0.071317405
5536-17-4,0.46176833,0.5382317
58-63-9,0.8768522,0.12314778
50924-49-7,0.93508506,0.06491491
36791-04-5,0.929193,0.07080698
31698-14-3,0.60815775,0.39184228
72361-00-3,0.7192861,0.28071392
73986-95-5,0.1293326,0.8706674
64011-46-7,0.23369312,0.7663069
765-34-4,0.14704835,0.85295165
1021-19-8,0.12103373,0.8789663
26501-80-4,0.049165964,0.95083404
3868-61-9,0.19016129,0.8098387
76738-28-8,0.42769754,0.57230246
4691-65-0,0.9854888,0.014511249
5550-12-9,0.9753547,0.02464531
86-04-4,0.9793674,0.020632649
68-41-7,0.46163893,0.5383611
96753-85-4,0.67853415,0.32146585
96-09-3,0.23142135,0.76857865
58100-26-8,0.3443128,0.6556872
52-90-4,0.45500302,0.544997
24689-89-2,0.021900117,0.9780999
101530-10-3,0.51406527,0.4859347
1424-50-6,0.12556124,0.87443876
10140-89-3,0.012278259,0.98772174
2601-89-0,0.018200934,0.98179907
565-64-0,0.12375754,0.87624246
21700-31-2,0.0570544,0.9429456
79-00-5,0.012258828,0.9877412
50-59-9,0.9444594,0.055540625
5547-29-5,0.9729434,0.0270566
168152-93-0,0.04601419,0.9539858
132-81-0,0.92165035,0.078349665
1087-35-0,0.14696884,0.85303116
68788-33-0,0.20030409,0.7996959
98216-44-5,0.15975463,0.84024537
74860-00-7,0.59175956,0.40824044
14504-15-5,0.4367544,0.5632456
168153-00-2,0.052084267,0.94791573
55453-87-7,0.060228825,0.9397712
1438-20-6,0.33660644,0.66339356
39082-00-3,0.21765035,0.78234965
928-72-3,0.8939165,0.10608352
24312-44-5,0.099286854,0.90071315
1014-98-8,0.41054487,0.5894551
5994-61-6,0.9390156,0.06098436
5336-53-8,0.12556082,0.8744392
180591-20-2,0.724991,0.27500898
112733-06-9,0.40690374,0.59309626
64211-46-7,0.8412037,0.15879634
20187-55-7,0.24876314,0.75123686
86598-92-7,0.83289856,0.16710146
6386-63-6,0.35133332,0.6486667
103-50-4,0.9137995,0.0862005
538-74-9,0.8229051,0.17709488
91-33-8,0.88930887,0.11069111
534-07-6,0.013943434,0.98605657
623-25-6,0.733299,0.26670095
6586-89-6,0.6829229,0.3170771
541-88-8,0.095121264,0.90487874
101-81-5,0.8799826,0.12001742
101-77-9,0.024735391,0.9752646
13676-54-5,0.94154876,0.05845125
101-76-8,0.8057168,0.19428319
101-14-4,0.5630578,0.43694225
51944-41-3,0.92052716,0.07947282
120-32-1,0.46187317,0.5381268
9084-06-4,0.9752948,0.024705185
92-81-9,0.33557916,0.66442084
27311-52-0,0.6292869,0.37071314
97-23-4,0.54968405,0.45031595
5178-56-3,0.08219224,0.91780776
57165-58-9,0.75891197,0.241088
51484-40-3,0.70752084,0.2924792
63-98-9,0.6800513,0.31994864
103-82-2,0.42617202,0.573828
17518-47-7,0.2114222,0.7885778
71294-03-6,0.121120274,0.8788797
15992-13-9,0.6500313,0.34996867
62809-33-0,0.4096983,0.5903017
69002-85-3,0.20235437,0.7976456
34645-84-6,0.12185377,0.87814623
86335-26-4,0.20376909,0.7962309
19719-28-9,0.13590848,0.8640915
61941-56-8,0.8377483,0.16225171
553-86-6,0.13048398,0.869516
19386-45-9,0.15752119,0.8424788
66-76-2,0.5767881,0.42321187
29110-48-3,0.20894188,0.7910581
85-34-7,0.37215364,0.62784636
120-46-7,0.7185781,0.2814219
85162-11-4,0.12402338,0.8759766
78218-49-2,0.35169077,0.64830923
18046-21-4,0.34394634,0.65605366
67-52-7,0.823535,0.17646496
504-17-6,0.432056,0.567944
34320-82-6,0.8943234,0.105676614
2763-96-4,0.58766377,0.41233623
102366-79-0,0.03963715,0.96036285
621-92-1,0.5663557,0.43364426
1214-39-7,0.34271055,0.65728945
538-32-9,0.3434736,0.6565264
13045-62-0,0.23802328,0.7619767
1125-85-5,0.03822285,0.96177715
525-79-1,0.21159554,0.78840446
40718-29-4,0.24382645,0.75617355
71280-74-5,0.09990317,0.90009683
71292-59-6,0.07045913,0.9295409
239110-15-7,0.3656367,0.6343633
1421-23-4,0.3125115,0.6874885
146-22-5,0.3318326,0.6681674
1812-30-2,0.2281,0.7719
29975-16-4,0.34281117,0.65718883
2439-99-8,0.94030976,0.059690244
78712-43-3,0.42027926,0.57972074
135838-07-2,0.13455415,0.86544585
54941-81-0,0.698779,0.301221
6085-94-5,0.09671831,0.9032817
135810-26-3,0.1514023,0.8485977
152264-74-9,0.6740615,0.32593852
152264-48-7,0.80277246,0.19722755
50264-86-3,0.3705675,0.6294325
152264-27-2,0.67764384,0.32235616
70891-37-1,0.32188052,0.6781195
58579-51-4,0.3663199,0.6336801
50264-69-2,0.44246876,0.55753124
5014-11-9,0.12000877,0.87999123
51411-04-2,0.77207124,0.22792879
14663-23-1,0.4695394,0.5304606
54-87-5,0.49000037,0.50999963
963-39-3,0.63264585,0.36735418
100-51-6,0.27580976,0.72419024
13826-35-2,0.7386105,0.26138946
18773-63-2,0.6013061,0.39869392
4553-89-3,0.99671763,0.0032823777
98-00-0,0.12082142,0.8791786
67-47-0,0.53020287,0.46979716
77605-72-2,0.32202923,0.67797077
104-57-4,0.8602185,0.13978146
103-16-2,0.7038524,0.29614758
613-62-7,0.7706282,0.22937182
103-41-3,0.9011236,0.09887644
120-51-4,0.9367724,0.06322757
118-58-1,0.3998713,0.6001287
72850-64-7,0.21206099,0.787939
501-53-1,0.12745875,0.87254125
51594-83-3,0.27679473,0.72320527
33215-60-0,0.18846756,0.81153244
33215-59-7,0.19503152,0.8049685
55203-12-8,0.9179216,0.082078405
52010-22-7,0.30737656,0.69262344
27355-22-2,0.24050957,0.75949043
62501-39-7,0.052752614,0.9472474
116337-58-7,0.95623195,0.04376806
116337-63-4,0.9630198,0.036980193
122-59-8,0.46473986,0.53526014
120-23-0,0.4594754,0.5405246
55335-06-3,0.19991821,0.8000818
69377-81-7,0.6727182,0.32728177
640-19-7,0.2651524,0.7348476
450-55-5,0.19285727,0.80714273
404-42-2,0.05656433,0.94343567
351-05-3,0.14276052,0.8572395
457-43-2,0.0547601,0.9452399
1737-17-3,0.27703798,0.722962
100-53-8,0.23135781,0.7686422
59021-02-2,0.06145847,0.93854153
405-30-1,0.51544034,0.48455968
538-28-3,0.048956037,0.95104396
4357-96-4,0.22928011,0.7707199
53994-73-3,0.96930563,0.030694343
137927-75-4,0.20606792,0.7939321
18504-81-9,0.17484456,0.82515544
141-84-4,0.03311014,0.96688986
18527-35-0,0.20735389,0.7926461
6274-27-7,0.15647823,0.8435218
32991-48-3,0.1896056,0.8103944
100-87-8,0.76769215,0.23230784
29727-70-6,0.9877565,0.012243518
68291-97-4,0.46161956,0.53838044
100-44-7,0.29556608,0.7044339
100-14-1,0.16627538,0.8337246
53874-66-1,0.8395572,0.16044284
6959-48-4,0.036152482,0.9638475
38721-71-0,0.118353605,0.8816464
86-52-2,0.5110957,0.4889043
6959-47-3,0.02537638,0.9746236
96-19-5,0.060522676,0.9394773
17293-03-7,0.17470223,0.8252978
532-27-4,0.19797802,0.802022
6305-04-0,0.053702116,0.9462979
4252-78-2,0.3436398,0.6563602
10436-39-2,0.017452061,0.98254794
79-07-2,0.015779614,0.9842204
64037-18-9,0.23709673,0.7629033
15308-01-7,0.3237548,0.6762452
79-04-9,0.009755492,0.9902445
51632-16-7,0.36985296,0.63014704
73866-23-6,0.50348765,0.49651235
683-57-8,0.018740058,0.98125994
79-08-3,0.025512695,0.9744873
126-58-9,0.8606349,0.13936509
12712-28-6,0.1389656,0.8610344
4196-86-5,0.9739945,0.026005505
78-11-5,0.41888553,0.5811145
77-86-1,0.93316066,0.06683935
126-11-4,0.634359,0.36564103
58138-08-2,0.37432605,0.62567395
625-89-8,0.068936646,0.93106335
376-90-9,0.4864726,0.5135274
3737-41-5,0.048671007,0.951329
133855-98-8,0.30958682,0.6904132
25061-59-0,0.608122,0.391878
376-18-1,0.0849669,0.9150331
71119-10-3,0.38471204,0.61528796
765-63-9,0.27787083,0.72212917
306-52-5,0.5988901,0.40110987
69226-51-3,0.14819151,0.8518085
630-20-6,0.04410124,0.95589876
22052-04-6,0.077382505,0.9226175
39236-46-9,0.902976,0.097024016
87957-27-5,0.77501005,0.22498995
26907-37-9,0.26486397,0.73513603
6970-97-4,0.95684,0.043160032
58-93-5,0.88545156,0.114548445
39603-48-0,0.039820552,0.96017945
78491-02-8,0.8758826,0.12411736
67238-62-4,0.8791864,0.12081359
58955-84-3,0.19537896,0.80462104
100-97-0,0.15714133,0.8428587
101-25-7,0.08227146,0.91772854
2691-41-0,0.26858735,0.73141265
13980-04-6,0.119786024,0.880214
121-82-4,0.48203534,0.51796466
2235-43-0,0.79977626,0.20022373
25155-29-7,0.7990255,0.20097454
17929-34-9,0.1748578,0.8251422
40507-94-6,0.14215177,0.8578482
149-44-0,0.55864316,0.44135684
870-72-4,0.81436217,0.18563786
99591-74-9,0.19994307,0.80005693
555-89-5,0.57833886,0.4216611
88144-99-4,0.12175548,0.8782445
6317-18-6,0.021577597,0.9784224
21564-17-0,0.28352255,0.71647745
21335-43-3,0.06678325,0.93321675
3518-65-8,0.14229965,0.85770035
74-97-5,0.012907743,0.98709226
24082-36-8,0.6568726,0.34312743
57583-54-7,0.960822,0.039178006
1324-76-1,0.99236256,0.0076374523
128-79-0,0.98577535,0.014224639
3071-73-6,0.9977678,0.0022322033
991-42-4,0.106868625,0.8931314
54299-17-1,0.89902216,0.10097784
131-92-0,0.9877702,0.012229818
135-57-9,0.9853523,0.014647713
73688-63-8,0.9906235,0.009376539
21413-28-5,0.72005576,0.27994424
603-34-9,0.3886389,0.6113611
101-02-0,0.77571344,0.22428656
115-86-6,0.67462105,0.32537895
597-82-0,0.26217288,0.7378271
603-35-0,0.2792155,0.7207845
52237-03-3,0.9902212,0.009778777
6607-41-6,0.732971,0.267029
60628-96-8,0.50647116,0.4935288
82-66-6,0.90608877,0.093911245
84-15-1,0.9277797,0.07222033
84-62-8,0.9592917,0.040708326
3905-19-9,0.9945063,0.0054937117
573-58-0,0.9975999,0.0024001058
6416-68-8,0.8535937,0.1464063
30638-08-5,0.9798036,0.020196352
31251-03-3,0.2510844,0.7489156
119006-77-8,0.5382633,0.46173665
92-94-4,0.4245845,0.5754155
98119-87-0,0.97719437,0.022805627
28140-60-5,0.22921205,0.77078795
8003-50-7,0.99195427,0.00804574
35869-64-8,0.99254054,0.007459457
5280-78-4,0.99537677,0.004623212
1937-37-7,0.99401855,0.005981455
6247-39-8,0.9468316,0.053168397
42797-18-2,0.75224036,0.24775964
62802-56-6,0.7403579,0.25964215
90-30-2,0.8763022,0.12369782
4335-09-5,0.99803686,0.0019631388
52238-92-3,0.98969316,0.01030685
40618-31-3,0.9963821,0.0036178608
1937-35-5,0.99188477,0.00811523
13080-89-2,0.55883515,0.44116482
2583-80-4,0.9815585,0.018441526
6406-56-0,0.989983,0.010016969
107934-68-9,0.7167563,0.28324372
67446-03-1,0.9875106,0.012489399
587-98-4,0.9658735,0.03412653
4117-90-2,0.25329882,0.7467012
135-88-6,0.4035343,0.5964657
4051-63-2,0.94402313,0.05597689
81-77-6,0.9789372,0.021062786
12237-62-6,0.9161691,0.083830915
17364-40-8,0.47194654,0.52805346
25505-99-1,0.12800777,0.87199223
622-15-1,0.1622042,0.8377958
86-29-3,0.4600653,0.5399347
4695-13-0,0.4727199,0.5272801
117-34-0,0.3055088,0.6944912
724-18-5,0.39047927,0.60952073
91-01-0,0.5646936,0.43530637
119-53-9,0.506544,0.493456
92-52-4,0.81835926,0.18164074
54660-00-3,0.8592843,0.14071575
119-61-9,0.7662502,0.23374982
94-36-0,0.91289186,0.087108105
1850-15-3,0.7659905,0.2340095
122-39-4,0.5678953,0.43210474
102-06-7,0.1398704,0.8601296
622-03-7,0.18934476,0.81065524
103-33-3,0.4432587,0.5567413
37893-02-0,0.6851821,0.31481794
495-48-7,0.4412148,0.5587852
86-30-6,0.12947112,0.8705289
101-84-8,0.44317585,0.55682415
102-09-0,0.35962564,0.64037436
2524-64-3,0.33480394,0.66519606
4129-17-3,0.1486975,0.8513025
3861-73-2,0.99687463,0.0031253435
23211-47-4,0.9961552,0.0038448172
125-13-3,0.7194158,0.2805842
17692-24-9,0.8120903,0.18790975
603-41-8,0.86727595,0.13272408
32500-19-9,0.84606314,0.15393686
10040-45-6,0.96226084,0.03773913
82211-24-3,0.7540948,0.24590522
3567-69-9,0.9955738,0.004426205
66898-62-2,0.601969,0.39803097
188425-85-6,0.7281028,0.27189723
948-65-2,0.7073369,0.2926631
10423-37-7,0.32943302,0.670567
298-46-4,0.6155052,0.3844948
17418-58-5,0.80979353,0.19020645
8003-22-3,0.39025992,0.6097401
6925-69-5,0.5096155,0.49038452
18636-88-9,0.5655999,0.43440008
51671-14-8,0.7017885,0.29821151
2866-43-5,0.83002293,0.1699771
5766-76-7,0.42797905,0.57202095
100537-30-2,0.5700214,0.42997864
83-12-5,0.52259684,0.47740313
136687-74-6,0.5060448,0.4939552
85-52-9,0.90515316,0.09484687
90-41-5,0.05845666,0.94154334
86-00-0,0.4058631,0.5941369
132-27-4,0.58555484,0.41444516
60312-67-6,0.5199233,0.48007667
4727-29-1,0.6521044,0.34789565
833-50-1,0.32535082,0.6746492
15310-01-7,0.4553846,0.5446154
118-55-8,0.55363727,0.44636276
88599-33-1,0.9759198,0.024080224
60919-11-1,0.88670987,0.11329012
495-73-8,0.31850725,0.68149275
7361-93-5,0.6620019,0.3379981
6428-31-5,0.9949767,0.005023273
2429-82-5,0.9948002,0.0051997667
2429-84-7,0.99597096,0.0040290398
73926-93-9,0.989093,0.0109069925
4232-84-2,0.8051066,0.19489343
6425-07-6,0.9781106,0.021889402
39557-39-6,0.92905325,0.07094673
17781-31-6,0.5105572,0.48944286
93-45-8,0.78485835,0.21514167
5850-39-5,0.99628365,0.0037163624
599-79-1,0.96819603,0.031803947
19247-68-8,0.77611285,0.22388715
129-00-0,0.50267863,0.49732137
130-20-1,0.9679691,0.03203088
1047-16-1,0.9601835,0.039816502
33955-44-1,0.9751062,0.024893792
97110-59-3,0.74664867,0.2533513
588-53-4,0.25367552,0.7463245
3218-36-8,0.7249435,0.27505648
85-73-4,0.9237069,0.076293096
1210-05-5,0.7927162,0.20728378
61826-76-4,0.35081625,0.64918375
53874-68-3,0.52433217,0.47566783
136-36-7,0.74430203,0.25569797
713-68-8,0.6182821,0.3817179
71130-54-6,0.40306395,0.59693605
92-67-1,0.5966822,0.40331778
92-69-3,0.35466307,0.6453369
2866-82-2,0.86306787,0.13693212
2784-27-2,0.9578984,0.04210161
101-54-2,0.0945518,0.9054482
3457-98-5,0.25778264,0.74221736
80-38-6,0.24978137,0.75021863
80-00-2,0.33857173,0.6614283
51671-08-0,0.48267692,0.5173231
257-07-8,0.33228528,0.6677147
275-51-4,0.7677679,0.23223212
1470-37-7,0.120361745,0.87963825
15307-93-4,0.6591819,0.3408181
84-65-1,0.8103825,0.18961754
467-69-6,0.7348368,0.26516318
86-74-8,0.7987836,0.20121638
894-86-0,0.94832635,0.051673673
482-89-3,0.9075315,0.0924685
74115-24-5,0.7432574,0.25674257
88599-73-9,0.9385263,0.06147374
88599-51-3,0.98379207,0.01620795
304-81-4,0.13097823,0.8690218
120-78-5,0.7700791,0.22992092
262-12-4,0.33970022,0.6602998
80100-23-8,0.3274845,0.6725155
104-55-2,0.30499798,0.695002
366-18-7,0.04413849,0.9558615
4360-47-8,0.29978085,0.70021915
2429-73-4,0.99753916,0.00246085
74039-01-3,0.9920689,0.0079311365
6992-11-6,0.88882214,0.11117784
3564-27-0,0.98805606,0.011943957
945553-94-6,0.90652287,0.09347713
5212-99-7,0.88076776,0.11923224
5607-54-5,0.17242944,0.82757056
1787-61-7,0.9618561,0.038143873
915-67-3,0.99546254,0.0045374604
2611-82-7,0.99446464,0.0055353665
518-47-8,0.7695151,0.23048489
83164-33-4,0.39609665,0.60390335
60168-88-9,0.854601,0.14539894
60045-47-8,0.4998634,0.5001366
3845-20-3,0.9103169,0.08968314
