CASRN,EPA_xgboost_ecfp6bits-1,EPA_xgboost_ecfp6bits-2,EPA_xgboost_ecfp6bits-3,EPA_xgboost_ecfp6bits-4
27060-91-9,0.007786199,0.048510235,0.71016294,0.2335406
99300-58-0,0.02785871,0.92877764,0.03100085,0.012362785
56368-47-9,0.061601605,0.08856308,0.7772603,0.07257502
79276-58-7,0.051177546,0.5587791,0.30392233,0.086121045
88909-96-0,0.0020117413,0.075243786,0.8083162,0.11442836
52637-01-1,0.027610704,0.5601071,0.2932173,0.11906486
104-64-3,0.012208136,0.03600962,0.60014796,0.35163432
122-68-9,0.008272625,0.0061998344,0.48722473,0.49830282
60045-26-3,0.0038100532,0.005165575,0.1118409,0.8791835
673-31-4,0.009818529,0.028034238,0.42162135,0.54052585
94-82-6,0.0031296269,0.119736694,0.82021725,0.056916405
4635-59-0,0.09351362,0.235276,0.608416,0.06279441
27959-26-8,0.021056358,0.031019092,0.8551781,0.092746474
63638-93-7,0.099384986,0.368796,0.43432394,0.09749512
98519-13-2,0.0039396766,0.011302249,0.9759511,0.008806975
98519-07-4,0.01353466,0.020615378,0.95990086,0.0059491396
98519-00-7,0.003282375,0.026576478,0.9593174,0.010823804
56-17-7,0.065321505,0.44627804,0.41906106,0.06933935
111-41-1,0.008857109,0.08610297,0.6992412,0.20579869
110-85-0,0.14971517,0.31781393,0.41425174,0.1182192
841-77-0,0.016272446,0.62517935,0.2565155,0.10203268
92-54-6,0.008621548,0.46657765,0.47663462,0.048166238
95884-49-4,0.011238914,0.7937832,0.16087809,0.0340998
61655-58-1,0.1492342,0.49448064,0.3153897,0.040895473
14028-44-5,0.008658177,0.652116,0.26794666,0.07127915
5632-47-3,0.07288511,0.63722456,0.24887548,0.04101487
111-42-2,0.044268318,0.10415243,0.57407576,0.27750346
4471-41-4,0.012803479,0.056079224,0.80062175,0.13049555
93981-02-3,0.004895695,0.0008301476,0.026997259,0.9672769
110-91-8,0.11336351,0.27640158,0.5234522,0.0867827
91893-35-5,0.18599987,0.68491274,0.052279927,0.07680748
36951-85-6,0.14956112,0.47268268,0.24326749,0.1344887
26644-46-2,0.053122953,0.21693246,0.59020793,0.13973667
140-79-4,0.03922153,0.32374048,0.5652405,0.07179743
4110-66-1,0.031145332,0.27537283,0.53750885,0.15597299
1072-52-2,0.025980383,0.13606223,0.63632226,0.20163518
120-07-0,0.029826457,0.07187595,0.71555173,0.18274587
92-00-2,0.025888937,0.17438298,0.59076923,0.20895888
1116-54-7,0.049742978,0.3072039,0.3035868,0.33946633
77129-82-9,0.07348201,0.105533086,0.7043903,0.11659461
35627-29-3,0.029554503,0.18532923,0.7132203,0.07189602
60029-23-4,0.09463276,0.13457805,0.3263579,0.4444313
92-53-5,0.023745483,0.16088931,0.7753582,0.040007003
108001-60-1,0.03004336,0.5464271,0.30523437,0.11829523
59-89-2,0.033009976,0.15979882,0.7156648,0.09152641
16142-27-1,0.020656701,0.1170964,0.7636991,0.098547794
17688-68-5,0.009369719,0.43865076,0.52876705,0.023212515
66508-37-0,0.07673989,0.18231606,0.47844929,0.26249474
25182-84-7,0.02261037,0.118879326,0.44908726,0.40942308
15471-17-7,0.025248408,0.054572605,0.499058,0.42112103
111-46-6,0.021952193,0.12834671,0.4280456,0.4216555
111-48-8,0.06951999,0.12371877,0.5321809,0.27458033
1892-29-1,0.052772075,0.086689346,0.45660245,0.40393612
41123-69-7,0.039972153,0.09524987,0.32907873,0.53569925
504-63-2,0.020203857,0.11961692,0.5517636,0.30841562
10099-72-6,0.0073413686,0.06053882,0.4955795,0.43654028
30544-47-9,0.006206616,0.022640651,0.8971322,0.07402048
82578-51-6,0.010221989,0.044364985,0.79579824,0.1496148
76874-96-9,0.0064865123,0.109015055,0.8246181,0.059880335
76874-97-0,0.006048164,0.02749619,0.8754549,0.091000766
34580-73-9,0.005045894,0.03512681,0.90389985,0.05592748
19721-22-3,0.026335973,0.21221428,0.5416765,0.21977325
111-91-1,0.12928626,0.44794127,0.22697683,0.19579564
123-91-1,0.050881315,0.17656042,0.5778487,0.1947096
120-55-8,0.0049685063,0.02364462,0.52687526,0.44451165
15980-15-1,0.09213771,0.31493866,0.33918166,0.253742
53061-10-2,0.14923833,0.40871602,0.20228788,0.23975772
17095-24-8,0.0005380004,0.0024874322,0.34787703,0.6490975
63917-06-6,0.1281223,0.21495192,0.54449636,0.11242942
6279-87-4,0.015799388,0.033043716,0.43785885,0.51329803
1070-42-4,0.21389937,0.24321833,0.4393089,0.103573404
5266-08-0,0.5186788,0.27627257,0.19015798,0.014890656
311-44-4,0.8096291,0.10811698,0.06440251,0.01785145
2451-86-7,0.00430809,0.008551183,0.35279155,0.6343492
1120-71-4,0.03713172,0.28378114,0.46982265,0.20926455
287-29-6,0.04748317,0.4177756,0.38243008,0.15231119
2550-06-3,0.059282202,0.31892166,0.54414755,0.07764856
505-60-2,0.2681583,0.51187354,0.183977,0.03599117
100-45-8,0.11710417,0.25527447,0.54032034,0.08730101
4994-16-5,0.007842644,0.25005335,0.47367162,0.26843244
64011-70-7,0.117263936,0.29093608,0.49299392,0.09880603
4771-80-6,0.041650902,0.08477492,0.46706703,0.40650716
10137-69-6,0.032919437,0.18162791,0.36835507,0.41709763
13042-02-9,0.1443476,0.21322721,0.60512745,0.037297696
4488-57-7,0.025120791,0.39118135,0.52555466,0.05814319
57-24-9,0.03337148,0.250768,0.45943654,0.25642395
65043-22-3,0.0073904,0.3033413,0.62862235,0.060645893
4781-76-4,0.026882054,0.37717557,0.524342,0.07160038
100-73-2,0.025284264,0.20894511,0.5238267,0.24194391
63915-63-9,0.005952599,0.8548729,0.12087273,0.01830177
104-53-0,0.007132103,0.1396199,0.6656314,0.18761654
5766-67-6,0.16985375,0.36960372,0.40949303,0.05104952
110-61-2,0.1573166,0.14389601,0.6291073,0.06968007
1075-76-9,0.065666966,0.13789561,0.7686851,0.027752317
23996-53-4,0.048873093,0.12857911,0.8067161,0.015831748
75696-02-5,0.013246023,0.050130874,0.8735621,0.06306098
109-78-4,0.16711625,0.17202084,0.498212,0.1626509
1071-22-3,0.1175971,0.269809,0.5336462,0.078947626
542-76-7,0.33455274,0.32828987,0.31862825,0.018529177
26896-48-0,0.04789733,0.08677105,0.4135391,0.45179254
14370-50-4,0.011533436,0.15593794,0.3647793,0.4677494
73803-48-2,0.006694566,0.08067301,0.517875,0.39475742
13887-61-1,0.0037202535,0.02652908,0.73857105,0.2311796
23657-27-4,0.03294173,0.1808804,0.62405807,0.16211978
35944-73-1,0.045643948,0.3149269,0.4109897,0.22843942
76751-94-5,0.06463312,0.09507523,0.7598647,0.080426954
97901-22-9,0.00069066265,0.019842116,0.9686535,0.010813723
63007-70-5,0.01692581,0.08118373,0.72336864,0.17852183
2955-38-6,0.003165735,0.03786519,0.8201408,0.13882832
25967-29-7,0.0049557495,0.06822675,0.866479,0.06033854
23887-48-1,0.14338239,0.21979582,0.40816,0.2286618
78246-49-8,0.047893316,0.11968285,0.74617743,0.08624638
20123-68-6,0.006442362,0.53347105,0.39432108,0.06576547
18818-61-6,0.002751249,0.10308591,0.83892757,0.055235222
33453-19-9,0.01804391,0.028807046,0.8579695,0.095179595
69655-05-6,0.003191068,0.011914636,0.5974182,0.38747612
77053-97-5,0.0013838909,0.049508058,0.9125836,0.036524497
486460-32-6,0.04955084,0.5687835,0.2635914,0.11807417
915095-94-2,0.005111817,0.08095001,0.8151408,0.09879742
7346-91-0,0.027776357,0.755943,0.14263244,0.07364822
121808-62-6,0.036494143,0.047201727,0.5624982,0.3538059
64872-77-1,0.0040020146,0.058030676,0.9055541,0.0324132
53716-82-8,0.02434139,0.07164712,0.34732217,0.5566893
39391-39-4,0.006531157,0.14231469,0.25654304,0.5946111
314771-88-5,0.043745063,0.2333425,0.689894,0.033018477
114654-31-8,0.2826466,0.27237839,0.37981218,0.06516281
884-49-1,0.050644852,0.15776806,0.7698514,0.02173571
14008-53-8,0.020441785,0.15389542,0.7279154,0.09774736
2589-15-3,0.16525921,0.41334775,0.30636984,0.11502324
145-73-3,0.07355473,0.063828595,0.5899751,0.27264154
2759-71-9,0.016033141,0.14250007,0.7561104,0.08535641
858956-08-8,0.017014183,0.4715699,0.43910983,0.07230603
765-30-0,0.041550737,0.34283608,0.47546542,0.14014779
81356-60-7,0.0042977473,0.049472354,0.7614554,0.18477446
86393-33-1,0.004653172,0.0860203,0.6657935,0.24353302
51981-21-6,0.017088797,0.115130015,0.4600482,0.40773302
9001-73-4,0.016110506,0.15084222,0.6188553,0.21419197
13115-71-4,0.014053514,0.05869883,0.6752223,0.25202537
32773-59-4,0.0034650243,0.067898855,0.90574753,0.022888592
3544-94-3,0.063482076,0.096806854,0.589559,0.25015208
84611-23-4,0.100304835,0.06791079,0.5970721,0.23471226
521284-22-0,0.0070080524,0.2612047,0.64456993,0.08721735
7545-48-4,0.03637761,0.01870442,0.1720238,0.77289414
101-49-5,0.11869648,0.19304055,0.61580724,0.07245575
56461-33-7,0.032427363,0.31452644,0.57112664,0.08191951
58095-31-1,0.02253657,0.20240793,0.52341014,0.25164533
28874-51-3,0.05344666,0.10703632,0.47717425,0.36234277
100678-32-8,0.129829,0.5377216,0.2860006,0.046448786
30914-89-7,0.08988014,0.322747,0.5190695,0.06830336
74103-07-4,0.017822716,0.08640689,0.86180127,0.03396918
1331-07-3,0.05237618,0.17101619,0.4216331,0.3549745
88485-37-4,0.016982302,0.14735296,0.8107226,0.024942154
52079-23-9,0.0536381,0.15077819,0.612515,0.18306874
29050-11-1,0.018746587,0.17876667,0.7084634,0.09402338
55316-22-8,0.12859072,0.053963684,0.48948038,0.32796523
57-96-5,0.005137869,0.5724901,0.36935866,0.05301338
114686-12-3,0.07736404,0.15794593,0.63591653,0.12877356
102-20-5,0.029890507,0.057997372,0.41339308,0.49871904
51-12-7,0.120215826,0.11276424,0.30314544,0.4638745
59-97-2,0.24941172,0.30658403,0.40642515,0.037579086
5144-52-5,0.16076592,0.416906,0.40708408,0.015244037
53878-49-2,0.011769303,0.16712892,0.62340343,0.19769834
372-77-0,0.7234942,0.04440215,0.11453996,0.11756371
123-81-9,0.019459128,0.44014785,0.3586976,0.18169545
4301-50-2,0.1416403,0.11663376,0.47025874,0.2714672
76824-35-6,0.0055554546,0.02105191,0.37460765,0.59878504
103-29-7,0.021239817,0.19334304,0.5953697,0.19004747
621-95-4,0.0074661793,0.39655274,0.52310145,0.07287966
736-30-1,0.011859156,0.18675475,0.6776139,0.12377219
137281-39-1,0.009724702,0.1350816,0.4687065,0.38648716
7199-29-3,0.0360227,0.1630616,0.7754967,0.025418945
37286-92-3,0.033156127,0.50156254,0.33440727,0.13087407
494-19-9,0.03473225,0.28090164,0.44889468,0.23547138
697235-49-7,0.0024845584,0.09219847,0.41941205,0.4859049
53597-27-6,0.002652755,0.11043031,0.51923,0.3676869
119-84-6,0.0103651,0.15858807,0.6203203,0.21072648
36330-85-5,0.06674985,0.2675316,0.56954354,0.096175
38873-55-1,0.05222385,0.23692936,0.6933064,0.017540442
123-56-8,0.05390083,0.22700623,0.34697577,0.37211716
23249-97-0,0.011832159,0.1398878,0.71662945,0.13165054
23093-94-9,0.016880231,0.027216576,0.8031234,0.15277977
23093-93-8,0.06816364,0.049141243,0.66298544,0.21970962
21256-18-8,0.009634901,0.10200533,0.5532246,0.33513516
24096-53-5,0.01233262,0.12856798,0.6007332,0.2583662
128-08-5,0.02931382,0.20036136,0.3306506,0.4396742
16327-90-5,0.0011905516,0.06439505,0.38769272,0.5467217
108-30-5,0.05671,0.11194895,0.5261799,0.30516118
114369-43-6,0.00336877,0.1774265,0.8163966,0.00280811
5029-46-9,0.08438747,0.25764957,0.47479346,0.18316947
53894-28-3,0.016566936,0.13556442,0.8012061,0.04666255
62-31-7,0.022282824,0.060669832,0.8687913,0.048256066
61361-60-2,0.35862565,0.021781703,0.523706,0.095886655
56538-00-2,0.58439034,0.0417192,0.33325475,0.040635716
72239-31-7,0.1920263,0.41892904,0.3576412,0.031403426
72239-33-9,0.03329823,0.4320935,0.4788719,0.055736385
55458-76-9,0.015872974,0.1342064,0.6911511,0.1587695
51-71-8,0.023249978,0.2856397,0.58170974,0.10940058
54941-79-6,0.007418584,0.38652274,0.584007,0.022051625
131206-85-4,0.033732675,0.72674847,0.20935126,0.030167589
17471-82-8,0.0119028995,0.12353257,0.8267204,0.037844077
100981-43-9,0.036882702,0.11119797,0.6383149,0.21360442
3576-64-5,0.0076458096,0.06922354,0.3443234,0.5788073
59128-97-1,0.010100443,0.13767365,0.7360345,0.11619139
24166-13-0,0.0084422305,0.100737326,0.5661115,0.32470894
94776-91-7,0.05443357,0.6631166,0.23741677,0.04503313
111988-49-9,0.014597746,0.2283159,0.7459517,0.011134699
100199-60-8,0.0063803373,0.010762853,0.91470945,0.068147406
96719-71-0,0.039477453,0.063077256,0.8747006,0.022744657
96719-43-6,0.009409238,0.09634494,0.8565277,0.037718114
96719-45-8,0.15788142,0.050311714,0.7518841,0.039922774
96892-56-7,0.019263074,0.07040867,0.88235295,0.027975354
7633-57-0,0.008435623,0.26821718,0.55969274,0.16365443
97174-79-3,0.029821003,0.20980437,0.6913217,0.06905298
138117-50-7,0.0054672644,0.0685074,0.91286385,0.0131615205
180793-94-6,0.022812681,0.26708505,0.7054014,0.004700864
92-43-3,0.0046109785,0.080316186,0.74913377,0.16593912
2121-12-2,0.019354539,0.10234804,0.7352238,0.1430736
622-08-2,0.020931719,0.2600081,0.55380565,0.16525447
103-74-2,0.025325615,0.18176484,0.5801859,0.2127237
104-62-1,0.009205939,0.03153081,0.43497717,0.5242861
103-53-7,0.0048770444,0.008323759,0.43514866,0.5516506
124428-11-1,0.009531799,0.07144986,0.560965,0.3580533
94-47-3,0.011625003,0.019477038,0.4154081,0.55348986
37795-69-0,0.026101328,0.24921834,0.5627471,0.16193317
940-41-0,0.012357866,0.17499031,0.6380534,0.17459846
35250-53-4,0.030703524,0.10348476,0.8513285,0.014483255
59375-68-7,0.15053149,0.30242756,0.3336423,0.21339864
4871-71-0,0.090725705,0.19524914,0.585746,0.12827916
103-63-9,0.05767495,0.1922341,0.57756543,0.17252554
113136-77-9,0.009259136,0.26473668,0.6483011,0.07770311
98519-08-5,0.006185091,0.011454523,0.9775505,0.0048099193
98519-18-7,0.016337553,0.016166551,0.966294,0.0012018975
60207-31-0,0.010472758,0.22924295,0.74973625,0.0105480235
98532-65-1,0.0065236874,0.020758387,0.9600075,0.012710467
1070-78-6,0.2897928,0.39461282,0.24040374,0.07519071
2043-57-4,0.10151674,0.12768963,0.66236013,0.108433485
19201-32-2,0.027170764,0.3793719,0.5512121,0.04224529
116970-50-4,0.009307153,0.19267529,0.6148579,0.18315965
141-43-5,0.029124202,0.0974426,0.61948854,0.25394467
33545-23-2,0.011150915,0.05011218,0.5199292,0.41880774
10042-77-0,0.021953233,0.1336469,0.4990837,0.34531617
151-56-4,0.10677504,0.25789502,0.51555306,0.119776845
26957-73-3,0.25248194,0.14416847,0.5185611,0.08478845
5782-83-2,0.09960266,0.55068004,0.22944172,0.120275564
96-45-7,0.13390757,0.4273335,0.36083195,0.07792694
73218-79-8,0.02096734,0.91414005,0.053018305,0.011874351
61-57-4,0.020475,0.4394113,0.40178314,0.13833055
80-02-4,0.020755347,0.07667499,0.83476347,0.06780625
2871-01-4,0.029790478,0.114932194,0.63359725,0.22168006
6961-46-2,0.019190986,0.041726463,0.8413437,0.09773887
24207-38-3,0.009669317,0.10380353,0.7857333,0.100793876
1320-51-0,0.022936843,0.13154875,0.50422466,0.3412898
65141-46-0,0.089563556,0.13425596,0.5201663,0.2560142
96-53-7,0.12967564,0.61455065,0.20904689,0.04672685
3566-10-7,0.13492914,0.26488093,0.5061772,0.09401273
557-30-2,0.053704534,0.39841908,0.46316186,0.084714524
54941-80-9,0.0089380415,0.79678565,0.17810944,0.016166834
80026-34-2,0.12958914,0.35710722,0.4627835,0.05052011
33813-20-6,0.14630826,0.67351204,0.14510359,0.03507614
54941-66-1,0.15026467,0.6470805,0.13142559,0.07122924
26859-72-3,0.21586485,0.6447783,0.12268005,0.016676774
22232-71-9,0.0033077686,0.96311474,0.025034813,0.008542673
27097-43-4,0.06948032,0.82241774,0.09767376,0.010428178
23915-26-6,0.11840325,0.68330026,0.15604176,0.042254735
27097-44-5,0.022357823,0.840527,0.12892778,0.008187385
54941-67-2,0.20478499,0.64350003,0.07838893,0.07332602
22036-77-7,0.05481541,0.15667918,0.55053204,0.2379733
39884-52-1,0.049579237,0.24714342,0.62664944,0.07662786
84210-62-8,0.01712242,0.13477555,0.616605,0.23149708
73870-33-4,0.035966635,0.369059,0.4819824,0.112991996
53720-84-6,0.013717968,0.46861818,0.47515556,0.042508304
59277-89-3,0.004954764,0.22168721,0.4865926,0.28676543
20208-21-3,0.006731011,0.0115008,0.68917763,0.2925906
40762-15-0,0.019997982,0.02383059,0.62903047,0.32714096
3891-07-4,0.013465706,0.03556537,0.7674753,0.18349357
34929-08-3,0.059613485,0.056388058,0.8476545,0.036343876
155601-30-2,0.12659316,0.16500404,0.4271695,0.28123322
107-21-1,0.034643576,0.17567113,0.4720134,0.31767187
122-99-6,0.0042826436,0.038594425,0.78643435,0.1706886
93-20-9,0.009666433,0.05107138,0.7382863,0.20097582
3833-54-3,0.0040817787,0.013447251,0.6649679,0.31750304
120-67-2,0.0043559247,0.10396264,0.8260533,0.065628104
2122-77-2,0.015483642,0.19710581,0.615705,0.17170553
371-62-0,0.38955897,0.10499183,0.33669132,0.16875786
60-24-2,0.05302303,0.3128376,0.5448127,0.08932666
80303-93-1,0.14488617,0.10958819,0.59031695,0.15520868
1562-00-1,0.01800734,0.12021449,0.5379665,0.32381168
107-07-3,0.17022574,0.35445827,0.34305602,0.13226001
624-76-0,0.033310533,0.07542231,0.41934928,0.47191787
75-21-8,0.054004453,0.15844703,0.6309446,0.15660392
646-06-0,0.05742371,0.297605,0.5093134,0.13565789
629-15-2,0.13794751,0.1299329,0.35001147,0.38210806
104-66-5,0.008886838,0.060022574,0.8224895,0.10860112
28173-59-3,0.026127744,0.07417075,0.62490004,0.27480143
9004-86-8,0.007705728,0.028822692,0.58623713,0.3772345
2514-53-6,0.018922472,0.17364492,0.59414214,0.21329048
96-49-1,0.027709847,0.16721004,0.5051746,0.29990557
339-65-1,0.0551339,0.16674814,0.3142431,0.4638749
58041-19-3,0.03864692,0.38005996,0.53165424,0.04963889
19767-45-4,0.039720032,0.27005336,0.5904049,0.09982174
420-12-2,0.06365177,0.3612477,0.42017466,0.15492587
629-17-4,0.11713517,0.5585501,0.2482616,0.07605315
62303-19-9,0.010519078,0.113331534,0.8098851,0.06626432
762-70-9,0.34092867,0.464434,0.16398017,0.030657101
1622-32-8,0.3679895,0.36226544,0.22183211,0.047912974
107-06-2,0.2874385,0.49045846,0.16693021,0.055172812
126-15-8,0.0641453,0.17602187,0.5180419,0.24179092
85-40-5,0.0712698,0.13453983,0.26373926,0.53045106
2425-06-1,0.06586063,0.21554565,0.33727792,0.3813158
133-06-2,0.043821048,0.08705065,0.4877215,0.38140675
85-43-8,0.050829735,0.07286049,0.6703075,0.20600224
2971-38-2,0.008415259,0.30195367,0.619245,0.07038606
97519-39-6,0.019821135,0.019960359,0.16024205,0.7999765
3276-41-3,0.015285554,0.28950974,0.65594316,0.03926152
110-64-5,0.06092818,0.21926963,0.46923217,0.25057
77-79-2,0.014903572,0.22753446,0.63801026,0.11955175
544-25-2,0.044823498,0.45186305,0.45805222,0.045261234
542-92-7,0.04874966,0.40386432,0.39837173,0.14901422
542-78-9,0.043219686,0.28075764,0.5594969,0.11652581
3385-61-3,0.027131932,0.055033624,0.74051034,0.17732412
77-73-6,0.013227433,0.1430072,0.76023483,0.08353058
122-78-1,0.017405612,0.08348736,0.8204378,0.07866927
28382-15-2,0.08600383,0.058707338,0.6383564,0.21693243
105112-76-3,0.0063190004,0.38139254,0.5601785,0.05210995
63979-76-0,0.018280793,0.0840632,0.86320615,0.03444983
4080-31-3,0.11028669,0.25377226,0.50359917,0.13234186
104-54-1,0.013855072,0.070463195,0.7826877,0.132994
29560-84-7,0.05058122,0.38261238,0.37047127,0.19633514
104-65-4,0.022796975,0.03451657,0.8638867,0.07879974
122-69-0,0.011697134,0.009493306,0.6797863,0.29902327
5320-75-2,0.01761897,0.011102918,0.6907562,0.28052193
87-29-6,0.0022241785,0.0059908526,0.8503513,0.14143373
149-29-1,0.38687614,0.084197365,0.33486652,0.19405995
107-20-0,0.08409308,0.432409,0.43140128,0.052096695
178671-69-7,0.04931234,0.10233661,0.6423115,0.20603953
628-87-5,0.14737958,0.265801,0.45210576,0.13471363
110-65-6,0.07249947,0.21522845,0.45296553,0.25930652
3159-29-3,0.009480355,0.13394453,0.7001318,0.15644336
101-27-9,0.060687926,0.09183528,0.7597472,0.08772957
59443-94-6,0.013255804,0.40212673,0.53957564,0.045041844
40018-25-5,0.009707393,0.13529819,0.77462685,0.080367535
107-91-5,0.08448556,0.31282175,0.5773854,0.02530729
372-09-8,0.14961797,0.28520977,0.4682086,0.096963696
107-16-4,0.14814559,0.25028923,0.43331987,0.16824526
777-11-7,0.054593746,0.4159395,0.5088626,0.020604132
63278-33-1,0.020522196,0.1515296,0.6526643,0.17528391
281-23-2,0.04219085,0.32428756,0.38791677,0.24560475
768-94-5,0.030534651,0.26984143,0.38036984,0.31925407
102938-79-4,0.029826233,0.44187212,0.33570933,0.19259232
7585-39-9,0.034160554,0.12032881,0.55057204,0.29493862
32986-56-4,0.018717144,0.012705954,0.11001206,0.85856485
2451-62-9,0.019313594,0.31177872,0.4399501,0.22895761
77658-97-0,0.0358501,0.56216764,0.22154994,0.18043229
5026-74-4,0.007381796,0.117607065,0.61026484,0.26474634
7237-83-4,0.0052019553,0.044581205,0.8813978,0.06881912
2589-01-7,0.014257585,0.22808158,0.62756747,0.13009341
13674-87-8,0.30066666,0.3988772,0.22956036,0.070895776
3188-57-6,0.05704533,0.14675422,0.71282154,0.08337885
1263-89-4,0.10883225,0.033833522,0.15246382,0.7048704
24676-80-0,0.0029293478,0.027411189,0.9094524,0.060207047
37248-47-8,0.035169724,0.07222105,0.3997831,0.4928261
63919-02-8,0.019104337,0.03617172,0.770694,0.17402992
203515-86-0,0.0069930954,0.035465218,0.74316347,0.21437822
81737-62-4,0.011645635,0.050888103,0.89985603,0.037610248
85095-79-0,0.03003339,0.13047013,0.7427199,0.09677664
9050-67-3,0.01751213,0.009448131,0.13677716,0.8362625
56552-15-9,0.009436167,0.06652581,0.8481163,0.075921744
2238-07-5,0.022278145,0.2061335,0.56371164,0.2078767
101-90-6,0.009345984,0.15590379,0.7454125,0.08933769
7195-43-9,0.012963087,0.11860357,0.67626345,0.19216986
7195-45-1,0.013870214,0.04944199,0.7292569,0.20743091
14974-71-1,0.1341156,0.31448182,0.3425218,0.20888077
14168-01-5,0.41583356,0.34618303,0.13798212,0.10000129
90035-08-8,0.25445056,0.057172183,0.6342834,0.05409388
56073-07-5,0.742988,0.09889398,0.09081127,0.06730678
56073-10-0,0.8879162,0.041056935,0.047872167,0.023154687
104653-34-1,0.7531922,0.036702875,0.14512183,0.06498312
83480-29-9,0.11776511,0.2663006,0.27063462,0.34529963
130796-74-6,0.02040301,0.032926586,0.4188674,0.52780294
70-00-8,0.12459827,0.14312825,0.632085,0.10018844
131-99-7,0.025760045,0.07783509,0.22638999,0.6700149
9000-30-0,0.014631787,0.050999336,0.4295949,0.5047739
3148-72-9,0.021735612,0.06892724,0.45179546,0.4575417
77054-16-1,0.061114114,0.10761458,0.71357507,0.11769622
63883-19-2,0.13938168,0.20533009,0.50521207,0.15007618
2338-18-3,0.025236845,0.48769224,0.4520333,0.03503754
303-31-1,0.018891266,0.11927453,0.51106125,0.35077298
1703-58-8,0.020742532,0.1116011,0.40369925,0.46395716
1134-47-0,0.04652204,0.28816193,0.43959853,0.22571746
53858-86-9,0.007356418,0.022009797,0.19371827,0.77691555
30618-84-9,0.004995721,0.46431452,0.20710325,0.32358652
60634-63-1,0.012390802,0.3076217,0.48797384,0.1920137
116255-48-2,0.21279353,0.50865614,0.24970596,0.028844373
5566-34-7,0.110996954,0.26074582,0.25319576,0.37506142
1890-47-7,0.14945044,0.28835142,0.36074013,0.20145807
98519-38-1,0.0007217854,0.01889586,0.9716613,0.008720995
98532-72-0,0.0007064055,0.016131178,0.9777413,0.0054210876
4618-18-2,0.01694271,0.059032205,0.2542402,0.6697849
57-50-1,0.014461944,0.0202312,0.39508992,0.5702169
1715-40-8,0.08338487,0.32507876,0.3556583,0.23587805
616-30-8,0.030183138,0.15340701,0.57012457,0.24628526
36476-78-5,0.056914605,0.116267204,0.5740146,0.25280356
19130-96-2,0.06840378,0.114778966,0.21790816,0.59890914
98383-40-5,0.040149037,0.051350273,0.51945025,0.38905045
54622-43-4,0.14477259,0.07775696,0.3735653,0.4039051
13551-92-3,0.014573731,0.1282276,0.6712364,0.18596222
134528-32-8,0.060010362,0.057849023,0.09238173,0.78975886
112281-77-3,0.007427202,0.082549356,0.8574009,0.052622568
5455-98-1,0.0080161905,0.29108286,0.62740046,0.07350043
61213-25-0,0.12607095,0.2255826,0.56122035,0.087126076
2157-19-9,0.101728566,0.28693226,0.26416272,0.34717643
149-32-6,0.014831478,0.119722694,0.49221715,0.37322864
87-99-0,0.030021155,0.2269503,0.48685342,0.2561752
554-18-7,0.0033050277,0.037974127,0.84357256,0.115148276
7089-59-0,0.13677527,0.06653788,0.65072435,0.14596248
1708-39-0,0.0045304177,0.03337142,0.92631865,0.03577956
3820-67-5,0.002552308,0.08728626,0.8632087,0.04695274
23779-99-9,0.0059990888,0.03138822,0.92444295,0.03816974
624-43-1,0.019530661,0.272271,0.39781326,0.31038502
621-65-8,0.046165343,0.51197624,0.3092813,0.13257715
556-52-5,0.022257673,0.19737819,0.56072444,0.21963969
51371-34-7,0.016646571,0.18944247,0.61549866,0.17841229
96-24-2,0.050938085,0.38569832,0.41414303,0.14922057
3369-52-6,0.13529335,0.24676456,0.4948963,0.12304574
25451-15-4,0.022765111,0.17372835,0.67714024,0.12636636
622-04-8,0.0033756346,0.041868545,0.8247579,0.12999801
886-74-8,0.006988407,0.05731297,0.7125045,0.2231941
122-60-1,0.0052118814,0.044001766,0.91517264,0.03561372
5255-75-4,0.021918772,0.06291349,0.83269966,0.08246809
13443-29-3,0.004878872,0.083943814,0.76346934,0.147708
127-90-2,0.023846613,0.26071742,0.35274673,0.3626892
55-63-0,0.048261393,0.2885697,0.5807786,0.0823903
6659-62-7,0.081230626,0.5863639,0.24830316,0.08410231
652-67-5,0.03307345,0.15590258,0.4912545,0.3197694
16051-77-7,0.020002954,0.06822396,0.7701698,0.14160328
87-33-2,0.03561357,0.118692964,0.7619871,0.08370631
23261-20-3,0.036925044,0.30669034,0.5608473,0.095537335
53460-81-4,0.041444216,0.21001165,0.72062814,0.027915975
15121-11-6,0.13643241,0.52543825,0.32131806,0.016811268
106-89-8,0.20410837,0.52628696,0.24041475,0.029189896
56-89-3,0.039179225,0.14693776,0.3971771,0.41670594
3221-15-6,0.12056403,0.47712693,0.2944961,0.10781294
3001-57-8,0.10511073,0.22239994,0.56087756,0.11161178
96-23-1,0.1309672,0.33294845,0.44691962,0.08916469
96-18-4,0.080574445,0.46860224,0.37543392,0.07538942
3583-47-9,0.39916214,0.27225724,0.29366893,0.034911677
19721-74-5,0.050700728,0.691912,0.23201962,0.02536767
55739-78-1,0.03064953,0.14779542,0.64118725,0.1803678
60-57-1,0.49797133,0.31669348,0.1344687,0.050866414
53494-70-5,0.027361896,0.66319245,0.21989986,0.0895458
56534-02-2,0.2406867,0.22065204,0.29664457,0.2420167
28772-56-7,0.023792056,0.5848217,0.37699258,0.014393594
376608-71-8,0.131229,0.20178904,0.3786192,0.2883628
