CASRN,EPA_xgboost_rdkit2d-1,EPA_xgboost_rdkit2d-2,EPA_xgboost_rdkit2d-3,EPA_xgboost_rdkit2d-4
85175-31-1,0.0036789607,0.33232316,0.6306873,0.033310626
3878-19-1,0.000103058446,0.00063735223,0.99722064,0.0020389806
103-64-0,0.00048331582,0.004522672,0.9821593,0.012834637
2602-46-2,7.845917e-05,0.0002581038,0.010830939,0.9888325
82956-11-4,0.0022576652,0.0045854202,0.87115955,0.1219974
25875-51-8,0.00038522386,0.01960438,0.94751245,0.032498006
84632-50-8,0.023433374,0.41082665,0.30663309,0.25910684
72-54-8,0.00030598717,0.023476575,0.24757347,0.72864395
50-29-3,0.00028635946,0.27030113,0.5533013,0.17611122
92-87-5,0.001840016,0.066141345,0.93012476,0.0018938818
93839-21-5,0.00031289767,0.0014256946,0.965462,0.03279934
92-88-6,0.0016390702,0.007360526,0.8836684,0.107331984
7158-32-9,0.0006795725,0.0010102828,0.9876466,0.010663532
345-92-6,0.0430111,0.08671501,0.7834026,0.08687127
58139-96-1,0.002250148,0.13197097,0.75546795,0.110310905
60348-77-8,4.320002e-05,0.00014200434,0.0056858216,0.99412894
1478-61-1,0.00060832605,0.01249177,0.9807115,0.0061883675
7457-25-2,0.0008423115,0.21353613,0.5191034,0.26651815
101-80-4,0.0011423109,0.06024934,0.9369938,0.0016146386
139-65-1,0.00016100444,0.017214827,0.9790107,0.0036135411
80-08-0,5.0378534e-05,0.002338326,0.9941778,0.0034334755
1934-21-0,0.0007319678,0.002369043,0.6538281,0.3430709
1223-31-0,0.0035006737,0.5500318,0.24551347,0.20095408
2664-63-3,0.0001417268,6.0331855e-05,0.99932337,0.00047461898
80-09-1,0.00022712933,0.002671998,0.9551607,0.041940216
80-51-3,0.00078954804,0.0054946486,0.7789165,0.21479936
80-33-1,0.00035824443,0.0010723349,0.9937735,0.004795932
80-07-9,0.00015826664,0.02643382,0.97020143,0.0032064863
128-69-8,0.00849382,0.0063936096,0.06774924,0.91736335
93-09-4,6.1933235e-05,0.0037223024,0.99337065,0.0028450692
581-89-5,0.001755683,0.81436616,0.18194033,0.001937833
135-19-3,0.00055116543,0.013247898,0.98578787,0.0004130708
120-18-3,0.00021439938,0.0016349454,0.9376891,0.06046156
480-22-8,0.0008923411,0.0041319947,0.09702806,0.89794767
14255-88-0,0.12052926,0.10595073,0.54835874,0.22516125
117-79-3,0.005275245,0.0074500157,0.90686274,0.080412015
2464-37-1,0.005171417,0.013080416,0.9472744,0.03447378
63716-35-8,0.0005213363,0.0075153722,0.98960507,0.0023582566
63716-36-9,0.010369656,0.08172246,0.9050417,0.0028661604
846-49-1,0.002967646,0.053281963,0.13483909,0.80891126
77-36-1,0.0003705077,0.0065248483,0.40288633,0.5902183
39062-72-1,0.0056746835,0.68261456,0.29527405,0.016436717
88599-64-8,2.5568233e-05,0.00016763924,0.9996012,0.00020561676
108935-06-4,1.7721482e-05,9.547627e-05,0.9997149,0.00017185598
35367-38-5,0.0005247568,0.07057336,0.6358166,0.2930853
4394-00-7,0.0030330522,0.23532133,0.7552115,0.006434175
34580-63-7,0.0051142224,0.031864762,0.945343,0.017677963
34580-77-3,0.012459702,0.7128705,0.23942961,0.03524021
5443-49-2,0.0041373894,0.01268377,0.97353494,0.009643921
58861-48-6,9.658923e-05,0.0018311499,0.9979407,0.0001315662
74697-32-8,0.0013774969,0.0024301296,0.0061853253,0.99000704
553-26-4,0.0010638817,0.8883433,0.100167476,0.010425389
22199-08-2,3.7243703e-05,0.00067494035,0.9986809,0.00060692115
81-83-4,0.00082219904,0.057188656,0.86903214,0.072957076
81-84-5,0.00020040407,0.0020132845,0.8009519,0.1968344
81-16-3,7.93829e-06,0.0007694825,0.013609292,0.9856133
633-99-8,0.0016449747,0.0027445033,0.9954177,0.00019284825
20749-68-2,0.0017927792,0.0068343603,0.7467777,0.24459514
128-67-6,0.007510791,0.0063437033,0.3699428,0.61620265
2243-62-1,0.0017230657,0.20705794,0.7872255,0.003993507
128-95-0,0.00023904679,0.001561978,0.22778724,0.77041173
84-89-9,1.1140354e-05,0.00020185074,0.016947046,0.98284
3173-72-6,4.552227e-05,0.0008665749,0.43988433,0.55920357
81-64-1,0.009139491,0.018003834,0.20958687,0.76326984
81-04-9,0.00048130593,0.01660567,0.5698905,0.41302252
120-72-9,0.003710976,0.052959297,0.94276255,0.00056720135
41803-58-1,0.0012521361,0.6643811,0.330669,0.0036977741
1698-60-8,0.0005850281,0.0043568905,0.8488345,0.14622353
3042-84-0,0.00015417991,0.0023936594,0.99519193,0.0022602319
1698-53-9,0.00019563794,0.010672382,0.9721111,0.017020946
51707-55-2,0.00012278797,0.014558964,0.977,0.008318231
148-24-3,0.00026335963,0.012063131,0.98763174,4.1794872e-05
27022-50-0,0.025381058,0.7431168,0.20692159,0.024580536
100-52-7,0.0012461217,0.0019305539,0.9963419,0.00048141959
25506-06-3,3.6492103e-05,0.004614288,0.9924333,0.0029158874
6607-45-0,4.4037384e-05,0.0027532922,0.9961737,0.0010290204
114833-91-9,0.00305452,0.8512181,0.13651854,0.009208849
13423-60-4,0.00058957085,0.5785087,0.42063674,0.00026502417
16227-12-6,0.0025778178,0.027268736,0.9700087,0.00014469802
84-12-8,0.0030054748,0.261504,0.10042021,0.6350703
66501-16-4,0.0012171349,0.012511705,0.85480094,0.13147017
2423-66-7,0.0070455098,0.4482318,0.535768,0.008954717
623-30-3,0.023704696,0.12853022,0.84386915,0.0038959053
41407-89-0,0.0017036459,0.05104092,0.8395246,0.10773086
98-87-3,0.00039002585,0.59725285,0.38398176,0.018375346
1086-02-8,0.0013091646,0.17650689,0.789559,0.032624964
56741-95-8,0.013457709,0.2575506,0.5868368,0.14215489
396-01-0,0.0004081327,0.011651761,0.9699561,0.017984055
18039-42-4,0.015685357,0.29131672,0.69215167,0.0008463161
89427-42-9,0.31684315,0.42303982,0.1491867,0.11093031
98-88-4,0.017350644,0.07524043,0.90085065,0.0065582166
98-07-7,0.00036897915,0.03763421,0.95497125,0.0070255282
142-04-1,0.005478255,0.5611686,0.4329509,0.00040223572
64-10-8,8.527257e-05,0.004984233,0.9926484,0.0022820006
103-85-5,0.79517543,0.16712809,0.037502214,0.0001942906
6635-73-0,0.5074276,0.21218973,0.2791489,0.0012338113
100-63-0,0.0077745668,0.6874694,0.30470982,4.6165074e-05
100-65-2,0.0023204922,0.8957133,0.101914525,5.1646763e-05
103-71-9,0.0005377576,0.01999256,0.9585473,0.02092241
6685-76-3,0.01546268,0.63854825,0.34542432,0.0005647273
17654-88-5,0.0021451244,0.31488463,0.6723352,0.0106350165
98-95-3,0.011356586,0.40747017,0.5789186,0.0022546563
350-57-2,0.0039104917,0.023210889,0.9681607,0.0047178934
3426-89-9,0.12293288,0.15902974,0.7145913,0.0034460777
7450-69-3,0.0016208636,0.118280575,0.87448543,0.0056131748
701-64-4,0.0016185895,0.05152019,0.938235,0.008626236
644-97-3,0.0043161325,0.30033818,0.6908355,0.0045101927
1779-48-2,0.0011144811,0.08286792,0.9145341,0.0014834687
108-98-5,9.7419994e-05,0.014469445,0.9851461,0.0002869645
18355-25-4,0.00030847298,0.0017743777,0.99644935,0.0014678339
8046-53-5,0.00018954373,0.006402994,0.98602575,0.0073817307
98-09-9,0.00048462432,0.009463717,0.9896123,0.00043934572
108-90-7,0.011802379,0.21351263,0.7678304,0.0068546617
108-86-1,0.057839055,0.24093737,0.68852437,0.012699225
591-50-4,0.028423866,0.08277613,0.88050306,0.008296925
119-72-2,6.0919192e-05,0.0006570388,0.017338045,0.98194396
124495-18-7,0.0011995233,0.07413867,0.6028363,0.32182553
63734-62-3,0.00028035927,0.050640784,0.94543016,0.0036487416
123172-45-2,8.0400954e-05,6.751586e-05,0.9997038,0.00014826056
2243-78-9,0.0022840425,0.0138747,0.93362087,0.050220363
64896-26-0,7.5749915e-05,0.00039746007,0.70921445,0.29031232
7621-86-5,0.0030589867,0.7005023,0.26710322,0.02933548
6054-99-5,1.3833338e-05,0.00011488826,0.007081818,0.99278945
74697-62-4,3.6877278e-05,0.00013214223,0.004493757,0.99533725
15457-05-3,0.08415417,0.082438886,0.8231963,0.010210675
42874-01-1,0.027495202,0.033716302,0.7541909,0.18459754
101-50-8,7.123765e-05,0.0017021451,0.020520318,0.9777064
119-15-3,0.031609673,0.022047898,0.3084751,0.6378673
1836-75-5,0.0076623606,0.0047253463,0.9266172,0.060995102
12222-78-5,0.00030251988,0.0036559207,0.054636255,0.94140536
59214-90-3,0.022819804,0.14254074,0.54535985,0.28927964
65793-50-2,0.00012898192,0.011489847,0.9831556,0.005225547
92-70-6,0.0006116243,0.017426772,0.9546365,0.027325073
37728-15-7,0.0005544098,0.0020992993,0.96746373,0.02988253
53469-21-9,0.00015880856,0.0010083248,0.9297793,0.06905356
51410-30-1,0.008842569,0.103991605,0.2430639,0.6441019
1631-29-4,0.0005601836,0.01491573,0.953544,0.030980092
80100-26-1,0.0014075318,0.030931763,0.9622231,0.005437608
523-50-2,0.00040262,0.0013865951,0.995352,0.0028587007
2698-41-1,0.003761982,0.011440161,0.98351544,0.0012823588
16715-77-8,0.0026118555,0.039938558,0.8159882,0.14146145
531-81-7,0.00029480518,0.002825258,0.99567246,0.0012075121
13577-46-3,0.00098679,0.009644644,0.6288747,0.36049378
4053-08-1,0.00030194104,0.008817028,0.8536138,0.13726719
117-62-4,2.8488292e-05,0.0003728457,0.019834716,0.979764
117-55-5,6.6483786e-05,0.00084135076,0.05467153,0.9444207
3604-99-7,0.00017606407,0.00055811414,0.9990299,0.00023598518
481-39-0,0.005531301,0.009585084,0.9759496,0.008934038
4008-48-4,0.0016762785,0.025748497,0.97178954,0.0007856312
90-02-8,7.773451e-05,0.0057692514,0.9940918,6.12344e-05
89-98-5,0.014565379,0.06299601,0.90868044,0.013758139
95-16-9,0.0005858905,0.49343267,0.5050334,0.00094811944
91-15-6,0.00011976847,0.018239029,0.9815088,0.00013240444
611-20-1,0.0003417503,0.92609406,0.073517695,4.6515885e-05
873-32-5,0.005316255,0.20486677,0.7894433,0.00037363972
36888-99-0,0.001599975,0.0020626383,0.37526798,0.62106943
2797-51-5,0.0010478196,0.08099565,0.89333487,0.02462168
3347-22-6,0.011692555,0.6276631,0.0548332,0.30581117
117-80-6,0.006452365,0.16799277,0.7780148,0.047540087
85-44-9,0.0003718411,0.0043656016,0.87213963,0.12312287
90-16-4,0.00031718667,0.0013470956,0.9981294,0.00020626803
65-45-2,1.3894301e-05,0.004093456,0.99579334,9.932457e-05
54-21-7,0.0007900113,0.5107105,0.41662166,0.07187785
2037-95-8,0.00019090854,0.019505695,0.97984385,0.00045948735
21725-69-9,8.525124e-05,0.00032507066,0.99957234,1.7327273e-05
6064-83-1,0.00044898893,0.0041057104,0.95364994,0.041795366
2634-33-5,0.00014185159,0.0037342138,0.9959133,0.00021058606
609-66-5,3.3615735e-05,0.0008705462,0.99905616,3.9650058e-05
1338-32-5,0.0003314522,0.02221996,0.9615717,0.01587693
88-17-5,0.0011377714,0.8095879,0.14902528,0.040249024
2285-12-3,0.009558577,0.0019802365,0.9837557,0.004705484
392-83-6,0.00086197845,0.01265792,0.9284379,0.058042184
95-54-5,0.0025952728,0.653355,0.34328768,0.00076202705
88-74-4,2.0641046e-05,0.0149884885,0.9849303,6.0567912e-05
95-55-6,0.0009015585,0.42607346,0.5729849,4.0126106e-05
95-51-2,0.0010255192,0.73799866,0.26072332,0.0002524516
583-39-1,0.030050231,0.5692778,0.39992946,0.0007424885
615-16-7,0.00018844867,0.00977278,0.9899042,0.00013448618
874819-71-3,0.0033667362,0.42496368,0.5454776,0.026191983
5902-85-2,0.000725019,0.8650535,0.13389573,0.00032576922
5344-82-1,0.91981643,0.02866154,0.05098688,0.00053512066
101-05-3,0.0006880538,0.040326655,0.8728219,0.08616333
2213-63-0,0.0033532232,0.32140315,0.6189482,0.056295432
4570-41-6,0.00014065261,0.021686967,0.9781536,1.8773615e-05
149-30-4,0.0013856267,0.2857914,0.7116469,0.0011760475
88-75-5,0.0044628694,0.8047113,0.18839815,0.0024276988
88-73-3,6.2765816e-05,0.9904508,0.009390523,9.597269e-05
120-80-9,0.0013623933,0.45401472,0.54427844,0.0003444357
1333-39-7,0.0011071451,0.00073087576,0.9184121,0.07974983
30746-58-8,0.98714465,0.006251575,0.004388194,0.0022155738
95-50-1,0.00025310664,0.059789866,0.93896574,0.0009912589
110-02-1,0.0071091657,0.9091101,0.081918225,0.0018625099
105-11-3,0.0048724674,0.9216448,0.069473855,0.004008892
16589-20-1,2.5478532e-05,0.0001267696,0.0044675637,0.99538016
3863-80-7,0.0004991982,0.0022676464,0.39350814,0.603725
12674-11-2,0.0002203568,0.0005954157,0.41041192,0.58877236
71422-67-8,0.0067522987,0.009461622,0.21605591,0.7677301
13738-63-1,0.007957071,0.08103645,0.7697122,0.14129423
1836-77-7,0.04639826,0.04387992,0.85138476,0.0583371
22494-42-4,0.0041152854,0.044276603,0.92169106,0.029917061
877179-04-9,0.004737096,0.016036581,0.94522405,0.034002293
64057-98-3,0.02990519,0.4201934,0.46361598,0.086285494
860-22-0,0.00014433349,0.00035623508,0.042023238,0.9574762
133-14-2,0.00090442237,0.0055884155,0.23641902,0.7570882
106917-52-6,0.18388994,0.24579257,0.22273527,0.34758216
56966-52-0,0.0062947385,0.0017666696,0.9806991,0.011239439
14047-09-7,0.0002371881,0.017857345,0.968141,0.013764428
2274-74-0,0.013230544,0.0052139545,0.6819977,0.29955775
3380-34-5,0.011567678,0.005689818,0.94263387,0.04010865
2227-13-6,0.0007407776,0.0017289926,0.9104732,0.08705694
116-29-0,0.0009770544,0.014824347,0.7639312,0.22026737
6954-48-9,0.0016449383,0.12572981,0.8611031,0.011522189
131-27-1,0.000107746455,0.0015034063,0.1033349,0.895054
86479-06-3,0.0006959716,0.51956654,0.12766896,0.35206854
58712-69-9,0.00015420499,0.007267316,0.99038357,0.0021949036
556-12-7,0.00086787884,0.008246759,0.93527335,0.055612024
3132-99-8,0.00033787347,0.002839681,0.99653435,0.00028812556
2009-24-7,0.0019382685,0.05426142,0.93724847,0.0065518836
74738-17-3,0.023600614,0.070324495,0.78461945,0.12145546
1018-71-9,0.0031023996,0.028886952,0.9353903,0.032620378
2617-79-0,0.0014611478,0.016161568,0.98209023,0.00028705245
2617-78-9,0.00975238,0.08837857,0.90046,0.001408999
718-43-4,0.0005088104,0.083018914,0.91063803,0.005834286
626-17-5,0.58067614,0.2454893,0.17011315,0.0037213843
121-91-5,1.0986003e-05,0.00016249187,0.99853957,0.001286994
114607-46-4,0.040603183,0.02823852,0.7461971,0.18496126
16671-87-7,0.0026423968,0.6033269,0.38857257,0.005458152
4052-92-0,0.0010693284,0.003348162,0.9924621,0.0031204494
402-31-3,0.0023503485,0.003857574,0.9795521,0.014239967
881-99-2,4.6137255e-05,0.0833173,0.8941528,0.022483725
329-01-1,0.014723796,0.004230069,0.5171273,0.46391886
108-45-2,0.0022017446,0.46711043,0.53041124,0.0002766141
99-09-2,5.3131018e-05,0.0042990516,0.9950512,0.00059660093
108-42-9,0.0009554839,0.94739985,0.051514294,0.00013041067
4947-89-1,0.9638525,0.018168027,0.017901473,7.803275e-05
127-68-4,0.025707813,0.06706548,0.84100705,0.06621963
121-73-3,0.00012454894,0.7641057,0.23531604,0.00045373914
108-46-3,0.0043201097,0.94399303,0.051286995,0.00039990793
108-43-0,0.000101919184,0.9949987,0.004896044,3.3144672e-06
619-72-7,0.0025592998,0.027999273,0.9679924,0.0014489571
2420-17-9,7.6430304e-05,0.0029269254,0.05397384,0.9430227
13940-94-8,3.645312e-05,0.005069613,0.99380684,0.0010871682
100-21-0,3.6754922e-05,0.00018389437,0.006639808,0.99313956
100-20-9,0.00034799383,0.006106221,0.9884785,0.005067244
619-80-7,0.00015545434,0.0004078258,0.99019593,0.009240803
62-23-7,0.0027665023,0.023579072,0.94732964,0.026324803
122-04-3,0.02046876,0.44257963,0.5324493,0.0045023006
99-96-7,7.228069e-05,0.08221217,0.91697234,0.00074318866
16671-88-8,0.00048247664,0.9360822,0.057858173,0.0055771847
123199-93-9,0.0002504328,0.001266622,0.93909615,0.05938676
122-01-0,3.749932e-05,0.003085328,0.99683607,4.109808e-05
455-14-1,0.007792067,0.16373743,0.7917432,0.03672727
98-56-6,0.009618894,0.05117478,0.9317034,0.0075029214
5216-25-1,3.4573754e-05,0.038430814,0.9609237,0.0006109974
624-18-0,0.014062496,0.31002304,0.67578095,0.00013349616
100-01-6,0.010665579,0.31162173,0.6297084,0.04800431
2987-46-4,0.0065240874,0.95617115,0.03723295,7.1810384e-05
63-74-1,0.00044154478,0.019877657,0.7433825,0.2362983
515-49-1,0.001019041,0.002678109,0.92701614,0.06928676
15730-83-3,0.00031629272,0.0030170274,0.9573205,0.03934621
106-47-8,0.005606297,0.73022693,0.26414025,2.6587262e-05
540-37-4,0.022578705,0.40443853,0.5726425,0.00034022002
4156-21-2,0.00037764423,0.0032313855,0.43924716,0.5571438
3696-23-9,0.96223664,0.016931254,0.02076331,6.879287e-05
539-21-9,0.045294497,0.05944601,0.87606484,0.019194724
105-12-4,0.019476946,0.55868113,0.4066678,0.0151741775
100-28-7,0.01001725,0.07479575,0.8768265,0.03836049
35037-73-1,0.16587028,0.2769582,0.47728747,0.079884104
2493-02-9,0.0030544226,0.034430206,0.9143553,0.048160143
1985-12-2,0.025431277,0.14387351,0.7234153,0.107279874
41205-21-4,0.0011516967,0.06845314,0.9226773,0.0077178893
100-02-7,0.08251952,0.6073576,0.30653554,0.0035872874
100-00-5,0.006335687,0.9743953,0.0171082,0.0021608183
106-48-9,0.0066072526,0.037580583,0.9557733,3.8878054e-05
106-51-4,0.011748926,0.8631715,0.117796585,0.0072830194
98-66-8,0.00017972173,0.0042755003,0.99320143,0.0023433606
98-60-2,0.0006019735,0.074007235,0.9162401,0.009150686
106-46-7,0.0025199547,0.2611744,0.7353386,0.0009669904
39699-08-6,9.831704e-05,0.0005873069,0.024590997,0.9747234
83121-18-0,0.026620807,0.049304586,0.2584487,0.6656259
38665-24-6,0.07627806,0.7076284,0.159036,0.057057507
128-97-2,0.0013352252,0.000101650134,0.9524128,0.04615034
52671-72-4,0.0014663838,0.0004923063,0.077327885,0.9207134
81-30-1,0.0018537524,0.0012162429,0.7958578,0.20107214
11096-82-5,0.002546837,0.004687937,0.89903086,0.09373438
56973-16-1,0.0048248176,0.011273516,0.67601836,0.30788335
872-85-5,0.03879994,0.040329322,0.9195589,0.0013117979
37853-05-7,0.008711518,0.32341555,0.66633487,0.0015380556
100-54-9,0.034155026,0.64588153,0.3196413,0.00032212242
98-92-0,0.0006629458,0.0014330654,0.99371016,0.0041938485
59-67-6,0.0004594535,0.015284789,0.976851,0.0074047977
54-85-3,0.00901095,0.09616723,0.8727884,0.022033421
59470-49-4,0.0009903066,0.0023232491,0.018010542,0.9786759
55-22-1,0.0005247907,0.02065655,0.9746689,0.0041497243
3535-75-9,0.10269742,0.4719748,0.40219763,0.023130223
1124-33-0,0.044928886,0.33641174,0.5998225,0.018836895
98-01-1,0.00087665446,0.039686605,0.9593278,0.00010893074
51762-67-5,0.023269083,0.6376266,0.3346085,0.0044958717
875-28-5,0.0011665702,0.00912613,0.28005335,0.709654
84057-84-1,0.00022087798,0.008456495,0.9893917,0.0019308858
50-45-3,6.933116e-05,0.001236406,0.99820125,0.00049296115
14689-51-1,0.9869019,0.010595588,0.0023573746,0.00014508578
2338-31-0,0.9991634,0.00051061064,0.00031251664,1.3446307e-05
6587-23-1,0.11478315,0.8778228,0.007232758,0.00016129809
64037-11-2,0.00027741242,0.95423853,0.045367874,0.00011613008
25567-67-3,0.039624974,0.43707713,0.517485,0.0058128713
3209-22-1,0.0001593834,0.019712297,0.97961503,0.0005133348
64037-10-1,0.00016487674,0.9562832,0.043493383,5.850025e-05
36088-22-9,0.9985031,0.00027641424,0.00062839926,0.000592168
18063-03-1,0.0038919826,0.009768728,0.9831896,0.0031496482
1194-65-6,0.0057867356,0.95397776,0.039905854,0.0003296824
81-19-6,2.2214126e-05,0.00082444836,0.9986206,0.0005327302
1918-13-4,0.00082227186,0.005435359,0.9935927,0.00014972143
87-61-6,0.00023794193,0.01660259,0.98174274,0.0014167664
94239-04-0,0.23968536,0.2927378,0.31290996,0.15466689
1929-82-4,0.0003043905,0.006506415,0.99278706,0.00040210117
24382-04-5,0.115780376,0.17452826,0.68589836,0.023793055
928-53-0,0.0059283804,0.9297705,0.064247504,5.361673e-05
76-44-8,0.0063400404,0.18660723,0.8045954,0.0024572753
3186-23-0,0.45831344,0.18847936,0.14285004,0.2103572
5836-04-4,0.92809993,0.05838269,0.005746749,0.007770659
73826-58-1,0.0006187273,0.00044118697,0.0162231,0.98271704
87-02-5,0.00013147393,0.004284682,0.23289177,0.7626921
118-33-2,1.0894012e-05,0.00011823156,0.00043117255,0.99943966
129-79-3,0.16411002,0.029002404,0.094673246,0.71221435
1154-59-2,0.0049477047,0.03827219,0.8177619,0.13901825
6013-05-4,0.00010586354,0.052088514,0.94453067,0.0032749898
52479-85-3,0.0006537449,0.00031077515,0.9883986,0.0106369015
84087-01-4,0.0042278385,0.014014324,0.9599565,0.021801313
97-51-8,0.00042815748,0.009071734,0.98913515,0.0013649432
6361-21-3,0.00033191586,0.0045964043,0.9887755,0.0062962063
95-01-2,0.0002794209,0.0027226012,0.9955472,0.0014508399
183208-35-7,0.0076741907,0.17841062,0.8127196,0.001195616
27896-84-0,0.0007344487,0.007182201,0.9884366,0.0036468399
20856-57-9,0.00037961273,0.040124524,0.94314206,0.016353777
227197-72-0,0.0017147465,0.05364852,0.94445896,0.0001777276
17200-29-2,0.00030849982,0.0018466844,0.9977543,9.05471e-05
3671-61-2,0.9145733,0.07629985,0.0089280885,0.00019872747
31643-49-9,0.05363551,0.12877052,0.81385446,0.0037394962
939-80-0,0.00057097146,0.0344254,0.964626,0.00037759537
6574-99-8,0.00040131062,0.012741742,0.98517287,0.0016840759
17420-30-3,5.8162932e-05,0.0009060055,0.9985227,0.00051314366
16588-02-6,0.0008666755,0.0011750468,0.9978296,0.00012870383
23651-95-8,0.00022946652,0.0045381216,0.95078814,0.04444426
19694-10-1,0.00011009528,0.0041620694,0.9913449,0.0043828837
2840-28-0,6.3629916e-05,0.002229769,0.9885949,0.009111715
89426-89-1,0.6183085,0.29749882,0.07117125,0.013021473
16588-06-0,6.33776e-05,0.016637862,0.98212,0.0011788248
96-99-1,0.00026731828,0.006744822,0.9673931,0.02559475
2250-53-5,0.07192604,0.15488122,0.7680248,0.0051679513
49860-08-4,0.00054526696,0.0019821727,0.93523186,0.062240664
70-10-0,9.3038434e-05,0.0061801635,0.9936625,6.429556e-05
77668-43-0,0.00022400825,0.7415752,0.25716126,0.0010395895
89-75-8,5.0091774e-05,0.00025687143,0.9994809,0.00021214309
84504-69-8,0.00017078147,0.043114856,0.95554835,0.0011660166
399-69-9,0.96585655,0.032545634,0.0014302518,0.00016761698
121-17-5,0.02738218,0.053640332,0.9058832,0.013094286
328-84-7,0.0007792682,0.0010558763,0.99207765,0.0060871826
13014-24-9,8.192584e-06,0.0009746602,0.9978441,0.0011730444
118-83-2,0.015988527,0.01398483,0.9687111,0.0013156019
320-60-5,0.0012828067,0.0045043314,0.9894001,0.0048127826
13014-18-1,6.2124764e-06,0.00021272701,0.9995192,0.00026187563
5307-14-2,0.00033177665,0.016021516,0.97995687,0.0036898102
5131-58-8,3.791362e-05,0.0025927462,0.9966634,0.00070588704
137-09-7,0.0022416161,0.012243124,0.98538,0.0001352829
61988-37-2,0.009450304,0.9193838,0.0468258,0.024340091
88-63-1,0.00015293961,0.0053058546,0.3527004,0.64184076
3671-66-7,0.9651334,0.032723922,0.0017653619,0.00037729208
14733-77-8,0.00087814487,0.016282504,0.9785317,0.0043076114
119-34-6,7.037548e-05,0.0015178383,0.9976119,0.0007998629
364-76-1,0.0037455729,0.05415154,0.9393087,0.0027941945
635-22-3,0.00062614563,0.2623368,0.27128384,0.4657533
3863-11-4,0.00070254324,0.0025993197,0.99635565,0.00034246047
7474-78-4,0.00013724202,0.00042271588,0.9523747,0.047065303
95-76-1,0.000108087304,0.0021902737,0.9976767,2.5018982e-05
97-02-9,0.0143986065,0.16427001,0.8008573,0.02047403
121-88-0,0.00015468347,0.00043210326,0.99819845,0.0012148368
99-57-0,5.9268023e-05,0.00022326088,0.9993362,0.00038123614
121-87-9,0.00061985006,0.016251288,0.980375,0.0027538317
6283-25-6,0.00033440682,0.07103886,0.008207166,0.9204195
89-63-4,0.0007565687,0.8270741,0.16275531,0.009414011
95-85-2,0.0076722414,0.147122,0.84475994,0.00044583587
367-25-9,0.009802854,0.9275785,0.06190121,0.00071744074
554-00-7,0.0001050502,0.0002821041,0.99943036,0.00018244502
95-82-9,0.0006391465,0.00072280306,0.99851424,0.00012382629
93-84-5,0.004723588,0.009551543,0.97718245,0.008542471
2327-02-8,8.528428e-05,0.00029998945,0.99901414,0.000600519
31225-17-9,0.00236914,0.0045203045,0.98666745,0.0064431783
327-19-5,0.9991953,0.0004816667,0.00026438152,5.8709746e-05
89426-90-4,0.893512,0.08285288,0.02290652,0.0007285847
3671-47-4,0.9841044,0.010006547,0.005768907,0.0001201356
89426-91-5,0.1544419,0.71396184,0.10021466,0.031381607
656-49-5,0.9978257,0.0011294802,0.0009785207,6.6267545e-05
3765-86-4,0.9680678,0.03167579,0.0001952379,6.107664e-05
19932-84-4,9.775591e-06,3.7498015e-05,0.99993765,1.5090452e-05
22876-19-3,0.00031109006,0.0015343451,0.9981115,4.3042648e-05
14733-73-4,0.00024963295,0.00022632717,0.99946994,5.4081218e-05
64037-16-7,0.0002875283,0.027747827,0.9538244,0.018140238
1744-22-5,0.11341757,0.23214835,0.50239897,0.15203513
1682-39-9,0.00086544553,0.14354196,0.8544318,0.0011608402
52112-68-2,9.6405274e-05,0.032676585,0.96719867,2.8340668e-05
61-80-3,5.9176196e-05,0.9767567,0.02316188,2.222314e-05
64037-13-4,0.018266771,0.20089884,0.77858615,0.0022482206
51-28-5,0.69914114,0.18392633,0.11425784,0.002674652
619-08-9,0.0020983408,0.0408716,0.95597,0.0010600839
99-54-7,0.0009445146,0.9562706,0.039495513,0.0032894034
611-07-4,0.002412115,0.09164247,0.9044246,0.0015207514
611-06-3,8.1663646e-05,0.009652121,0.99002993,0.00023626305
89-61-2,3.7057478e-05,0.9916984,0.008192798,7.171206e-05
95-88-5,0.024634967,0.7820115,0.19225986,0.0010936778
4991-65-5,0.0061617936,0.017650628,0.9760198,0.00016783501
120-83-2,0.00021541546,0.022516418,0.9772465,2.1599011e-05
583-78-8,0.66592985,0.07087238,0.26304394,0.00015380606
348-57-2,0.039758883,0.039455447,0.91383404,0.006951595
671-95-4,0.00115108,0.0029188083,0.3839976,0.6119325
120-82-1,0.00010916418,0.009851,0.9896477,0.00039220892
65235-63-4,0.0038434751,0.0048871827,0.49385586,0.4974135
3862-73-5,0.1258595,0.20246522,0.65456754,0.017107729
6609-39-8,0.99837,0.001235471,0.0003834122,1.1165915e-05
89426-94-8,0.99943024,0.00038247858,0.00017877224,8.479638e-06
14689-58-8,0.99714154,0.0017782946,0.0010625855,1.7563569e-05
89427-11-2,0.9992391,0.0004761305,0.0002757385,9.013981e-06
3238-40-2,0.00056273857,0.003988911,0.4961507,0.4992977
3401-80-7,0.0014143481,0.1429723,0.839977,0.015636269
4228-89-1,0.9991968,0.00041186277,0.00037289606,1.841382e-05
634-66-2,0.00011097848,0.0007805281,0.99794143,0.0011670794
84487-03-6,0.0022348196,0.1677041,0.76437575,0.06568529
1702-17-6,0.0020080872,0.024631254,0.9608541,0.012506522
108-31-6,0.020289699,0.084098116,0.67292804,0.22268413
66-22-8,0.0140060885,0.047965948,0.25153577,0.6864922
