CASRN,LD50_xgboost_ecfp6bits
1492-02-0,0.9014528
107534-96-3,0.80740595
75-64-9,0.9212539
59227-74-6,0.22628361
4620-70-6,1.3291236
87787-67-5,1.1487716
42200-33-9,0.28140277
27912-14-7,0.79984736
51781-21-6,0.07202301
23093-74-5,0.5923304
38363-40-5,0.51624185
35108-88-4,0.6316217
54247-25-5,0.51022154
26921-17-5,0.69887877
68377-91-3,0.5517269
18559-94-9,0.51516384
54240-36-7,0.12760612
21898-19-1,0.6176747
56776-01-3,0.5632732
79645-08-2,0.75398844
60559-94-6,0.11822955
57982-78-2,0.47311434
2160-93-2,1.4197546
112226-61-6,0.4292234
75-65-0,1.1547017
7665-72-7,1.1669037
1663-39-4,0.9333927
398489-26-4,0.8847488
75-91-2,1.2365648
614-45-9,1.159993
75-66-1,1.0295123
4098-71-9,0.5365654
7027-11-4,0.2767106
21280-29-5,-0.15293348
1740-15-4,0.43040302
76-29-9,0.09530533
79-93-6,0.781022
58-18-4,0.3149397
116-06-3,-1.7407763
1646-87-3,-1.0019753
1646-88-4,-1.7183526
16146-62-6,-0.7460827
4790-92-5,-1.0645853
16655-82-6,-0.9581216
66637-25-0,-2.344589
106358-92-3,-2.070134
16709-30-1,-1.115799
59375-53-0,-2.2087128
59375-61-0,-2.7025442
22781-23-3,-0.7730222
59375-67-6,-1.4482163
106231-36-1,-0.39556897
71108-14-0,-0.44189373
1249-84-9,0.23975143
69784-42-5,-0.6813456
122-15-6,-0.19858406
4757-55-5,0.22676241
92320-57-5,0.42188582
54504-70-0,0.5562339
3648-36-0,-0.38499203
75096-86-5,-0.7940428
50539-80-5,-1.1510073
62382-23-4,-0.90300804
32891-29-5,0.09948865
50539-66-7,-1.0529523
50802-69-2,-1.1645527
50673-10-4,-1.1146986
50673-11-5,-1.3238555
50539-76-9,-0.40524262
37430-50-5,-1.0042554
127-48-0,0.77937603
71108-21-9,-1.6783082
22198-93-2,0.8217276
123886-70-4,0.12141161
123886-68-0,0.1945763
123886-69-1,0.21792805
111038-47-2,0.29079226
15440-46-7,0.60222584
123886-65-7,0.20615695
57897-49-1,-0.049683664
123886-62-4,0.6477342
31652-69-4,0.44090047
1646-75-9,0.5108637
71868-10-5,0.39322132
25841-41-2,1.0643857
3680-05-5,1.1971577
25841-38-7,1.091088
25841-43-4,1.125165
163000-63-3,0.85209274
17557-23-2,0.85314023
1471-52-9,1.1258558
1755-97-1,0.7852959
10232-92-5,0.6088337
6362-80-7,0.82615256
2654-58-2,0.57388234
81777-89-1,0.4207021
1955-45-9,0.68321216
10389-72-7,0.6188426
36981-93-8,0.552769
51200-87-4,1.0282707
15214-89-8,0.6945526
24458-48-8,0.6739045
543-39-5,1.0798644
103-05-9,0.76770425
100-86-7,0.87356025
1320-94-1,0.8882632
50539-73-6,-1.007451
50539-74-7,-1.0333812
99599-74-3,0.12333045
99599-78-7,0.21917014
558-30-5,0.9390348
2978-58-7,0.6447361
32889-48-8,-0.09187153
115-19-5,1.095111
564-94-3,0.62131464
127-91-3,0.82960546
22431-62-5,0.4016529
58769-20-3,-0.0099593215
52645-53-1,0.25713867
75867-00-4,-0.15260886
68359-37-5,-0.77800065
80803-92-5,-0.121067055
73611-02-6,0.647406
128148-93-6,0.1957329
15440-48-9,0.9971913
4697-14-7,0.16032863
35531-88-5,0.503594
599-64-4,0.8863811
2444-90-8,1.0231295
13080-86-9,0.827198
2089-46-5,0.3455325
79-95-8,0.5460602
54-36-4,0.9581567
826-54-0,0.7879524
832088-68-3,0.10590698
63612-50-0,0.19195114
6440-58-0,0.6516933
118-52-5,0.6897363
126-06-7,0.401787
16079-88-2,0.5094281
7473-98-5,0.96348596
106797-53-9,1.1170607
80-15-9,0.90469295
24201-58-9,0.9803865
41859-67-0,0.69515944
3771-19-5,0.49700496
42017-89-0,0.72169626
21550-30-1,0.83405805
63979-37-3,0.65063864
64118-86-1,0.1908038
121776-33-8,0.5174991
63883-18-1,-0.19796738
4362-40-7,0.365823
53-10-1,0.537886
2181-04-6,0.3992292
6000-74-4,1.3303056
29069-24-7,-0.11765703
20231-45-2,0.64818287
20417-82-7,-1.7382187
20417-84-9,-1.3984632
154619-58-6,-1.2278821
562-09-4,0.35559234
154619-91-7,-1.1883266
154619-64-4,-1.1900606
154619-56-4,-1.0942538
154619-66-6,-1.249558
72150-17-5,0.20534807
14641-96-4,0.4948055
518-20-7,-0.0033386024
3032-55-1,0.7879808
822-48-0,0.41799742
115-69-5,1.1590625
3692-18-0,0.7072911
2018-45-3,0.8976973
52205-73-9,-0.09303004
6147-37-1,0.41417766
1899-36-1,0.6289702
3175-23-3,0.71692187
50471-44-8,0.7062484
2033-94-5,1.0426711
11034-31-4,0.4325727
80-06-8,0.82937163
72420-38-3,0.69218445
127-20-8,1.0663807
136-25-4,0.779582
71-55-6,0.8556342
3688-85-5,0.65182817
1754-58-1,-0.29507586
561-41-1,0.32895768
23135-22-0,-1.0836867
76963-41-2,0.108082265
23422-53-9,-0.8205986
50335-55-2,0.26913747
3311-54-4,-0.05256953
23504-07-6,-0.5590639
17289-49-5,0.69960624
13256-32-1,-0.045277435
6884-59-9,-0.041054983
86360-33-0,0.14264216
49701-24-8,0.7562666
1113-02-6,-0.64366907
18278-44-9,-0.72113895
3344-11-4,-0.75433564
18188-17-5,-0.09593292
54708-68-8,0.637121
15037-58-8,0.061173506
20253-72-9,-0.56047225
16637-86-8,-0.23080194
16960-40-0,-0.92519397
1421-68-7,0.59007066
1225-55-4,0.54752004
10262-69-8,0.35631046
60070-44-2,0.4857805
60763-63-5,0.51922864
6291-84-5,0.7880691
693-05-0,0.91902345
54910-89-3,0.40766132
109-83-1,1.2996379
13055-76-0,0.29988557
25756-29-0,0.83491933
14489-75-9,0.71123016
10085-81-1,0.3631416
123-39-7,0.9805681
100-60-7,0.94207525
58-25-3,0.26290336
6330-25-2,0.78548795
100-61-8,0.6151517
1220-94-6,0.70161307
2475-46-9,0.8537285
60439-52-3,0.4915395
63906-81-0,0.3872785
284462-37-9,0.45946157
757251-39-1,0.64370465
882167-77-3,0.6493303
1674-62-0,0.28724265
598-52-7,-0.30664057
165252-70-0,0.46352047
6610-29-3,0.40269977
1966-58-1,0.295849
1943-79-9,-0.0029894682
13792-20-6,0.31664312
13792-24-0,0.029417375
3282-00-6,-0.39824706
7070-71-5,-0.5204564
6988-21-2,-0.36515695
6842-34-8,-0.6340506
63-25-2,-0.3910441
5721-72-2,-0.1699569
3279-46-7,-0.15129685
3942-54-9,-0.19223587
13792-21-7,-0.5797766
24031-96-7,-1.5633582
55391-34-9,-0.8063707
1631-64-7,-1.3203826
1867-66-9,0.51866144
7339-53-9,0.47174528
130365-37-6,-0.06659279
91893-37-7,-0.66839135
63991-43-5,0.5268885
51068-60-1,0.83191377
8004-87-3,-0.08710149
34544-12-2,0.10018442
66952-49-6,0.41880178
624-83-9,0.8382006
54266-55-6,-0.62915313
54266-44-3,-0.4589397
16033-21-9,0.5803221
40643-39-8,0.411777
40843-82-1,0.44162568
40643-36-5,0.24316466
152-16-9,-0.58204365
90-72-2,0.33341575
645-05-6,0.61498773
15112-89-7,0.70278084
548-62-9,0.29735264
6711-48-4,0.7065356
110-95-2,0.7388225
110-18-9,0.7666864
74758-19-3,0.43050262
132050-00-1,0.6809008
61-73-4,0.39032388
2782-91-4,0.5428573
5836-23-7,0.35773754
137-26-8,0.5185762
1031-47-6,0.3870162
115-26-4,-0.25983232
1703-48-6,0.40015677
75-50-3,0.7517229
60662-16-0,0.4503969
51235-04-2,0.65174717
3475-63-6,0.3124871
16339-14-3,0.2300681
437-74-1,0.64354914
157309-18-7,0.5195703
161559-34-8,-0.0118458625
58-08-2,0.52420086
5426-89-1,0.4117971
15876-67-2,-0.3036748
101-26-8,-0.7240271
114-80-7,-0.35020965
5373-42-2,0.054866936
50-62-4,0.5600766
35115-50-5,0.22658752
5974-09-4,0.36010104
56066-63-8,0.21715052
173159-57-4,0.74687546
52-85-7,-0.5597884
481-49-2,-0.377792
61-01-8,0.28733113
76579-52-7,0.43344465
54708-51-9,0.32346106
19937-59-8,0.7880523
35972-50-0,0.29924744
35967-28-3,0.25055575
116476-14-3,0.03269841
27848-84-6,-0.01617809
34661-75-1,0.25558966
1039-59-4,0.10543908
18995-99-8,-0.7128947
5310-55-4,0.1623251
109-55-7,0.6946051
10563-29-8,0.78106153
20064-38-4,0.08884397
303-70-8,0.5469123
303-49-1,0.42986044
53-60-1,0.41502953
24268-89-1,-0.048729338
50-53-3,0.31151843
1225-65-6,0.23300058
16398-39-3,-0.5625763
4755-59-3,0.3187879
3179-63-3,1.1628174
132-69-4,0.37317055
14286-84-1,0.37750527
4510-65-0,0.47032
113-59-7,0.17688882
1738-25-6,0.8163843
132-20-7,0.18439153
132-22-9,0.31865522
511-13-7,0.168445
2045-52-5,0.6095615
59-32-5,0.20867456
958-93-0,0.2756262
108-01-0,1.2214581
13877-99-1,0.34832504
518-63-8,0.29879674
1176-08-5,0.6009461
26615-21-4,0.2593035
102207-77-2,0.24689008
2439-35-2,0.47816268
71-79-4,0.4190688
4584-46-7,-0.76042175
16607-80-0,0.80547315
103-83-3,0.54557043
21140-37-4,0.03042272
102410-20-8,-0.11344276
55363-08-1,0.29555455
2407-68-3,0.22136664
5376-09-0,0.46190125
68-12-2,0.81716377
1467-79-4,0.4004698
72575-46-3,0.1601238
2585-36-6,0.07944553
17606-31-4,0.4468968
64-73-3,-0.04650839
2013-58-3,-0.12884195
789-37-7,0.23235123
6434-38-4,-1.9502965
59721-29-8,0.4225758
121-69-7,0.43690628
838-95-9,0.6788645
60045-43-4,0.080571204
60-11-7,0.6778409
547-58-0,0.8813981
20691-84-3,0.75694895
17576-88-4,0.38644668
140-56-7,0.35817534
5882-48-4,0.417707
7152-80-9,0.08216498
1122-58-3,0.30944818
100924-68-3,0.32756776
28743-45-5,0.30676726
2680-03-7,0.5221618
74957-49-6,0.3336161
957-51-7,0.40976593
89427-43-0,-1.6502125
195252-02-9,0.015057783
1778-08-1,0.59308493
63887-52-5,0.27988216
85815-37-8,0.10565039
52777-92-1,0.4517955
106900-12-3,0.24083263
1609-06-9,0.32724014
1115-70-4,0.70368785
28805-78-9,0.8479532
101-42-8,0.8256425
1982-47-4,0.6637794
150-68-5,0.89685345
2164-17-2,0.5258749
27954-37-6,0.50206
33439-45-1,0.6267523
3134-12-1,0.40751594
21709-44-4,-0.32806066
1016-46-2,0.10817784
89427-20-3,-1.0173668
25900-68-9,0.096031554
62850-32-2,0.33775777
79-44-7,0.6312279
3226-36-6,0.47538063
31848-11-0,0.18156323
1596-84-5,0.7280774
7227-91-0,0.34682748
7203-95-4,-0.0011439222
33330-91-5,0.3163115
7227-92-1,0.21838483
7203-90-9,0.29175848
7239-21-6,0.13338502
23456-93-1,0.29559898
36120-57-7,0.20279057
19992-69-9,0.044182923
33330-89-1,0.14669798
4342-03-4,-0.0010720764
62-75-9,0.1986577
63886-55-5,-0.8427343
22850-19-7,-0.38923097
99300-64-8,-0.2144121
91893-64-0,-0.63153553
91893-26-4,-0.18986447
85977-49-7,-0.4793591
36014-72-9,-1.4909271
1085-98-9,0.5838048
13360-57-1,0.5842797
533-74-4,0.5679879
13863-31-5,0.85896754
7226-23-5,0.42657045
80-73-9,0.7732384
13256-12-7,0.30389926
83-67-0,0.25390664
81995-79-1,0.15506732
107007-99-8,0.27443004
81996-52-3,0.39405185
87798-85-4,0.26994824
79712-52-0,0.33666474
519-37-9,0.9077718
79712-53-1,0.5046534
69975-86-6,0.59420973
652-37-9,0.43259874
7601-87-8,0.47130278
68789-89-9,-0.61653143
43222-48-6,0.045893446
89805-39-0,0.28800023
128-62-1,0.0393985
29173-31-7,-1.0606961
115-37-7,-0.2628551
3176-03-2,-0.62154716
64951-25-3,0.13332939
14419-01-3,0.5041302
24141-01-3,0.23742256
69353-21-5,-0.1908763
63-75-2,0.76687986
139886-04-7,0.20955981
39885-14-8,0.22110471
66794-74-9,0.48666477
14759-04-7,0.37353036
22958-08-3,-0.0555696
5965-13-9,-0.21408041
125-29-1,-0.09805884
52-28-8,0.117480785
3688-66-2,-0.16128285
56796-39-5,-0.29148802
1746-81-2,0.6624964
330-55-2,0.8345984
13360-45-7,0.44220832
5588-33-0,0.46647444
23903-11-9,0.5398731
1555-58-4,0.8721434
1229-69-2,0.40077373
86-12-4,0.37521574
53-89-4,0.6492607
132-18-3,0.3984784
1057-81-4,0.38583407
57081-55-7,0.4573212
29075-61-4,0.07253481
15574-96-6,0.11943927
34580-14-8,0.16460185
969-33-5,0.2607651
60086-22-8,0.04075415
78104-11-7,0.057679243
72468-85-0,0.30592045
440-17-5,-0.40075013
24632-48-2,0.2489286
56217-90-4,-0.18052611
29868-97-1,0.22006913
33354-22-2,0.37991208
57342-05-9,-0.3466655
24140-98-5,0.017637024
22487-46-3,0.2951156
106017-08-7,0.24614511
1977-11-3,0.41558003
5786-21-0,0.07947137
1977-10-2,0.1660167
14052-80-3,0.4526283
16339-07-4,0.5949962
63905-05-5,-0.37211132
55-86-7,-0.38163882
17780-75-5,0.30402425
1553-34-0,0.05018815
2975-36-2,0.27831328
1982-37-2,0.40218166
31139-87-4,0.5760745
23327-57-3,0.53690886
306-07-0,0.36452204
150433-14-0,0.4361874
24600-36-0,-0.097436905
5060-56-0,0.2153123
19974-69-7,0.4035544
22952-87-0,-0.20905322
54-11-5,0.5368095
60634-70-0,0.5475216
54301-19-8,-0.34562162
32033-21-9,0.45445237
74627-35-3,-0.5609201
51473-23-5,0.07683501
24381-37-1,0.3882742
125-52-0,0.21690525
872-50-4,0.7632331
93-90-3,0.78314006
6232-56-0,0.21091343
88475-55-2,0.41955918
2079-00-7,0.09124977
27942-00-3,0.7522652
59-05-2,-0.24867359
68787-95-1,0.030414686
21820-82-6,0.36179793
153719-23-4,0.23643857
63906-70-7,0.6840235
3655-88-7,0.44669184
51026-28-9,0.86800176
13256-11-6,0.41272998
16339-16-5,-0.6742631
46948-72-5,0.5672033
4960-47-8,-0.07770117
77639-70-4,0.3936538
132907-72-3,0.508754
60-56-0,0.5410814
446-86-6,0.040821187
7560-83-0,0.6254291
132-17-2,0.41698012
2169-75-7,0.2241739
51-55-8,0.59018815
80-77-3,0.5737699
5571-97-1,0.42714864
13131-19-6,0.63279915
5432-28-0,0.46734968
64057-88-1,0.4945443
63716-37-0,0.29917705
3543-75-7,-0.43741712
80845-35-8,0.1027027
7492-29-7,0.33142927
2011-67-8,0.45053023
1622-62-4,0.460043
3900-31-0,0.6089517
5903-13-9,-0.40053996
74859-42-0,0.22468734
63744-49-0,0.5424654
13993-65-2,0.5778499
124824-14-2,0.37432784
84542-20-1,-2.0572636
84529-63-5,-1.4592143
84529-59-9,-2.1698267
64037-23-6,0.42998192
1740-11-0,-0.5167714
63755-05-5,0.77671754
20354-26-1,0.30169877
614-00-6,0.41810584
7431-19-8,0.39856642
99-80-9,0.3156857
69781-06-2,0.57710344
16219-99-1,0.008908473
69658-91-9,0.37121537
25505-98-0,0.40221786
684-93-5,0.3388526
70-25-7,0.28640035
13860-69-0,0.14825235
1084-23-7,0.44754162
2682-20-4,0.8428995
631-93-6,0.43062192
34042-85-8,0.21220422
59804-37-4,0.34629318
123277-33-8,-0.017250402
90101-16-9,0.42350212
39794-99-5,0.027864221
535-83-1,0.81383145
2447-54-3,0.52971834
14901-08-7,1.2349355
75-52-5,0.7769859
1420-40-2,0.6306637
60-26-4,0.30087686
69-27-2,0.2346983
13254-33-6,0.60540736
32765-81-4,0.112736106
44992-01-0,0.20640297
51-83-2,0.8659289
987-78-0,0.3838135
999-81-5,-0.31387514
2758-06-7,0.40150633
5110-69-0,0.24125542
6645-46-1,0.84419984
56-93-9,0.64937776
35035-05-3,0.3131449
15302-91-7,0.9192826
62-97-5,0.5407225
596-51-0,0.49715567
561-43-3,0.7209184
13025-69-9,-0.34980318
14652-09-6,-0.02665868
4317-14-0,0.69406605
2747-31-1,0.5536634
3688-65-1,-0.19974163
15351-05-0,0.39758256
30817-43-7,0.54104006
4269-88-9,0.20550348
144-12-7,0.35579568
21216-78-4,0.6550077
35425-83-3,0.61421204
71731-58-3,0.5904354
7529-22-8,1.0630132
302-70-5,0.11841794
101670-74-0,-0.67311007
63516-07-4,-0.6660463
63869-28-3,-0.38460132
24815-24-5,-0.41344243
50-55-5,-0.18914059
1062-48-2,0.74939674
122185-09-5,1.0326687
1178-29-6,-0.025584258
6429-04-5,-0.77159214
81182-04-9,-0.08628358
4880-82-4,0.13676721
6879-02-3,0.35231543
122-10-1,-1.0958526
1795-58-0,-0.122257516
3700-89-8,0.24383503
76541-72-5,-0.6107912
690-49-3,-0.2562057
3383-96-8,-1.0610598
3356-57-8,-0.71075535
1174-83-0,-0.8442448
2782-70-9,-0.40655458
5930-71-2,-0.31216228
37894-46-5,0.45191833
1067-53-4,1.0463034
53808-87-0,0.8120612
58306-30-2,0.5842727
919-76-6,-0.3610831
751-73-5,-0.15879142
35543-24-9,0.49793404
41716-93-2,0.48032084
26328-04-1,0.6552902
82697-76-5,0.20839995
635-41-6,0.7090706
35619-65-9,0.5267954
5914-66-9,0.5207184
1532-12-3,0.6890509
102324-40-3,0.1341979
101477-54-7,0.30403537
2778-04-3,-0.5783855
15037-64-6,0.28006604
3581-11-1,-0.3810884
950-37-8,-0.8007036
2487-90-3,1.121085
1760-24-3,0.9809905
15396-00-6,0.9298131
2996-92-1,0.81388146
121-45-9,1.0998839
512-56-1,-0.56220555
3069-29-2,1.0131083
17865-32-6,0.9587037
3027-21-2,0.6551335
2587-90-8,-0.93357867
4752-35-6,-0.68282235
54473-43-7,-0.31084228
3254-63-5,-1.2233909
3070-16-4,-0.762784
152-20-5,-0.49473822
2953-29-9,-0.25562063
6504-77-4,0.3577633
110-71-4,1.1486453
111-96-6,1.188979
143-24-8,1.16979
71850-03-8,1.3381954
10232-93-6,1.2132999
117-82-8,1.2393228
3753-18-2,0.87491745
109-87-5,1.1494172
34758-84-4,0.5185495
1125-88-8,0.8961426
20627-73-0,0.49549893
81098-60-4,-0.24704564
77402-03-0,0.9766532
1830-54-2,1.1349525
108-59-8,0.9265819
111753-73-2,0.79541653
78967-07-4,0.24913716
101-70-2,0.81489736
150-78-7,0.9092815
27318-87-2,0.8687663
89-39-4,0.77929235
2735-04-8,0.84298056
5355-16-8,0.85243976
7306-46-9,0.68614423
110488-70-5,0.16693434
119-90-4,0.689393
89427-14-5,-1.2517766
2586-57-4,1.1406903
458-37-7,0.74601173
91-10-1,0.83555734
23158-25-0,0.48416457
70024-40-7,0.58942354
19237-84-4,0.44801807
64951-27-5,0.6006159
357-57-3,-0.90496737
89427-13-4,-0.8371485
6294-52-6,0.2364874
40553-78-4,0.43033996
31848-02-9,0.4163568
13223-43-3,0.5812714
138786-67-1,0.05231877
606-45-1,0.9884259
94-60-0,1.0622938
133-47-1,1.1432374
56141-00-5,0.5910309
89427-46-3,-1.2646629
4336-19-0,1.0785149
1459-93-4,0.9562124
13290-96-5,0.53674597
131-11-3,1.1601677
173584-44-6,-0.09824718
96753-93-4,0.41991937
616-38-6,1.1583447
4525-33-1,1.2369493
6843-66-9,0.88214177
20120-33-6,0.55969626
52-68-6,0.2771476
74940-61-7,0.2970439
37565-85-8,0.23342498
813-84-3,-0.3655399
17321-47-0,0.20878135
597-25-1,0.20928007
42136-28-7,-0.1881857
950-35-6,-1.5260416
2255-15-4,-0.45913652
2274-67-1,0.26860234
2274-69-3,-0.34968606
13104-21-7,-0.3511276
23560-59-0,-0.96642673
52899-13-5,-0.43976748
5598-52-7,-0.58240944
64050-54-0,-0.37264848
1886-01-7,-0.677625
3735-33-9,-0.7331354
3820-53-9,-0.44241437
3309-87-3,-0.4173663
50915-31-6,0.2015813
298-00-0,-1.0590775
363-97-3,-0.27707034
5826-76-6,0.08090741
500-28-7,-0.161155
50590-01-7,-0.19555044
63981-11-3,0.38947228
2104-96-3,-0.13467886
18181-70-9,0.21002255
5598-13-0,0.2665728
756-80-9,0.12377423
32357-99-6,-0.39903197
3692-87-3,-0.009997949
42565-17-3,-0.58676773
78-57-9,-0.52860904
144-41-2,0.22587928
1113-01-5,0.123968415
58995-44-1,-0.65834385
22439-39-0,-1.2584805
51356-18-4,-1.2299204
51442-09-2,-0.3199225
86-50-0,-0.9207782
18722-80-0,-0.32486883
64050-59-5,-0.6214893
64050-57-3,-0.51006854
3735-23-7,-0.42387244
6436-04-0,-0.26352534
41219-30-1,-0.055066966
10312-19-3,-0.94786394
63716-52-9,-0.18693352
5114-31-8,-0.4066013
2524-03-0,0.32481062
2667-49-4,0.054855302
22243-91-0,-0.8914431
2984-68-1,-0.4234693
22608-53-3,-0.43977848
77173-43-4,-0.5725469
10265-92-6,-0.2114871
29809-48-1,-0.618051
54473-30-2,-0.6109556
54473-41-5,-0.3924679
41495-66-3,-0.25965494
87359-33-9,0.026511865
66-27-3,0.89088094
5332-73-0,0.99006397
1589-49-7,1.4621623
110-67-8,1.2157823
54778-70-0,0.5104002
4634-47-3,-1.5741619
109-86-4,1.4518164
111-77-3,1.461744
112-35-6,1.4817606
1663-35-0,1.3240242
3459-20-9,0.78396475
339-44-6,0.8501901
3121-61-7,0.8704767
35702-75-1,0.76894546
13551-87-6,0.9088585
625-45-6,1.1875536
4484-61-1,0.5011446
107-30-2,0.5846671
107-25-5,1.1880796
107-31-3,1.1795913
1328-90-1,0.2400089
86803-90-9,0.7615061
36061-95-7,0.47423244
58994-96-0,-0.5732372
9000-38-8,0.42198297
111-81-9,0.97533643
2935-90-2,1.1783712
3395-91-3,-0.05207191
14352-61-5,1.1225408
101-41-7,0.8896692
2876-78-0,0.86866766
65463-19-6,0.4619788
1929-87-9,1.0469687
453-18-9,-0.6832514
100-66-3,0.90198326
140-67-0,0.8032373
60045-41-2,0.56944937
123-11-5,1.00653
130198-05-9,0.22804715
53036-61-6,0.25208232
157173-60-9,0.11472391
5863-35-4,0.53616875
611-94-9,0.9756528
58955-83-2,0.5634915
72432-10-1,0.50316083
12771-68-5,0.71814036
104-94-9,0.70148444
332-35-4,-0.6676997
20172-02-5,0.76585245
100-17-4,0.87527776
150-76-5,0.9823287
1078-19-9,0.58558327
1847-63-8,0.17366856
150-19-6,0.87883145
28534-37-4,1.026564
64037-14-5,0.6892933
96-96-8,0.8045773
131-57-7,0.9842936
531-59-9,0.87363034
13244-33-2,1.2870222
63638-90-4,0.2662282
18179-67-4,1.1068987
61361-61-3,-0.19462411
56538-01-3,-0.59135437
61361-58-8,-0.6652511
66839-98-3,-0.5429658
17854-59-0,-0.06394977
64380-46-7,0.70208144
135-02-4,0.79747385
80834-78-2,0.21659927
80834-75-9,-0.18864492
3562-99-0,0.89877367
313-67-7,0.45835638
108828-56-4,0.636365
32828-81-2,0.58215547
3641-50-7,0.7652573
90-04-0,0.8383024
99-59-2,0.8022821
55232-80-9,0.15322195
80834-64-6,0.12930451
76487-32-6,0.34554043
21580-07-4,0.16813183
80834-66-8,0.13709666
91-23-6,0.8115035
537-73-5,1.0698663
93-14-1,0.9356728
70-07-5,0.7641431
21492-45-5,0.04211617
7217-59-6,0.71419483
5345-54-0,0.55546206
4920-79-0,0.5528782
4698-11-7,0.5911135
57645-49-5,-0.07796738
5307-02-8,0.552439
32861-85-1,0.7714089
97-53-0,0.8127711
19272-90-3,0.65666914
121-33-5,0.9026337
92-61-5,0.8036965
73698-58-5,0.57863843
10031-96-6,0.8926419
73698-63-2,0.60688233
4065-45-6,1.073079
1162-65-8,0.50560164
10048-13-2,0.14354734
2872-48-2,0.7989811
607-91-0,0.18302277
73698-64-3,0.62683195
219715-34-1,0.44481564
114834-06-9,0.6314379
80-35-3,0.89686173
30578-37-1,0.7001649
96-33-3,0.92873085
14437-17-3,0.70832723
144077-07-6,0.20349693
2307-49-5,0.67068034
89427-02-1,-0.8599882
57057-83-7,0.26387408
2539-17-5,0.44225606
298-81-7,0.83874184
89427-39-4,-1.4324099
2438-88-2,0.69674486
219715-41-0,0.44144848
137-05-3,0.7372615
80-63-7,0.7763632
93-58-3,1.014545
134-20-3,1.07048
42576-02-3,0.9276815
6307-82-0,0.8023474
611-13-2,0.8224333
15206-55-0,0.9266143
360-53-2,0.63041055
2536-31-4,0.5863997
29427-58-5,1.0895302
142469-14-5,0.48762828
176972-62-6,0.32098046
1918-18-9,0.6562446
31431-39-7,0.3344547
28559-00-4,0.55799264
6804-07-5,0.19925427
13589-15-6,-0.48202756
79-22-1,0.69899637
25991-93-9,-0.22326556
425-87-6,1.0968302
76-38-0,1.074314
139886-03-6,0.52255344
88283-41-4,0.5747488
55268-75-2,0.36935982
598-58-3,0.9844847
21609-90-5,0.010715314
2591-66-4,-0.23816714
3811-49-2,0.16566047
2523-94-6,0.12189044
10497-05-9,0.20426649
556-67-2,0.9193206
999-97-3,0.7652891
1000-70-0,0.6816811
1009-93-4,0.68691486
5683-30-7,1.3178788
2345-38-2,1.1656955
2374-14-3,0.69011277
42959-18-2,1.0061938
75-78-5,0.752387
85509-19-9,0.34129348
675-62-7,0.65459377
75-79-6,0.83491224
676-83-5,0.45039746
1787-44-6,0.47276947
35691-25-9,-0.75306714
1511-67-7,0.13096508
7526-26-3,0.23902866
3954-73-2,-0.6732459
740-20-5,-0.8049565
2665-30-7,-0.9725182
5188-07-8,1.0382056
816-80-8,0.6403107
624-92-0,0.5121818
3268-49-3,0.8910908
17773-41-0,0.38263333
63-68-3,0.75634193
583-91-5,0.8766362
59021-03-3,0.61626166
100-68-5,0.5800274
123-09-1,0.5083792
7143-67-1,0.5282517
14527-26-5,0.40338728
67-68-5,1.0199661
934-73-6,0.46108073
473-51-8,0.6523828
2990-21-8,0.5847959
3112-85-4,0.8853059
3570-98-7,0.7076644
1222-57-7,0.7240234
14763-60-1,0.86483854
19016-29-6,-1.0230472
14008-44-7,0.22861032
13244-35-4,0.83056
2700-89-2,0.65327466
27603-25-4,0.48724246
51803-78-2,0.6703772
113296-13-2,0.2431114
22729-75-5,0.18392187
3687-13-6,0.5105651
53639-82-0,0.16098751
558-25-8,0.7512815
74-88-4,0.93255633
1025-15-6,0.3974125
2694-54-4,0.70615906
101-37-1,0.4793852
102-84-1,0.6847933
3524-68-3,1.0307659
72782-44-6,0.55478394
99-67-2,0.40866405
124-02-7,0.7472992
37764-25-3,0.40387106
16338-97-9,0.40904486
6294-79-7,0.18824324
15180-03-7,0.31771255
557-40-4,0.7172357
131-17-9,1.108068
142-22-3,0.5523564
2179-57-9,0.38153824
3917-15-5,1.0587472
106-99-0,0.7088728
110-26-9,1.0625669
13048-33-4,1.0523969
1070-70-8,0.90008676
17831-71-9,0.74394387
1680-21-3,0.78338295
4074-88-8,0.7954373
52408-42-1,1.0486265
4074-90-2,1.0433325
627-51-0,0.62574536
26750-50-5,0.84228957
77-77-0,0.8725199
126-99-8,0.21179037
112-38-9,1.0979342
591-80-0,1.0797327
39716-58-0,0.56694776
4255-24-7,0.5726378
300-57-2,0.85545075
302-34-1,0.30564356
10017-11-5,0.6711745
109-57-9,-0.45454866
19876-05-2,0.710302
13973-71-2,0.6480927
25646-22-4,-0.3141918
25646-24-6,-0.4170105
57-06-7,0.45130274
5834-97-9,0.7199373
152-02-3,-0.28840876
57-29-4,0.10900061
107-18-6,1.1419219
111-45-5,0.9323696
106-92-3,0.6785147
1838-59-1,0.8210557
35554-44-0,0.70345706
2705-87-5,0.6740532
13361-32-5,0.13717712
4728-82-9,0.6135081
1797-74-6,0.711347
14520-53-7,0.6496541
63887-17-2,0.6770507
22131-79-9,0.13478917
1866-31-5,0.90442747
27605-76-1,0.06995483
2937-50-0,0.28635496
3571-74-2,0.39487073
64057-58-5,0.015448456
106-95-6,0.12201916
556-56-9,0.70470333
107-02-8,0.8836466
107-13-1,0.31506425
100-40-3,0.6673209
