CASRN,EPA_xgboost_maccs-1,EPA_xgboost_maccs-2,EPA_xgboost_maccs-3,EPA_xgboost_maccs-4
80-09-1,0.03519886,0.038199384,0.66205025,0.2645515
80-51-3,0.024057161,0.34908122,0.26019174,0.36666983
80-33-1,0.05181348,0.122233614,0.65215,0.17380287
80-07-9,0.019857388,0.13203299,0.77471006,0.07339954
128-69-8,0.03526603,0.0893217,0.47503608,0.40037614
93-09-4,0.018233627,0.115731776,0.67627925,0.1897554
581-89-5,0.03217274,0.25509375,0.5999593,0.11277414
135-19-3,0.030953234,0.13530609,0.67095965,0.16278102
120-18-3,0.0074069425,0.07792354,0.5648447,0.3498248
480-22-8,0.024259562,0.15337285,0.5144845,0.30788308
14255-88-0,0.17411226,0.42469648,0.32761317,0.07357815
117-79-3,0.014578546,0.11011689,0.58527863,0.2900259
2464-37-1,0.08789499,0.14078532,0.49786216,0.2734575
63716-35-8,0.01636157,0.48161227,0.37360364,0.12842254
63716-36-9,0.030225676,0.41667062,0.414256,0.13884772
846-49-1,0.00788256,0.027750859,0.37536225,0.58900434
77-36-1,0.018599207,0.03938374,0.4488136,0.4932035
39062-72-1,0.014948479,0.28356388,0.47263837,0.22884932
88599-64-8,0.008005879,0.034096878,0.9302499,0.027647322
108935-06-4,0.008721668,0.03423785,0.9323537,0.024686772
35367-38-5,0.010053964,0.08138329,0.30549774,0.603065
4394-00-7,0.014850036,0.3856975,0.3992777,0.20017472
34580-63-7,0.0060430504,0.24605793,0.48833013,0.25956896
34580-77-3,0.013147225,0.19914384,0.5998076,0.18790132
5443-49-2,0.023868,0.18783231,0.71073145,0.07756829
58861-48-6,0.049512133,0.27032393,0.5872376,0.092926346
74697-32-8,0.011339012,0.055301666,0.16665222,0.7667071
553-26-4,0.022533005,0.23542103,0.4696452,0.2724008
22199-08-2,0.0028999508,0.042470433,0.78998995,0.16463964
81-83-4,0.013124243,0.10474896,0.589422,0.29270476
81-84-5,0.03138282,0.11258059,0.6033457,0.2526909
81-16-3,0.001143313,0.00992342,0.14448842,0.8444449
633-99-8,0.1483111,0.21140431,0.51848954,0.121795036
20749-68-2,0.014538236,0.36761403,0.48641208,0.13143565
128-67-6,0.03462551,0.07201367,0.55637133,0.33698952
2243-62-1,0.017087799,0.38247117,0.4774895,0.12295154
128-95-0,0.008290195,0.083472975,0.4636281,0.44460872
84-89-9,0.0032969855,0.026010348,0.27731913,0.69337356
3173-72-6,0.008653351,0.07268418,0.61335063,0.30531183
81-64-1,0.04929825,0.105764635,0.5247558,0.32018134
81-04-9,0.0055002165,0.038791988,0.6693278,0.28638002
120-72-9,0.047145363,0.30823633,0.53721255,0.10740575
41803-58-1,0.007806831,0.25264677,0.40434003,0.33520642
1698-60-8,0.0035031508,0.07526425,0.6406151,0.2806175
3042-84-0,0.004553865,0.089556985,0.76197064,0.14391854
1698-53-9,0.0041553588,0.09610797,0.6710568,0.22867987
51707-55-2,0.010353368,0.10350853,0.8264555,0.059682623
148-24-3,0.036883622,0.14787784,0.6383712,0.17686728
27022-50-0,0.14495718,0.36538678,0.30186856,0.1877875
100-52-7,0.018764278,0.08940636,0.80355144,0.088277906
25506-06-3,0.0072318786,0.08737135,0.66387504,0.24152173
6607-45-0,0.019473579,0.2045499,0.69662994,0.079346634
114833-91-9,0.01706322,0.5329399,0.41016588,0.039830975
13423-60-4,0.016001329,0.34152707,0.584839,0.05763263
16227-12-6,0.020867553,0.22231594,0.6837054,0.073111095
84-12-8,0.019324705,0.059720937,0.6120205,0.30893382
66501-16-4,0.018501488,0.14204413,0.72525805,0.11419632
2423-66-7,0.04047694,0.1549097,0.6009118,0.20370154
623-30-3,0.068183646,0.34575287,0.47979635,0.10626708
41407-89-0,0.0134706525,0.11966924,0.6624894,0.20437072
98-87-3,0.01883774,0.19782817,0.6916107,0.09172339
1086-02-8,0.031477373,0.3279336,0.39438805,0.2462009
56741-95-8,0.009440686,0.22079524,0.5008891,0.26887497
396-01-0,0.008036877,0.42306408,0.4721535,0.0967455
18039-42-4,0.014805807,0.36876684,0.57403594,0.042391382
89427-42-9,0.26392192,0.2737157,0.26702377,0.19533862
98-88-4,0.021694185,0.18618311,0.72176915,0.070353605
98-07-7,0.023471646,0.19838957,0.6472956,0.13084319
142-04-1,0.019238241,0.44194555,0.51074934,0.028066885
64-10-8,0.0110991625,0.09311168,0.80515206,0.090637095
103-85-5,0.49999994,0.27647427,0.21037729,0.0131484475
6635-73-0,0.48583472,0.269402,0.22966412,0.015099193
100-63-0,0.026447207,0.5873302,0.36758074,0.018641792
100-65-2,0.023576068,0.30447766,0.61109704,0.060849227
103-71-9,0.009464722,0.13820806,0.7351003,0.117226854
6685-76-3,0.04586868,0.43283075,0.5026872,0.01861333
17654-88-5,0.0137807485,0.38050163,0.48772013,0.1179975
98-95-3,0.03933074,0.2773388,0.6439522,0.039378256
350-57-2,0.056936417,0.16895935,0.5627381,0.21136612
3426-89-9,0.04068518,0.65268743,0.2665665,0.04006087
7450-69-3,0.09590852,0.5004607,0.34211725,0.06151358
701-64-4,0.0134684555,0.14768271,0.7021424,0.13670635
644-97-3,0.022679128,0.3848547,0.5499336,0.042532522
1779-48-2,0.012791224,0.35866082,0.57818645,0.05036149
108-98-5,0.0220818,0.17454907,0.74002343,0.06334573
18355-25-4,0.0047529717,0.027889326,0.8731172,0.09424053
8046-53-5,0.010792208,0.15226044,0.6883377,0.14860971
98-09-9,0.028812895,0.21383367,0.72253436,0.034819033
108-90-7,0.023921652,0.23029566,0.64971817,0.09606456
108-86-1,0.02800833,0.25083894,0.585949,0.13520372
591-50-4,0.02725404,0.15237679,0.72368073,0.09668849
119-72-2,0.0056085316,0.02679405,0.24900743,0.71859
124495-18-7,0.04848875,0.09730782,0.5744563,0.27974716
63734-62-3,0.04082565,0.23162603,0.5892903,0.138258
123172-45-2,0.015106715,0.09108884,0.7684079,0.12539655
2243-78-9,0.027129313,0.17712533,0.669888,0.12585735
64896-26-0,0.010015163,0.051804274,0.33659106,0.6015895
7621-86-5,0.01709418,0.5491704,0.37353718,0.06019826
6054-99-5,0.0018900805,0.011942704,0.16124865,0.8249186
74697-62-4,0.010150282,0.033048674,0.1485129,0.8082881
15457-05-3,0.16867754,0.17534223,0.41398203,0.24199818
42874-01-1,0.08078142,0.11050495,0.5667247,0.24198891
101-50-8,0.0007989952,0.007814316,0.08491401,0.9064727
119-15-3,0.12676717,0.06771155,0.40127036,0.40425098
1836-75-5,0.030994574,0.08868788,0.6536318,0.22668572
12222-78-5,0.013662408,0.03506641,0.19387326,0.75739795
59214-90-3,0.026355293,0.13530292,0.57914865,0.25919312
65793-50-2,0.0034857732,0.102955766,0.81144875,0.08210972
92-70-6,0.023115372,0.25740132,0.47767138,0.24181187
37728-15-7,0.021156196,0.03600407,0.62164146,0.32119828
53469-21-9,0.014849631,0.12434307,0.52583396,0.33497337
51410-30-1,0.022266194,0.05819906,0.4137047,0.50583005
1631-29-4,0.0101060085,0.17066994,0.635728,0.183496
80100-26-1,0.04111435,0.21235438,0.5101316,0.2363997
523-50-2,0.058907848,0.20108609,0.60172653,0.13827954
2698-41-1,0.11399945,0.25760743,0.57538056,0.05301253
16715-77-8,0.019444752,0.046291858,0.6112426,0.3230208
531-81-7,0.18841398,0.17160134,0.46848527,0.17149946
13577-46-3,0.026718944,0.13193294,0.5969116,0.24443649
4053-08-1,0.10001182,0.22626849,0.48724195,0.1864778
117-62-4,0.0009184552,0.0047388007,0.10164463,0.8926981
117-55-5,0.0025746007,0.017811235,0.26142356,0.7181906
3604-99-7,0.020252869,0.29807872,0.516702,0.16496643
481-39-0,0.046122216,0.15178435,0.6534121,0.14868134
4008-48-4,0.16191685,0.2426744,0.45797876,0.13743003
90-02-8,0.07612868,0.18244419,0.6740068,0.067420274
89-98-5,0.028556352,0.15446614,0.7422625,0.074715026
95-16-9,0.025756205,0.36636984,0.5112107,0.096663244
91-15-6,0.05181413,0.3249696,0.5756449,0.04757136
611-20-1,0.07271507,0.40297085,0.4915154,0.03279865
873-32-5,0.06350779,0.321868,0.5615307,0.05309352
36888-99-0,0.014078543,0.016941056,0.1667766,0.8022038
2797-51-5,0.022468828,0.1196406,0.58315647,0.27473408
3347-22-6,0.16102947,0.26428863,0.35739565,0.21728618
117-80-6,0.10010818,0.23560256,0.48613086,0.17815842
85-44-9,0.037301507,0.16714652,0.56904644,0.22650553
90-16-4,0.0050913086,0.11368302,0.7648038,0.11642185
65-45-2,0.00904816,0.17021793,0.5972168,0.22351713
54-21-7,0.023336865,0.28201923,0.54493326,0.14971066
2037-95-8,0.023973458,0.12864688,0.7578072,0.08957249
21725-69-9,0.01914159,0.123604015,0.7475272,0.10972725
6064-83-1,0.039116498,0.21645713,0.51816654,0.22625984
2634-33-5,0.0073633217,0.06299823,0.7377102,0.19192827
609-66-5,0.010048234,0.13692312,0.7995405,0.053488128
1338-32-5,0.023117973,0.20009878,0.6945602,0.08222301
88-17-5,0.047994766,0.2475715,0.6467666,0.057667095
2285-12-3,0.02068455,0.1450241,0.7497495,0.08454189
392-83-6,0.07235318,0.21486379,0.4341058,0.2786772
95-54-5,0.026705153,0.22686607,0.7099929,0.036435883
88-74-4,0.02753769,0.21270141,0.6941253,0.065635644
95-55-6,0.019205866,0.14745855,0.81030166,0.023033964
95-51-2,0.016830962,0.19154282,0.75061816,0.041008085
583-39-1,0.11074429,0.3677949,0.4556812,0.065779604
615-16-7,0.029389642,0.12143023,0.75901663,0.09016351
874819-71-3,0.10106193,0.45177224,0.18817347,0.25899234
5902-85-2,0.042851437,0.41800082,0.42654467,0.1126031
5344-82-1,0.5506398,0.13902701,0.29494774,0.0153854415
101-05-3,0.018565122,0.18378367,0.6856618,0.1119894
2213-63-0,0.048599515,0.117912,0.47486725,0.35862124
4570-41-6,0.012501098,0.22570845,0.7250851,0.036705393
149-30-4,0.043296397,0.2870288,0.5174873,0.15218751
88-75-5,0.07730507,0.15392424,0.7355872,0.033183567
88-73-3,0.031647902,0.30970067,0.5938622,0.06478922
120-80-9,0.03856923,0.04994537,0.8125354,0.09895004
1333-39-7,0.0109075345,0.04224443,0.6321303,0.31471768
30746-58-8,0.79728585,0.035253458,0.13928744,0.028173275
95-50-1,0.022021525,0.13669178,0.73997885,0.10130784
110-02-1,0.03910057,0.51552266,0.37663928,0.0687375
105-11-3,0.068275236,0.30863717,0.55525213,0.067835435
16589-20-1,0.001305992,0.006465879,0.07140529,0.92082286
3863-80-7,0.0036392077,0.015611281,0.59751487,0.38323462
12674-11-2,0.014416742,0.15225673,0.5402627,0.2930638
71422-67-8,0.006018295,0.030219706,0.25524998,0.708512
13738-63-1,0.040197577,0.114609875,0.60093063,0.24426186
1836-77-7,0.03209136,0.10974025,0.6930468,0.1651216
22494-42-4,0.03644448,0.4569774,0.41824716,0.08833095
877179-04-9,0.026466032,0.18333493,0.6382971,0.15190198
64057-98-3,0.030723723,0.39639005,0.4620973,0.11078891
860-22-0,0.005507409,0.01977747,0.14703992,0.82767516
133-14-2,0.011897336,0.06623109,0.63991517,0.28195643
106917-52-6,0.03935857,0.08549788,0.48470634,0.39043722
56966-52-0,0.016237674,0.08393472,0.7677224,0.13210517
14047-09-7,0.011107635,0.12547596,0.62957066,0.23384576
2274-74-0,0.013447776,0.0938599,0.49550012,0.39719224
3380-34-5,0.059113402,0.08388224,0.6751194,0.18188491
2227-13-6,0.046103917,0.09330503,0.7013194,0.15927164
116-29-0,0.022489566,0.09600111,0.7805213,0.10098805
6954-48-9,0.090619504,0.12804808,0.5625365,0.21879597
131-27-1,0.0025746007,0.017811235,0.26142356,0.7181906
86479-06-3,0.012445375,0.10460847,0.28532857,0.5976176
58712-69-9,0.010182702,0.19283523,0.6548813,0.1421008
556-12-7,0.026103796,0.15787344,0.72197175,0.09405097
3132-99-8,0.02066971,0.1387123,0.7635758,0.07704219
2009-24-7,0.07230064,0.12343113,0.6011056,0.20316263
74738-17-3,0.06050437,0.4115709,0.41824988,0.10967478
1018-71-9,0.07838131,0.4329492,0.38471425,0.103955254
2617-79-0,0.011435451,0.1808062,0.72301066,0.084747754
2617-78-9,0.014971019,0.20647694,0.6716924,0.106859684
718-43-4,0.0096338345,0.2051604,0.7504434,0.0347624
626-17-5,0.1288474,0.3409077,0.49093407,0.039310854
121-91-5,0.015318319,0.0656968,0.6213109,0.29767394
114607-46-4,0.004386897,0.032008767,0.7918224,0.171782
16671-87-7,0.10329974,0.45460862,0.4092794,0.032812282
4052-92-0,0.024509456,0.12681149,0.8052673,0.043411747
402-31-3,0.044441726,0.17354643,0.52543515,0.25657672
881-99-2,0.01719193,0.18140242,0.6678265,0.13357913
329-01-1,0.03386023,0.15522063,0.61566544,0.19525367
108-45-2,0.027089711,0.45108548,0.4812416,0.04058314
99-09-2,0.03858432,0.34077635,0.5719529,0.048686456
108-42-9,0.023583924,0.34526888,0.5969004,0.03424675
4947-89-1,0.5896191,0.20525141,0.19418001,0.010949526
127-68-4,0.023743156,0.13183229,0.62801206,0.21641251
121-73-3,0.03468096,0.3631043,0.5410112,0.06120354
108-46-3,0.023056924,0.21719424,0.6331461,0.12660271
108-43-0,0.03159992,0.33127025,0.5987766,0.038353305
619-72-7,0.0457437,0.21737888,0.7148277,0.022049677
2420-17-9,0.010103409,0.03388861,0.2153922,0.7406157
13940-94-8,0.021271778,0.20660067,0.6597029,0.11242462
100-21-0,0.015873898,0.06645337,0.6098793,0.30779338
100-20-9,0.020181159,0.17307235,0.7245846,0.08216186
619-80-7,0.00904171,0.1086923,0.7923645,0.08990151
62-23-7,0.028589327,0.1499472,0.64786774,0.17359573
122-04-3,0.027194686,0.3049647,0.5885598,0.0792808
99-96-7,0.01849246,0.17341556,0.70110536,0.106986634
16671-88-8,0.12841298,0.5138781,0.32065803,0.037050914
123199-93-9,0.005091392,0.06536706,0.48849824,0.44104332
122-01-0,0.017422749,0.15903555,0.7455129,0.078028776
455-14-1,0.094286114,0.24690716,0.61359745,0.04520927
98-56-6,0.04718219,0.13278851,0.657906,0.16212331
5216-25-1,0.028406296,0.19166964,0.6544747,0.12544936
624-18-0,0.03808569,0.41355968,0.51410735,0.03424727
100-01-6,0.043985263,0.3024128,0.60548645,0.04811547
2987-46-4,0.13642909,0.40644214,0.4377535,0.019375304
63-74-1,0.009930036,0.15703778,0.6883174,0.14471471
515-49-1,0.01925351,0.09727445,0.73231184,0.15116017
15730-83-3,0.0044876724,0.053619426,0.5071351,0.43475783
106-47-8,0.020608647,0.34476706,0.5999509,0.03467341
540-37-4,0.024341082,0.24655096,0.6922799,0.0368281
4156-21-2,0.0034281693,0.03044231,0.3817044,0.5844251
3696-23-9,0.64402133,0.16595462,0.18166882,0.00835524
539-21-9,0.2614985,0.4773135,0.23719214,0.02399585
105-12-4,0.042822335,0.33454078,0.5455044,0.0771325
100-28-7,0.027523909,0.20504794,0.6802706,0.08715756
35037-73-1,0.053671643,0.17236009,0.63357586,0.14039244
2493-02-9,0.012921054,0.17999095,0.6405854,0.16650258
1985-12-2,0.04206207,0.394717,0.4737544,0.089466564
41205-21-4,0.02127795,0.37774688,0.5007898,0.10018531
100-02-7,0.067263976,0.21123257,0.6677403,0.053763207
100-00-5,0.03465865,0.36879733,0.520709,0.07583505
106-48-9,0.059974715,0.26840782,0.6281884,0.043429036
106-51-4,0.04151816,0.18923917,0.57935655,0.18988608
98-66-8,0.0083054025,0.15954868,0.76399577,0.06815013
98-60-2,0.039361965,0.18222538,0.74260235,0.0358103
106-46-7,0.019595968,0.16086008,0.73862505,0.08091893
39699-08-6,0.0016261475,0.008327499,0.22778197,0.7622644
83121-18-0,0.013331345,0.09159716,0.50891685,0.38615462
38665-24-6,0.033020582,0.29850408,0.5322823,0.13619307
128-97-2,0.013889826,0.07154738,0.5697443,0.34481856
52671-72-4,0.022879293,0.08691406,0.3490774,0.5411293
81-30-1,0.036999874,0.100737944,0.51153624,0.3507259
11096-82-5,0.014849631,0.12434307,0.52583396,0.33497337
56973-16-1,0.030981753,0.1901495,0.42020425,0.35866445
872-85-5,0.03654183,0.19793822,0.668258,0.097261906
37853-05-7,0.020026086,0.33684826,0.48896247,0.1541632
100-54-9,0.13272613,0.42122045,0.39592206,0.05013134
98-92-0,0.016976796,0.17320143,0.7004676,0.1093542
59-67-6,0.023292381,0.182549,0.64379543,0.15036319
54-85-3,0.01746247,0.43861145,0.5081131,0.03581299
59470-49-4,0.008619926,0.022478,0.45119354,0.51770854
55-22-1,0.025477963,0.23268095,0.625676,0.116165094
3535-75-9,0.037854083,0.27412513,0.61873746,0.06928335
1124-33-0,0.09624695,0.3512012,0.49169773,0.060854122
98-01-1,0.054303728,0.251638,0.58539045,0.10866782
51762-67-5,0.13206825,0.22895384,0.6069732,0.03200481
875-28-5,0.015024926,0.054972496,0.60968363,0.32031894
84057-84-1,0.00709481,0.2612644,0.6584808,0.07315991
50-45-3,0.021818142,0.16236098,0.74788344,0.06793743
14689-51-1,0.8427484,0.114228085,0.03134078,0.011682785
2338-31-0,0.8906679,0.08399913,0.018329794,0.0070031933
6587-23-1,0.8968707,0.0774973,0.017411163,0.0082208235
64037-11-2,0.016911885,0.2939771,0.6638842,0.02522679
25567-67-3,0.094826646,0.3655462,0.40544695,0.13418019
3209-22-1,0.026582902,0.23322548,0.6926119,0.047579788
64037-10-1,0.01679828,0.24514283,0.71123415,0.026824756
36088-22-9,0.7740576,0.038241956,0.14986086,0.037839588
18063-03-1,0.035138514,0.12799029,0.7707609,0.06611026
1194-65-6,0.06690253,0.4256268,0.45372057,0.05375006
81-19-6,0.027837833,0.16404766,0.7125242,0.095590346
1918-13-4,0.084019795,0.21624385,0.6632605,0.03647585
87-61-6,0.024161747,0.1400699,0.72908986,0.10667854
94239-04-0,0.047909573,0.29231316,0.53172636,0.12805094
1929-82-4,0.05575448,0.30231896,0.55950695,0.08241958
24382-04-5,0.059222013,0.2719598,0.49570876,0.17310941
928-53-0,0.1851565,0.5419737,0.22623636,0.04663348
76-44-8,0.053536396,0.33846247,0.37196586,0.23603533
3186-23-0,0.083826445,0.36641175,0.24085428,0.30890757
5836-04-4,0.48851207,0.26070344,0.11457727,0.13620727
73826-58-1,0.0025731702,0.005799072,0.06735879,0.92426896
87-02-5,0.0031562934,0.008594383,0.14433417,0.84391516
118-33-2,0.0015071257,0.00920117,0.07465567,0.914636
129-79-3,0.03810425,0.1695662,0.415063,0.37726662
1154-59-2,0.0071306983,0.12319258,0.47635403,0.39332265
6013-05-4,0.015635062,0.39868498,0.4952902,0.09038979
52479-85-3,0.017225733,0.04369696,0.55481994,0.38425735
84087-01-4,0.04322991,0.17308782,0.5518362,0.23184611
97-51-8,0.122756176,0.20568222,0.5798083,0.091753304
6361-21-3,0.014051502,0.2148968,0.6786133,0.092438385
95-01-2,0.03571833,0.162624,0.6644461,0.1372116
183208-35-7,0.13081178,0.5994627,0.22295,0.046775546
27896-84-0,0.051965237,0.36175942,0.52038413,0.065891154
20856-57-9,0.043449234,0.3071764,0.5361128,0.11326157
227197-72-0,0.027566096,0.16952693,0.7501758,0.052731197
17200-29-2,0.028517753,0.20211604,0.71715456,0.052211598
3671-61-2,0.7492369,0.17676754,0.060281236,0.01371434
31643-49-9,0.10603947,0.21619703,0.6489724,0.02879115
939-80-0,0.08872704,0.32626894,0.546807,0.038196996
6574-99-8,0.06347425,0.26073903,0.6219311,0.05385563
17420-30-3,0.028842106,0.15403247,0.7904997,0.026625708
16588-02-6,0.06729388,0.3083398,0.5833183,0.041047987
23651-95-8,0.014095187,0.041073706,0.6564015,0.28842956
19694-10-1,0.01487265,0.1589878,0.74184895,0.084290594
2840-28-0,0.01389332,0.17173073,0.708051,0.106324956
89426-89-1,0.5798144,0.25007096,0.13028094,0.03983372
16588-06-0,0.010349091,0.12471783,0.75262606,0.112307064
96-99-1,0.027761579,0.17053969,0.71256393,0.089134835
2250-53-5,0.24935019,0.39915437,0.327104,0.024391428
49860-08-4,0.0074166935,0.04606339,0.4355929,0.510927
70-10-0,0.010666629,0.114445806,0.7619419,0.112945616
77668-43-0,0.0069795763,0.624904,0.30460417,0.06351229
89-75-8,0.0254441,0.14519133,0.7612754,0.068089165
84504-69-8,0.00662523,0.64051336,0.30470932,0.048152067
399-69-9,0.8527118,0.11210726,0.025056953,0.010123923
121-17-5,0.110874124,0.28667685,0.5534518,0.04899726
328-84-7,0.041662082,0.12110561,0.6087406,0.22849172
13014-24-9,0.032844696,0.14553034,0.7018288,0.11979617
118-83-2,0.13199586,0.21937369,0.6018379,0.046792563
320-60-5,0.04974246,0.15287276,0.59837806,0.19900675
13014-18-1,0.030784661,0.14658807,0.69961923,0.12300803
5307-14-2,0.030927919,0.20445827,0.67021114,0.09440263
5131-58-8,0.017582612,0.20272608,0.6570619,0.12262945
137-09-7,0.013616582,0.15578736,0.7869048,0.043691296
61988-37-2,0.02847865,0.25165632,0.6551389,0.06472612
88-63-1,0.0021110168,0.020579817,0.2064843,0.77082485
3671-66-7,0.62604517,0.30590555,0.054757554,0.013291675
14733-77-8,0.011971224,0.19456291,0.71259177,0.080874115
119-34-6,0.052703686,0.17935449,0.7035936,0.0643482
364-76-1,0.10050514,0.28950268,0.55950284,0.05048934
635-22-3,0.031076107,0.22949502,0.67555535,0.06387354
3863-11-4,0.03134314,0.17283875,0.7489089,0.046909172
7474-78-4,0.0051922756,0.030430648,0.41987145,0.54450566
95-76-1,0.020473683,0.22185205,0.72000587,0.03766841
97-02-9,0.05050847,0.18138711,0.5836155,0.18448894
121-88-0,0.055372532,0.09312982,0.7524275,0.09907014
99-57-0,0.06120406,0.11745934,0.755581,0.0657556
121-87-9,0.026117811,0.27576005,0.66383964,0.034282517
6283-25-6,0.040484887,0.3538968,0.5105107,0.0951077
89-63-4,0.03505248,0.24171196,0.6562424,0.06699314
95-85-2,0.03373593,0.18546514,0.75393295,0.026865931
367-25-9,0.061527,0.26896372,0.63081264,0.038696636
554-00-7,0.017107628,0.23417732,0.7095529,0.039162144
95-82-9,0.020552771,0.24580143,0.69579625,0.037849527
93-84-5,0.021555824,0.11194991,0.6336213,0.23287304
2327-02-8,0.014066836,0.08723361,0.79070216,0.10799744
31225-17-9,0.0122373905,0.037576746,0.802811,0.14737476
327-19-5,0.86758864,0.10088439,0.024164721,0.0073621874
89426-90-4,0.4882415,0.2974592,0.14830366,0.06599568
3671-47-4,0.8790466,0.089080356,0.023465946,0.008407157
89426-91-5,0.099392995,0.53305864,0.27810374,0.08944464
656-49-5,0.9086269,0.06298358,0.020158898,0.008230634
3765-86-4,0.921797,0.051842045,0.019766662,0.0065942444
19932-84-4,0.013457609,0.0773249,0.9009273,0.008290242
22876-19-3,0.052048255,0.20876817,0.6653159,0.07386761
14733-73-4,0.020066647,0.09597539,0.87074775,0.0132102
64037-16-7,0.021707527,0.24514657,0.62601036,0.10713555
1744-22-5,0.24929865,0.35037622,0.30371773,0.096607395
1682-39-9,0.053830955,0.37916368,0.53041035,0.03659503
52112-68-2,0.016576134,0.2734169,0.68436444,0.025642535
61-80-3,0.01486356,0.42076212,0.53743535,0.026938943
64037-13-4,0.011834044,0.15487337,0.81015563,0.02313694
51-28-5,0.1662787,0.27762604,0.48279548,0.07329973
619-08-9,0.050268695,0.32085162,0.57353044,0.05534924
99-54-7,0.031647902,0.30970067,0.5938622,0.06478922
611-07-4,0.07991,0.17990252,0.68471956,0.05546789
611-06-3,0.026582902,0.23322548,0.6926119,0.047579788
89-61-2,0.028936012,0.2740142,0.6376311,0.059418663
95-88-5,0.05200975,0.38386667,0.48629883,0.077824764
4991-65-5,0.0899492,0.44327262,0.41166058,0.05511759
120-83-2,0.04482357,0.3239259,0.5974996,0.03375095
583-78-8,0.11176072,0.2784764,0.57931495,0.03044797
348-57-2,0.054843053,0.15478265,0.54338264,0.24699165
671-95-4,0.017346203,0.045975603,0.7243408,0.21233743
120-82-1,0.026169864,0.16610876,0.7098388,0.09788257
65235-63-4,0.017621681,0.037242565,0.2857328,0.65940297
3862-73-5,0.05355314,0.2342209,0.66546583,0.046760123
6609-39-8,0.72420394,0.22288899,0.040640473,0.012266597
89426-94-8,0.88891,0.080616176,0.021224199,0.009249607
14689-58-8,0.8696285,0.0989005,0.02344528,0.008025662
89427-11-2,0.84927106,0.11863807,0.020134553,0.011956276
3238-40-2,0.06100347,0.111088336,0.50323033,0.32467788
3401-80-7,0.026125545,0.44984338,0.43634424,0.08768684
4228-89-1,0.9103476,0.063476935,0.019834755,0.006340751
634-66-2,0.0229673,0.1521671,0.7097323,0.11513326
84487-03-6,0.060071304,0.5151142,0.3508915,0.07392301
1702-17-6,0.036996227,0.19686387,0.6614303,0.104709566
108-31-6,0.04679646,0.23244528,0.48277614,0.2379821
66-22-8,0.009250236,0.0522249,0.48821843,0.45030645
4312-97-4,0.07311229,0.50443184,0.3422639,0.08019194
288-32-4,0.08635587,0.28340235,0.579115,0.05112685
3495-42-9,0.058887623,0.19807859,0.50936025,0.2336735
5424-01-1,0.008335865,0.17436317,0.39192742,0.42537358
7789-83-5,0.055983316,0.66618705,0.23129626,0.04653339
96-50-4,0.052880142,0.5960499,0.32396373,0.027106214
35317-79-4,0.051474642,0.4235637,0.45313758,0.07182405
1606-76-4,0.05510023,0.5039246,0.39785603,0.043119114
107-22-2,0.05092031,0.15936042,0.5369456,0.2527737
872-36-6,0.03989302,0.24528237,0.5132128,0.20161179
14150-71-1,0.30167437,0.5685893,0.10322084,0.026515424
12672-29-6,0.014385415,0.13503926,0.5971125,0.25346288
11126-42-4,0.015983047,0.10686304,0.6075556,0.26959825
38082-89-2,0.0620307,0.16345139,0.40146565,0.37305224
536-08-3,0.00966274,0.043196462,0.5966211,0.3505197
1336-36-3,0.01869762,0.11959837,0.5515597,0.3101443
10331-57-4,0.02687433,0.0991602,0.37013832,0.50382715
97-18-7,0.13393798,0.10147951,0.6522151,0.11236737
1746-01-6,0.8007529,0.030248474,0.13989905,0.02909958
618-83-7,0.016867492,0.1056277,0.6289799,0.24852487
22326-31-4,0.0077887466,0.049416307,0.6853209,0.25747406
134880-74-3,0.11334391,0.28086454,0.44778302,0.15800849
121-81-3,0.023242066,0.21407771,0.5887344,0.17394584
2905-62-6,0.020481676,0.16634987,0.7415601,0.07160837
368-53-6,0.036211133,0.4237858,0.5040758,0.03592719
34893-92-0,0.010094215,0.15931132,0.76298976,0.06760465
99-35-4,0.10157838,0.34242535,0.41473362,0.1412626
108-73-6,0.02593633,0.16669086,0.6560437,0.15132913
56962-04-0,0.041041706,0.3578181,0.5609351,0.040205073
108-70-3,0.02229095,0.19543354,0.68734765,0.09492784
2277-92-1,0.004122542,0.07226925,0.63438964,0.28921857
57117-31-4,0.24971445,0.24261245,0.3767568,0.1309163
40321-76-4,0.74018246,0.05090212,0.16175932,0.047156084
58-94-6,0.012280269,0.04128419,0.37318373,0.57325184
56961-25-2,0.015725257,0.17584859,0.5764229,0.23200318
35041-16-8,0.009948939,0.0759712,0.57776254,0.3363173
609-99-4,0.10007806,0.12875625,0.35145572,0.41970992
2789-92-6,0.0070261373,0.19007893,0.53690755,0.2659874
120068-37-3,0.069843605,0.48983577,0.2085484,0.23177227
120068-36-2,0.052160338,0.33793128,0.23109943,0.37880895
609-20-1,0.034682237,0.30916592,0.61326766,0.042884145
99-11-6,0.012010576,0.057203133,0.43101522,0.49977112
6609-38-7,0.7811408,0.14398071,0.036426,0.03845243
6609-37-6,0.88297224,0.09063458,0.017661259,0.008731956
3671-18-9,0.8511434,0.11169106,0.027880004,0.00928558
89426-93-7,0.8790466,0.089080356,0.023465946,0.008407157
89426-98-2,0.9099708,0.067043506,0.016819416,0.0061662314
89426-95-9,0.8906679,0.08399913,0.018329794,0.0070031933
4228-88-0,0.8906679,0.08399913,0.018329794,0.0070031933
