CASRN,Toxic_xgboost_ecfp6bits-0,Toxic_xgboost_ecfp6bits-1
108552-93-8,0.15195686,0.84804314
111856-34-9,0.4677317,0.5322683
6055-19-2,0.099132955,0.90086704
3778-73-2,0.09704965,0.90295035
7365-45-9,0.6511014,0.3488986
60607-34-3,0.23575383,0.76424617
525-26-8,0.17280066,0.82719934
16470-24-9,0.98885846,0.01114155
4028-32-4,0.9769138,0.023086177
6425-08-7,0.22482038,0.7751796
16090-02-1,0.97164464,0.028355382
28950-61-0,0.9705883,0.029411696
103-34-4,0.36026603,0.63973397
16131-53-6,0.5539954,0.4460046
32226-69-0,0.042576373,0.9574236
94-62-2,0.3692702,0.6307298
38304-91-5,0.46976125,0.53023875
14052-74-5,0.110488355,0.88951164
631-41-4,0.5899992,0.41000083
101670-73-9,0.11548293,0.8845171
5343-92-0,0.8834602,0.116539754
36366-93-5,0.5990022,0.40099782
294-93-9,0.40601295,0.59398705
14187-32-7,0.30361456,0.69638544
14663-71-9,0.1342678,0.8657322
4904-61-4,0.35831225,0.64168775
61788-32-7,0.5325617,0.46743828
110-83-8,0.4115969,0.5884031
80834-60-2,0.3477013,0.6522987
80834-55-5,0.10491544,0.89508456
548-73-2,0.17416048,0.8258395
709-08-0,0.56960404,0.43039593
89667-40-3,0.5424602,0.4575398
5264-33-5,0.71844465,0.28155535
65216-94-6,0.33828807,0.66171193
78483-90-6,0.24056792,0.7594321
78467-50-2,0.27414167,0.72585833
27724-96-5,0.56938744,0.43061253
16590-41-3,0.078968644,0.92103136
61361-38-4,0.19162005,0.80837995
2425-79-8,0.6082295,0.39177045
742-20-1,0.77516073,0.22483929
27114-11-0,0.22023714,0.77976286
26844-12-2,0.39342338,0.6065766
66063-05-6,0.24771005,0.75228995
5610-40-2,0.5320674,0.46793258
5766-48-3,0.046225905,0.9537741
106-69-4,0.81334174,0.18665826
85-42-7,0.4526615,0.5473385
63716-34-7,0.24349642,0.7565036
20757-80-6,0.36046624,0.63953376
19843-73-3,0.38926774,0.61073226
522-48-5,0.060576737,0.93942326
2312-73-4,0.28166813,0.7183319
10329-95-0,0.4023437,0.5976563
21491-20-3,0.26272207,0.7372779
34920-64-4,0.432168,0.567832
66364-74-7,0.24144584,0.75855416
51773-92-3,0.35136652,0.6486335
76487-48-4,0.41276485,0.58723515
71-78-3,0.20860255,0.79139745
102071-30-7,0.20082074,0.79917926
40507-80-0,0.18821353,0.8117865
1163-36-6,0.18613642,0.8138636
74789-64-3,0.11127025,0.88872975
10193-95-0,0.4606552,0.5393448
942-01-8,0.30138797,0.69861203
64057-91-6,0.19639522,0.8036048
1079-26-1,0.18511516,0.81488484
63979-41-9,0.33812106,0.66187894
321-64-2,0.30357134,0.69642866
4726-93-6,0.45573848,0.5442615
1071-93-8,0.5712873,0.42871273
124-04-9,0.7242421,0.27575794
23205-23-4,0.54366475,0.45633525
32527-55-2,0.3932311,0.6067689
3445-11-2,0.76425004,0.23574996
99300-60-4,0.04589796,0.95410204
1575-61-7,0.41567492,0.5843251
28782-42-5,0.1436866,0.8563134
52-52-8,0.596835,0.40316495
107-72-2,0.3735295,0.6264705
4097-89-6,0.28194255,0.71805745
110-60-1,0.21792883,0.7820712
1965-29-3,0.67363,0.32637003
140-31-8,0.17321736,0.82678264
20537-88-6,0.16758293,0.8324171
2038-03-1,0.19117343,0.80882657
505-66-8,0.29349166,0.70650834
123-75-1,0.32714862,0.6728514
30194-63-9,0.16189492,0.8381051
77162-70-0,0.24657243,0.75342757
36350-95-5,0.12400615,0.87599385
94011-82-2,0.3277645,0.6722355
71320-77-9,0.37971258,0.6202874
4719-04-4,0.6194227,0.38057733
51-18-3,0.30268586,0.69731414
545-55-1,0.2981472,0.7018528
52-24-4,0.21533221,0.7846678
4415-51-4,0.33061844,0.66938156
102-71-6,0.6797515,0.32024845
839-90-7,0.6385988,0.36140123
622-40-2,0.6156386,0.38436142
5928-69-8,0.10291076,0.89708924
1798-49-8,0.09923065,0.90076935
86827-84-1,0.2285561,0.7714439
555-77-1,0.11982751,0.8801725
55837-27-9,0.8549773,0.14502268
14052-77-8,0.06460744,0.93539256
40575-34-6,0.27145606,0.72854394
631-27-6,0.7301755,0.26982453
930-55-2,0.24068123,0.75931877
112-27-6,0.73945135,0.26054865
15446-08-9,0.6344782,0.36552176
111-22-8,0.33433115,0.66566885
112-26-5,0.2953658,0.7046342
10138-79-1,0.09054977,0.90945023
140-08-9,0.19434595,0.80565405
115-96-8,0.113559484,0.8864405
10235-09-3,0.06494695,0.93505305
109-99-9,0.4612193,0.5387807
126-33-0,0.33977437,0.66022563
1820-50-4,0.54569006,0.4543099
111-30-8,0.6018859,0.3981141
1339119-15-1,0.50755477,0.49244526
90494-79-4,0.5649844,0.43501562
141-31-1,0.75556415,0.24443585
298-57-7,0.22936112,0.7706389
30484-77-6,0.41751957,0.58248043
4425-97-2,0.48116332,0.5188367
111-94-4,0.57921505,0.42078492
1656-48-0,0.7489067,0.25109333
111-97-7,0.5399599,0.46004006
59894-87-0,0.1941458,0.8058542
1071-27-8,0.49061942,0.5093806
2386-87-0,0.7841831,0.21581693
2579-20-6,0.28963828,0.7103617
2549-93-1,0.24285007,0.75714993
10347-54-3,0.33428776,0.66571224
13909-13-2,0.15209234,0.84790766
78718-52-2,0.7385251,0.2614749
195252-21-2,0.28427917,0.71572083
195252-47-2,0.34992927,0.6500707
195252-40-5,0.24919736,0.75080264
29216-28-2,0.18995601,0.810044
3385-21-5,0.26603144,0.73396856
1076-97-7,0.6443788,0.3556212
78945-53-6,0.13493764,0.86506236
13560-89-9,0.39465111,0.6053489
6522-21-0,0.31823546,0.68176454
195252-29-0,0.2895019,0.7104981
23239-75-0,0.22719288,0.7728071
75259-63-1,0.32637495,0.67362505
10447-38-8,0.16709232,0.8329077
7348-26-7,0.40748292,0.5925171
106565-71-3,0.23546404,0.76453596
69581-33-5,0.50574505,0.49425498
30007-39-7,0.5354351,0.46456492
10329-96-1,0.24175549,0.7582445
68-91-7,0.33781534,0.66218466
97817-06-6,0.20700538,0.7929946
56903-65-2,0.512851,0.48714897
56485-47-3,0.2147215,0.7852785
886588-62-1,0.39047128,0.6095287
1798-50-1,0.32157874,0.67842126
91595-86-7,0.15276909,0.8472309
73771-25-2,0.7305705,0.2694295
13887-56-4,0.59030604,0.40969396
16568-66-4,0.28250515,0.71749485
77145-61-0,0.18818957,0.81181043
93181-85-2,0.3185069,0.6814931
17902-23-7,0.5210054,0.47899464
14697-46-2,0.6692062,0.3307938
97-99-4,0.5697018,0.43029818
857-95-4,0.34533292,0.6546671
5836-29-3,0.13302046,0.86697954
529-33-9,0.28645056,0.71354944
102676-31-3,0.2866208,0.7133792
3184-13-2,0.7263872,0.2736128
7531-52-4,0.47614652,0.5238535
1119-34-2,0.64149106,0.3585089
87429-91-2,0.23026794,0.76973206
1952-96-1,0.30034578,0.6996542
121771-84-4,0.09833622,0.9016638
139-89-9,0.82784325,0.17215674
57369-32-1,0.31850153,0.68149847
4425-95-0,0.5453972,0.45460278
34161-23-4,0.22362399,0.776376
67075-37-0,0.5466998,0.45330018
111-17-1,0.6659187,0.3340813
5837-68-3,0.48762405,0.51237595
1470-94-6,0.40880817,0.5911918
110311-27-8,0.725126,0.27487397
61010-04-6,0.5530479,0.44695213
110-94-1,0.6784147,0.32158527
108-55-4,0.64758873,0.35241124
51505-90-9,0.33325124,0.66674876
36329-36-9,0.10179514,0.89820486
91893-39-9,0.20063776,0.79936224
27076-30-8,0.660279,0.33972102
34790-06-2,0.5506786,0.44932142
616-45-5,0.56882226,0.43117777
532-12-7,0.08759189,0.9124081
62666-20-0,0.47126955,0.52873045
19395-78-9,0.44632584,0.55367416
41716-84-1,0.20364189,0.7963581
27060-91-9,0.61379176,0.38620824
111687-36-6,0.7487085,0.2512915
99300-58-0,0.04025644,0.95974356
56368-47-9,0.42687404,0.57312596
79276-58-7,0.25471735,0.74528265
88909-96-0,0.4968794,0.5031206
52637-01-1,0.2893396,0.7106604
104-64-3,0.73624563,0.26375434
122-68-9,0.93441784,0.06558213
60045-26-3,0.8363899,0.16361012
673-31-4,0.8171669,0.18283309
94-82-6,0.32553047,0.67446953
4635-59-0,0.23193133,0.7680687
27959-26-8,0.63377154,0.36622846
63638-93-7,0.3231963,0.6768037
98519-13-2,0.071346045,0.92865396
98519-07-4,0.07606429,0.9239357
98519-00-7,0.09767878,0.9023212
56-17-7,0.2731771,0.7268229
111-41-1,0.6303914,0.36960858
110-85-0,0.4400121,0.5599879
841-77-0,0.18413198,0.815868
92-54-6,0.12334329,0.8766567
95884-49-4,0.2193597,0.7806403
61655-58-1,0.11822581,0.8817742
14028-44-5,0.30084443,0.69915557
5632-47-3,0.121599495,0.8784005
111-42-2,0.6681175,0.33188248
4471-41-4,0.70100427,0.29899576
93981-02-3,0.9765548,0.023445215
110-91-8,0.44430375,0.55569625
91893-35-5,0.12822425,0.87177575
36951-85-6,0.15149629,0.8485037
26644-46-2,0.32089472,0.6791053
140-79-4,0.23506415,0.76493585
4110-66-1,0.26010048,0.7398995
1072-52-2,0.6129355,0.38706452
120-07-0,0.5746125,0.42538753
92-00-2,0.4702422,0.5297578
1116-54-7,0.45482075,0.54517925
77129-82-9,0.17253959,0.8274604
35627-29-3,0.30739176,0.69260824
60029-23-4,0.5083952,0.49160478
92-53-5,0.16237986,0.83762014
108001-60-1,0.31782115,0.68217885
59-89-2,0.29267108,0.7073289
16142-27-1,0.24452615,0.75547385
17688-68-5,0.07834345,0.92165655
66508-37-0,0.6355247,0.3644753
25182-84-7,0.52454543,0.47545454
15471-17-7,0.5664325,0.43356755
111-46-6,0.62786627,0.3721337
111-48-8,0.60213846,0.39786154
1892-29-1,0.6892201,0.3107799
41123-69-7,0.6946539,0.30534607
504-63-2,0.6965944,0.30340558
10099-72-6,0.8168235,0.18317649
30544-47-9,0.29189396,0.70810604
82578-51-6,0.6335298,0.3664702
76874-96-9,0.22453493,0.7754651
76874-97-0,0.5200137,0.47998634
34580-73-9,0.119977,0.880023
19721-22-3,0.48494482,0.5150552
111-91-1,0.17037272,0.8296273
123-91-1,0.40601295,0.59398705
120-55-8,0.7971354,0.20286459
15980-15-1,0.40026146,0.59973854
53061-10-2,0.33256096,0.66743904
17095-24-8,0.9619852,0.038014807
63917-06-6,0.26972818,0.7302718
6279-87-4,0.743611,0.25638905
1070-42-4,0.3110612,0.6889388
5266-08-0,0.1176191,0.8823809
311-44-4,0.11018938,0.8898106
2451-86-7,0.7986397,0.2013603
1120-71-4,0.3826595,0.6173405
287-29-6,0.3564883,0.6435117
2550-06-3,0.26513958,0.7348604
505-60-2,0.15574193,0.84425807
100-45-8,0.54158366,0.4584163
4994-16-5,0.5663824,0.4336176
64011-70-7,0.29980332,0.7001967
4771-80-6,0.7096375,0.2903625
10137-69-6,0.4621756,0.5378244
13042-02-9,0.4948185,0.5051815
4488-57-7,0.42848843,0.57151157
57-24-9,0.20626509,0.7937349
65043-22-3,0.49634326,0.50365674
4781-76-4,0.22636569,0.7736343
100-73-2,0.5299404,0.47005957
63915-63-9,0.15300083,0.84699917
104-53-0,0.7080604,0.29193965
5766-67-6,0.2595024,0.7404976
110-61-2,0.60704565,0.39295432
1075-76-9,0.4023353,0.5976647
23996-53-4,0.34535182,0.6546482
75696-02-5,0.8426017,0.15739828
109-78-4,0.7175691,0.28243092
1071-22-3,0.3685375,0.6314625
542-76-7,0.254705,0.745295
26896-48-0,0.6498303,0.35016972
14370-50-4,0.50832564,0.49167436
73803-48-2,0.6697056,0.33029437
13887-61-1,0.47356588,0.5264341
23657-27-4,0.4677344,0.5322656
35944-73-1,0.4237007,0.5762993
76751-94-5,0.35667992,0.6433201
97901-22-9,0.5231075,0.4768925
63007-70-5,0.43575698,0.564243
2955-38-6,0.52984315,0.47015685
25967-29-7,0.48376667,0.5162333
23887-48-1,0.56968975,0.43031028
78246-49-8,0.54372454,0.45627546
20123-68-6,0.19789606,0.80210394
18818-61-6,0.7351632,0.26483676
33453-19-9,0.4688241,0.5311759
69655-05-6,0.7440425,0.25595748
77053-97-5,0.45319778,0.5468022
486460-32-6,0.41185862,0.5881414
915095-94-2,0.5889932,0.4110068
7346-91-0,0.30797118,0.6920288
121808-62-6,0.7831884,0.21681161
64872-77-1,0.21279097,0.78720903
53716-82-8,0.6686572,0.33134285
39391-39-4,0.63330674,0.3666933
915095-87-3,0.82140106,0.17859894
314771-88-5,0.6897733,0.31022665
114654-31-8,0.14418507,0.85581493
884-49-1,0.1361028,0.8638972
14008-53-8,0.35651386,0.64348614
2589-15-3,0.2708466,0.7291534
145-73-3,0.6720135,0.32798645
2759-71-9,0.27775955,0.72224045
858956-08-8,0.5356461,0.46435395
765-30-0,0.29805827,0.7019417
81356-60-7,0.5819105,0.4180895
86393-33-1,0.6396154,0.3603846
51981-21-6,0.59405756,0.4059424
9001-73-4,0.6065792,0.3934208
13115-71-4,0.5610778,0.43892223
32773-59-4,0.35811472,0.6418853
3544-94-3,0.5446578,0.4553422
84611-23-4,0.73139095,0.26860908
521284-22-0,0.28428942,0.7157106
7545-48-4,0.7818765,0.21812351
101-49-5,0.3768965,0.6231035
56461-33-7,0.31874222,0.6812578
58095-31-1,0.5449623,0.45503768
28874-51-3,0.5581908,0.44180915
100678-32-8,0.07413185,0.92586815
30914-89-7,0.26731002,0.73269
74103-07-4,0.29265702,0.707343
1331-07-3,0.511119,0.48888102
88485-37-4,0.4710108,0.5289892
52079-23-9,0.672809,0.32719097
29050-11-1,0.6042707,0.3957293
55316-22-8,0.46579778,0.5342022
57-96-5,0.11968547,0.8803145
114686-12-3,0.50058985,0.49941012
102-20-5,0.7373966,0.2626034
51-12-7,0.55658966,0.44341034
59-97-2,0.09636879,0.9036312
5144-52-5,0.083572686,0.9164273
53878-49-2,0.52142465,0.47857532
372-77-0,0.5706296,0.42937037
123-81-9,0.38223624,0.61776376
4301-50-2,0.502969,0.49703094
76824-35-6,0.79076505,0.20923497
103-29-7,0.6096132,0.3903868
621-95-4,0.29358125,0.70641875
736-30-1,0.43209726,0.56790274
137281-39-1,0.78244615,0.21755388
7199-29-3,0.31626183,0.6837382
37286-92-3,0.2666191,0.7333809
494-19-9,0.39121336,0.60878664
697235-49-7,0.66522527,0.33477473
53597-27-6,0.3843615,0.6156385
119-84-6,0.38548023,0.6145198
36330-85-5,0.49323684,0.50676316
38873-55-1,0.40935606,0.59064394
123-56-8,0.48059505,0.51940495
23249-97-0,0.5740737,0.4259263
23093-94-9,0.68776935,0.31223065
23093-93-8,0.6879274,0.31207258
21256-18-8,0.66560376,0.33439627
24096-53-5,0.56741124,0.43258876
128-08-5,0.48071098,0.519289
16327-90-5,0.86848754,0.13151245
108-30-5,0.61254007,0.38745993
114369-43-6,0.15821385,0.84178615
5029-46-9,0.3510396,0.6489604
53894-28-3,0.41241807,0.58758193
62-31-7,0.46411008,0.5358899
61361-60-2,0.4391563,0.5608437
56538-00-2,0.20400721,0.7959928
72239-31-7,0.12730473,0.87269527
72239-33-9,0.07718855,0.92281145
55458-76-9,0.5808127,0.4191873
51-71-8,0.41699666,0.58300334
54941-79-6,0.08706194,0.91293806
131206-85-4,0.08811033,0.9118897
17471-82-8,0.3181895,0.6818105
100981-43-9,0.77151597,0.22848406
3576-64-5,0.6252357,0.37476432
59128-97-1,0.40074897,0.59925103
24166-13-0,0.67113006,0.32886994
94776-91-7,0.10283142,0.8971686
111988-49-9,0.23164278,0.7683572
100199-60-8,0.5392175,0.4607825
96719-71-0,0.05123031,0.9487697
96719-43-6,0.0531888,0.9468112
96719-45-8,0.084377825,0.9156222
96892-56-7,0.17279315,0.82720685
7633-57-0,0.15366036,0.84633964
97174-79-3,0.56524146,0.43475854
138117-50-7,0.2713095,0.7286905
180793-94-6,0.15982813,0.8401719
92-43-3,0.2894209,0.7105791
2121-12-2,0.5760337,0.42396626
622-08-2,0.34916574,0.65083426
103-74-2,0.47604126,0.52395874
104-62-1,0.6929465,0.3070535
103-53-7,0.9202373,0.07976273
124428-11-1,0.75009406,0.24990591
94-47-3,0.8660847,0.13391528
37795-69-0,0.34712178,0.6528782
940-41-0,0.43560266,0.56439734
35250-53-4,0.16032016,0.83967984
59375-68-7,0.33592314,0.66407686
4871-71-0,0.48345178,0.5165482
103-63-9,0.48107564,0.51892436
113136-77-9,0.5134088,0.48659122
98519-08-5,0.05450517,0.94549483
98519-18-7,0.06352103,0.936479
60207-31-0,0.12303972,0.8769603
98532-65-1,0.055843234,0.94415677
1070-78-6,0.20571977,0.79428023
2043-57-4,0.3549413,0.6450587
19201-32-2,0.26859033,0.73140967
116970-50-4,0.47273237,0.52726763
141-43-5,0.6886188,0.31138125
33545-23-2,0.7008223,0.2991777
10042-77-0,0.36648357,0.63351643
151-56-4,0.3631549,0.6368451
26957-73-3,0.339347,0.660653
5782-83-2,0.19018751,0.8098125
96-45-7,0.23296613,0.7670339
73218-79-8,0.12082261,0.8791774
61-57-4,0.46306378,0.5369362
80-02-4,0.5984453,0.4015547
2871-01-4,0.58084005,0.41915995
6961-46-2,0.75061715,0.24938282
24207-38-3,0.4555843,0.5444157
1320-51-0,0.6221262,0.37787378
65141-46-0,0.47408706,0.52591294
96-53-7,0.21857786,0.78142214
3566-10-7,0.33121806,0.66878194
557-30-2,0.288617,0.711383
54941-80-9,0.19078165,0.80921835
80026-34-2,0.15903014,0.84096986
33813-20-6,0.11406773,0.88593227
54941-66-1,0.15960109,0.8403989
26859-72-3,0.102088094,0.8979119
22232-71-9,0.09048915,0.90951085
27097-43-4,0.08401042,0.9159896
23915-26-6,0.087225854,0.91277415
27097-44-5,0.06832653,0.93167347
54941-67-2,0.10329527,0.89670473
22036-77-7,0.5848736,0.41512638
39884-52-1,0.2867849,0.7132151
84210-62-8,0.3773554,0.6226446
73870-33-4,0.26338893,0.73661107
53720-84-6,0.18345195,0.81654805
59277-89-3,0.5989044,0.4010956
20208-21-3,0.3822586,0.6177414
40762-15-0,0.69102216,0.30897787
3891-07-4,0.586814,0.413186
34929-08-3,0.2492693,0.7507307
155601-30-2,0.43139416,0.56860584
107-21-1,0.62087166,0.3791283
122-99-6,0.6092111,0.39078894
93-20-9,0.76708984,0.23291014
3833-54-3,0.7825428,0.21745716
120-67-2,0.38009822,0.6199018
2122-77-2,0.4214971,0.5785029
371-62-0,0.45340347,0.5465965
60-24-2,0.39583915,0.60416085
80303-93-1,0.34063727,0.65936273
1562-00-1,0.65850806,0.3414919
107-07-3,0.22974527,0.77025473
624-76-0,0.7349436,0.26505634
75-21-8,0.42051536,0.57948464
646-06-0,0.42948574,0.57051426
629-15-2,0.6159859,0.38401416
104-66-5,0.5028002,0.4971998
28173-59-3,0.7692275,0.23077253
9004-86-8,0.78837794,0.21162204
2514-53-6,0.34110296,0.65889704
96-49-1,0.55394197,0.44605806
339-65-1,0.53069437,0.46930566
58041-19-3,0.23478192,0.7652181
19767-45-4,0.3312447,0.6687553
420-12-2,0.36859047,0.6314095
629-17-4,0.21240383,0.78759617
62303-19-9,0.5156572,0.48434278
762-70-9,0.17922604,0.82077396
1622-32-8,0.17419499,0.825805
107-06-2,0.1347062,0.8652938
126-15-8,0.4441545,0.5558455
85-40-5,0.7719501,0.22804986
2425-06-1,0.54646367,0.45353633
133-06-2,0.69102883,0.3089712
85-43-8,0.6862166,0.31378338
2971-38-2,0.2681833,0.7318167
97519-39-6,0.9351774,0.06482263
3276-41-3,0.19048011,0.8095199
110-64-5,0.6061598,0.39384022
77-79-2,0.48758698,0.512413
544-25-2,0.42380053,0.5761995
542-92-7,0.3556553,0.6443447
542-78-9,0.3548385,0.6451615
3385-61-3,0.5548141,0.44518593
77-73-6,0.61798245,0.38201755
122-78-1,0.5274694,0.4725306
28382-15-2,0.5467598,0.45324022
105112-76-3,0.37029636,0.62970364
63979-76-0,0.60694844,0.39305156
4080-31-3,0.27963728,0.7203627
104-54-1,0.6596949,0.34030512
29560-84-7,0.4389127,0.5610873
104-65-4,0.7409531,0.25904688
122-69-0,0.8841828,0.1158172
5320-75-2,0.89288837,0.10711163
87-29-6,0.8886058,0.111394234
149-29-1,0.5963234,0.4036766
107-20-0,0.14249164,0.85750836
178671-69-7,0.5863977,0.4136023
628-87-5,0.42774725,0.57225275
110-65-6,0.47094965,0.52905035
3159-29-3,0.42120492,0.5787951
101-27-9,0.47948277,0.52051723
59443-94-6,0.3851652,0.6148348
40018-25-5,0.49389166,0.50610834
107-91-5,0.30135077,0.6986492
372-09-8,0.4076364,0.5923636
107-16-4,0.56721306,0.43278697
777-11-7,0.22292161,0.7770784
63278-33-1,0.43502384,0.56497616
281-23-2,0.37900138,0.6209986
768-94-5,0.27371985,0.72628015
102938-79-4,0.4478885,0.5521115
7585-39-9,0.6724775,0.3275225
32986-56-4,0.822047,0.177953
2451-62-9,0.5225413,0.4774587
77658-97-0,0.39558005,0.60441995
5026-74-4,0.48638415,0.51361585
7237-83-4,0.60589886,0.3941011
2589-01-7,0.44596362,0.5540364
13674-87-8,0.15562212,0.8443779
3188-57-6,0.39381862,0.6061814
1263-89-4,0.63815176,0.36184826
24676-80-0,0.5703902,0.42960978
37248-47-8,0.5001403,0.49985972
63919-02-8,0.46022743,0.53977257
203515-86-0,0.76753724,0.2324628
81737-62-4,0.31964743,0.68035257
85095-79-0,0.27362156,0.72637844
9050-67-3,0.8788895,0.1211105
56552-15-9,0.57396495,0.42603505
2238-07-5,0.5405199,0.4594801
101-90-6,0.5050748,0.4949252
7195-43-9,0.5270352,0.47296482
7195-45-1,0.7142535,0.2857465
14974-71-1,0.47616798,0.523832
14168-01-5,0.34991097,0.650089
90035-08-8,0.09120095,0.90879905
56073-07-5,0.108037055,0.89196295
56073-10-0,0.14088619,0.8591138
104653-34-1,0.3708024,0.6291976
83480-29-9,0.6636605,0.33633947
130796-74-6,0.3360597,0.6639403
70-00-8,0.5555204,0.44447958
131-99-7,0.73374337,0.26625663
9000-30-0,0.7805018,0.21949822
3148-72-9,0.7360891,0.26391092
77054-16-1,0.60116494,0.39883503
63883-19-2,0.578992,0.42100796
2338-18-3,0.17439574,0.82560426
303-31-1,0.39648378,0.6035162
1703-58-8,0.7159956,0.2840044
1134-47-0,0.3570193,0.6429807
53858-86-9,0.847283,0.152717
30618-84-9,0.41107798,0.588922
60634-63-1,0.30295765,0.69704235
116255-48-2,0.22053605,0.77946395
5566-34-7,0.38024193,0.61975807
1890-47-7,0.47248507,0.52751493
98519-38-1,0.14811826,0.85188174
98532-72-0,0.06487143,0.93512857
4618-18-2,0.67211616,0.32788384
57-50-1,0.7582759,0.24172406
1715-40-8,0.4819451,0.5180549
616-30-8,0.5012437,0.4987563
36476-78-5,0.5692454,0.4307546
19130-96-2,0.5786254,0.42137462
98383-40-5,0.3605066,0.6394934
54622-43-4,0.65259373,0.3474063
13551-92-3,0.5983702,0.40162984
134528-32-8,0.47448385,0.52551615
112281-77-3,0.27979487,0.7202051
5455-98-1,0.47293353,0.52706647
61213-25-0,0.2626145,0.7373855
2157-19-9,0.44840717,0.5515928
149-32-6,0.69544035,0.30455965
87-99-0,0.614279,0.38572103
554-18-7,0.7243631,0.27563688
7089-59-0,0.2324757,0.7675243
1708-39-0,0.6544895,0.34551045
3820-67-5,0.67793536,0.32206464
23779-99-9,0.5670177,0.43298233
624-43-1,0.5526961,0.44730386
621-65-8,0.5204802,0.47951978
556-52-5,0.59565794,0.40434203
51371-34-7,0.49126923,0.50873077
96-24-2,0.2874847,0.7125153
3369-52-6,0.4311878,0.5688122
25451-15-4,0.5243672,0.4756328
622-04-8,0.6031553,0.39684469
886-74-8,0.5616572,0.43834284
122-60-1,0.5644938,0.4355062
5255-75-4,0.41907507,0.5809249
13443-29-3,0.6040422,0.3959578
127-90-2,0.5843365,0.41566348
55-63-0,0.30099636,0.69900364
6659-62-7,0.2500552,0.7499448
652-67-5,0.5678053,0.4321947
16051-77-7,0.5748559,0.42514405
87-33-2,0.32777166,0.67222834
23261-20-3,0.5633673,0.4366327
53460-81-4,0.25645673,0.74354327
15121-11-6,0.11576259,0.8842374
106-89-8,0.1291427,0.8708573
56-89-3,0.51011586,0.48988417
3221-15-6,0.17612392,0.8238761
3001-57-8,0.21474946,0.78525054
96-23-1,0.16948116,0.83051884
96-18-4,0.1720615,0.8279385
3583-47-9,0.16027057,0.8397294
19721-74-5,0.16128355,0.83871645
55739-78-1,0.5256161,0.4743839
60-57-1,0.25464398,0.745356
53494-70-5,0.36229402,0.637706
56534-02-2,0.3763594,0.6236406
28772-56-7,0.0800786,0.9199214
376608-71-8,0.31055444,0.68944556
35144-55-9,0.39651805,0.60348195
1003859-14-0,0.3025235,0.6974765
5588-13-6,0.7242385,0.27576146
14919-77-8,0.5918118,0.40818825
73151-29-8,0.3433745,0.6566255
24169-02-6,0.41157877,0.5884212
22832-87-7,0.4248302,0.5751698
65899-73-2,0.28572518,0.7142748
24168-96-5,0.34765732,0.6523427
61318-91-0,0.35902524,0.64097476
19396-06-6,0.75653744,0.24346255
86832-68-0,0.86423415,0.13576587
3641-49-4,0.6117009,0.38829914
59-92-7,0.7465247,0.25347534
37106-97-1,0.7400683,0.2599317
1824-50-6,0.6253853,0.37461472
138-59-0,0.6696521,0.33034793
73-22-3,0.4789763,0.5210237
4350-09-8,0.6254987,0.3745013
71-00-1,0.5233753,0.4766247
154-23-4,0.481525,0.518475
22855-57-8,0.38786083,0.61213917
742-01-8,0.16733712,0.8326629
40691-09-6,0.66685057,0.33314946
66064-11-7,0.43590617,0.5640938
56-84-8,0.69908845,0.30091158
3982-20-5,0.67883116,0.32116884
106691-40-1,0.67604434,0.32395563
60653-25-0,0.4043241,0.5956759
1874-54-0,0.6896473,0.31035268
3513-93-7,0.25651485,0.74348515
136087-85-9,0.68050253,0.31949744
15518-76-0,0.48290396,0.51709604
104-14-3,0.44595993,0.5540401
329-56-6,0.5291117,0.47088832
444-27-9,0.62950253,0.37049747
71821-17-5,0.1960944,0.8039056
299-27-4,0.7052552,0.2947448
15879-93-3,0.5078515,0.49214855
526-98-7,0.7287928,0.27120724
69-33-0,0.6868708,0.31312916
77181-69-2,0.7925002,0.2074998
5536-17-4,0.71431094,0.28568906
58-63-9,0.60268855,0.39731145
50924-49-7,0.65842247,0.34157756
36791-04-5,0.7274723,0.27252772
31698-14-3,0.74210036,0.2578996
72361-00-3,0.4903984,0.5096016
73986-95-5,0.41477662,0.5852234
64011-46-7,0.41561884,0.58438116
765-34-4,0.5598463,0.44015372
1021-19-8,0.5286494,0.4713506
26501-80-4,0.47917074,0.52082926
3868-61-9,0.55017376,0.44982624
76738-28-8,0.26106626,0.73893374
4691-65-0,0.78276265,0.21723737
5550-12-9,0.80622405,0.19377595
86-04-4,0.60703737,0.39296263
68-41-7,0.356996,0.643004
96753-85-4,0.30212343,0.6978766
96-09-3,0.450368,0.549632
58100-26-8,0.3956774,0.6043226
52-90-4,0.5289342,0.47106582
24689-89-2,0.21950275,0.78049725
101530-10-3,0.24428165,0.75571835
1424-50-6,0.22401416,0.77598584
10140-89-3,0.19927025,0.80072975
2601-89-0,0.08229482,0.9177052
565-64-0,0.21861142,0.7813886
21700-31-2,0.33629292,0.6637071
79-00-5,0.15620452,0.8437955
50-59-9,0.8647853,0.13521467
5547-29-5,0.92854464,0.07145535
168152-93-0,0.057638586,0.9423614
132-81-0,0.8130939,0.1869061
1087-35-0,0.49667615,0.50332385
68788-33-0,0.57744426,0.42255574
98216-44-5,0.2901349,0.7098651
74860-00-7,0.416368,0.583632
14504-15-5,0.35036594,0.64963406
168153-00-2,0.12754351,0.8724565
55453-87-7,0.3142516,0.6857484
1438-20-6,0.33115143,0.6688486
39082-00-3,0.47584528,0.5241547
928-72-3,0.59224296,0.40775704
24312-44-5,0.37544805,0.62455195
1014-98-8,0.45601672,0.5439833
