CASRN,LD50_xgboost_mordred
22591-21-5,0.6981443
1492-02-0,0.78838617
107534-96-3,0.46907315
75-64-9,0.7424291
59227-74-6,-0.115447275
4620-70-6,1.1144829
87787-67-5,1.1885432
42200-33-9,0.5239857
27912-14-7,0.5388102
51781-21-6,0.40965244
23093-74-5,0.28595504
38363-40-5,0.2960119
35108-88-4,0.62526256
54247-25-5,0.28076628
26921-17-5,0.3984843
68377-91-3,0.41281816
18559-94-9,0.5822985
54240-36-7,-0.07293636
21898-19-1,0.25978503
56776-01-3,0.29440403
79645-08-2,0.6482468
60559-94-6,-0.19587122
57982-78-2,0.46159223
2160-93-2,1.1006713
112226-61-6,0.71230924
75-65-0,1.2663147
7665-72-7,1.3364714
1663-39-4,1.0143269
398489-26-4,0.66554874
75-91-2,1.0218874
614-45-9,1.0773505
75-66-1,0.979744
4098-71-9,0.769124
7027-11-4,0.8179729
21280-29-5,1.2207088
1740-15-4,0.472615
76-29-9,0.4852783
79-93-6,0.55942744
58-18-4,0.7285948
116-06-3,-1.6250101
1646-87-3,-1.1129867
1646-88-4,-1.4290981
16146-62-6,-0.6991601
4790-92-5,-1.0382568
16655-82-6,-0.39309412
66637-25-0,-1.2995042
106358-92-3,-1.5877942
16709-30-1,-0.66410255
59375-53-0,-2.0050201
59375-61-0,-2.5750122
22781-23-3,-0.5881597
59375-67-6,-2.0391302
106231-36-1,-1.087144
71108-14-0,-0.6342442
1249-84-9,-0.27256995
69784-42-5,-0.5805966
122-15-6,-0.3374912
4757-55-5,0.23882124
92320-57-5,0.29383305
54504-70-0,0.2758481
3648-36-0,0.13083322
75096-86-5,-0.30564237
50539-80-5,-0.6271634
62382-23-4,-1.0959132
32891-29-5,0.28166884
50539-66-7,-0.67787945
50802-69-2,-0.647511
50673-10-4,-1.0494624
50673-11-5,-1.0633255
50539-76-9,-0.53493965
37430-50-5,-0.68428844
127-48-0,0.38809326
71108-21-9,-0.8436288
22198-93-2,0.5477568
123886-70-4,0.18590938
123886-68-0,0.018545743
123886-69-1,0.02490332
111038-47-2,0.19718973
15440-46-7,0.56788236
123886-65-7,-0.08134243
57897-49-1,-0.019939814
123886-62-4,0.6175415
31652-69-4,-0.25739893
1646-75-9,0.32919815
71868-10-5,0.34730262
25841-41-2,1.1403221
3680-05-5,1.2633635
25841-38-7,1.0548464
25841-43-4,1.2461151
163000-63-3,0.7329176
17557-23-2,0.97793394
1471-52-9,0.71366113
1755-97-1,0.40521967
10232-92-5,0.7716765
6362-80-7,1.0267831
2654-58-2,0.66359067
81777-89-1,0.4324779
1955-45-9,1.182434
10389-72-7,0.2057084
36981-93-8,0.6342899
51200-87-4,1.041835
15214-89-8,0.7017424
24458-48-8,0.16908358
543-39-5,1.218431
103-05-9,0.9292815
100-86-7,0.93800354
1320-94-1,1.3123876
50539-73-6,-0.608039
50539-74-7,-0.7003948
99599-74-3,0.040574983
99599-78-7,0.23035368
558-30-5,1.3709611
2978-58-7,0.41886634
32889-48-8,0.2281928
115-19-5,0.6988649
564-94-3,1.164999
127-91-3,1.3160617
22431-62-5,0.2623791
58769-20-3,-0.2954095
52645-53-1,0.24380858
75867-00-4,-0.2644657
68359-37-5,-0.19069317
80803-92-5,-0.045283873
73611-02-6,0.6397974
128148-93-6,0.36739033
15440-48-9,0.9499556
4697-14-7,0.8220323
35531-88-5,0.5625452
599-64-4,0.8032742
2444-90-8,0.73498374
13080-86-9,0.033089127
2089-46-5,0.19472162
79-95-8,0.39035186
54-36-4,0.604953
826-54-0,0.5646349
832088-68-3,-0.105759
63612-50-0,-0.22059363
6440-58-0,0.7898036
118-52-5,0.3982635
126-06-7,0.55953044
16079-88-2,0.36732635
7473-98-5,1.0423051
106797-53-9,0.78475213
80-15-9,0.9380659
24201-58-9,0.5396244
41859-67-0,0.59382266
3771-19-5,0.6013361
42017-89-0,0.59338194
21550-30-1,0.64858955
63979-37-3,0.10880106
64118-86-1,0.48455474
121776-33-8,0.5264045
63883-18-1,0.16154583
4362-40-7,0.59928435
53-10-1,0.08818787
2181-04-6,-0.31794557
6000-74-4,0.0059521734
29069-24-7,-0.43518785
20231-45-2,1.0557978
20417-82-7,-0.8605544
20417-84-9,-0.76382434
154619-58-6,-1.1392164
562-09-4,0.26067516
154619-91-7,-1.0005931
154619-64-4,-1.0704074
154619-56-4,-1.0651873
154619-66-6,-1.0569371
72150-17-5,0.25861588
14641-96-4,0.1694346
518-20-7,-0.012714052
3032-55-1,0.24564788
822-48-0,0.6306356
115-69-5,1.5416732
3692-18-0,0.66312635
2018-45-3,1.3509779
52205-73-9,0.25678003
6147-37-1,0.8133803
1899-36-1,0.7645434
3175-23-3,0.9460607
50471-44-8,0.56225777
2033-94-5,0.6323379
11034-31-4,0.34658656
80-06-8,0.56277096
72420-38-3,0.7122047
127-20-8,1.0771776
136-25-4,0.7261095
71-55-6,0.8006624
3688-85-5,0.6777778
1754-58-1,-0.3866857
561-41-1,0.2387672
23135-22-0,-0.70233846
76963-41-2,0.26405472
23422-53-9,-0.71321416
50335-55-2,0.13743258
3311-54-4,0.12543072
23504-07-6,-0.3805575
17289-49-5,0.422822
13256-32-1,0.266602
6884-59-9,-0.2820934
86360-33-0,0.49112013
49701-24-8,0.67736757
1113-02-6,0.11840956
18278-44-9,-0.32224545
3344-11-4,-0.23701665
18188-17-5,-0.2619933
54708-68-8,0.62606275
15037-58-8,-0.24070194
20253-72-9,0.11646918
16637-86-8,-0.16862158
16960-40-0,-0.70226234
1421-68-7,0.6445309
1225-55-4,0.27371836
10262-69-8,0.47759855
60070-44-2,0.29741326
60763-63-5,0.22341461
6291-84-5,0.92741984
693-05-0,0.9683636
54910-89-3,0.30684406
109-83-1,1.2725317
13055-76-0,0.21962146
25756-29-0,0.4884373
14489-75-9,0.33201832
10085-81-1,0.48514256
123-39-7,1.1446711
100-60-7,0.6283222
58-25-3,0.19652969
6330-25-2,0.80042523
100-61-8,0.6038586
1220-94-6,0.8094247
2475-46-9,0.64389366
60439-52-3,0.6073529
63906-81-0,0.5251091
284462-37-9,0.64903873
757251-39-1,0.67543364
882167-77-3,0.73592794
1674-62-0,1.2377449
598-52-7,-0.09305114
165252-70-0,0.38037497
6610-29-3,0.020922352
1966-58-1,0.36180177
1943-79-9,0.4131682
13792-20-6,0.13755128
13792-24-0,0.2289486
3282-00-6,0.08862632
7070-71-5,-0.17924064
6988-21-2,-0.13098358
6842-34-8,-0.33357507
63-25-2,0.26979142
5721-72-2,0.20384225
3279-46-7,-0.0073260497
3942-54-9,0.11028821
13792-21-7,-0.015665539
24031-96-7,-0.8334819
55391-34-9,-0.85988426
1631-64-7,-1.1618278
1867-66-9,0.34086636
7339-53-9,0.89197075
130365-37-6,-0.71359783
91893-37-7,-0.522531
63991-43-5,0.7931297
51068-60-1,0.20588233
8004-87-3,0.4064124
34544-12-2,0.5223378
66952-49-6,0.4170773
624-83-9,0.8586202
54266-55-6,-0.38962418
54266-44-3,-0.39774728
16033-21-9,0.48528
40643-39-8,0.38115335
40843-82-1,0.3970981
40643-36-5,0.34302545
152-16-9,-0.8610131
90-72-2,0.11248548
645-05-6,0.07171137
15112-89-7,0.152989
548-62-9,0.12901077
6711-48-4,0.7582519
110-95-2,0.8293912
110-18-9,0.7133926
74758-19-3,0.34652776
132050-00-1,0.76009065
61-73-4,0.19465601
2782-91-4,0.44738618
5836-23-7,0.2852083
137-26-8,0.42724404
1031-47-6,-0.2408065
115-26-4,-0.84974045
1703-48-6,0.30890998
75-50-3,0.60252255
60662-16-0,0.23786363
51235-04-2,0.299721
3475-63-6,0.25386745
16339-14-3,0.077487715
437-74-1,0.6891773
157309-18-7,0.19053851
161559-34-8,0.43085092
58-08-2,0.6900427
5426-89-1,0.46557832
15876-67-2,0.010196529
101-26-8,-0.46972427
114-80-7,-0.65015393
5373-42-2,-0.16747332
50-62-4,0.44260377
35115-50-5,0.0014375693
5974-09-4,0.25008857
56066-63-8,0.5974793
173159-57-4,0.710634
52-85-7,-0.77629894
481-49-2,-0.35643685
61-01-8,0.14790191
76579-52-7,0.60335493
54708-51-9,0.3566027
19937-59-8,0.18243341
35972-50-0,-0.088702895
35967-28-3,-0.25806272
116476-14-3,0.023419622
27848-84-6,-0.13492677
34661-75-1,0.37337956
1039-59-4,0.2911312
18995-99-8,-0.28470787
5310-55-4,0.15376347
109-55-7,0.9145715
10563-29-8,0.92305624
20064-38-4,0.0033073057
303-70-8,0.08790311
303-49-1,0.31749883
53-60-1,0.35456297
24268-89-1,0.057032727
50-53-3,0.28643647
1225-65-6,0.25083098
16398-39-3,0.18372391
4755-59-3,0.39174655
3179-63-3,1.1894011
132-69-4,0.40159956
14286-84-1,0.46529332
4510-65-0,0.2501642
113-59-7,0.041729875
1738-25-6,0.94221014
132-20-7,0.11266647
132-22-9,0.21619481
511-13-7,0.32307956
2045-52-5,0.4138081
59-32-5,0.27891898
958-93-0,0.38652095
108-01-0,1.2223855
13877-99-1,0.2180624
518-63-8,0.115415
1176-08-5,0.25831574
26615-21-4,-0.004643642
102207-77-2,0.5211208
2439-35-2,0.67233247
71-79-4,0.38743234
4584-46-7,0.43528482
16607-80-0,0.53024435
103-83-3,0.46878415
21140-37-4,0.24033079
102410-20-8,0.57489
55363-08-1,0.038169246
2407-68-3,0.66102624
5376-09-0,0.54240805
68-12-2,1.0588723
1467-79-4,0.7241913
72575-46-3,0.12014081
2585-36-6,0.2637679
17606-31-4,0.32223573
64-73-3,0.41134194
2013-58-3,0.6497393
789-37-7,0.24312541
6434-38-4,-1.4364114
59721-29-8,0.68648326
121-69-7,0.65442127
838-95-9,0.74840426
60045-43-4,0.3921323
60-11-7,0.8496265
547-58-0,1.0848315
20691-84-3,0.73145527
17576-88-4,0.34011024
140-56-7,0.48145458
5882-48-4,0.697472
7152-80-9,0.47709563
1122-58-3,0.51147634
100924-68-3,0.6230942
28743-45-5,0.5718082
2680-03-7,0.7224556
74957-49-6,0.6156759
957-51-7,0.5965482
89427-43-0,-1.1779246
195252-02-9,0.054055266
1778-08-1,0.81535274
63887-52-5,0.33382452
85815-37-8,0.5761078
52777-92-1,0.45986637
106900-12-3,-0.013951901
1609-06-9,0.7479606
1115-70-4,1.3337024
28805-78-9,0.57159805
101-42-8,0.6281344
1982-47-4,0.46371168
150-68-5,0.7139771
2164-17-2,-0.15354048
27954-37-6,0.06650326
33439-45-1,0.45727947
3134-12-1,0.5828938
21709-44-4,-0.4034619
1016-46-2,-0.23594953
89427-20-3,-0.8624395
25900-68-9,-0.016271817
62850-32-2,0.5491011
79-44-7,0.44393045
3226-36-6,0.57494235
31848-11-0,0.2196291
1596-84-5,1.2045217
7227-91-0,0.25238523
7203-95-4,0.41566968
33330-91-5,0.1788524
7227-92-1,-0.031040056
7203-90-9,0.21175173
7239-21-6,0.2559054
23456-93-1,0.48781523
36120-57-7,0.07231625
19992-69-9,0.15255478
33330-89-1,0.2769532
4342-03-4,0.5223571
62-75-9,0.09093839
63886-55-5,-0.19472732
22850-19-7,-0.24383508
99300-64-8,-0.4439103
91893-64-0,-0.34865183
91893-26-4,0.44169524
85977-49-7,-0.36448428
36014-72-9,-0.9879012
1085-98-9,0.34557092
13360-57-1,0.19974534
533-74-4,0.42295074
13863-31-5,0.93109614
7226-23-5,0.8749891
80-73-9,1.1593583
13256-12-7,0.1058963
83-67-0,0.61608213
81995-79-1,0.27502128
107007-99-8,0.3902855
81996-52-3,0.22040947
87798-85-4,0.14573611
79712-52-0,0.33400854
519-37-9,0.48674253
79712-53-1,0.53433895
69975-86-6,0.5434681
652-37-9,0.6318598
7601-87-8,0.3038886
68789-89-9,-0.29549143
43222-48-6,0.32510018
89805-39-0,0.26937205
128-62-1,0.079791956
29173-31-7,-0.76024735
115-37-7,-0.12530535
3176-03-2,-0.006525829
64951-25-3,0.36547896
14419-01-3,0.38795587
24141-01-3,0.11631278
69353-21-5,0.016405698
63-75-2,0.6532737
139886-04-7,0.16437374
39885-14-8,0.25853997
66794-74-9,0.35198113
14759-04-7,0.21590371
22958-08-3,-0.5238631
5965-13-9,-0.12529258
125-29-1,-0.29573584
52-28-8,-0.05375777
3688-66-2,-0.46172786
56796-39-5,0.5554818
1746-81-2,0.5100706
330-55-2,0.56435853
13360-45-7,0.58371115
5588-33-0,0.33341265
23903-11-9,0.28590754
1555-58-4,0.824707
1229-69-2,0.37985423
86-12-4,0.4272217
53-89-4,0.505452
132-18-3,0.19987394
1057-81-4,0.26161236
57081-55-7,0.47742033
29075-61-4,0.09707003
15574-96-6,0.3253556
34580-14-8,0.15403739
969-33-5,0.20305908
60086-22-8,0.071508385
78104-11-7,-0.040225055
72468-85-0,0.18302795
440-17-5,-0.077171125
24632-48-2,0.4943619
56217-90-4,0.39330524
29868-97-1,0.49273425
33354-22-2,0.43968815
57342-05-9,0.016974663
24140-98-5,0.009045507
22487-46-3,0.2413603
106017-08-7,0.4506502
1977-11-3,0.042460922
5786-21-0,0.23708309
1977-10-2,0.0641619
14052-80-3,0.46107823
16339-07-4,0.6339547
63905-05-5,0.21016659
55-86-7,-0.63442475
17780-75-5,0.15530464
1553-34-0,0.15560949
2975-36-2,0.27306893
1982-37-2,0.26987067
31139-87-4,0.15624757
23327-57-3,0.26113883
306-07-0,0.38215393
150433-14-0,0.42587242
24600-36-0,0.39381385
5060-56-0,0.35880116
19974-69-7,0.21224383
22952-87-0,-0.53366905
54-11-5,0.39800113
60634-70-0,0.070223354
54301-19-8,-0.48745728
32033-21-9,0.22963138
74627-35-3,-0.386167
51473-23-5,-0.050869748
24381-37-1,0.42552677
125-52-0,0.2760855
872-50-4,0.9218653
93-90-3,0.83726436
6232-56-0,0.43243936
88475-55-2,0.6512831
2079-00-7,0.78096896
27942-00-3,1.1137569
59-05-2,0.5383277
68787-95-1,0.22952808
21820-82-6,0.25945842
153719-23-4,0.28434128
63906-70-7,0.3817232
3655-88-7,0.7160541
51026-28-9,0.50610083
13256-11-6,0.2784169
16339-16-5,-0.20404063
46948-72-5,0.75500244
4960-47-8,0.65763324
77639-70-4,0.5771939
132907-72-3,0.40792376
60-56-0,0.30797654
446-86-6,0.44800743
7560-83-0,0.59687346
132-17-2,0.2954066
2169-75-7,0.13304089
51-55-8,0.42480883
80-77-3,0.72675693
5571-97-1,0.49545032
13131-19-6,0.7423274
5432-28-0,0.37092742
64057-88-1,0.3371029
63716-37-0,0.37253782
3543-75-7,0.12273106
80845-35-8,0.26798084
7492-29-7,0.35585338
2011-67-8,0.6036702
1622-62-4,0.5798227
3900-31-0,0.5544224
5903-13-9,-0.23666249
74859-42-0,0.3732756
63744-49-0,0.29978153
13993-65-2,0.24484152
124824-14-2,0.26313078
84542-20-1,-0.38406295
84529-63-5,-0.48714882
84529-59-9,-1.7876068
64037-23-6,0.67064047
1740-11-0,-1.7049061
63755-05-5,0.811087
20354-26-1,0.18239507
614-00-6,0.29388592
7431-19-8,0.63146305
99-80-9,0.597527
69781-06-2,0.58667374
16219-99-1,-0.13209647
69658-91-9,0.29877043
25505-98-0,0.48066112
684-93-5,0.5903127
70-25-7,0.48304734
13860-69-0,0.64499515
1084-23-7,0.6645697
2682-20-4,0.89569706
631-93-6,0.86727
34042-85-8,0.42635706
59804-37-4,0.43319973
123277-33-8,0.4269437
90101-16-9,0.3944454
39794-99-5,0.13609505
535-83-1,0.69892657
2447-54-3,-0.25636905
14901-08-7,0.82469916
75-52-5,0.27847528
1420-40-2,0.4860942
60-26-4,-0.054980032
69-27-2,0.18904544
13254-33-6,0.72020906
32765-81-4,0.18462437
44992-01-0,0.3598955
51-83-2,0.96786195
987-78-0,0.5502368
999-81-5,0.40600652
2758-06-7,0.48647532
5110-69-0,0.114756316
6645-46-1,1.1105894
56-93-9,0.22512555
35035-05-3,0.39437836
15302-91-7,0.65687084
62-97-5,0.19648992
596-51-0,0.28768128
561-43-3,0.26349494
13025-69-9,0.011835419
14652-09-6,-0.13992704
4317-14-0,0.07053994
2747-31-1,0.7325531
3688-65-1,-0.38076854
15351-05-0,0.2173701
30817-43-7,0.34818628
4269-88-9,0.45959193
144-12-7,0.37566358
21216-78-4,0.26627055
35425-83-3,0.2898544
71731-58-3,0.4667713
7529-22-8,0.5735185
302-70-5,-0.49887943
101670-74-0,0.014609412
63516-07-4,0.2485362
63869-28-3,-0.3334139
24815-24-5,-0.056569654
50-55-5,-0.09795213
1062-48-2,0.59071016
122185-09-5,0.80542487
1178-29-6,-0.17679408
6429-04-5,0.3653165
81182-04-9,0.36612546
4880-82-4,-0.074958116
6879-02-3,-0.08566052
122-10-1,-0.7667328
1795-58-0,0.024260793
3700-89-8,0.23909003
76541-72-5,-0.39699763
690-49-3,-0.6659032
3383-96-8,-0.7495087
3356-57-8,-0.10795516
1174-83-0,-0.15851848
2782-70-9,-0.58968085
5930-71-2,-0.17352587
37894-46-5,0.3746295
1067-53-4,0.9037743
53808-87-0,0.57747513
58306-30-2,0.38219547
919-76-6,-0.16312928
751-73-5,-0.27871627
35543-24-9,0.40202275
41716-93-2,0.5109168
26328-04-1,0.4707441
82697-76-5,0.54210514
635-41-6,0.56310403
35619-65-9,0.6014347
5914-66-9,0.20711784
1532-12-3,0.5882097
102324-40-3,0.11919614
101477-54-7,0.19040406
2778-04-3,-0.2841092
15037-64-6,-0.07213624
3581-11-1,-0.48151514
950-37-8,-0.53450906
2487-90-3,1.0584639
1760-24-3,0.86299515
15396-00-6,0.25718465
2996-92-1,0.9616271
121-45-9,1.0060937
512-56-1,0.3087185
3069-29-2,0.85833025
17865-32-6,1.0748625
3027-21-2,0.99707437
2587-90-8,-0.81566733
4752-35-6,-0.94438314
54473-43-7,-0.30487114
3254-63-5,-0.8970817
3070-16-4,-0.5851462
152-20-5,-0.4258044
2953-29-9,-0.21581334
6504-77-4,0.52863
110-71-4,1.5619308
111-96-6,1.4901911
143-24-8,1.322019
71850-03-8,1.3328927
10232-93-6,1.0550218
117-82-8,0.8401397
3753-18-2,0.96593654
109-87-5,1.6435095
34758-84-4,0.35322502
1125-88-8,1.1978694
20627-73-0,0.40020478
81098-60-4,0.21533981
77402-03-0,0.5639402
1830-54-2,1.2244177
108-59-8,1.3403817
111753-73-2,0.54402727
78967-07-4,0.38560432
101-70-2,0.80001336
150-78-7,1.1829507
27318-87-2,0.8819641
89-39-4,0.62814873
2735-04-8,0.70133007
5355-16-8,0.55673504
7306-46-9,0.5590054
110488-70-5,0.48289195
119-90-4,0.52943844
89427-14-5,-0.6578607
2586-57-4,0.7504698
458-37-7,0.7778425
91-10-1,1.1669554
23158-25-0,0.20597732
70024-40-7,0.5926306
19237-84-4,0.6984654
64951-27-5,0.4060851
357-57-3,-0.76794946
89427-13-4,-0.68036234
6294-52-6,0.60046005
40553-78-4,-0.05547208
31848-02-9,0.39481494
13223-43-3,0.61603695
138786-67-1,0.28783965
606-45-1,1.0944483
94-60-0,1.3151104
133-47-1,1.1609795
56141-00-5,0.37222704
89427-46-3,-0.59266466
4336-19-0,1.3020877
1459-93-4,1.2477814
13290-96-5,0.52493393
131-11-3,1.2891477
173584-44-6,-0.031528752
96753-93-4,0.62549555
616-38-6,1.1553726
4525-33-1,0.8694506
6843-66-9,0.8109306
20120-33-6,0.53300744
52-68-6,0.19893989
74940-61-7,0.16327001
37565-85-8,-0.15193163
813-84-3,-0.6253453
17321-47-0,-0.02422099
597-25-1,-0.8121047
42136-28-7,-0.32202923
950-35-6,-1.4456363
2255-15-4,-0.7397049
2274-67-1,0.35026848
2274-69-3,-0.22513825
13104-21-7,-0.5456562
23560-59-0,-0.7776052
52899-13-5,0.109074175
5598-52-7,-0.28216344
64050-54-0,-0.17627507
1886-01-7,-0.0718903
3735-33-9,-0.7405868
3820-53-9,-1.0243133
3309-87-3,-0.40756297
50915-31-6,0.26909527
298-00-0,-0.84054047
363-97-3,-0.37112463
5826-76-6,-0.17695184
500-28-7,-0.07895676
50590-01-7,-0.02221098
63981-11-3,-0.029169204
2104-96-3,0.23473586
18181-70-9,0.35865945
5598-13-0,0.364096
756-80-9,0.2745978
32357-99-6,-0.65145683
3692-87-3,0.34979436
42565-17-3,-0.6673275
78-57-9,-0.4472526
144-41-2,0.03667629
1113-01-5,0.4866529
58995-44-1,-0.50172055
22439-39-0,-1.3019708
51356-18-4,-0.672546
51442-09-2,-0.81274307
86-50-0,-0.76851994
18722-80-0,-0.6308982
64050-59-5,-0.49007764
64050-57-3,-0.5199194
3735-23-7,-0.36019665
6436-04-0,-0.51575357
41219-30-1,-0.51566565
10312-19-3,-1.0010922
63716-52-9,-0.60407877
5114-31-8,-0.50333387
2524-03-0,0.2809885
2667-49-4,-0.24548762
22243-91-0,-0.78525054
2984-68-1,-0.88067317
22608-53-3,-0.7096369
77173-43-4,-0.60454357
10265-92-6,0.41965076
29809-48-1,-0.35320985
54473-30-2,-0.18424949
54473-41-5,-0.5446909
41495-66-3,-0.6203827
87359-33-9,0.46555784
66-27-3,0.341799
5332-73-0,1.1897858
1589-49-7,1.6791244
110-67-8,1.0806092
54778-70-0,0.53853077
4634-47-3,-1.4306827
109-86-4,1.6702644
111-77-3,1.7140466
112-35-6,1.6687615
1663-35-0,1.4160947
3459-20-9,0.86285967
339-44-6,0.74397755
3121-61-7,0.7443801
35702-75-1,1.1225202
13551-87-6,0.8142337
625-45-6,1.4869905
4484-61-1,1.7503214
107-30-2,0.26176512
107-25-5,1.1416569
107-31-3,1.5427784
1328-90-1,0.19217865
86803-90-9,1.1269724
36061-95-7,0.28077817
58994-96-0,0.40089366
9000-38-8,0.92047584
111-81-9,1.2326334
2935-90-2,0.5963337
3395-91-3,0.20877478
14352-61-5,1.3889143
101-41-7,1.145826
2876-78-0,1.1156167
65463-19-6,0.21965975
1929-87-9,0.9987348
453-18-9,-0.81205773
100-66-3,1.0700287
140-67-0,1.205779
60045-41-2,0.5395532
123-11-5,1.2207469
130198-05-9,0.3834522
53036-61-6,0.3999678
157173-60-9,0.11384423
5863-35-4,0.23888117
611-94-9,1.1525847
58955-83-2,0.4106957
72432-10-1,0.6078353
12771-68-5,0.43589824
104-94-9,0.8631641
332-35-4,-0.62128675
20172-02-5,0.73663044
100-17-4,0.8340604
150-76-5,1.0268489
1078-19-9,1.055751
1847-63-8,0.1862258
150-19-6,1.129703
28534-37-4,1.0482751
64037-14-5,0.7896006
96-96-8,0.947857
131-57-7,0.9662166
531-59-9,0.9967208
13244-33-2,1.2593966
63638-90-4,0.06475687
18179-67-4,1.0926318
61361-61-3,0.056210633
56538-01-3,-0.52549905
61361-58-8,-0.5823804
66839-98-3,-0.052909054
17854-59-0,0.14005055
64380-46-7,0.8473569
135-02-4,1.0911006
80834-78-2,0.15851562
80834-75-9,0.09581191
3562-99-0,0.6884273
313-67-7,0.3270305
108828-56-4,0.8676695
32828-81-2,0.6621909
3641-50-7,1.0173161
90-04-0,0.8909177
99-59-2,1.0609659
55232-80-9,0.3064712
80834-64-6,0.22724791
76487-32-6,0.22437172
21580-07-4,0.21110937
80834-66-8,0.16106649
91-23-6,1.0192152
537-73-5,0.98028606
93-14-1,0.99484885
70-07-5,0.47544503
21492-45-5,0.25143695
7217-59-6,0.74669987
5345-54-0,0.7565344
4920-79-0,0.95015985
4698-11-7,0.6151294
57645-49-5,0.2490752
5307-02-8,0.69685113
32861-85-1,0.7623808
97-53-0,0.9323975
19272-90-3,0.7517077
121-33-5,1.0323505
92-61-5,0.81447476
73698-58-5,0.69990355
10031-96-6,0.85188526
73698-63-2,0.949368
4065-45-6,1.1170962
1162-65-8,-0.48517615
10048-13-2,-0.40628266
2872-48-2,0.8854385
607-91-0,0.7784777
73698-64-3,0.72786444
219715-34-1,0.38873723
114834-06-9,0.5563162
80-35-3,0.85914385
30578-37-1,0.43742374
96-33-3,0.7573679
14437-17-3,0.64807814
144077-07-6,0.33442256
2307-49-5,0.89360064
89427-02-1,-0.8384961
57057-83-7,0.6310042
2539-17-5,0.5745059
298-81-7,0.55163527
89427-39-4,-1.1148357
2438-88-2,0.50296354
219715-41-0,0.09412069
137-05-3,0.45024526
80-63-7,0.6132383
93-58-3,1.3165046
134-20-3,1.1238375
42576-02-3,0.8132393
6307-82-0,0.9973784
611-13-2,1.0187874
15206-55-0,1.1891414
360-53-2,0.32328558
2536-31-4,0.5333824
29427-58-5,1.3990169
142469-14-5,0.17356664
176972-62-6,0.5414882
1918-18-9,0.5840946
31431-39-7,0.5872384
28559-00-4,0.6340405
6804-07-5,0.6141145
13589-15-6,-0.20862119
79-22-1,0.64812505
25991-93-9,0.31930715
425-87-6,0.7144221
76-38-0,0.7663018
139886-03-6,0.48386267
88283-41-4,0.5425021
55268-75-2,0.7429746
598-58-3,0.27720866
21609-90-5,-0.26261663
2591-66-4,0.08980857
3811-49-2,-0.30628103
2523-94-6,0.5454218
10497-05-9,0.14000544
556-67-2,0.3793237
999-97-3,0.5633831
1000-70-0,0.5191662
1009-93-4,0.32203084
5683-30-7,1.1930814
2345-38-2,1.249396
2374-14-3,-0.0001995473
42959-18-2,0.8230419
75-78-5,0.7031935
85509-19-9,0.031951275
675-62-7,0.30171835
75-79-6,0.7782689
676-83-5,0.41093588
1787-44-6,0.2858162
35691-25-9,-0.23731042
1511-67-7,-0.49081108
7526-26-3,0.6663399
3954-73-2,-0.4894341
740-20-5,-0.41396725
2665-30-7,-0.65061116
5188-07-8,0.7048563
816-80-8,-0.224654
624-92-0,0.7465024
3268-49-3,0.87780917
17773-41-0,0.54559135
63-68-3,0.9449385
583-91-5,1.0728905
59021-03-3,0.4030569
100-68-5,0.9213142
123-09-1,0.6295183
7143-67-1,0.2455665
14527-26-5,0.18840693
67-68-5,0.9502113
934-73-6,0.61985457
473-51-8,0.029973794
2990-21-8,0.32153895
3112-85-4,0.964661
3570-98-7,0.688069
1222-57-7,0.5595034
14763-60-1,1.02183
19016-29-6,-0.61964446
14008-44-7,0.23324691
13244-35-4,1.070384
2700-89-2,0.70732063
27603-25-4,-0.34288004
51803-78-2,0.7423187
113296-13-2,0.68474674
22729-75-5,0.3633333
3687-13-6,0.6673503
53639-82-0,0.37660453
558-25-8,0.05045842
74-88-4,0.13623753
1025-15-6,0.30618575
2694-54-4,0.8756331
101-37-1,0.57128954
102-84-1,0.52213347
3524-68-3,0.49096647
72782-44-6,0.4629104
99-67-2,0.8769814
124-02-7,0.3286044
37764-25-3,0.29256302
16338-97-9,0.14485167
6294-79-7,0.5005606
15180-03-7,-0.846843
557-40-4,0.884872
131-17-9,0.8896709
142-22-3,0.50601155
2179-57-9,0.39389667
3917-15-5,0.71231985
106-99-0,0.27523562
110-26-9,0.82685465
13048-33-4,0.9613133
1070-70-8,0.84199554
17831-71-9,0.6459435
1680-21-3,0.6284094
4074-88-8,0.59974706
52408-42-1,0.7302361
4074-90-2,0.78417605
627-51-0,0.7542264
26750-50-5,0.3402702
77-77-0,0.56523204
126-99-8,0.4129199
112-38-9,1.0466927
591-80-0,0.9017372
39716-58-0,0.5083631
4255-24-7,0.29923257
300-57-2,1.092686
302-34-1,0.22802836
10017-11-5,0.46158147
109-57-9,-0.3455547
19876-05-2,0.8608519
13973-71-2,0.6194144
25646-22-4,-0.43329212
25646-24-6,0.0050462657
57-06-7,0.22377232
5834-97-9,0.4589875
152-02-3,0.05063146
57-29-4,-0.02793959
107-18-6,0.7409763
111-45-5,1.0165846
106-92-3,0.7266844
1838-59-1,0.5643547
35554-44-0,0.57919085
2705-87-5,1.0910877
13361-32-5,0.3625211
4728-82-9,1.0235766
1797-74-6,1.0122815
14520-53-7,0.9586971
63887-17-2,0.7689669
22131-79-9,0.528958
1866-31-5,0.980497
27605-76-1,0.79442394
2937-50-0,-0.018708814
3571-74-2,0.2554223
64057-58-5,0.31613272
106-95-6,-0.0104583055
556-56-9,-0.042270906
107-02-8,0.500751
107-13-1,0.1763803
100-40-3,1.4071615
