CASRN,SMILES,logLD50_mmolkg,verytoxic,toxic,EPA_category,GHS_category
1076-97-7,O=C(O)C1CCC(C(=O)O)CC1,1.0434560848051813,,1.0,3.0,4.0
78945-53-6,O=C1C(CCC2CC2)C(=O)N(c2ccccc2)N1c1ccccc1,0.09637832785843133,,1.0,2.0,4.0
13560-89-9,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,1.582541593255603,,0.0,4.0,5.0
6522-21-0,ClC1CCC2SC1CCC2Cl,0.8246136294945827,,1.0,3.0,4.0
195252-29-0,c1nc(NC2CC2)c2ncn(C3CC3)c2n1,-0.2190199836327499,,1.0,2.0,3.0
23239-75-0,c1ccc(CC2CCNCC2)cc1,0.4886737840390416,,1.0,3.0,4.0
75259-63-1,Brc1ccc2[nH]cc(CC3CCNCC3)c2c1,-1.0692358069166195,,1.0,1.0,2.0
10447-38-8,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,0.17597776510158858,,1.0,2.0,4.0
7348-26-7,O=C(OC1CN2CCC1CC2)c1ccccc1,0.03377376412398696,,1.0,2.0,3.0
106565-71-3,N#CC1CCCC2OCC(c3ccccc3)N12,,,0.0,3.0,5.0
69581-33-5,O=C1OCCC1N(C(=O)C1CC1)c1cccc(Cl)c1,-0.20617892907360058,,1.0,2.0,3.0
30007-39-7,O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1,0.3425293299149104,,1.0,3.0,4.0
10329-96-1,O=C1CC(N2C(=O)c3ccccc3C2=O)CC(=O)N1CN1CCOCC1,,,0.0,4.0,5.0
68-91-7,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,0.8339829277910135,,0.0,3.0,5.0
97817-06-6,NC(N)=Nc1nc2c(s1)CN(C(=O)NC1CC1)CC2,,,1.0,3.0,4.0
56903-65-2,O=C(NC(CCc1ccc2c(c1)OCO2)CCc1ccc2c(c1)OCO2)c1ccc(Cl)cc1,0.5869490343838587,,1.0,3.0,4.0
56485-47-3,NC1CCCc2ccccc2C1,0.2238694274833127,,1.0,2.0,3.0
886588-62-1,O=C1c2ccccc2C(=O)N1C1CCCNC1,,,1.0,,
1798-50-1,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0.5658791737484568,,1.0,3.0,4.0
91595-86-7,NC1=NCC(CN2CCN(c3ccccc3)CC2)O1,0.34412527599805554,,1.0,3.0,4.0
73771-25-2,OCC1OC(N2CCN(C3OC(CO)C(O)C(O)C3O)CC2)C(O)C(O)C1O,1.8638927386831527,,0.0,4.0,5.0
13887-56-4,O=C(OCC(O)C1COc2ccccc2O1)N1CCOCC1,0.6856860656182455,,1.0,3.0,4.0
16568-66-4,NC(=O)N1CCC(c2ccccc2)CC1,0.5874161241975056,,1.0,3.0,4.0
77145-61-0,NC1CCN(c2cccc(Cl)n2)CC1,-0.046959051141502534,,1.0,2.0,3.0
93181-85-2,OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1,-0.033706491012629236,,1.0,2.0,4.0
17902-23-7,O=C1NC(=O)N(C2CCCO2)CC1F,0.6627340161855662,,1.0,3.0,4.0
14697-46-2,OCCCC(O)CO,1.8123780568155894,,0.0,4.0,5.0
97-99-4,OCC1CCCO1,1.1949538938275228,,1.0,3.0,4.0
5763-44-0,O=C1NC(=O)C2CCCC12,,,,,
857-95-4,NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O,0.19327093821893535,,1.0,3.0,4.0
5836-29-3,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,-1.2483953848406513,,1.0,1.0,2.0
529-33-9,OC1CCCc2ccccc21,1.0386521588360318,,1.0,3.0,4.0
102676-31-3,N#Cc1ccc(C2CCCc3cncn32)cc1,-0.04781788274558643,,1.0,2.0,3.0
3184-13-2,NCCCC(N)C(=O)O,1.8788901117559995,,0.0,4.0,5.0
7531-52-4,NC(=O)C1CCCN1,1.6415885479774197,,0.0,4.0,5.0
1119-34-2,N=C(N)NCCC[C@@H](N)C(=O)O,1.8381231231717137,,0.0,4.0,5.0
87429-91-2,Oc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,,,0.0,3.0,5.0
1952-96-1,O=[N+]([O-])c1ccc([C@H](O)[C@H](CO)N=Cc2ccc(N(CCCl)CCCl)cc2)cc1,,,0.0,3.0,5.0
121771-84-4,c1ccc2c(c1)CCN1CCN=C1C2,-0.49196368489569514,,1.0,2.0,3.0
139-89-9,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,1.555547658458215,,0.0,4.0,5.0
57369-32-1,O=C1CCc2cccc3c2N1CC3,0.26791953424344034,,1.0,2.0,4.0
4425-95-0,O=C(O)CCC1(CCC(=O)O)c2ccccc2-c2ccccc21,0.8385634230000372,,0.0,3.0,5.0
34161-23-4,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1.061688632040409,,0.0,3.0,5.0
67075-37-0,O=c1c2ccc3c4ccc5c(=O)n(CCc6ccccc6)c(=O)c6ccc(c7ccc(c(=O)n1CCc1ccccc1)c2c37)c4c56,,,0.0,4.0,5.0
111-17-1,O=C(O)CCSCCC(=O)O,1.2261916215079358,,0.0,3.0,5.0
5837-68-3,O=C(CCCl)OC1=C(OC(=O)CCCl)C(=O)OC1=O,1.3522357224442276,,0.0,4.0,5.0
1470-94-6,Oc1ccc2c(c1)CCC2,1.384202046798967,,0.0,3.0,5.0
110311-27-8,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2,,,1.0,3.0,4.0
61010-04-6,O=CC1=C(Cl)C(=CO)CCC1,,,1.0,,
110-94-1,O=C(O)CCCC(=O)O,1.6571991212823685,,0.0,4.0,5.0
108-55-4,O=C1CCCC(=O)O1,0.6751081154047539,,1.0,3.0,4.0
51505-90-9,NCCNCCNCc1ccccc1O,1.0409731328208633,,0.0,3.0,5.0
36329-36-9,O=C(CN1CCNCC1)NN=Cc1ccc([N+](=O)[O-])o1,0.027994753449363186,,1.0,2.0,4.0
91893-39-9,O=NN(CCCl)C(=O)NCCS(=O)(=O)NCc1ccccc1,-0.1446514086553985,,1.0,2.0,3.0
27076-30-8,NC(=O)CCNCCO,,,0.0,3.0,5.0
34790-06-2,O=C1NCCCN1Cc1ccc(Cl)c(Cl)c1,0.49762985798767595,,1.0,3.0,4.0
616-45-5,O=C1CCCN1,0.585913664649,,1.0,2.0,4.0
532-12-7,c1cncc(C2=NCCC2)c1,1.1080746937931554,,1.0,3.0,4.0
62666-20-0,N=C(O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,0.6055768579806301,,1.0,3.0,4.0
19395-78-9,O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,0.7835887068783587,,0.0,3.0,5.0
41716-84-1,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,0.897438857706287,,0.0,3.0,5.0
27060-91-9,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,,,0.0,4.0,5.0
111687-36-6,O=C(O)CN(CCCN(C(=O)O)C(=O)O)C(=O)O,,,0.0,,5.0
99300-58-0,O=[N+]([O-])c1ccc2c(c1)COP(=S)(N1CCOCC1)O2,,,1.0,2.0,3.0
56368-47-9,O=C(SCc1ccccc1)N1CCOCC1,-0.6763716552488639,,1.0,1.0,2.0
79276-58-7,O=C1CCCN1c1cccc2cccnc12,0.8906321530252586,,1.0,3.0,4.0
88909-96-0,O=C(O)CCCN1C(=O)c2cccc3cccc(c23)C1=O,1.1498394783243535,,0.0,3.0,5.0
52637-01-1,O=C(CCl)OCCOCCO,0.624982816855127,,1.0,3.0,4.0
104-64-3,O=COCCCc1ccccc1,1.3963395757064492,,0.0,3.0,5.0
122-68-9,O=C(C=Cc1ccccc1)OCCCc1ccccc1,,,0.0,4.0,5.0
60045-26-3,O=C(OCCCc1ccccc1)c1ccccc1,,,0.0,3.0,5.0
673-31-4,NC(=O)OCCCc1ccccc1,0.7919389290535084,,1.0,3.0,4.0
94-82-6,O=C(O)CCCOc1ccc(Cl)cc1Cl,0.4487365168297726,,1.0,3.0,4.0
4635-59-0,O=C(Cl)CCCCl,0.9811238962460543,,1.0,3.0,4.0
27959-26-8,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1,1.1933798474146629,,0.0,4.0,5.0
63638-93-7,OC1(c2ccc(Cl)cc2)CCNCC1,0.34174850687575536,,1.0,2.0,4.0
98519-13-2,c1ccc2oc(C3(Cn4ccnc4)OCCCO3)cc2c1,,,1.0,3.0,4.0
98519-07-4,Clc1ccc2oc(C3(Cn4cncn4)OCCCO3)cc2c1,,,1.0,3.0,4.0
98519-00-7,Clc1cc(Cl)c2oc(C3(Cn4cncn4)OCCCO3)cc2c1,,,1.0,3.0,4.0
56-17-7,NCCSSCCN,0.7696423265434618,,1.0,3.0,4.0
111-41-1,NCCNCCO,1.4594494709334345,,0.0,3.0,5.0
110-85-0,C1CNCCN1,1.360372316109701,,1.0,3.0,4.0
841-77-0,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,0.29694776467315626,,1.0,2.0,4.0
92-54-6,c1ccc(N2CCNCC2)cc1,0.11207206467031533,,1.0,2.0,3.0
95884-49-4,Clc1cccc(N2CCNCC2)n1,-0.05538931691078698,,1.0,2.0,3.0
61655-58-1,Clc1cncc(N2CCNCC2)n1,-0.3971908049902943,,1.0,2.0,3.0
14028-44-5,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,-0.0010919935673365303,,1.0,2.0,4.0
5632-47-3,O=NN1CCNCC1,1.2928973018179624,,0.0,3.0,5.0
111-42-2,OCCNCCO,0.3004637141195545,,1.0,2.0,3.0
4471-41-4,O=C1c2ccccc2C(=O)c2c(NCCO)ccc(NCCO)c21,,,0.0,4.0,5.0
93981-02-3,O=S(=O)(O)c1cccc(Nc2nc(NCCO)nc(Nc3ccc(C=Cc4ccc(Nc5nc(NCCO)nc(Nc6cccc(S(=O)(=O)O)c6)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)n2)c1,,,0.0,4.0,5.0
110-91-8,C1COCCN1,1.0810614624072294,,1.0,3.0,4.0
91893-35-5,NS(=O)(=O)CCNC(=O)N(CCCl)N=O,-0.8107146129969132,,1.0,1.0,2.0
36951-85-6,OC1(c2ccc(Cl)c(Cl)c2)c2ccccc2C2=NCCCN21,,,1.0,2.0,4.0
26644-46-2,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.1396959396117128,,0.0,4.0,5.0
140-79-4,O=NN1CCN(N=O)CC1,0.045353543336324145,,1.0,2.0,3.0
4110-66-1,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1,-0.701094579265002,,1.0,1.0,2.0
1072-52-2,OCCN1CC1,-0.07089611693173237,,1.0,2.0,3.0
120-07-0,OCCN(CCO)c1ccccc1,0.7329840035490801,,1.0,3.0,4.0
92-00-2,OCCN(CCO)c1cccc(Cl)c1,1.3779973541859651,,0.0,4.0,5.0
1116-54-7,O=NN(CCO)CCO,1.7475191497938123,,0.0,4.0,5.0
77129-82-9,S=C(C=Cc1ccc2c(c1)OCO2)N1CCOCC1,0.011824519222115066,,1.0,2.0,3.0
35627-29-3,O=NN1CCCOC1,0.7132442232240075,,1.0,3.0,4.0
60029-23-4,O=CNC(N1CCOCC1)C(Cl)(Cl)Cl,0.5781037173588437,,1.0,3.0,4.0
92-53-5,c1ccc(N2CCOCC2)cc1,0.7557095750340223,,1.0,3.0,4.0
108001-60-1,N/C(=N\c1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1,1.123052211327534,,0.0,3.0,5.0
59-89-2,O=NN1CCOCC1,0.385342081159725,,1.0,2.0,3.0
16142-27-1,Nc1c[n+](N2CCOCC2)no1,,,1.0,3.0,4.0
17688-68-5,O=S1(=O)CCN(c2ccccc2)CC1,0.5782192657284584,,1.0,3.0,4.0
66508-37-0,O=CN(O)CCCP(=O)(O)O,,,0.0,4.0,5.0
25182-84-7,O=[N+]([O-])CCCO,-0.1350830644750108,,1.0,2.0,3.0
15471-17-7,O=S(=O)(O)CCC[n+]1ccccc1,,,0.0,4.0,5.0
111-46-6,OCCOCCO,2.073447560124351,,0.0,4.0,5.0
111-48-8,OCCSCCO,1.7331693489500435,,0.0,4.0,5.0
1892-29-1,OCCSSCCO,0.04980403761176044,,1.0,2.0,3.0
41123-69-7,O=S(=O)(CCO)CS(=O)(=O)CCO,,,0.0,3.0,5.0
504-63-2,OCCCO,2.2947351376825957,,0.0,4.0,5.0
10099-72-6,O=C(O)C=CC(=O)OCCOCCO,1.1417774901011497,,0.0,3.0,5.0
30544-47-9,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,-0.10204231753620241,,1.0,2.0,3.0
82578-51-6,O=C(OCCOCCO)c1ccccc1Nc1ccc(O)c(C(F)(F)F)c1,,,1.0,3.0,4.0
76874-96-9,O=C(OCCOCCO)c1cc(O)ccc1Nc1cccc(C(F)(F)F)c1,,,1.0,3.0,4.0
76874-97-0,O=C(OCCOCCO)c1cc(O)ccc1Nc1ccc(O)c(C(F)(F)F)c1,,,1.0,3.0,4.0
34580-73-9,OCCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12,,,1.0,3.0,4.0
19721-22-3,OCCCS,0.09990138618770805,,1.0,2.0,3.0
111-91-1,ClCCOCOCCCl,-0.4252306399884984,,1.0,2.0,3.0
123-91-1,C1COCCO1,1.6782438056162348,,0.0,3.0,5.0
120-55-8,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1,0.9543909315347916,,0.0,3.0,5.0
15980-15-1,C1CSCCO1,1.4340270953084986,,0.0,3.0,5.0
53061-10-2,O=S(=O)(CCCl)COCS(=O)(=O)CCCl,-0.2506479528877588,,1.0,2.0,3.0
17095-24-8,Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(O)c12,,,0.0,4.0,5.0
63917-06-6,O=C(C=CC(=O)OCCCl)OCCCl,-0.530884819165175,,1.0,2.0,3.0
6279-87-4,O=C(OCCCl)c1ccccc1C(=O)OCCCl,0.3992358997412655,,1.0,3.0,4.0
1070-42-4,OP(OCCCl)OCCCl,0.0990176890490523,,1.0,2.0,3.0
5266-08-0,O=P(OC=C(Cl)Cl)(OCCCl)OCCCl,-1.1043778410937024,,1.0,1.0,2.0
311-44-4,O=[N+]([O-])c1ccc(OP(=O)(OCCCl)OCCCl)cc1,-0.9684665407221528,,1.0,1.0,2.0
2451-86-7,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1,1.92641757883128,,0.0,4.0,5.0
1120-71-4,O=S1(=O)CCCO1,-0.08687569384851837,,1.0,2.0,3.0
287-29-6,C1C[SiH2]C1,1.3288036920058741,,1.0,3.0,4.0
2550-06-3,ClCCC[Si](Cl)(Cl)Cl,-0.025262843397520097,,1.0,2.0,3.0
505-60-2,ClCCSCCCl,-0.9711693909653198,,1.0,1.0,2.0
100-45-8,N#CC1CC=CCC1,0.6327413381148557,,1.0,2.0,4.0
4994-16-5,C1=CCC(c2ccccc2)CC1,,,0.0,3.0,5.0
64011-70-7,NC(=S)C1CC=CCC1,-0.45098462967526615,,1.0,1.0,2.0
4771-80-6,O=C(O)C1CC=CCC1,1.528505131174396,,0.0,3.0,5.0
10137-69-6,Cl[Si](Cl)(Cl)C1CC=CCC1,1.118171924358762,,0.0,3.0,5.0
13042-02-9,N#CC=CCCC#N,0.553953616662509,,1.0,2.0,4.0
4488-57-7,C1=CC2C3CCC(C3)C2C1,0.6982510968862328,,1.0,3.0,4.0
57-24-9,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,-1.9710148977517237,,1.0,1.0,1.0
65043-22-3,C1=Cc2cccc(OCC3CNCCO3)c2C1,0.33653747259696887,,1.0,3.0,4.0
4781-76-4,NCC1CCC=CO1,0.9463070612150468,,1.0,3.0,4.0
100-73-2,O=CC1CCC=CO1,1.6422510269514112,,0.0,3.0,5.0
63915-63-9,NCCC=C1c2ccccc2COc2ccccc21,0.5820286297899028,,1.0,3.0,4.0
104-53-0,O=CCCc1ccccc1,,,0.0,4.0,5.0
5766-67-6,N#CCN(CC#N)CCN(CC#N)CC#N,,,0.0,4.0,5.0
110-61-2,N#CCCC#N,0.7496342201122893,,1.0,2.0,4.0
1075-76-9,N#CCCNc1ccccc1,1.5071712796651353,,0.0,3.0,5.0
23996-53-4,N#CCCn1ccnc1,,,1.0,3.0,4.0
75696-02-5,N#CCCN1c2ccc(Cl)cc2C(c2ccccc2F)=NC(=O)C1O,0.990461695601661,,0.0,3.0,5.0
109-78-4,N#CCCO,1.653408669168872,,0.0,3.0,5.0
1071-22-3,N#CCC[Si](Cl)(Cl)Cl,1.0258965687188473,,0.0,3.0,5.0
542-76-7,N#CCCCl,-0.9519443296839406,,1.0,1.0,2.0
26896-48-0,OCC1CC2CC1C1CCC(CO)C21,1.0592843430933374,,0.0,3.0,5.0
14370-50-4,NCC1CC2CCC1C2,1.0515627548111681,,1.0,3.0,4.0
73803-48-2,NS(=O)(=O)c1cc(C(=O)NN2CC3C4CCC(C4)C3C2)ccc1Cl,,,0.0,4.0,5.0
13887-61-1,O=C(NC1CC1)OCC(O)C1COc2ccccc2O1,0.7300327630453823,,1.0,3.0,4.0
23657-27-4,C1CC2CC1C1SSSC21,0.19755012149232642,,1.0,2.0,4.0
35944-73-1,O=S(=O)(F)C1CCC(S(=O)(=O)F)C1,-1.4720432382775512,,1.0,1.0,2.0
76751-94-5,O=C1NC2CCC(C(=O)c3ccc(Cl)cc3)CC2O1,,,0.0,3.0,5.0
97901-22-9,O=C(O)c1ccc2c(c1)CCC(Cn1ccnc1)C2,0.8909680754885103,,1.0,3.0,4.0
63007-70-5,O=C(O)Cc1ccc(OCC2CC2)c(Cl)c1,0.5703722059448069,,1.0,3.0,4.0
2955-38-6,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,,,0.0,3.0,5.0
25967-29-7,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,1.4675559005672063,,0.0,4.0,5.0
23887-48-1,O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,-0.4056415675446308,,1.0,2.0,3.0
78246-49-8,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,0.10036273835198242,,1.0,2.0,4.0
20123-68-6,Nc1cccc(C(O)CNC2CC2)c1,1.227989905243294,,0.0,3.0,5.0
18818-61-6,O=C1N=C(c2ccccc2)c2cc(Cl)ccc2N(CC2CC2)C1O,,,0.0,3.0,5.0
33453-19-9,O=c1nc(-c2ccccc2)c2cc(Cl)ccc2n1CC1CC1,0.8087884365851229,,0.0,3.0,5.0
69655-05-6,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,,,0.0,3.0,5.0
77053-97-5,O=C(CCc1ccc2c(c1)OCO2)C1C(=O)CC(c2ccccc2)CC1=O,,,0.0,3.0,5.0
486460-32-6,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,,,0.0,3.0,5.0
915095-94-2,Clc1ccc(I)cc1Cc1ccc(OC2CCOC2)cc1,,,0.0,3.0,5.0
7346-91-0,O=C(O)CCC(=O)OCC1COC(C(Cl)(Cl)Cl)O1,1.0242439096149998,,0.0,3.0,5.0
121808-62-6,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,,,0.0,4.0,5.0
64872-77-1,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,0.6208579242852661,,1.0,3.0,4.0
53716-82-8,O=C1CCC2COC1O2,,,0.0,3.0,5.0
39391-39-4,NC(CCOc1ccc(C(N=O)C(=O)NC2CN(C(C(=O)O)c3ccc(O)cc3)C2=O)cc1)C(=O)O,,,0.0,4.0,5.0
915095-87-3,O=C(c1ccc(OC2CCOC2)cc1)c1cc(I)ccc1Cl,,,1.0,,4.0
314771-88-5,O=[N+]([O-])c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,,,0.0,3.0,5.0
114654-31-8,O=S1(=O)CCC(NC(=S)S)C1,0.9054816032238132,,1.0,3.0,4.0
884-49-1,O=S1(=O)CCC(NNc2ccccc2)C1,1.0213427086681828,,0.0,3.0,5.0
14008-53-8,O=S1(=O)CCC(Br)C1,0.03343482508737617,,1.0,2.0,3.0
2589-15-3,ClC1=C(Cl)C2(Cl)C3C(Cl)CCC3C1(Cl)C2(Cl)Cl,0.7268257101975922,,0.0,3.0,5.0
145-73-3,O=C(O)C1C2CCC(O2)C1C(=O)O,-0.690109772334767,,1.0,1.0,2.0
2759-71-9,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,-0.02946683410781634,,1.0,2.0,3.0
858956-08-8,Nc1nc(C2CC2)nc(C(=O)O)c1Cl,,,0.0,4.0,5.0
765-30-0,NC1CC1,0.8917543272320594,,1.0,2.0,4.0
81356-60-7,O=C(Nc1cc(F)ccc1F)NC1CC1,-0.14489974498763117,,1.0,2.0,3.0
86393-33-1,O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O,0.3159279609797282,,1.0,3.0,4.0
51981-21-6,O=C(O)CCC(C(=O)O)N(CC(=O)O)CC(=O)O,,,0.0,3.0,5.0
9001-73-4,NCCC(=O)NC(Cc1cnc[nH]1)C(=O)O,,,0.0,3.0,5.0
13115-71-4,NCC(=O)NC(CCC(N)=O)C(=O)O,,,0.0,4.0,5.0
32773-59-4,O=C(O)CCC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0.40998341754439,,1.0,3.0,4.0
3544-94-3,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,1.2925273023007828,,0.0,4.0,5.0
84611-23-4,O=C(O)CSCC(=O)NC1CCSC1=O,,,0.0,4.0,5.0
521284-22-0,Nc1ccc(CCNCC(O)c2ccccc2)cc1,-0.10780163196252873,,1.0,2.0,3.0
7545-48-4,O=C1CCN(C2OC(COP(=O)(O)O)C(O)C2O)C(=O)N1,1.5656999521012664,,0.0,4.0,5.0
101-49-5,c1ccc(CC2OCCO2)cc1,1.1270389485213137,,0.0,3.0,5.0
56461-33-7,O=C(c1ccccc1)c1cccc2c1CCC2C(=O)O,-0.8115228211269931,,1.0,1.0,2.0
58095-31-1,NC(=O)NC1CCC(=O)c2sccc21,,,0.0,4.0,5.0
28874-51-3,O=C1CCC(C(=O)O)N1,,,0.0,3.0,5.0
100678-32-8,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,0.136203447750862,,1.0,2.0,4.0
30914-89-7,FC(F)(F)c1cccc(C2CNCCO2)c1,0.06894952888209252,,1.0,2.0,3.0
74103-07-4,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,-0.1305430781158817,,1.0,2.0,3.0
1331-07-3,OCCC(O)Cl,-0.0021267750875313047,,1.0,2.0,3.0
88485-37-4,FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,0.3345255812185343,,1.0,3.0,4.0
52079-23-9,O=C1OCCC1O,,,0.0,3.0,5.0
29050-11-1,O=C1c2cc(Cl)ccc2OC2CCON12,0.8369329299687812,,1.0,3.0,4.0
55316-22-8,O=C(NC1CCSC1=O)c1cccnc1,1.3063336181827452,,0.0,3.0,5.0
57-96-5,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,-0.05302583627890166,,1.0,2.0,4.0
114686-12-3,O=C(O)C1=Cc2sc(Cn3ccnc3)cc2CC1,0.8586536503038881,,1.0,3.0,4.0
102-20-5,O=C(Cc1ccccc1)OCCc1ccccc1,1.7953338736643936,,0.0,4.0,5.0
51-12-7,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,0.7557287018546778,,1.0,3.0,4.0
59-97-2,c1ccc(CC2=NCCN2)cc1,0.8744645186471411,,1.0,3.0,4.0
5144-52-5,c1ccc2c(CC3=NCCN3)cccc2c1,0.7775725767711752,,1.0,3.0,4.0
53878-49-2,Nc1nc(COc2ccc(Cl)cc2)nc(NCCc2ccccc2)n1,,,0.0,3.0,5.0
372-77-0,O=C(CF)OCCOC(=O)CF,-1.9179397301099843,,1.0,1.0,1.0
123-81-9,O=C(CS)OCCOC(=O)CS,0.19572423287090615,,1.0,2.0,4.0
4301-50-2,O=C(Cc1ccc(-c2ccccc2)cc1)OCCF,-1.6339597047263372,,1.0,1.0,2.0
76824-35-6,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,1.0791306224248747,,0.0,3.0,5.0
103-29-7,c1ccc(CCc2ccccc2)cc1,1.39424056390594,,0.0,3.0,5.0
621-95-4,Nc1ccc(CCc2ccc(N)cc2)cc1,,,0.0,3.0,5.0
736-30-1,O=[N+]([O-])c1ccc(CCc2ccc([N+](=O)[O-])cc2)cc1,,,0.0,4.0,5.0
137281-39-1,Nc1nc(=O)c2c(CCc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,,,0.0,3.0,5.0
7199-29-3,NC(=O)C1c2ccccc2CCc2ccccc21,1.004909843210645,,0.0,3.0,5.0
37286-92-3,OC1c2ccccc2CCc2ccncc21,,,0.0,4.0,5.0
494-19-9,c1ccc2c(c1)CCc1ccccc1N2,,,0.0,4.0,5.0
697235-49-7,O=C(CCc1ccc(O)cc1)Nc1ccccc1C(=O)O,,,0.0,3.0,5.0
53597-27-6,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,0.07179652726296959,,1.0,2.0,4.0
119-84-6,O=C1CCc2ccccc2O1,0.9936189552032176,,1.0,3.0,4.0
36330-85-5,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,-0.10429074670062266,,1.0,2.0,3.0
38873-55-1,O=C(O)CCC(=O)c1ccc2oc3ccccc3c2c1,0.679657784866821,,1.0,3.0,4.0
123-56-8,O=C1CCC(=O)N1,2.150102590117836,,0.0,4.0,5.0
23249-97-0,O=C(O)CCc1nc2ccccc2[nH]1,0.9512338420870936,,1.0,3.0,4.0
23093-94-9,Nc1ccc(S(=O)(=O)Nc2ccc(NC(=O)CCC(=O)O)cc2)cc1,0.6157123115579316,,1.0,3.0,4.0
23093-93-8,O=C(O)CCC(=O)Nc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,0.5812822950968937,,1.0,3.0,4.0
21256-18-8,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1.1829628855851173,,0.0,3.0,5.0
24096-53-5,O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,0.5618631499794768,,1.0,3.0,4.0
128-08-5,O=C1CCC(=O)N1Br,,,0.0,3.0,5.0
16327-90-5,O=C(O)CCC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,,,0.0,3.0,5.0
108-30-5,O=C1CCC(=O)O1,1.1786600279828596,,1.0,3.0,4.0
114369-43-6,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,,,0.0,3.0,5.0
5029-46-9,O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],0.5015395273530655,,1.0,3.0,4.0
